rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,topic_of_influence_en
11,Lidia Buble @lidiabuble,1.4M,0.39%,رومانيا,موسيقى,429.2K,instagram,romania,False,2024,Music,MAPPED,music
12,Iuliana Beregoi @iulianaberegoiofficial,1.4M,0.56%,رومانيا,الترفيه والموسيقى,420.3K,instagram,romania,False,2024,Music,MAPPED,Entertainment and music
13,💎𝐀NDA ADAM 💎 @andaadam,1.3M,0.15%,رومانيا,الترفيه والموسيقى الأزياء والإكسسوارات الأعمال والتمويل تمثيل,388.8K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,"Entertainment, Music, Fashion and Accessories, Business and Finance Representation"
14,THEO ROSE @theorose.official,1.3M,1.54%,رومانيا,الترفيه والموسيقى التسويق والإعلان موسيقى,376.9K,instagram,romania,False,2024,Knowledge&Info,MAPPED,"Entertainment, Music, Marketing and Advertising Music"
15,SPEAK @iamspeak,1.2M,0.71%,رومانيا,الأزياء والإكسسوارات الترفيه والموسيقى التسويق والإعلان فنان,366.9K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,"Fashion, accessories, entertainment, music, marketing and advertising artist"
16,CATRINEL MARLON @catrinelmarlon,1.2M,1.39%,رومانيا,التمثيل والدراما الأزياء والإكسسوارات تمثيل,363K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Acting and Drama Fashion and Accessories Acting
17,Catalin Botezatu @catalinbotezatu1,1.2M,0.75%,رومانيا,الأزياء والإكسسوارات الفنون والحرف اليدوية الترفيه والموسيقى الأعمال والتمويل,360.3K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion and accessories arts and crafts entertainment and music business and finance
18,Bianca Dragusanu @biancadragusanu18,1.2M,0.24%,رومانيا,الأزياء والإكسسوارات الأعمال والتمويل Television,359.5K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion & Accessories Business & Finance Television
19,𝟰𝟰𝟰 @oltean_vld,1.1M,2.07%,رومانيا,تعليم تحسين المهارات تمثيل مشاهير,331.8K,instagram,romania,False,2024,Entertainment,MAPPED,Teaching to improve the skills of acting celebrities
20,Cristina Ciobanasu @cristinaciobanasu_oficial,1.1M,0.74%,رومانيا,التمثيل والدراما موسيقى مشهور ممثلين,318.8K,instagram,romania,False,2024,Music,MAPPED,"Acting, drama, music, famous actors"
21,ANAMARIA PRODAN @anamariaprodanreghecampf,1M,0.15%,رومانيا,أمهات,304.5K,instagram,romania,False,2024,UNMAPPED,UNMAPPED,Mothers
22,ОЛЕКСАНДР ЗАЛІСКО @o_zalisko,1M,1.84%,رومانيا,,300.3K,instagram,romania,False,2024,NA,NA,
23,Culiță Sterp @culita.sterp,991.8K,1.65%,رومانيا,الترفيه والموسيقى الأزياء والإكسسوارات موسيقى,297.5K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Entertainment & Music Fashion & Accessories Music
24,ALINA TISHA @alinaceusan,979.2K,0.59%,رومانيا,الأزياء والإكسسوارات تربية الأطفال تمثيل,293.8K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Costumes and accessories raising children representation
25,Elena Andrei @sasha_elena_real,955.1K,16.73%,رومانيا,الترفيه والموسيقى,286.5K,instagram,romania,False,2024,Music,MAPPED,Entertainment and music
26,Drei @dreiros,923.3K,0.85%,رومانيا,الترفيه والموسيقى موسيقى منتجون ترفيه,277K,instagram,romania,False,2024,Music,MAPPED,Entertainment & Music Music Entertainment Producers
27,Cristina Ich @christina_ich,920.4K,1.16%,رومانيا,تعليم تحسين المهارات نمط الحياة,276.1K,instagram,romania,False,2024,Lifestyle,MAPPED,Teaching improving lifestyle skills
28,SORÉ @soreonline,903.2K,0.3%,رومانيا,الفنون والحرف اليدوية الأزياء والإكسسوارات موسيقى تمثيل,271K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Arts & Crafts Fashion & Accessories Music Acting
29,Aqua Swim @aquaswimromania,897.3K,-,رومانيا,اللياقة البدنية والصحة,269.2K,instagram,romania,False,2024,Sports,MAPPED,Fitness and health
30,Chef Sorin Bontea @chef.sorinbontea.official,892.3K,0.77%,رومانيا,طعام,267.7K,instagram,romania,False,2024,Lifestyle,MAPPED,food
31,Alex Velea @iamvelea,891.8K,1.64%,رومانيا,فن ممثلين,267.5K,instagram,romania,False,2024,Entertainment,MAPPED,Art of actors
32,Simona Păun | Pilot @pilot_simona,865.7K,0.63%,رومانيا,تعليم تحسين المهارات,259.7K,instagram,romania,False,2024,Knowledge&Info,MAPPED,Skills improvement education
33,Mihai Morar @mihaimorar,840.3K,0.88%,رومانيا,الترفيه والموسيقى,252.1K,instagram,romania,False,2024,Music,MAPPED,Entertainment and music
34,Irina Rimes 🇷🇴🇫🇷 @irinarimes,836.4K,1.62%,رومانيا,فن موسيقى فنان,250.9K,instagram,romania,False,2024,Music,MAPPED,Art music artist
35,Patricia Druţă @patricia_druta,818.5K,2.05%,رومانيا,,245.5K,instagram,romania,False,2024,NA,NA,
36,Catalin Maruta @catalin_maruta,801.6K,2.07%,رومانيا,تعليم تحسين المهارات,240.5K,instagram,romania,False,2024,Knowledge&Info,MAPPED,Skills improvement education
37,ADDA @addabaladda,788.2K,0.92%,رومانيا,تعليم أمهات,236.5K,instagram,romania,False,2024,UNMAPPED,UNMAPPED,Educating mothers
38,Oana Radu @eusuntoanaradu,785.2K,0.11%,رومانيا,الفنون والحرف اليدوية الترفيه والموسيقى ممثلين,235.6K,instagram,romania,False,2024,Music,MAPPED,Arts and crafts entertainment and music actors
39,Romania @romania,783.5K,0.43%,رومانيا,سفر,235K,instagram,romania,False,2024,Lifestyle,MAPPED,travel
40,CRISTIAN MUNTEANU @mntchristian,778.4K,2.6%,رومانيا,فن,233.5K,instagram,romania,False,2024,Lifestyle,MAPPED,Art
41,lauracosoi @lauracosoi,762.5K,0.29%,رومانيا,التمثيل والدراما طعام مشهور أمهات,228.7K,instagram,romania,False,2024,Entertainment,MAPPED,Acting and drama are famous food moms
42,🐝 Bianca Vanessa 🦋 @biancaandreescu_,733.7K,3.8%,رومانيا,رياضة مغني موسيقى,220.1K,instagram,romania,False,2024,Sports,MAPPED,Sports singer music
43,iulia bochis @iuliastration,724.2K,5.14%,رومانيا,الفنون والحرف اليدوية,217.3K,instagram,romania,False,2024,Lifestyle,MAPPED,Arts and crafts
44,⚜️Daniela Crudu⚜️ @daniela_crudu_official,718.7K,1.26%,رومانيا,,215.6K,instagram,romania,False,2024,NA,NA,
45,Liviu Teodorescu @liviuteodorescu,716.9K,0.36%,رومانيا,الترفيه والموسيقى Musicians موسيقى,215.1K,instagram,romania,False,2024,Music,MAPPED,Entertainment and Music Musicians Music
46,Bogdan De La Ploiesti @bogdandelaploiesti,715.7K,2.95%,رومانيا,الترفيه والموسيقى,214.7K,instagram,romania,False,2024,Music,MAPPED,Entertainment and music
47,𝐕𝐥𝐚𝐝 𝐆𝐡𝐞𝐫𝐦𝐚𝐧 @vladgherman_oficial,701.9K,0.88%,رومانيا,التمثيل والدراما الترفيه والموسيقى مشهور,210.6K,instagram,romania,False,2024,Music,MAPPED,"Famous for his acting, drama, entertainment and music"
48,Vlăduța Lupău @vladutalupau,701.5K,1.46%,رومانيا,الترفيه والموسيقى التسويق والإعلان,210.4K,instagram,romania,False,2024,Knowledge&Info,MAPPED,"Entertainment, music, marketing and advertising"
49,CARMEN GREBENISAN @grebenisancarmen,688.5K,0.61%,رومانيا,الأزياء والإكسسوارات نمط الحياة,206.6K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion and lifestyle accessories
50,Andreea Ioana @andreeaesca,675.6K,0.94%,رومانيا,الترفيه والموسيقى ممثلين,202.7K,instagram,romania,False,2024,Music,MAPPED,Entertainment and music actors
51,🦄Ana Beregoi🦄 @anaberegoiofficial__,675.6K,2.25%,رومانيا,الترفيه والموسيقى رقص مخرج رقص,202.7K,instagram,romania,False,2024,Music,MAPPED,"Entertainment, music, dance, dance director"
52,ABI @1babyabi1,662.5K,30.09%,رومانيا,فن,198.7K,instagram,romania,False,2024,Lifestyle,MAPPED,Art
53,Salvo Lo Castro @realchefsalvolocastro,658.4K,0.21%,رومانيا,الطعام والشراب Television طعام,197.5K,instagram,romania,False,2024,Entertainment,MAPPED,Food and Drink Television Food
54,doinitaoancea @doinitaoancea,632.8K,0.54%,رومانيا,الترفيه والموسيقى تحسين المهارات مشهور,189.9K,instagram,romania,False,2024,Music,MAPPED,"Entertainment, music, skill improvement, popular"
55,Mirela Vaida @mirelavaida,632.2K,0.42%,رومانيا,الترفيه والموسيقى الأسرة الطعام والشراب,189.7K,instagram,romania,False,2024,Music,MAPPED,"Entertainment, music, family, food and drink"
56,dani otil @daniotil,624.4K,1.01%,رومانيا,السيارات,187.3K,instagram,romania,False,2024,Tech&Gaming,MAPPED,Cars
57,Jesse Al Hamdaniجاسم الحمداني @jalhamdani,618.2K,0.02%,رومانيا,تمويل مشهور كرة قدم مشاهير,185.4K,instagram,romania,False,2024,Sports,MAPPED,Celebrity Finance Celebrity Football
58,LOREDANA @loredanagroza,613.6K,0.29%,رومانيا,الفنون والحرف اليدوية موسيقى مغني تمثيل,184.1K,instagram,romania,False,2024,Music,MAPPED,Arts and crafts music singer acting
59,Danna Alquati 🐁 @magicaldemon,611.4K,6.55%,رومانيا,الترفيه والموسيقى الفنون والحرف اليدوية ممثلين تمثيل,183.4K,instagram,romania,False,2024,Music,MAPPED,"Entertainment, music, arts and crafts, actors, acting"
60,zbir @andreizbir,600K,2.26%,رومانيا,تعليم تحسين المهارات,180K,instagram,romania,False,2024,Knowledge&Info,MAPPED,Skills improvement education
61,Florin Dumitrescu @chefflorindumitrescu,591.6K,1.5%,رومانيا,طعام,177.5K,instagram,romania,False,2024,Lifestyle,MAPPED,food
62,Ema Uta @emauta,589.2K,3.51%,رومانيا,فن جمال,176.8K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Beauty art
63,Theo Zeciu @theozeciu,586.1K,5.62%,رومانيا,فن,175.8K,instagram,romania,False,2024,Lifestyle,MAPPED,Art
64,Andreea Ibacka @andreeaibacka,585.3K,0.82%,رومانيا,التمثيل والدراما الأسرة تعليم مشهور,175.6K,instagram,romania,False,2024,Knowledge&Info,MAPPED,Acting and drama family education is famous
65,George Ciupilan @georgeciupilan,571.5K,11.6%,رومانيا,,171.5K,instagram,romania,False,2024,NA,NA,
66,Almășan Cristina @cristinalmasan,568.7K,0.21%,رومانيا,التمثيل والدراما مشهور,170.6K,instagram,romania,False,2024,Entertainment,MAPPED,Famous for his acting and drama
67,Simona Mihaela Fatu @mihiela_simona,562.9K,0.72%,رومانيا,الأعمال والتمويل,168.9K,instagram,romania,False,2024,Knowledge&Info,MAPPED,Business and finance
68,Teo Trandafir | TV HOST @teotrandafir,552.1K,0.52%,رومانيا,الترفيه والموسيقى,165.6K,instagram,romania,False,2024,Music,MAPPED,Entertainment and music
69,OANA ZAVORANU OFFICIAL @oana.zavoranu,551.7K,1.1%,رومانيا,,165.5K,instagram,romania,False,2024,NA,NA,
70,Andreea Marin @andreeamarinromania,550.9K,0.4%,رومانيا,الترفيه والموسيقى,165.3K,instagram,romania,False,2024,Music,MAPPED,Entertainment and music
71,MADALIN @madalinserbann,538.5K,0.71%,رومانيا,السيارات والمركبات,161.6K,instagram,romania,False,2024,Tech&Gaming,MAPPED,Cars and vehicles
72,Mihaela Schwartzenberg @mihaelaradulescuschwartzenberg,537.5K,0.42%,رومانيا,أزياء,161.3K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion
73,cezara @cezaracristescu,537.1K,1.08%,رومانيا,الأزياء والإكسسوارات التمثيل والدراما مشهور ممثلين,161.1K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion & Accessories Acting & Drama Famous Actors
74,MARISA PALOMA @marisa.paloma,534.1K,0.44%,رومانيا,الجمال والعناية الذاتية الأعمال والتمويل تمثيل مشاهير,160.2K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Beauty & Self Care Business & Finance Celebrity Acting
75,RUXI @rux.si.opulenta,532K,1.04%,رومانيا,مشهور,159.6K,instagram,romania,False,2024,UNMAPPED,UNMAPPED,famous
76,ElenaIonescu @elenaionescumusic,529.6K,0.86%,رومانيا,الترفيه والموسيقى مغني موسيقى تأليف الأغاني,158.9K,instagram,romania,False,2024,Music,MAPPED,Entertainment Music Singer Songwriting Music
77,PavelBartos @pavelbartos,513.2K,0.54%,رومانيا,الترفيه والموسيقى مشهور ممثلين,154K,instagram,romania,False,2024,Music,MAPPED,Entertainment and music famous actors
78,Radu Constantin @radu.co,508.4K,0.72%,رومانيا,التمثيل والدراما تعليم مشهور التسويق والإعلان,152.5K,instagram,romania,False,2024,Knowledge&Info,MAPPED,"Acting and Drama, Famous Education, Marketing and Advertising"
79,Bianca Maria Comănici @comanicibianca,503.6K,1.08%,رومانيا,الترفيه والموسيقى رومانسية وزفاف,151.1K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,"Entertainment, romantic and wedding music"
80,Flavia Mihasan @flavia_mihasan,502K,0.24%,رومانيا,الأسرة تمثيل,150.6K,instagram,romania,False,2024,Lifestyle,MAPPED,Family representation
81,MARILU @mariludobrescu,500K,1.91%,رومانيا,مضحك تعليم ممثلين نمط الحياة,150K,instagram,romania,False,2024,Entertainment,MAPPED,Funny teaching actors lifestyle
82,Cosmin Nedelcu @micutzustandup,496.6K,0.45%,رومانيا,الترفيه والموسيقى مضحك التسويق والإعلان ممثلين,149K,instagram,romania,False,2024,Knowledge&Info,MAPPED,"Entertainment, Funny Music, Marketing and Advertising Representatives"
83,SMARANDA STIRBU @smarandastirbu,489.3K,2.6%,رومانيا,,146.8K,instagram,romania,False,2024,NA,NA,
84,Corina Caragea @corinacaragea,485.3K,1.16%,رومانيا,صحافيين,145.6K,instagram,romania,False,2024,Knowledge&Info,MAPPED,Journalists
85,Victor Slav @slavvictor,476.4K,0.22%,رومانيا,جمال,142.9K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,beauty
86,Anna Lesko Official @anna_lesko,466.5K,0.36%,رومانيا,الترفيه والموسيقى طعام موسيقى تمثيل,140K,instagram,romania,False,2024,Music,MAPPED,"Entertainment, music, food, music, acting"
87,Anca Sina Serea @anca_sina_serea,465.6K,0.39%,رومانيا,أخبار,139.7K,instagram,romania,False,2024,Knowledge&Info,MAPPED,news
88,Raluca Munte @munteraluca,445.7K,0.41%,رومانيا,الأزياء والإكسسوارات عرض المنتج,133.7K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion accessories product display
89,𝐆𝐢𝐮𝐥𝐢𝐚 𝐀𝐧𝐠𝐡𝐞𝐥𝐞𝐬𝐜𝐮 @mygiulia,442.7K,0.73%,رومانيا,الأزياء والإكسسوارات تربية الأطفال أمهات فنان,132.8K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion accessories parenting mothers artist
90,Alex Alvarez @alexalvarezab,438K,0.31%,رومانيا,فن موسيقى,131.4K,instagram,romania,False,2024,Music,MAPPED,Art music
91,Florin Ristei @fristei,427.4K,0.25%,رومانيا,الترفيه والموسيقى مضحك موسيقى,128.2K,instagram,romania,False,2024,Music,MAPPED,Entertainment music funny music
92,Roxana Vancea @roxanavancea,410.6K,0.54%,رومانيا,الأسرة تدريب تدريب,123.2K,instagram,romania,False,2024,Lifestyle,MAPPED,Family training training
93,Andreea Berecleanu @andreeaberecleanu,407.8K,0.4%,رومانيا,أخبار,122.3K,instagram,romania,False,2024,Knowledge&Info,MAPPED,news
94,Roxana Buzoiu @buzoiuroxanaofficial,404.6K,0.98%,رومانيا,الترفيه والموسيقى الأزياء والإكسسوارات,121.4K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,"Entertainment, music, fashion and accessories"
95,Ana Maria Barnoschi @ambarnoschi,402.3K,0.65%,رومانيا,الترفيه والموسيقى التمثيل والدراما الأزياء والإكسسوارات مشهور,120.7K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,"Entertainment, Music, Acting, Drama, Fashion and Accessories Famous"
96,JOY 🌻 @jo.ioanaa,399.2K,2.62%,رومانيا,فن الترفيه والموسيقى موسيقى تمثيل,119.8K,instagram,romania,False,2024,Music,MAPPED,"Entertainment art, music, music, acting"
97,Maria Pălăria @mariapalaria,387.5K,8.12%,رومانيا,الأزياء والإكسسوارات الفنون والحرف اليدوية عرض المنتج,116.3K,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion accessories arts and crafts product display
98,Codin Maticiuc @maticiuc_codin,378.5K,1.03%,رومانيا,الترفيه والموسيقى,113.6K,instagram,romania,False,2024,Music,MAPPED,Entertainment and music
99,Raluca Badulescu @raluca.badulescu,373.9K,0.6%,رومانيا,تمثيل,112.2K,instagram,romania,False,2024,Entertainment,MAPPED,acting
100,MaxINFINITE @maxinfiniteofficial,372.4K,0.9%,رومانيا,الترفيه والموسيقى الألعاب ألعاب فيديو,111.7K,instagram,romania,False,2024,Tech&Gaming,MAPPED,"Entertainment, music, gaming, video games"
