rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,topic_of_influence_en
22,The Real Ninja ⚔️ @dedebin,4.6M,-,Индонезия,,1.4M,tiktok,indonesia,False,2024,NA,NA,
23,Feby @frnzlynfby,4.6M,4.8%,Индонезия,Забавно,1.4M,tiktok,indonesia,False,2024,Entertainment,MAPPED,funny
24,Happy Asmara @happyasmara,4.5M,-,Индонезия,Забавление и музика,1.4M,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
25,Dokter Gigi Tri Putra @doktergigi_,4.4M,-,Индонезия,,1.3M,tiktok,indonesia,False,2024,NA,NA,
26,RISQI @risqii_af,4.2M,-,Индонезия,,1.3M,tiktok,indonesia,False,2024,NA,NA,
27,PutraChanKasela @putrachankasela_,4.1M,-,Индонезия,,1.2M,tiktok,indonesia,False,2024,NA,NA,
28,Reza Gladys Prettyani Sari @rezagladys,4M,-,Индонезия,,1.2M,tiktok,indonesia,False,2024,NA,NA,
29,Irene Suwandi @ireneswnd,4M,0.1%,Индонезия,,1.2M,tiktok,indonesia,False,2024,NA,NA,
30,Bella Tobing✨ @bellzky16,3.9M,-,Индонезия,Забавление и музика,1.2M,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
31,EVOS RAMBO @ramboeiei,3.7M,0.1%,Индонезия,Игри,1.1M,tiktok,indonesia,False,2024,Tech&Gaming,MAPPED,Games
32,dr. Kevin Mak @drkevinmak,3.7M,-,Индонезия,,1.1M,tiktok,indonesia,False,2024,NA,NA,
33,Nino @ninnocupaw290,3.6M,-,Индонезия,,1.1M,tiktok,indonesia,False,2024,NA,NA,
34,Haymin080 @hayminofficial,3.6M,-,Индонезия,Автомобили и превозни средства,1.1M,tiktok,indonesia,False,2024,Tech&Gaming,MAPPED,Cars and vehicles
35,Oktaviey @oktavieyy,3.4M,-,Индонезия,Забавление и музика,1M,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
36,SHELLA SAUKIA @shellasaukia,3M,-,Индонезия,Мода и аксесоари,900K,tiktok,indonesia,False,2024,Beauty&Fashion,MAPPED,Fashion and accessories
37,Nathaniel Rivan @niellzss,3M,0.1%,Индонезия,Образование,900K,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Education
38,s a s k e h🕊 @saskeh.series,2.9M,-,Индонезия,,870K,tiktok,indonesia,False,2024,NA,NA,
39,rully @rullysarjana,2.8M,-,Индонезия,,840K,tiktok,indonesia,False,2024,NA,NA,
40,Instagram : @Fauzan_Nasrul @fauzannasrull,2.8M,-,Индонезия,Продуктови представяния,840K,tiktok,indonesia,False,2024,UNMAPPED,UNMAPPED,Product presentations
41,ERA.ID @eradotid,2.6M,-,Индонезия,Образование,780K,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Education
42,Janes_cs🇮🇩 @janes_cs,2.6M,-,Индонезия,,780K,tiktok,indonesia,False,2024,NA,NA,
43,BNW Esports @bnwesports,2.6M,-,Индонезия,,780K,tiktok,indonesia,False,2024,NA,NA,
44,Ndaru Suci Kusuma @ndarusucii,2.4M,-,Индонезия,,720K,tiktok,indonesia,False,2024,NA,NA,
45,KD・Daeng友 @panggilsajadaeng,2.4M,-,Индонезия,Забавление и музика,720K,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
46,Pocong Gaolzzzz👻 @pocongbarbar,2.4M,-,Индонезия,Забавление и музика,720K,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
47,Francis Karel @franciskarelofficial,2.3M,-,Индонезия,,690K,tiktok,indonesia,False,2024,NA,NA,
48,Baldtwins👨🏻‍🦲 @baldtwins,2.3M,-,Индонезия,,690K,tiktok,indonesia,False,2024,NA,NA,
49,Qonitcah | Edukasi Kesehatan @qonitcah,2.3M,0.3%,Индонезия,Образование Фитнес и здраве,690K,tiktok,indonesia,False,2024,Sports,MAPPED,Education Fitness and Health
50,TRIBUN LAMPUNG @tribunlampung,2.2M,-,Индонезия,Забавление и музика,660K,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
51,Focallure Indonesia @focallure.beauty,2.1M,-,Индонезия,Красота и грижа за себе си,630K,tiktok,indonesia,False,2024,Beauty&Fashion,MAPPED,Beauty and self care
52,SATRIA🤗✨ @bangsatria_98,2.1M,-,Индонезия,,630K,tiktok,indonesia,False,2024,NA,NA,
53,Reizuka Ari @dictionarei,2.1M,-,Индонезия,,630K,tiktok,indonesia,False,2024,NA,NA,
54,BagasCraft.ID @bagascraft.asli,2.1M,-,Индонезия,Анимация и косплей,630K,tiktok,indonesia,False,2024,Tech&Gaming,MAPPED,Animation and cosplay
55,KompasTV News @kompastvnews,2.1M,-,Индонезия,Забавление и музика Новини,630K,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Entertainment and Music News
56,Kompas.com @kompascom,2M,-,Индонезия,Новини,600K,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,News
57,Muksin Alatas @muksinalatas015,2M,0.2%,Индонезия,,600K,tiktok,indonesia,False,2024,NA,NA,
58,𝐕𝐢𝐬𝐡𝐧𝐮 𝐢𝐬𝐥𝐞𝐬 @vishnu27,2M,-,Индонезия,Забавление и музика,600K,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
59,Marshel Widianto @marshelwidianto,1.9M,-,Индонезия,,570K,tiktok,indonesia,False,2024,NA,NA,
60,Zaskiasungkar Irwansyah @zaskirwan15,1.9M,-,Индонезия,,570K,tiktok,indonesia,False,2024,NA,NA,
61,Greysia Polii @greysiapolii,1.9M,-,Индонезия,Спорт,570K,tiktok,indonesia,False,2024,Sports,MAPPED,Sports
62,mbak ninid🐥 @mbakninid,1.9M,-,Индонезия,,570K,tiktok,indonesia,False,2024,NA,NA,
63,Chocopie @pooliinaa_09,1.8M,0.1%,Индонезия,,540K,tiktok,indonesia,False,2024,NA,NA,
64,Lestari Tensi @lestaritensi,1.8M,-,Индонезия,,540K,tiktok,indonesia,False,2024,NA,NA,
65,Melki Balipa Emil @melkibajaj,1.8M,6%,Индонезия,Образование Повишаване на квалификацията,540K,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Education Upskilling
66,Iya SiaGian🇮🇩 @iya_siagian27,1.8M,-,Индонезия,,540K,tiktok,indonesia,False,2024,NA,NA,
67,tribuntimurdotcom @tribuntimur.com,1.8M,-,Индонезия,,540K,tiktok,indonesia,False,2024,NA,NA,
68,IGGY DZU @iggydzu,1.8M,0.1%,Индонезия,,540K,tiktok,indonesia,False,2024,NA,NA,
69,ivanachindy @panao_25,1.8M,1.6%,Индонезия,,540K,tiktok,indonesia,False,2024,NA,NA,
70,Dusun Semilir @dusunsemilir,1.8M,-,Индонезия,Пътувания,540K,tiktok,indonesia,False,2024,UNMAPPED,UNMAPPED,Trips
71,Laurence Benson @laurence_benson,1.7M,-,Индонезия,Бизнес и финанси Храни и напитки,510K,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Business & Finance Food & Beverage
72,Bora 🇰🇷🇮🇩 @borassaem,1.7M,-,Индонезия,Образование Бизнес и финанси,510K,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Education Business and Finance
73,CBID @cewekbanget.id,1.7M,-,Индонезия,,510K,tiktok,indonesia,False,2024,NA,NA,
74,Parisa @farisasusandi,1.7M,-,Индонезия,,510K,tiktok,indonesia,False,2024,NA,NA,
75,TSG⭐️DEWA INDRA👑 @dewaindra88,1.6M,-,Индонезия,,480K,tiktok,indonesia,False,2024,NA,NA,
76,Naing Lin💘 @nainglin257,1.6M,-,Индонезия,,480K,tiktok,indonesia,False,2024,NA,NA,
77,Ziva Magnolya @szivsz,1.6M,0.2%,Индонезия,Забавление и музика,480K,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
78,"inisial ""L"" @jejak_presiden",1.6M,0.5%,Индонезия,Забавление и музика,480K,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
79,INDOZONE @indozone.id,1.6M,-,Индонезия,Забавление и музика Образование,480K,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Entertainment and Music Education
80,Popbela @popbela_com,1.6M,-,Индонезия,,480K,tiktok,indonesia,False,2024,NA,NA,
81,Dila_JM @dila_jm,1.6M,0.1%,Индонезия,Забавление и музика,480K,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
82,🌀istri_idaman🌀 @rika25041997,1.6M,-,Индонезия,,480K,tiktok,indonesia,False,2024,NA,NA,
83,Diera nathania @dieranathania,1.5M,-,Индонезия,,450K,tiktok,indonesia,False,2024,NA,NA,
84,Titi Kamal @titi_kamall,1.5M,-,Индонезия,Актьорство и драма Знаменитост,450K,tiktok,indonesia,False,2024,Entertainment,MAPPED,Acting and Drama Celebrity
85,Ryann_ @ryan_ramadhan99,1.5M,-,Индонезия,,450K,tiktok,indonesia,False,2024,NA,NA,
86,DADANN @dadansapta_irwn,1.4M,0.6%,Индонезия,,420K,tiktok,indonesia,False,2024,NA,NA,
87,Karang Gigi Ketapang 🔘 @karanggigiketapang,1.4M,-,Индонезия,,420K,tiktok,indonesia,False,2024,NA,NA,
88,Ulvi Safitri @ulfysss_,1.4M,-,Индонезия,,420K,tiktok,indonesia,False,2024,NA,NA,
89,Megassilvie 🧚‍♀️ @megassilvie,1.4M,-,Индонезия,Пътувания,420K,tiktok,indonesia,False,2024,UNMAPPED,UNMAPPED,Trips
90,Vaa🌻 @elvaeldanica,1.4M,-,Индонезия,,420K,tiktok,indonesia,False,2024,NA,NA,
91,TikTok Treats Indonesia @treats_id,1.4M,-,Индонезия,,420K,tiktok,indonesia,False,2024,NA,NA,
92,Ika purpitasari @ika_1id,1.4M,-,Indonesia,family,420K,tiktok,indonesia,False,2024,Lifestyle,MAPPED,family
93,William Lomban @williamlomban,1.3M,-,Indonesia,Food,390K,tiktok,indonesia,False,2024,Lifestyle,MAPPED,Food
94,Hilda @hildaxkeiko,1.3M,-,Indonesia,,390K,tiktok,indonesia,False,2024,NA,NA,
95,Antonio Evan @antonioevan_,1.3M,-,Indonesia,Entertainment and Music,390K,tiktok,indonesia,False,2024,Music,MAPPED,Entertainment and Music
96,Andra Mahendra @anddra_mahendra,1.3M,-,Indonesia,Education Upskilling Business and Finance,390K,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Education Upskilling Business and Finance
97,Chris Andrian Yang @chrisandrian,1.3M,-,Indonesia,,390K,tiktok,indonesia,False,2024,NA,NA,
98,bliblidotcom @bliblidotcom,1.3M,-,Indonesia,,390K,tiktok,indonesia,False,2024,NA,NA,
99,Asakecil 🦄 @asakecil,1.3M,-,Indonesia,Beauty and Self Care Pets,390K,tiktok,indonesia,False,2024,Beauty&Fashion,MAPPED,Beauty and Self Care Pets
100,MELINDA CHIA @melinda.chia,1.3M,-,Indonesia,,390K,tiktok,indonesia,False,2024,NA,NA,
