rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,topic_of_influence_en
14,Acrozzz @acrozzz.drift,843000.0,,Belgien,Videospiel,252900.0,tiktok,belgium,False,2024,Tech&Gaming,MAPPED,Video game
15,Melissa / Parastou @melissa.kiani141595,815300.0,,Belgien,,244600.0,tiktok,belgium,False,2024,,,
16,🦋💫yörük_kızı🦋💫 @deroo_42,775300.0,0.1,Belgien,,232600.0,tiktok,belgium,False,2024,,,
17,TikTok queen 🇮🇹🇧🇪 @rose3brown,724300.0,,Belgien,,217300.0,tiktok,belgium,False,2024,,,
18,Stevebrada @stevebradaa,679000.0,,Belgien,Lustig,203700.0,tiktok,belgium,False,2024,UNMAPPED,UNMAPPED,Lustig
19,Grisela @grissy_,663000.0,,Belgien,Unterhaltung und Musik Essen,198900.0,tiktok,belgium,False,2024,Music,MAPPED,Entertainment and music food
20,Macdi @macdi_off,648200.0,,Belgien,,194500.0,tiktok,belgium,False,2024,,,
21,HIJAB STYLE 🧕 @hijabx2022,642100.0,0.3,Belgien,Mode und Accessoires,192600.0,tiktok,belgium,False,2024,Beauty&Fashion,MAPPED,Fashion and accessories
22,Club Brugge @clubbrugge,635700.0,,Belgien,Sport,190700.0,tiktok,belgium,False,2024,Sports,MAPPED,Sport
23,Chloé Lebacq @spicyychloebaby,628800.0,,Belgien,Romantik und Hochzeit,188600.0,tiktok,belgium,False,2024,Beauty&Fashion,MAPPED,Romance and wedding
24,Sarah B.💛 @sarah_bossuwe,612700.0,,Belgien,,183800.0,tiktok,belgium,False,2024,,,
25,Denisa Berisha @d.enisaaa,586800.0,,Belgien,,176000.0,tiktok,belgium,False,2024,,,
26,Ramos Hajjaj @ramoshajjaj,579000.0,,Belgien,,173700.0,tiktok,belgium,False,2024,,,
27,แบงค์ @bankkk695,575000.0,0.2,Belgien,,172500.0,tiktok,belgium,False,2024,,,
28,iTunes @odayalsafar,571200.0,,Belgien,,171400.0,tiktok,belgium,False,2024,,,
29,Emilie and Jonas @emiliexojonas,570200.0,,Belgien,Romantik und Hochzeit,171100.0,tiktok,belgium,False,2024,Beauty&Fashion,MAPPED,Romance and wedding
30,Schoolfightquality @schoolfightquality,569000.0,14.1,Belgien,,170700.0,tiktok,belgium,False,2024,,,
31,Mackenzie Brilot @mackenziebrilot,565300.0,,Belgien,,169600.0,tiktok,belgium,False,2024,,,
32,Stijn Saman - Stino @stijnsaman,540800.0,0.4,Belgien,Unterhaltung und Musik,162200.0,tiktok,belgium,False,2024,Music,MAPPED,Entertainment and music
33,Stlarusse🤪🤣 @stlarussee,535400.0,,Belgien,Unterhaltung und Musik,160600.0,tiktok,belgium,False,2024,Music,MAPPED,Entertainment and music
34,سيد دنياصور 🦖 @mosayosf1,516600.0,,Belgien,,155000.0,tiktok,belgium,False,2024,,,
35,Average Rob @averagerob,502300.0,0.2,Belgien,,150700.0,tiktok,belgium,False,2024,,,
36,Célia @celia_itvai,492900.0,0.8,Belgien,,147900.0,tiktok,belgium,False,2024,,,
37,Jeny Bsg @jenybsg93,488300.0,,Belgien,Unterhaltung und Musik,146500.0,tiktok,belgium,False,2024,Music,MAPPED,Entertainment and music
38,LemedTV sur twitch @lemedtv,487700.0,,Belgien,Unterhaltung und Musik,146300.0,tiktok,belgium,False,2024,Music,MAPPED,Entertainment and music
39,Koda @kodaytb_,479800.0,0.2,Belgien,,143900.0,tiktok,belgium,False,2024,,,
40,LUFY @lufyyyy,467200.0,,Belgien,Lustig Familie,140200.0,tiktok,belgium,False,2024,Entertainment,MAPPED,Funny family
41,💎Анатолий💎 @anatolishutak,459600.0,,Belgien,,137900.0,tiktok,belgium,False,2024,,,
42,🐼EL PANDA🐼 @abe_10k,450100.0,,Belgien,,135000.0,tiktok,belgium,False,2024,,,
43,Hannes Coudenys @hannescoudenys,435800.0,,Belgien,,130699.99999999999,tiktok,belgium,False,2024,,,
44,manon :) @manontondut,434000.0,,Belgien,,130199.99999999999,tiktok,belgium,False,2024,,,
45,Julie Vermeire @julievermeire,433500.0,,Belgien,Unterhaltung und Musik,130100.0,tiktok,belgium,False,2024,Music,MAPPED,Entertainment and music
46,elo spits @elodie_spits,432800.0,,Belgien,,129800.00000000001,tiktok,belgium,False,2024,,,
47,nathalievandenberg @nathalievandenberg,394700.0,,Belgien,Mode und Accessoires Reisen,118400.0,tiktok,belgium,False,2024,Beauty&Fashion,MAPPED,Fashion and accessories travel
48,k3.studio100 @k3.officieel,368000.0,,Belgien,Unterhaltung und Musik,110400.0,tiktok,belgium,False,2024,Music,MAPPED,Entertainment and music
49,L 2B 💙 @_l2b_,364700.0,,Belgien,,109400.0,tiktok,belgium,False,2024,,,
50,Velaktro @velaktro,363200.0,0.2,Belgien,Unterhaltung und Musik,109000.0,tiktok,belgium,False,2024,Music,MAPPED,Entertainment and music
51,suzanna.demaeyer @suzanna.demaeyer,344500.0,,Belgien,,103400.0,tiktok,belgium,False,2024,,,
52,maxbalandra @maxbalandra02,343500.0,,Belgien,,103100.0,tiktok,belgium,False,2024,,,
53,bcsignature @bcsignature,340300.0,,Belgien,Auto und Fahrzeuge,102100.0,tiktok,belgium,False,2024,Tech&Gaming,MAPPED,Car and vehicles
54,TaartenTatyana @taartentatyana,337300.0,,Belgien,,101200.0,tiktok,belgium,False,2024,,,
55,Bert @bertnoternie,332300.0,0.4,Belgien,,99700.0,tiktok,belgium,False,2024,,,
56,Ketnet @ketnet_officieel,314700.0,,Belgien,Bildung,94400.0,tiktok,belgium,False,2024,Knowledge&Info,MAPPED,Education
57,Belgo @belgoturkyt,311400.0,,Belgien,,93400.0,tiktok,belgium,False,2024,,,
58,hortaemvasosnaeuropa @hortaemvasosnaeuropa,309200.0,0.2,Belgien,,92800.0,tiktok,belgium,False,2024,,,
59,Tess Taelman @tesstaelman,307700.0,,Belgien,,92300.0,tiktok,belgium,False,2024,,,
60,guappamayy @guappamayy,303200.0,0.2,Belgien,,91000.0,tiktok,belgium,False,2024,,,
61,Camille 👄 @camilledlby,299700.0,,Belgien,,89900.0,tiktok,belgium,False,2024,,,
62,Alessio 📽 @pz.alessio,297500.0,,Belgien,,89300.0,tiktok,belgium,False,2024,,,
63,KAA Gent @kaagent,297200.0,,Belgien,,89200.0,tiktok,belgium,False,2024,,,
64,rachelnimegeers @rachelnimegeers,295700.0,,Belgien,Unterhaltung und Musik,88700.0,tiktok,belgium,False,2024,Music,MAPPED,Entertainment and music
65,kimberley_romaine @kimberley.romaine,294000.0,,Belgien,Bildung Unterhaltung und Musik,88200.0,tiktok,belgium,False,2024,Knowledge&Info,MAPPED,Education entertainment and music
66,Douzi @douziofficial,291200.0,,Belgien,,87400.0,tiktok,belgium,False,2024,,,
67,LAUREN დ @siricalauren,287800.0,,Belgien,,86300.0,tiktok,belgium,False,2024,,,
68,Jean-Claude Van Damme @jcvdtv,287400.0,0.2,Belgien,Schauspiel und Drama,86200.0,tiktok,belgium,False,2024,Entertainment,MAPPED,Acting and drama
69,Instagram : cedced_vm @cedrakpirate,282200.0,0.1,Belgien,,84700.0,tiktok,belgium,False,2024,,,
70,Noah Clai 🥥 @noah.clai,280900.0,,Belgien,,84300.0,tiktok,belgium,False,2024,,,
71,Ralfagram @ralfagram,279100.0,,Belgien,,83700.0,tiktok,belgium,False,2024,,,
72,BR4Zx FF @br4zx_uxiha,278500.0,4.0,Belgien,,83600.0,tiktok,belgium,False,2024,,,
73,The Belgian Blondie @thebelgianblondie,275700.0,,Belgien,Essen und Trinken Mode,82700.0,tiktok,belgium,False,2024,Beauty&Fashion,MAPPED,Food and drink fashion
74,Anastasiya @cocon_de_nesty,274300.0,0.3,Belgien,Kunst und Handwerk,82300.0,tiktok,belgium,False,2024,Lifestyle,MAPPED,Arts and crafts
75,Alex @sttasenko,267300.0,0.1,Belgien,,80200.0,tiktok,belgium,False,2024,,,
76,Anisa 🖤 @anisadebacker,267000.0,,Belgien,,80100.0,tiktok,belgium,False,2024,,,
77,arjenspittael @lifebyarjen,266500.0,,Belgien,Reisen,80000.0,tiktok,belgium,False,2024,Lifestyle,MAPPED,Travel
78,Tarmac @tarmac,263300.0,0.1,Belgien,,79000.0,tiktok,belgium,False,2024,,,
79,HAYTAM 🥥 @haytam_mrn,255000.0,,Belgien,,76500.0,tiktok,belgium,False,2024,,,
80,CarlDeman @calledeman,251200.0,0.3,Belgien,,75400.0,tiktok,belgium,False,2024,,,
81,𝔀𝓮𝓮𝓻𝓪𝓼𝓪𝓴_🦊 @raseep12,243300.0,0.2,Belgien,Sport,73000.0,tiktok,belgium,False,2024,Sports,MAPPED,Sport
82,Thor and Vader ❤️ @thorthebelgian,242000.0,,Belgien,Tiere Haustiere,72600.0,tiktok,belgium,False,2024,Lifestyle,MAPPED,Animals pets
83,Vincent Bal465 @shadowology,238800.0,,Belgien,Kunst und Handwerk,71600.0,tiktok,belgium,False,2024,Lifestyle,MAPPED,Arts and crafts
84,•s a l s 🧛 @salsxbn,237500.0,,Belgien,,71300.0,tiktok,belgium,False,2024,,,
85,Lenka :) @verlenkabel,236300.0,,Belgien,,70900.0,tiktok,belgium,False,2024,,,
86,Karrewiet @karrewiet,234100.0,0.6,Belgien,,70200.0,tiktok,belgium,False,2024,,,
87,Aude Houdart @audehoudartt,231800.0,,Belgien,Schönheit und Selbstpflege,69500.0,tiktok,belgium,False,2024,Beauty&Fashion,MAPPED,Beauty and self care
88,OmarBomouce @omarandbomouce,231500.0,0.1,Belgien,Prominenter,69500.0,tiktok,belgium,False,2024,Entertainment,MAPPED,Celebrity
89,ig: belgicasasha @belgicasasha,231400.0,,Belgien,,69400.0,tiktok,belgium,False,2024,,,
90,Alie @alie_official,230900.0,,Belgien,,69300.0,tiktok,belgium,False,2024,,,
91,Caroline Van Cauter @caroline.vancauter,226600.0,0.2,Belgien,,68000.0,tiktok,belgium,False,2024,,,
92,Thomas Delvaux @thomas.delvaux,224100.0,,Belgien,,67200.0,tiktok,belgium,False,2024,,,
93,ciuci👑 @ciuci_t,223200.0,,Belgien,,67000.0,tiktok,belgium,False,2024,,,
94,roor @rawanali851,222000.0,,Belgien,,66600.0,tiktok,belgium,False,2024,,,
95,ortsagram @ortsagram,221300.0,0.1,Belgien,,66400.0,tiktok,belgium,False,2024,,,
96,Céline @madamecelinec,219400.0,,Belgien,,65800.0,tiktok,belgium,False,2024,,,
97,Tireje culin @idkmyname2323,218700.0,,Belgien,,65600.0,tiktok,belgium,False,2024,,,
98,marthedepillecyn @marthi.party,217400.0,0.3,Belgien,Kunst und Handwerk,65200.0,tiktok,belgium,False,2024,Lifestyle,MAPPED,Arts and crafts
99,Pommelien Thijs @pommelienpommelien,217100.0,0.1,Belgien,,65099.99999999999,tiktok,belgium,False,2024,,,
100,🐰zanarah_official😸 @zanarah_official,216000.0,,Belgien,,64800.0,tiktok,belgium,False,2024,,,
