rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,topic_of_influence_en
14,Marilia Mendonça @mariliamendoncacantora,41.7M,0.61%,برزیل,سرگرمی و موسیقی خواننده موسیقی,12.5M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music singer
15,Daniel Alves @danialves,36.5M,0.03%,برزیل,ورزش فوتبال,10.9M,instagram,brazil,False,2024,Sports,MAPPED,Football sport
16,Veveta @ivetesangalo,36.4M,0.47%,برزیل,سرگرمی و موسیقی مجری تلویزیونی بازیگران موسیقی,10.9M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and Music Television Host Music Actors
17,Paolla Oliveira @paollaoliveirareal,35.9M,0.33%,برزیل,بازیگری و درام زندگی بازیگران,10.8M,instagram,brazil,False,2024,Entertainment,MAPPED,Acting and life drama of actors
18,Luan Santana @luansantana,35.3M,0.28%,برزیل,سرگرمی و موسیقی خواننده موسیقی,10.6M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music singer
19,Viih Tube @viihtube,32.3M,0.05%,برزیل,خانواده زیبایی و مراقبت از خود سرگرمی و موسیقی مدلسازی,9.7M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Family beauty and self care entertainment and modeling music
20,Eliana Michaelichen @eliana,31.8M,0.26%,برزیل,هنر برنامه های تلویزیونی موسیقی بازیگران,9.6M,instagram,brazil,False,2024,Music,MAPPED,"The art of TV shows, music, actors"
21,LUÍSA SONZA @luisasonza,31.7M,1.01%,برزیل,سرگرمی و موسیقی موسیقی زندگی خواننده,9.5M,instagram,brazil,False,2024,Music,MAPPED,"Entertainment and music, the music of the singer's life"
22,Sabrina Sato @sabrinasato,31.4M,0.02%,برزیل,سرگرمی و موسیقی بازیگری و درام اتومبیل مجری تلویزیونی,9.4M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and Music Acting and Drama Car TV Presenter
23,Juliette @juliette,31.1M,0.41%,برزیل,سرگرمی و موسیقی هنرمند,9.3M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music artist
24,Juliana Paes @julianapaes,30.8M,0.05%,برزیل,بازیگری و درام مشهور تجسم,9.2M,instagram,brazil,False,2024,Entertainment,MAPPED,Famous actor and drama personification
25,LUDMILLA @ludmilla,30.2M,0.45%,برزیل,سرگرمی و موسیقی موسیقی خواننده ترانه سرا,9.1M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music singer songwriter music
26,JoJo @jojotodynho,30M,2.13%,برزیل,سرگرمی و موسیقی ترانه سرا,9M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music songwriters
27,Giovanna Ewbank @gioewbank,29.4M,0.2%,برزیل,خانواده سرگرمی و موسیقی مشهور مدلسازی,8.8M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Famous entertainment and music modeling family
28,isis valverde @isisvalverde,29M,0.04%,برزیل,هنر مشهور زندگی بازیگران,8.7M,instagram,brazil,False,2024,Entertainment,MAPPED,The famous art of actors' lives
29,KEVINHO @kevinho,27.3M,0.92%,برزیل,سرگرمی و موسیقی موسیقی خواننده,8.2M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music singer
30,BAD MI ⚡️ MC MIRELLA @mirella,26.6M,2.3%,برزیل,سرگرمی و موسیقی بازاریابی و تبلیغات,8M,instagram,brazil,False,2024,Knowledge&Info,MAPPED,Entertainment and music marketing and advertising
31,Deborah Secco @dedesecco,26.5M,0.12%,برزیل,مشهور بازیگران مشاهیر طراحی,8M,instagram,brazil,False,2024,Entertainment,MAPPED,"Famous actors, famous designers"
32,Fábio de Melo @pefabiodemelo,26.1M,0.23%,برزیل,سرگرمی و موسیقی زندگی,7.8M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and life music
33,Rodrigo Faro @rodrigofaro,25.8M,0.17%,برزیل,سرگرمی و موسیقی مشهور خواننده بازیگران,7.7M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music of famous singers and actors
34,Coldplay @coldplay,25.8M,1.46%,برزیل,موسیقی خواننده راک,7.7M,instagram,brazil,False,2024,Music,MAPPED,Rock singer's music
35,Nicole Bahls @nicolebahls,25.6M,0.3%,برزیل,مد و لوازم جانبی مدلسازی مشاهیر طنز,7.7M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Humorous celebrity modeling fashion and accessories
36,Claudia Leitte @claudialeitte,25.5M,0.05%,برزیل,سرگرمی و موسیقی موسیقی خواننده,7.6M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music singer
37,Philippe Coutinho @phil.coutinho,24.9M,1.56%,برزیل,فوتبال,7.5M,instagram,brazil,False,2024,Sports,MAPPED,football
38,Gabriel Jesus @dejesusoficial,23.2M,1.42%,برزیل,سرگرمی و موسیقی زندگی و جامعه فوتبال,7M,instagram,brazil,False,2024,Sports,MAPPED,Entertainment and music life and football community
39,MEL MAIA 🍯 @melissamelmaia,22.8M,1.04%,برزیل,سرگرمی و موسیقی موسیقی,6.9M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music music
40,Richarlison @richarlison,22.7M,2.54%,برزیل,ورزش فوتبال,6.8M,instagram,brazil,False,2024,Sports,MAPPED,Football sport
41,Bruno Gagliasso @brunogagliasso,22.4M,0.51%,برزیل,مشهور بازیگران مشاهیر طنز,6.7M,instagram,brazil,False,2024,Entertainment,MAPPED,Famous comedian actors
42,Simone e Simaria @simoneesimaria,22.1M,0.47%,برزیل,سرگرمی و موسیقی باند مشاهیر حیوانات و خانمانی,6.6M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music of the famous animal and household band
43,LUCAS RANGEL @lucasranngel,22.1M,1.93%,برزیل,زیبایی و مراقبت از خود تجارت و امور مالی موسیقی زندگی,6.6M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Beauty and self care business and finance life music
44,Rafa Kalimann @rafakalimann,21.9M,0.2%,برزیل,زندگی و جامعه مدلسازی,6.6M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Life and modeling community
45,Júlio Cocielo Estaniecki @cocielo,21.8M,2.6%,برزیل,سرگرمی و موسیقی مشهور بازیگران کمدی,6.5M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music of famous comedians
46,Marcos Mion @marcosmion,21.7M,1.43%,برزیل,سرگرمی و موسیقی تجارت و امور مالی مشهور,6.5M,instagram,brazil,False,2024,Knowledge&Info,MAPPED,Entertainment and Music Famous Business and Finance
47,Fernanda Souza @fernandasouzaoficial,21.7M,0.05%,برزیل,هنر خواننده بازیگران موسیقی,6.5M,instagram,brazil,False,2024,Entertainment,MAPPED,"The art of singers, actors, musicians"
48,Mari Maria @marimaria,21.7M,0.35%,برزیل,زیبایی و مراقبت از خود استایلینگ هنرمند,6.5M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Beauty and self-care artist styling
49,Gisele Bündchen @gisele,21.5M,2.21%,برزیل,مد مدلسازی,6.5M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Fashion modeling
50,Everson Silva @tirullipa,21.4M,0.5%,برزیل,طنز,6.4M,instagram,brazil,False,2024,Entertainment,MAPPED,comedy
51,Camila Queiroz @camilaqueiroz,21.4M,0.61%,برزیل,هنر بازیگران,6.4M,instagram,brazil,False,2024,Entertainment,MAPPED,The art of actors
52,Rafael Vitti @rafaavitti,21.3M,0.24%,برزیل,بسیار خنده دار بازیگران مشاهیر حیوانات و خانمانی,6.4M,instagram,brazil,False,2024,Entertainment,MAPPED,Very funny actors of famous animals and household
53,Luiz Bacci @luizbacci,21.1M,0.18%,برزیل,سرگرمی و موسیقی روزنامه نگاران شخصیت عمومی,6.3M,instagram,brazil,False,2024,Knowledge&Info,MAPPED,Entertainment and music of journalists and public figures
54,GKAY @gessicakayane,20.8M,1.27%,برزیل,مد و لوازم جانبی طنز مشاهیر حیوانات و خانمانی,6.2M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,"Fashion and accessories, celebrity humor, animals and household"
55,@caiocastro,20.5M,0.21%,برزیل,اتومبیل و سایر خودروها ورزش مرور اینترنتی بازیگران,6.2M,instagram,brazil,False,2024,Sports,MAPPED,Cars and other cars sports internet browsing actors
56,Lexa @lexa,20.5M,0.29%,برزیل,سرگرمی و موسیقی موسیقی خواننده مشاهیر,6.2M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music of famous singers
57,Iran Ferreira @luvadepedreiro,20.5M,9.23%,برزیل,بسیار خنده دار,6.2M,instagram,brazil,False,2024,Entertainment,MAPPED,very funny
58,Luciano Huck @lucianohuck,20.3M,0.78%,برزیل,سرگرمی مجری تلویزیونی برنامه های تلویزیونی,6.1M,instagram,brazil,False,2024,Entertainment,MAPPED,Entertainment TV host of TV shows
59,NALDO ⭐️ @naldobenny,20.2M,0.16%,برزیل,سرگرمی و موسیقی خواننده,6.1M,instagram,brazil,False,2024,Music,MAPPED,Singer entertainment and music
60,David Luiz @davidluiz23,20.2M,1.4%,برزیل,ورزش فوتبال,6.1M,instagram,brazil,False,2024,Sports,MAPPED,Football sport
61,Giovanna Antonelli @giovannaantonelli,19.8M,0.17%,برزیل,سرگرمی و موسیقی بازیگران,5.9M,instagram,brazil,False,2024,Music,MAPPED,entertainment and music actors
62,Jair M. Bolsonaro @jairmessiasbolsonaro,19.7M,1.3%,برزیل,سیاست,5.9M,instagram,brazil,False,2024,Knowledge&Info,MAPPED,Politics
63,Juliana Salimeni 💖 @jujusalimeni,19.4M,0.1%,برزیل,تناسب اندام و سلامتی سرگرمی و موسیقی مدلسازی,5.8M,instagram,brazil,False,2024,Sports,MAPPED,Fitness and health entertainment and music modeling
64,Flavia Pavanelli | 𝘼𝙘𝙩𝙧𝙚𝙨𝙨 • 𝙁𝙖𝙨𝙝𝙞𝙤𝙣 • 𝘽𝙚𝙖𝙪𝙩𝙮 @flaviapavanelli,19.3M,0.07%,برزیل,مد و لوازم جانبی زیبایی و مراقبت از خود بازاریابی و تبلیغات زندگی,5.8M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,"Fashion and accessories, beauty and self care, marketing and lifestyle advertising"
65,Camila Loures @camilaloures,19M,1.19%,برزیل,سرگرمی و موسیقی تجارت و امور مالی ویدئوبلاگ نویس طنز,5.7M,instagram,brazil,False,2024,Knowledge&Info,MAPPED,Entertainment & Music Business & Finance Humorous Videoblogger
66,Jorge e Mateus @jorgeemateus,18.9M,0.23%,برزیل,سرگرمی و موسیقی موسیقی,5.7M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music music
67,David Michigan ⚡️ @davidmichigan,18.5M,0.02%,برزیل,آموزش ارتقای مهارت ها مشهور مشاهیر,5.5M,instagram,brazil,False,2024,Entertainment,MAPPED,Training to improve the skills of famous celebrities
68,IZA @iza,17.6M,0.49%,برزیل,سرگرمی و موسیقی موسیقی خواننده,5.3M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music singer
69,Tainá Costa @taina,17.6M,0.07%,برزیل,سرگرمی و موسیقی بازاریابی و تبلیغات مدلسازی,5.3M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Entertainment and music marketing and advertising modeling
70,Lucas Lucco @lucaslucco,17.6M,0.2%,برزیل,هنر خواننده زندگی,5.3M,instagram,brazil,False,2024,Music,MAPPED,The art of life singer
71,Ana Hickmann @ahickmann,17.5M,1.56%,برزیل,مد و لوازم جانبی ویدئوبلاگ نویس,5.2M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Video blogger fashion and accessories
72,Pelé Foundation @pele,17.4M,2.24%,برزیل,ورزش تجارت و امور مالی فوتبال,5.2M,instagram,brazil,False,2024,Sports,MAPPED,Sports business and football finance
73,Felipe Neto 🦉 @felipeneto,17.4M,1.05%,برزیل,سرگرمی و موسیقی مشاهیر فیلم، موسیقی و کتاب حیوانات و خانمانی,5.2M,instagram,brazil,False,2024,Knowledge&Info,MAPPED,"Entertainment and music of movie celebrities, music and books of animals and household"
74,Kéfera Buchmann @kefera,17.1M,0.35%,برزیل,سرگرمی و موسیقی مشهور بازیگران مدلسازی,5.1M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Entertainment and famous music actors modeling
75,Adriana Lima @adrianalima,16.7M,1.58%,برزیل,تناسب اندام و سلامتی مدلسازی,5M,instagram,brazil,False,2024,Sports,MAPPED,Modeling fitness and health
76,Leonardo @leonardo,16.6M,0.4%,برزیل,سرگرمی و موسیقی موسیقی,5M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music music
77,Henrique e Juliano @henriqueejuliano,15.8M,0.28%,برزیل,سرگرمی و موسیقی,4.7M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music
78,Lorena Improta @loreimprota,15.7M,0.78%,برزیل,سرگرمی و موسیقی رقص سلامتی و تناسب اندام موها و زیبایی,4.7M,instagram,brazil,False,2024,Sports,MAPPED,Entertainment and music dance health and fitness hair and beauty
79,Franciny Ehlke @francinyehlke,15.6M,1.42%,برزیل,زیبایی و مراقبت از خود مشاهیر حیوانات و خانمانی,4.7M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Beauty and self-care of animals and household celebrities
80,Mirella Santos @eumirellasantos,15.6M,9.33%,برزیل,تناسب اندام و سلامتی مدلسازی,4.7M,instagram,brazil,False,2024,Sports,MAPPED,Modeling fitness and health
81,R O B E R T O F I R M I N O @roberto_firmino,15.5M,1.93%,برزیل,ورزش فوتبال,4.6M,instagram,brazil,False,2024,Sports,MAPPED,Football sport
82,Manu Gavassi @manugavassi,15.4M,0.23%,برزیل,سرگرمی و موسیقی بازیگران مشاهیر فیلم، موسیقی و کتاب,4.6M,instagram,brazil,False,2024,Knowledge&Info,MAPPED,"Entertainment and music of famous movie actors, music and books"
83,Andressa Suita @andressasuita,15.3M,0.48%,برزیل,مد و لوازم جانبی خانواده مدلسازی مشاهیر,4.6M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Fashion and accessories of the celebrity modeling family
84,troye sivan @troyesivan,15.3M,3.53%,برزیل,مد بازیگران هنر,4.6M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Fashion actors art
85,Luara Fonseca @luara,15.2M,0.91%,برزیل,,4.6M,instagram,brazil,False,2024,NA,NA,
86,Thais Fersoza @tatafersoza,15.1M,0.18%,برزیل,هنر زندگی بازیگران مشاهیر,4.5M,instagram,brazil,False,2024,Entertainment,MAPPED,The art of living famous actors
87,MC POCAHONTAS @pocah,15M,0.36%,برزیل,سرگرمی و موسیقی خواننده مشاهیر سلامتی و تناسب اندام,4.5M,instagram,brazil,False,2024,Sports,MAPPED,Entertainment and music celebrity health and fitness singer
88,Viviane Araujo @araujovivianne,15M,0.37%,برزیل,بازیگری و درام مشهور بازیگران سلامتی و تناسب اندام,4.5M,instagram,brazil,False,2024,Sports,MAPPED,Acting and drama famous actors health and fitness
89,Sophia Valverde® @sophiavalverde,15M,0.68%,برزیل,بازیگران مشاهیر مد موها و زیبایی,4.5M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Famous hair and beauty fashion actors
90,Emily Garcia @e_milygarcia,14.9M,2.71%,برزیل,بازیگران,4.5M,instagram,brazil,False,2024,Entertainment,MAPPED,actors
91,Vivi @vivi,14.8M,0.49%,برزیل,سرگرمی و موسیقی,4.4M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music
92,𝕮𝖎𝖓𝖙𝖍𝖎𝖆 ✞ @cinthiacruz_,14.5M,0.41%,برزیل,سرگرمی و موسیقی مد و لوازم جانبی مشهور موسیقی,4.4M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Entertainment and music fashion and famous music accessories
93,Celso Portiolli @celsoportiolli,14.4M,0.24%,برزیل,سرگرمی و موسیقی مجری تلویزیونی,4.3M,instagram,brazil,False,2024,Music,MAPPED,TV presenter entertainment and music
94,Tati Zaqui 👽 @tatizaqui,14.4M,0.53%,برزیل,سرگرمی و موسیقی موسیقی خواننده,4.3M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music singer
95,Gabriella Saraivah @gabriellasaraivah,14.2M,1.33%,برزیل,بازیگری و درام مشهور موسیقی طنز,4.2M,instagram,brazil,False,2024,Entertainment,MAPPED,Famous actor and drama musical comedy
96,Arthur Aguiar @arthuraguiar,14M,1.19%,برزیل,سرگرمی و موسیقی مد و لوازم جانبی خواننده بازیگران,4.2M,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Entertainment and music fashion and accessories singer actors
97,Rodrygo Goes - RG 💜⚡️🇧🇷 @rodrygogoes,14M,4.43%,برزیل,ورزش,4.2M,instagram,brazil,False,2024,UNMAPPED,UNMAPPED,exercise
98,GIL DO VIGOR @gildovigor,13.9M,0.49%,برزیل,آموزش مالیات,4.2M,instagram,brazil,False,2024,UNMAPPED,UNMAPPED,Tax training
99,Paulo londra @paulolondra,13.8M,8.06%,برزیل,سرگرمی و موسیقی بازی های ویدئویی بازاریابی و تبلیغات بازیگران,4.2M,instagram,brazil,False,2024,Knowledge&Info,MAPPED,Entertainment and music video games marketing and advertising actors
100,ᴅᴀɴɪ ʀᴜssᴏ @danirussotv,13.6M,0.8%,برزیل,سرگرمی و موسیقی ویدئوبلاگ نویس,4.1M,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music video blogger
