rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,topic_of_influence_en
14,Marilia Mendonça @mariliamendoncacantora,41700000.0,0.61,برزیل,سرگرمی و موسیقی خواننده موسیقی,12500000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music singer
15,Daniel Alves @danialves,36500000.0,0.03,برزیل,ورزش فوتبال,10900000.0,instagram,brazil,False,2024,Sports,MAPPED,Football sport
16,Veveta @ivetesangalo,36400000.0,0.47,برزیل,سرگرمی و موسیقی مجری تلویزیونی بازیگران موسیقی,10900000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and Music Television Host Music Actors
17,Paolla Oliveira @paollaoliveirareal,35900000.0,0.33,برزیل,بازیگری و درام زندگی بازیگران,10800000.0,instagram,brazil,False,2024,Entertainment,MAPPED,Acting and life drama of actors
18,Luan Santana @luansantana,35300000.0,0.28,برزیل,سرگرمی و موسیقی خواننده موسیقی,10600000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music singer
19,Viih Tube @viihtube,32299999.999999996,0.05,برزیل,خانواده زیبایی و مراقبت از خود سرگرمی و موسیقی مدلسازی,9700000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Family beauty and self care entertainment and modeling music
20,Eliana Michaelichen @eliana,31800000.0,0.26,برزیل,هنر برنامه های تلویزیونی موسیقی بازیگران,9600000.0,instagram,brazil,False,2024,Music,MAPPED,"The art of TV shows, music, actors"
21,LUÍSA SONZA @luisasonza,31700000.0,1.01,برزیل,سرگرمی و موسیقی موسیقی زندگی خواننده,9500000.0,instagram,brazil,False,2024,Music,MAPPED,"Entertainment and music, the music of the singer's life"
22,Sabrina Sato @sabrinasato,31400000.0,0.02,برزیل,سرگرمی و موسیقی بازیگری و درام اتومبیل مجری تلویزیونی,9400000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and Music Acting and Drama Car TV Presenter
23,Juliette @juliette,31100000.0,0.41,برزیل,سرگرمی و موسیقی هنرمند,9300000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music artist
24,Juliana Paes @julianapaes,30800000.0,0.05,برزیل,بازیگری و درام مشهور تجسم,9200000.0,instagram,brazil,False,2024,Entertainment,MAPPED,Famous actor and drama personification
25,LUDMILLA @ludmilla,30200000.0,0.45,برزیل,سرگرمی و موسیقی موسیقی خواننده ترانه سرا,9100000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music singer songwriter music
26,JoJo @jojotodynho,30000000.0,2.13,برزیل,سرگرمی و موسیقی ترانه سرا,9000000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music songwriters
27,Giovanna Ewbank @gioewbank,29400000.0,0.2,برزیل,خانواده سرگرمی و موسیقی مشهور مدلسازی,8800000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Famous entertainment and music modeling family
28,isis valverde @isisvalverde,29000000.0,0.04,برزیل,هنر مشهور زندگی بازیگران,8700000.0,instagram,brazil,False,2024,Entertainment,MAPPED,The famous art of actors' lives
29,KEVINHO @kevinho,27300000.0,0.92,برزیل,سرگرمی و موسیقی موسیقی خواننده,8199999.999999999,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music singer
30,BAD MI ⚡️ MC MIRELLA @mirella,26600000.0,2.3,برزیل,سرگرمی و موسیقی بازاریابی و تبلیغات,8000000.0,instagram,brazil,False,2024,Knowledge&Info,MAPPED,Entertainment and music marketing and advertising
31,Deborah Secco @dedesecco,26500000.0,0.12,برزیل,مشهور بازیگران مشاهیر طراحی,8000000.0,instagram,brazil,False,2024,Entertainment,MAPPED,"Famous actors, famous designers"
32,Fábio de Melo @pefabiodemelo,26100000.0,0.23,برزیل,سرگرمی و موسیقی زندگی,7800000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and life music
33,Rodrigo Faro @rodrigofaro,25800000.0,0.17,برزیل,سرگرمی و موسیقی مشهور خواننده بازیگران,7700000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music of famous singers and actors
34,Coldplay @coldplay,25800000.0,1.46,برزیل,موسیقی خواننده راک,7700000.0,instagram,brazil,False,2024,Music,MAPPED,Rock singer's music
35,Nicole Bahls @nicolebahls,25600000.0,0.3,برزیل,مد و لوازم جانبی مدلسازی مشاهیر طنز,7700000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Humorous celebrity modeling fashion and accessories
36,Claudia Leitte @claudialeitte,25500000.0,0.05,برزیل,سرگرمی و موسیقی موسیقی خواننده,7600000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music singer
37,Philippe Coutinho @phil.coutinho,24900000.0,1.56,برزیل,فوتبال,7500000.0,instagram,brazil,False,2024,Sports,MAPPED,football
38,Gabriel Jesus @dejesusoficial,23200000.0,1.42,برزیل,سرگرمی و موسیقی زندگی و جامعه فوتبال,7000000.0,instagram,brazil,False,2024,Sports,MAPPED,Entertainment and music life and football community
39,MEL MAIA 🍯 @melissamelmaia,22800000.0,1.04,برزیل,سرگرمی و موسیقی موسیقی,6900000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music music
40,Richarlison @richarlison,22700000.0,2.54,برزیل,ورزش فوتبال,6800000.0,instagram,brazil,False,2024,Sports,MAPPED,Football sport
41,Bruno Gagliasso @brunogagliasso,22400000.0,0.51,برزیل,مشهور بازیگران مشاهیر طنز,6700000.0,instagram,brazil,False,2024,Entertainment,MAPPED,Famous comedian actors
42,Simone e Simaria @simoneesimaria,22100000.0,0.47,برزیل,سرگرمی و موسیقی باند مشاهیر حیوانات و خانمانی,6600000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music of the famous animal and household band
43,LUCAS RANGEL @lucasranngel,22100000.0,1.93,برزیل,زیبایی و مراقبت از خود تجارت و امور مالی موسیقی زندگی,6600000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Beauty and self care business and finance life music
44,Rafa Kalimann @rafakalimann,21900000.0,0.2,برزیل,زندگی و جامعه مدلسازی,6600000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Life and modeling community
45,Júlio Cocielo Estaniecki @cocielo,21800000.0,2.6,برزیل,سرگرمی و موسیقی مشهور بازیگران کمدی,6500000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music of famous comedians
46,Marcos Mion @marcosmion,21700000.0,1.43,برزیل,سرگرمی و موسیقی تجارت و امور مالی مشهور,6500000.0,instagram,brazil,False,2024,Knowledge&Info,MAPPED,Entertainment and Music Famous Business and Finance
47,Fernanda Souza @fernandasouzaoficial,21700000.0,0.05,برزیل,هنر خواننده بازیگران موسیقی,6500000.0,instagram,brazil,False,2024,Entertainment,MAPPED,"The art of singers, actors, musicians"
48,Mari Maria @marimaria,21700000.0,0.35,برزیل,زیبایی و مراقبت از خود استایلینگ هنرمند,6500000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Beauty and self-care artist styling
49,Gisele Bündchen @gisele,21500000.0,2.21,برزیل,مد مدلسازی,6500000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Fashion modeling
50,Everson Silva @tirullipa,21400000.0,0.5,برزیل,طنز,6400000.0,instagram,brazil,False,2024,Entertainment,MAPPED,comedy
51,Camila Queiroz @camilaqueiroz,21400000.0,0.61,برزیل,هنر بازیگران,6400000.0,instagram,brazil,False,2024,Entertainment,MAPPED,The art of actors
52,Rafael Vitti @rafaavitti,21300000.0,0.24,برزیل,بسیار خنده دار بازیگران مشاهیر حیوانات و خانمانی,6400000.0,instagram,brazil,False,2024,Entertainment,MAPPED,Very funny actors of famous animals and household
53,Luiz Bacci @luizbacci,21100000.0,0.18,برزیل,سرگرمی و موسیقی روزنامه نگاران شخصیت عمومی,6300000.0,instagram,brazil,False,2024,Knowledge&Info,MAPPED,Entertainment and music of journalists and public figures
54,GKAY @gessicakayane,20800000.0,1.27,برزیل,مد و لوازم جانبی طنز مشاهیر حیوانات و خانمانی,6200000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,"Fashion and accessories, celebrity humor, animals and household"
55,@caiocastro,20500000.0,0.21,برزیل,اتومبیل و سایر خودروها ورزش مرور اینترنتی بازیگران,6200000.0,instagram,brazil,False,2024,Sports,MAPPED,Cars and other cars sports internet browsing actors
56,Lexa @lexa,20500000.0,0.29,برزیل,سرگرمی و موسیقی موسیقی خواننده مشاهیر,6200000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music of famous singers
57,Iran Ferreira @luvadepedreiro,20500000.0,9.23,برزیل,بسیار خنده دار,6200000.0,instagram,brazil,False,2024,Entertainment,MAPPED,very funny
58,Luciano Huck @lucianohuck,20300000.0,0.78,برزیل,سرگرمی مجری تلویزیونی برنامه های تلویزیونی,6100000.0,instagram,brazil,False,2024,Entertainment,MAPPED,Entertainment TV host of TV shows
59,NALDO ⭐️ @naldobenny,20200000.0,0.16,برزیل,سرگرمی و موسیقی خواننده,6100000.0,instagram,brazil,False,2024,Music,MAPPED,Singer entertainment and music
60,David Luiz @davidluiz23,20200000.0,1.4,برزیل,ورزش فوتبال,6100000.0,instagram,brazil,False,2024,Sports,MAPPED,Football sport
61,Giovanna Antonelli @giovannaantonelli,19800000.0,0.17,برزیل,سرگرمی و موسیقی بازیگران,5900000.0,instagram,brazil,False,2024,Music,MAPPED,entertainment and music actors
62,Jair M. Bolsonaro @jairmessiasbolsonaro,19700000.0,1.3,برزیل,سیاست,5900000.0,instagram,brazil,False,2024,Knowledge&Info,MAPPED,Politics
63,Juliana Salimeni 💖 @jujusalimeni,19400000.0,0.1,برزیل,تناسب اندام و سلامتی سرگرمی و موسیقی مدلسازی,5800000.0,instagram,brazil,False,2024,Sports,MAPPED,Fitness and health entertainment and music modeling
64,Flavia Pavanelli | 𝘼𝙘𝙩𝙧𝙚𝙨𝙨 • 𝙁𝙖𝙨𝙝𝙞𝙤𝙣 • 𝘽𝙚𝙖𝙪𝙩𝙮 @flaviapavanelli,19300000.0,0.07,برزیل,مد و لوازم جانبی زیبایی و مراقبت از خود بازاریابی و تبلیغات زندگی,5800000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,"Fashion and accessories, beauty and self care, marketing and lifestyle advertising"
65,Camila Loures @camilaloures,19000000.0,1.19,برزیل,سرگرمی و موسیقی تجارت و امور مالی ویدئوبلاگ نویس طنز,5700000.0,instagram,brazil,False,2024,Knowledge&Info,MAPPED,Entertainment & Music Business & Finance Humorous Videoblogger
66,Jorge e Mateus @jorgeemateus,18900000.0,0.23,برزیل,سرگرمی و موسیقی موسیقی,5700000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music music
67,David Michigan ⚡️ @davidmichigan,18500000.0,0.02,برزیل,آموزش ارتقای مهارت ها مشهور مشاهیر,5500000.0,instagram,brazil,False,2024,Entertainment,MAPPED,Training to improve the skills of famous celebrities
68,IZA @iza,17600000.0,0.49,برزیل,سرگرمی و موسیقی موسیقی خواننده,5300000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music singer
69,Tainá Costa @taina,17600000.0,0.07,برزیل,سرگرمی و موسیقی بازاریابی و تبلیغات مدلسازی,5300000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Entertainment and music marketing and advertising modeling
70,Lucas Lucco @lucaslucco,17600000.0,0.2,برزیل,هنر خواننده زندگی,5300000.0,instagram,brazil,False,2024,Music,MAPPED,The art of life singer
71,Ana Hickmann @ahickmann,17500000.0,1.56,برزیل,مد و لوازم جانبی ویدئوبلاگ نویس,5200000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Video blogger fashion and accessories
72,Pelé Foundation @pele,17400000.0,2.24,برزیل,ورزش تجارت و امور مالی فوتبال,5200000.0,instagram,brazil,False,2024,Sports,MAPPED,Sports business and football finance
73,Felipe Neto 🦉 @felipeneto,17400000.0,1.05,برزیل,سرگرمی و موسیقی مشاهیر فیلم، موسیقی و کتاب حیوانات و خانمانی,5200000.0,instagram,brazil,False,2024,Knowledge&Info,MAPPED,"Entertainment and music of movie celebrities, music and books of animals and household"
74,Kéfera Buchmann @kefera,17100000.0,0.35,برزیل,سرگرمی و موسیقی مشهور بازیگران مدلسازی,5100000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Entertainment and famous music actors modeling
75,Adriana Lima @adrianalima,16700000.0,1.58,برزیل,تناسب اندام و سلامتی مدلسازی,5000000.0,instagram,brazil,False,2024,Sports,MAPPED,Modeling fitness and health
76,Leonardo @leonardo,16600000.000000002,0.4,برزیل,سرگرمی و موسیقی موسیقی,5000000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music music
77,Henrique e Juliano @henriqueejuliano,15800000.0,0.28,برزیل,سرگرمی و موسیقی,4700000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music
78,Lorena Improta @loreimprota,15700000.0,0.78,برزیل,سرگرمی و موسیقی رقص سلامتی و تناسب اندام موها و زیبایی,4700000.0,instagram,brazil,False,2024,Sports,MAPPED,Entertainment and music dance health and fitness hair and beauty
79,Franciny Ehlke @francinyehlke,15600000.0,1.42,برزیل,زیبایی و مراقبت از خود مشاهیر حیوانات و خانمانی,4700000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Beauty and self-care of animals and household celebrities
80,Mirella Santos @eumirellasantos,15600000.0,9.33,برزیل,تناسب اندام و سلامتی مدلسازی,4700000.0,instagram,brazil,False,2024,Sports,MAPPED,Modeling fitness and health
81,R O B E R T O F I R M I N O @roberto_firmino,15500000.0,1.93,برزیل,ورزش فوتبال,4600000.0,instagram,brazil,False,2024,Sports,MAPPED,Football sport
82,Manu Gavassi @manugavassi,15400000.0,0.23,برزیل,سرگرمی و موسیقی بازیگران مشاهیر فیلم، موسیقی و کتاب,4600000.0,instagram,brazil,False,2024,Knowledge&Info,MAPPED,"Entertainment and music of famous movie actors, music and books"
83,Andressa Suita @andressasuita,15300000.0,0.48,برزیل,مد و لوازم جانبی خانواده مدلسازی مشاهیر,4600000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Fashion and accessories of the celebrity modeling family
84,troye sivan @troyesivan,15300000.0,3.53,برزیل,مد بازیگران هنر,4600000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Fashion actors art
85,Luara Fonseca @luara,15200000.0,0.91,برزیل,,4600000.0,instagram,brazil,False,2024,,,
86,Thais Fersoza @tatafersoza,15100000.0,0.18,برزیل,هنر زندگی بازیگران مشاهیر,4500000.0,instagram,brazil,False,2024,Entertainment,MAPPED,The art of living famous actors
87,MC POCAHONTAS @pocah,15000000.0,0.36,برزیل,سرگرمی و موسیقی خواننده مشاهیر سلامتی و تناسب اندام,4500000.0,instagram,brazil,False,2024,Sports,MAPPED,Entertainment and music celebrity health and fitness singer
88,Viviane Araujo @araujovivianne,15000000.0,0.37,برزیل,بازیگری و درام مشهور بازیگران سلامتی و تناسب اندام,4500000.0,instagram,brazil,False,2024,Sports,MAPPED,Acting and drama famous actors health and fitness
89,Sophia Valverde® @sophiavalverde,15000000.0,0.68,برزیل,بازیگران مشاهیر مد موها و زیبایی,4500000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Famous hair and beauty fashion actors
90,Emily Garcia @e_milygarcia,14900000.0,2.71,برزیل,بازیگران,4500000.0,instagram,brazil,False,2024,Entertainment,MAPPED,actors
91,Vivi @vivi,14800000.0,0.49,برزیل,سرگرمی و موسیقی,4400000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music
92,𝕮𝖎𝖓𝖙𝖍𝖎𝖆 ✞ @cinthiacruz_,14500000.0,0.41,برزیل,سرگرمی و موسیقی مد و لوازم جانبی مشهور موسیقی,4400000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Entertainment and music fashion and famous music accessories
93,Celso Portiolli @celsoportiolli,14400000.0,0.24,برزیل,سرگرمی و موسیقی مجری تلویزیونی,4300000.0,instagram,brazil,False,2024,Music,MAPPED,TV presenter entertainment and music
94,Tati Zaqui 👽 @tatizaqui,14400000.0,0.53,برزیل,سرگرمی و موسیقی موسیقی خواننده,4300000.0,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music singer
95,Gabriella Saraivah @gabriellasaraivah,14200000.0,1.33,برزیل,بازیگری و درام مشهور موسیقی طنز,4200000.0,instagram,brazil,False,2024,Entertainment,MAPPED,Famous actor and drama musical comedy
96,Arthur Aguiar @arthuraguiar,14000000.0,1.19,برزیل,سرگرمی و موسیقی مد و لوازم جانبی خواننده بازیگران,4200000.0,instagram,brazil,False,2024,Beauty&Fashion,MAPPED,Entertainment and music fashion and accessories singer actors
97,Rodrygo Goes - RG 💜⚡️🇧🇷 @rodrygogoes,14000000.0,4.43,برزیل,ورزش,4200000.0,instagram,brazil,False,2024,UNMAPPED,UNMAPPED,exercise
98,GIL DO VIGOR @gildovigor,13900000.0,0.49,برزیل,آموزش مالیات,4200000.0,instagram,brazil,False,2024,UNMAPPED,UNMAPPED,Tax training
99,Paulo londra @paulolondra,13800000.0,8.06,برزیل,سرگرمی و موسیقی بازی های ویدئویی بازاریابی و تبلیغات بازیگران,4200000.0,instagram,brazil,False,2024,Knowledge&Info,MAPPED,Entertainment and music video games marketing and advertising actors
100,ᴅᴀɴɪ ʀᴜssᴏ @danirussotv,13600000.0,0.8,برزیل,سرگرمی و موسیقی ویدئوبلاگ نویس,4099999.9999999995,instagram,brazil,False,2024,Music,MAPPED,Entertainment and music video blogger
