rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
67,50 Cent @50cent,31.3M,0.15%,United States,Entertainment and Music Entertainment Singer Music,9.4M,instagram,united-states,False,2024,Music,MAPPED
68,Ice Cube @icecube,30.9M,0.11%,United States,Entertainment and Music Singer Rap,9.3M,instagram,united-states,False,2024,Music,MAPPED
69,hakki akdeniz @hakkiakdenizz,30.5M,-,United States,Parenting Music Entrepreneur,9.2M,instagram,united-states,False,2024,Music,MAPPED
70,Reese Witherspoon @reesewitherspoon,30.2M,0.68%,United States,Entertainment and Music Actors Artist,9.1M,instagram,united-states,False,2024,Music,MAPPED
71,Emily Ratajkowski @emrata,30M,1.37%,United States,Fashion and Accessories Beauty and Self Care Entertainment and Music Creators & Celebrities,9M,instagram,united-states,False,2024,Beauty&Fashion,MAPPED
72,Floyd Mayweather @floydmayweather,29.6M,0.2%,United States,Sports Boxing,8.9M,instagram,united-states,False,2024,Sports,MAPPED
73,Scott Disick @letthelordbewithyou,29.4M,0.35%,United States,Fashion and Accessories Product Showcase Entrepreneur,8.8M,instagram,united-states,False,2024,Beauty&Fashion,MAPPED
74,Zach King @zachking,29.4M,2.3%,United States,Entertainment and Music Arts and Crafts Animation and Cosplay Celebrity,8.8M,instagram,united-states,False,2024,Tech&Gaming,MAPPED
75,Johnny Depp @johnnydepp,28.8M,4.01%,United States,Entertainment and Music Celebrity,8.7M,instagram,united-states,False,2024,Music,MAPPED
76,Mark Wahlberg @markwahlberg,28.6M,0.31%,United States,Entertainment and Music Food Fitness and Health Celebrity,8.6M,instagram,united-states,False,2024,Sports,MAPPED
77,Salma Hayek Pinault @salmahayek,28.5M,1.29%,United States,Actors Actor Creators & Celebrities,8.5M,instagram,united-states,False,2024,Entertainment,MAPPED
78,Lily Collins @lilyjcollins,28.4M,1.51%,United States,Modeling Fashion Design,8.5M,instagram,united-states,False,2024,Beauty&Fashion,MAPPED
79,LA ROSALÍA @rosalia.vt,28.1M,7.25%,United States,Music Actors,8.4M,instagram,united-states,False,2024,Music,MAPPED
80,Alicia Keys @aliciakeys,27.6M,0.3%,United States,Entertainment and Music Beauty and Self Care Celebrity Modeling,8.3M,instagram,united-states,False,2024,Beauty&Fashion,MAPPED
81,Mike Tyson @miketyson,27.1M,3.92%,United States,Sports Fan Pages Public Figure Creators & Celebrities,8.1M,instagram,united-states,False,2024,Sports,MAPPED
82,Logan Paul @loganpaul,27.1M,1.8%,United States,Entertainment and Music Product Showcase Video Blogger,8.1M,instagram,united-states,False,2024,Beauty&Fashion,MAPPED
83,Hilary Duff @hilaryduff,26.9M,0.5%,United States,Entertainment and Music Modeling Singer Actors,8.1M,instagram,united-states,False,2024,Beauty&Fashion,MAPPED
84,Jimmy Fallon @jimmyfallon,26.7M,0.58%,United States,Entertainment and Music TV Shows Music Humor,8M,instagram,united-states,False,2024,Music,MAPPED
85,Paris Hilton @parishilton,26.4M,0.89%,United States,Entertainment and Music Fashion and Accessories Creators & Celebrities,7.9M,instagram,united-states,False,2024,Beauty&Fashion,MAPPED
86,Hannah Stocking @hannahstocking,26.4M,0.47%,United States,Entertainment and Music Funny Parenting Modeling,7.9M,instagram,united-states,False,2024,Beauty&Fashion,MAPPED
87,Nina Dobrev @nina,26.3M,1.7%,United States,Actors Artist,7.9M,instagram,united-states,False,2024,Entertainment,MAPPED
88,Sadie Sink @sadiesink_,26.2M,10.51%,United States,Entertainment and Music Lifestyle Modeling,7.9M,instagram,united-states,False,2024,Beauty&Fashion,MAPPED
89,Lili Reinhart @lilireinhart,26.1M,2.71%,United States,Acting and Drama Fitness and Health Celebrity Actors,7.8M,instagram,united-states,False,2024,Sports,MAPPED
90,King Bach @kingbach,25.8M,0.46%,United States,Entertainment and Music Music Producers Modeling,7.7M,instagram,united-states,False,2024,Beauty&Fashion,MAPPED
91,Jake Paul @jakepaul,25.6M,1.17%,United States,Entertainment and Music Sports Parenting Animals & Pets,7.7M,instagram,united-states,False,2024,Sports,MAPPED
92,Future PLUTO Hendrix @future,25.3M,5.71%,United States,Singer Rap,7.6M,instagram,united-states,False,2024,Music,MAPPED
93,Sommer Ray @sommerray,24.8M,0.39%,United States,Fitness and Health Beauty and Self Care Business and Finance Modeling,7.5M,instagram,united-states,False,2024,Sports,MAPPED
94,Madelaine Petsch @madelame,24.8M,4.28%,United States,Celebrity Actors,7.4M,instagram,united-states,False,2024,Entertainment,MAPPED
95,Noah Schnapp @noahschnapp,24.6M,10.41%,United States,Actors Film Actor,7.4M,instagram,united-states,False,2024,Entertainment,MAPPED
96,Victoria Justice @victoriajustice,24.5M,0.57%,United States,Entertainment and Music Celebrity Actors Modeling,7.4M,instagram,united-states,False,2024,Beauty&Fashion,MAPPED
97,Amber Rose @amberrose,24.5M,0.12%,United States,Beauty and Self Care Entertainment and Music Parenting Actors,7.4M,instagram,united-states,False,2024,Beauty&Fashion,MAPPED
98,Doja Cat @dojacat,24.5M,3.85%,United States,Entertainment and Music Music Modeling Entertainment,7.3M,instagram,united-states,False,2024,Beauty&Fashion,MAPPED
99,Susane Damouni @susana.dxoxo,24.4M,5.3%,United States,Beauty and Self Care Fashion and Accessories Life and Society Bikini,7.3M,instagram,united-states,False,2024,Beauty&Fashion,MAPPED
100,Lucy Hale @lucyhale,24.4M,0.53%,United States,Celebrity Pets Actors,7.3M,instagram,united-states,False,2024,Entertainment,MAPPED
