rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,id,topic_of_influence_en
19,KEHINDE BANKOLE @_kehindebankole,984600.0,2.29,Afghanistan,Entertainment and Music Acting and Drama Celebrity Entertainment,295400.0,instagram,afghanistan,False,2024,Music,MAPPED,,
20,AfghanBollywood @afghanbollywood,948800.0,0.04,Afghanistan,Entertainment and Music,284600.0,instagram,afghanistan,False,2024,Music,MAPPED,,
21,AFGHAN FACE @afghanface,928700.0,0.19,Afghanistan,Entertainment and Music Photography Music News,278600.0,instagram,afghanistan,False,2024,Knowledge&Info,MAPPED,,
22,Qais Ulfat @qaisulfat,855200.0,1.22,Afghanistan,Entertainment and Music Celebrity Singer Music,256600.00000000003,instagram,afghanistan,False,2024,Music,MAPPED,,
23,Maryam Khorami مريم خُرمي @maryam.khorami,836400.0,1.6,Afghanistan,Entertainment and Music,250900.0,instagram,afghanistan,False,2024,Music,MAPPED,,
24,⃟🧿𝔒𝔣𝔣𝔦𝔠𝔦𝔞𝔩𝔪𝔬𝔷𝔥𝔡𝔞𝔥𝔣𝔭 ⃟🧿 @officialwelovemozhdah,792200.0,0.4,Afghanistan,,237700.0,instagram,afghanistan,False,2024,,,,
25,Ali @aliabdelaziz000,744400.0,1.0,Afghanistan,Fitness and Health Outdoor Activity Sports Coaching,223300.0,instagram,afghanistan,False,2024,Sports,MAPPED,,
26,Ziba Hamidi @ziba.hamidiofficial,697300.0,0.81,Afghanistan,Beauty and Self Care Music,209200.0,instagram,afghanistan,False,2024,Beauty&Fashion,MAPPED,,
27,BIG BINO🤴 @kayumbaasosie,682800.0,0.22,Afghanistan,Entertainment and Music Music Singer,204800.0,instagram,afghanistan,False,2024,Music,MAPPED,,
28,Dr.Ramsha Shafa @dr.ramshashafa,614600.0,0.4,Afghanistan,Entertainment and Music Singer Music,184400.0,instagram,afghanistan,False,2024,Music,MAPPED,,
29,ARG @arg1880,549900.0,0.76,Afghanistan,,165000.0,instagram,afghanistan,False,2024,,,,
30,Farhad Darya @farhaddaryaofficial,533000.0,0.79,Afghanistan,Entertainment and Music Singer Music Songwriting,159900.0,instagram,afghanistan,False,2024,Music,MAPPED,,
31,❤️🇦🇫afg__.love🇦🇫❤️ @afg__.love,531100.0,0.1,Afghanistan,,159300.0,instagram,afghanistan,False,2024,,,,
32,Afghanmedia1🇦🇫 @afghan_media1,504600.0,0.05,Afghanistan,,151400.0,instagram,afghanistan,False,2024,,,,
33,zahra @zahr4,483200.0,4.17,Afghanistan,,145000.0,instagram,afghanistan,False,2024,,,,
34,Afghan clips افغان کلیپ @afghan.live,476300.0,0.15,Afghanistan,,142900.0,instagram,afghanistan,False,2024,,,,
35,Afghanistan Online @afghanistan.online,470200.0,0.23,Afghanistan,,141100.0,instagram,afghanistan,False,2024,,,,
36,Frouzan M. 💄🇦🇫🇨🇦 @froartistry,465000.0,0.94,Afghanistan,Beauty and Self Care Marketing and Advertising Hair & Beauty Celebrities,139500.0,instagram,afghanistan,False,2024,Beauty&Fashion,MAPPED,,
37,اخبار افغانستان Online News @afghanistan_news____,460600.0,0.3,Afghanistan,,138200.0,instagram,afghanistan,False,2024,,,,
38,Dr Nadia Nadim @nadi9nadim,450200.0,0.84,Afghanistan,Sports Coaching Modeling,135000.0,instagram,afghanistan,False,2024,Sports,MAPPED,,
39,AF WORLD by AFLU @afluhere,441900.0,4.9,Afghanistan,Education Upskilling Business and Finance,132600.0,instagram,afghanistan,False,2024,Knowledge&Info,MAPPED,,
40,Kabul1400 @kabul1400,432700.0,0.83,Afghanistan,,129800.0,instagram,afghanistan,False,2024,,,,
41,Ariana News @ariananews.official,425100.0,0.1,Afghanistan,,127500.0,instagram,afghanistan,False,2024,,,,
42,❣️afghan__happy_offlcial🇦🇫 @afghan_happy_offlcial_2,423900.0,0.2,Afghanistan,,127200.0,instagram,afghanistan,False,2024,,,,
43,Afghan Fashion - افغان فيشن @afghan.fashions,421600.0,0.5,Afghanistan,Fashion and Accessories,126500.0,instagram,afghanistan,False,2024,Beauty&Fashion,MAPPED,,
44,Ali Hosseini @hazara_nationality90,416500.0,0.22,Afghanistan,Photography Modeling,124900.0,instagram,afghanistan,False,2024,Beauty&Fashion,MAPPED,,
45,Fatma Badran @maison.fatma,413300.0,0.19,Afghanistan,Fashion and Accessories,124000.0,instagram,afghanistan,False,2024,Beauty&Fashion,MAPPED,,
46,The Ohana Adventure @theohanaadventure,410700.0,0.93,Afghanistan,family Celebrity Acting,123200.0,instagram,afghanistan,False,2024,Entertainment,MAPPED,,
47,دختران افغانستان🇦🇫 @afghanistan.girls,404300.0,0.11,Afghanistan,,121300.0,instagram,afghanistan,False,2024,,,,
48,𝐒𝐄𝐄𝐓𝐀★سیتا @seeta_qasmie_page,395400.0,0.15,Afghanistan,,118600.0,instagram,afghanistan,False,2024,,,,
49,𝐇𝐚𝐧𝐢𝐲𝐞 𝐇𝐨𝐬𝐬𝐚𝐢𝐧𝐢 @haniyemazariofficial,393500.0,1.54,Afghanistan,,118000.0,instagram,afghanistan,False,2024,,,,
50,Dr. Abdullah Abdullah @abdullahabdullah.af,387800.0,1.12,Afghanistan,,116300.0,instagram,afghanistan,False,2024,,,,
51,Shafiqa shamel @shafiqa_shamel,386600.0,0.4,Afghanistan,Beauty and Self Care family,116000.0,instagram,afghanistan,False,2024,Beauty&Fashion,MAPPED,,
52,Fatima Rasa @fatima.rasa777,379400.0,0.4,Afghanistan,,113800.0,instagram,afghanistan,False,2024,,,,
53,deltange_watan🇦🇫 @deltange_watan,377700.0,0.3,Afghanistan,,113300.0,instagram,afghanistan,False,2024,,,,
54,Afghanistan Cricket Board @afghanistancricketboard,374200.0,34.39,Afghanistan,Sports Cricket,112200.0,instagram,afghanistan,False,2024,Sports,MAPPED,,
55,Bilal F Mohammad @alihealth_1,364000.0,9.82,Afghanistan,Fitness and Health,109200.0,instagram,afghanistan,False,2024,Sports,MAPPED,,
56,لايك بزن و بخند 😂✌️(official) @afg.joooke,359500.0,0.49,Afghanistan,,107800.0,instagram,afghanistan,False,2024,,,,
57,Afghan 🖤❤️ 💚🇦🇫 @afghan.insta_12,344900.0,0.4,Afghanistan,,103500.0,instagram,afghanistan,False,2024,,,,
58,Anil Jan @i.aniljan,343200.0,,Afghanistan,,103000.0,instagram,afghanistan,False,2024,,,,
59,Moe Shalizi @shalizi,340100.0,1.09,Afghanistan,Entertainment and Music Home and Garden Coaching Actors,102000.0,instagram,afghanistan,False,2024,Music,MAPPED,,
60,Sahar Saidi @saharariyanmusic,330700.0,0.81,Afghanistan,,99200.0,instagram,afghanistan,False,2024,,,,
61,ariana.ar.news @ariana.ar.news,330200.0,0.3,Afghanistan,,99100.0,instagram,afghanistan,False,2024,,,,
62,Afghan Saiyan .🇦🇫🔥...🎬CLIPS ♠🔵 @afghan_star_clips_,324500.0,0.1,Afghanistan,Entertainment and Music,97400.0,instagram,afghanistan,False,2024,Music,MAPPED,,
63,🕊khoshy 🕊 @khoshy_rabi,321500.0,4.5,Afghanistan,,96500.0,instagram,afghanistan,False,2024,,,,
64,Kabul Music @kabul_music,315400.0,0.22,Afghanistan,Entertainment and Music Funny Celebrity News,94600.0,instagram,afghanistan,False,2024,Knowledge&Info,MAPPED,,
65,Ali Fareedon | علي فريدون @alifareedon.official,300000.0,0.3,Afghanistan,Acting and Drama,90000.0,instagram,afghanistan,False,2024,Entertainment,MAPPED,,
66,Jawid Sharif @jawidsharifmusicofficial,293900.0,0.4,Afghanistan,Entertainment and Music,88200.0,instagram,afghanistan,False,2024,Music,MAPPED,,
67,شيمـاء رحيمـي @shaimarahimi,292200.0,0.19,Afghanistan,Entertainment and Music Fashion and Accessories Beauty and Self Care Business and Finance,87700.0,instagram,afghanistan,False,2024,Beauty&Fashion,MAPPED,,
68,Afghan▕ Turkish▕ Iranian @afghanwedding_,291000.0,0.12,Afghanistan,Romance and Wedding Parenting Marketing and Advertising Events,87300.0,instagram,afghanistan,False,2024,Beauty&Fashion,MAPPED,,
69,Najiba Faiz Queen نجيبه فيض @najiba_queen,287900.0,0.02,Afghanistan,Entertainment and Music,86400.0,instagram,afghanistan,False,2024,Music,MAPPED,,
70,افغان_طنز @afghan_tanzz,285000.0,0.1,Afghanistan,,85500.0,instagram,afghanistan,False,2024,,,,
71,Faisal Tabibzada @kingrolexx,283600.0,1.7,Afghanistan,,85100.0,instagram,afghanistan,False,2024,,,,
72,The Royal Afghan @the.royal.afghan,283500.0,0.65,Afghanistan,,85100.0,instagram,afghanistan,False,2024,,,,
73,Afghan Star 14⚡صدیقه مددگار @sadiqa_madadgar,281700.0,2.45,Afghanistan,Music,84500.0,instagram,afghanistan,False,2024,Music,MAPPED,,
74,𝗔𝘀𝗵𝗸𝗮𝗻 𝗔𝗿𝗮𝗯 | اشكان عرب @ashkan_arab,269100.0,5.94,Afghanistan,Music,80700.0,instagram,afghanistan,False,2024,Music,MAPPED,,
75,🇦🇫__ShahDokht__Afghanistan__🇦🇫 @shahdokht___afg,267700.0,0.8,Afghanistan,,80300.0,instagram,afghanistan,False,2024,,,,
76,🇦🇫فالو❤ @shakofe.afghan,265300.0,0.2,Afghanistan,,79600.0,instagram,afghanistan,False,2024,,,,
77,Mansour Sahak @mansour_sahak,263700.0,28.07,Afghanistan,,79100.0,instagram,afghanistan,False,2024,,,,
78,AFGHAN ORG @afghanorg,261500.0,0.4,Afghanistan,Entertainment and Music Funny,78400.0,instagram,afghanistan,False,2024,Music,MAPPED,,
79,The Afghan @theafghan,257200.0,13.01,Afghanistan,,77200.0,instagram,afghanistan,False,2024,,,,
80,🔱معرفي جراحان بيني👃🏼 🔱 @jarahibinii,256600.00000000003,0.06,Afghanistan,Fashion Pets,77000.0,instagram,afghanistan,False,2024,Beauty&Fashion,MAPPED,,
81,Andro 🦋 @andro121,255900.0,1.01,Afghanistan,Entertainment and Music Television,76800.0,instagram,afghanistan,False,2024,Music,MAPPED,,
82,🇦🇫 Khaisto 🇦🇫 @decent_kochai,255400.0,1.2,Afghanistan,,76600.0,instagram,afghanistan,False,2024,,,,
83,Mohammad Nabi @mohammadnabi07,252400.0,4.5,Afghanistan,Sports Education Cricket,75700.0,instagram,afghanistan,False,2024,Sports,MAPPED,,
84,Salam Afghanistan @salamafghanistan1,251900.0,0.3,Afghanistan,,75600.0,instagram,afghanistan,False,2024,,,,
85,🇦🇫 فالو کن مره🤗 @sara420afg,251200.0,0.2,Afghanistan,,75400.0,instagram,afghanistan,False,2024,,,,
86,Afghanistan 🇦🇫🕊افغانستان @afghanistan.voice,240100.0,0.2,Afghanistan,,72000.0,instagram,afghanistan,False,2024,,,,
87,Shabana Mehryar @shabana_mehryar_music,237300.0,0.4,Afghanistan,,71200.0,instagram,afghanistan,False,2024,,,,
88,Aryana Sayeed Updates @aryanasayeed.updates,236600.0,0.47,Afghanistan,Entertainment and Music Modeling Music Entertainment,71000.0,instagram,afghanistan,False,2024,Beauty&Fashion,MAPPED,,
89,Q A I S E M A D Y @qais_emady,232800.0,0.2,Afghanistan,,69800.0,instagram,afghanistan,False,2024,,,,
90,NajibaFaiz Superstarنجيبه فيض @najibafaizsuperstar,230000.0,0.01,Afghanistan,,69000.0,instagram,afghanistan,False,2024,,,,
91,AFGHAN INSTA @afghan_insta,229600.0,0.19,Afghanistan,Photography Travel,68900.0,instagram,afghanistan,False,2024,Lifestyle,MAPPED,,
92,Edrees!! @edreessharifi,224800.0,5.58,Afghanistan,,67400.0,instagram,afghanistan,False,2024,,,,
93,Jawed Ibrahimi ★ 🇦🇫 ★ @jawed_ibrahimi786,221400.0,3.33,Afghanistan,,66400.0,instagram,afghanistan,False,2024,,,,
94,Daniel.Afg @afg.face.official,219300.0,0.4,Afghanistan,,65800.0,instagram,afghanistan,False,2024,,,,
95,#Teamwork#TagMeWhenSheReplies✌ @wemareplies,218600.0,0.3,Afghanistan,Entertainment and Music Singer,65600.0,instagram,afghanistan,False,2024,Music,MAPPED,,
96,queenafghanistan 🧿 @queenafghanistann,217200.0,0.1,Afghanistan,,65200.0,instagram,afghanistan,False,2024,,,,
97,Asma Nawid @asmanawid1,215800.0,1.61,Afghanistan,Romance and Wedding Celebrity,64700.0,instagram,afghanistan,False,2024,Beauty&Fashion,MAPPED,,
98,Mastora Akbari @mastora__akbari,207100.0,3.29,Afghanistan,Shopping,62100.0,instagram,afghanistan,False,2024,UNMAPPED,UNMAPPED,,
99,Afghan Vibes افغان وایب @afghanvibesofficial,205600.0,0.9,Afghanistan,,61700.0,instagram,afghanistan,False,2024,,,,
100,The Lady Star🌟 @zahra.elham.official,205400.0,3.6,Afghanistan,,61600.0,instagram,afghanistan,False,2024,,,,
1,Michael Björklund ,32600.0,3.49,Aland Islands,Food Business and Finance,9800.0,instagram,aland-islands,False,2024,Knowledge&Info,MAPPED,michaelbjorklundchef,
2,Thomas Winge ,17100.0,12.1,Aland Islands,,5100.0,instagram,aland-islands,False,2024,,,winge.fi,
3,Erkki Santamala ,10700.0,18.8,Aland Islands,Nature Photography,3200.0,instagram,aland-islands,False,2024,Lifestyle,MAPPED,nature_photo_erkki_santamala,
4,Margareta Magnusson ,10400.0,4.6,Aland Islands,Nature Design Interior Design,3100.0,instagram,aland-islands,False,2024,Lifestyle,MAPPED,marg.magnusson,
5,,8300.0,8.9,Aland Islands,Home and Garden,2500.0,instagram,aland-islands,False,2024,Lifestyle,MAPPED,nyauppgards,
6,Nya Åland ,4700.0,1.89,Aland Islands,Travel,1400.0,instagram,aland-islands,False,2024,Lifestyle,MAPPED,nyaaland,
7,"Smakbyn, Restaurang, Åland ",4700.0,2.15,Aland Islands,Food,1400.0,instagram,aland-islands,False,2024,Lifestyle,MAPPED,smakbyn,
8,Rockoff Festival ,3800.0,6.5,Aland Islands,Entertainment and Music,1100.0,instagram,aland-islands,False,2024,Music,MAPPED,rockoff_festival,
9,IFK Mariehamn ,2600.0,3.8,Aland Islands,Sports,786.0,instagram,aland-islands,False,2024,Sports,MAPPED,ifkmariehamn,
10,Zic Zac Butiken ,2400.0,3.2,Aland Islands,Fashion and Accessories,714.0,instagram,aland-islands,False,2024,Beauty&Fashion,MAPPED,ziczacbutiken,
11,Emmaus Åland ,2200.0,2.44,Aland Islands,Fashion and Accessories Home and Garden,663.0,instagram,aland-islands,False,2024,Beauty&Fashion,MAPPED,emmausaland,
12,PreGame🏝 ,2000.0,8.8,Aland Islands,Entertainment and Music,606.0,instagram,aland-islands,False,2024,Music,MAPPED,prodbypregame,
13,Eric Engström&Viktor Gestberg ,1500.0,12.2,Aland Islands,Outdoor Activity,453.0,instagram,aland-islands,False,2024,Sports,MAPPED,ev_hunting,
1,Cristiano Ronaldo @cristiano,625100000.0,0.01,Portugal,Finance Soccer,187500000.0,instagram,all-countries,True,2024,Sports,MAPPED,,
2,Leo Messi @leomessi,501100000.0,0.01,Argentina,Sports Soccer Activity General General Interest,150300000.0,instagram,all-countries,True,2024,Sports,MAPPED,,
3,Selena Gomez @selenagomez,429700000.0,1.09,United States,Beauty and Self Care Entertainment and Music Music Actors,128900000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED,,
4,Kylie @kyliejenner,400500000.0,,United States,Beauty and Self Care Product Showcase Modeling Public Figure,120100000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED,,
5,Dwayne Johnson @therock,397800000.0,0.13,United States,Entertainment and Music Actors Public Figure,119300000.0,instagram,all-countries,True,2024,Music,MAPPED,,
6,Ariana Grande @arianagrande,380300000.0,0.58,United States,Entertainment and Music Music Singer Actors,114100000.0,instagram,all-countries,True,2024,Music,MAPPED,,
7,Kim Kardashian @kimkardashian,364300000.0,0.32,United States,Fashion and Accessories Beauty and Self Care Actors Public Figure,109300000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED,,
8,Beyoncé @beyonce,319900000.0,0.48,United States,Music Singer,96000000.0,instagram,all-countries,True,2024,Music,MAPPED,,
9,Khloé Kardashian @khloekardashian,310600000.0,0.19,United States,Fashion and Accessories Modeling Public Figure,93200000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED,,
10,Kendall @kendalljenner,294700000.0,1.12,,Food Fashion and Accessories Modeling Fashion Model,88400000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED,,
11,Justin Bieber @justinbieber,293000000.0,0.37,Canada,Entertainment and Music Music Singer Musician,87900000.0,instagram,all-countries,True,2024,Music,MAPPED,,
12,Taylor Swift @taylorswift,283400000.0,,United States,Entertainment and Music Music Singer Songwriting,85000000.0,instagram,all-countries,True,2024,Music,MAPPED,,
13,Virat Kohli @virat.kohli,267100000.00000003,0.02,India,Sports Cricket Athlete,80100000.0,instagram,all-countries,True,2024,Sports,MAPPED,,
14,Jennifer Lopez @jlo,253600000.0,0.01,United States,Art Food and Drink Entertainment and Music Celebrity,76100000.0,instagram,all-countries,True,2024,Music,MAPPED,,
15,Barbie @nickiminaj,229400000.0,0.18,,Fashion and Accessories Singer Artist,68800000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED,,
16,Kourtney Kardashian Barker @kourtneykardash,224300000.0,0.5,United States,Entertainment and Music Business and Finance Modeling Actors,67300000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED,,
17,Neymar Jr @neymarjr,220100000.0,,Brazil,Sports Soccer Athlete,66000000.0,instagram,all-countries,True,2024,Sports,MAPPED,,
18,Miley Cyrus @mileycyrus,217200000.0,0.01,United States,Music,65099999.99999999,instagram,all-countries,True,2024,Music,MAPPED,,
19,KATY PERRY @katyperry,207100000.0,0.01,United States,Entertainment and Music Music Singer Bands Musicians,62100000.0,instagram,all-countries,True,2024,Music,MAPPED,,
20,Zendaya @zendaya,184800000.0,2.92,United States,Entertainment and Music Acting and Drama Celebrity Actors,55500000.0,instagram,all-countries,True,2024,Music,MAPPED,,
21,Kevin Hart @kevinhart4real,180200000.0,0.06,United States,Entertainment and Music Comedian Creators & Celebrities,54100000.0,instagram,all-countries,True,2024,Music,MAPPED,,
22,Cardi B @iamcardib,169000000.0,1.05,United States,Entertainment and Music Singer Hair & Beauty Celebrities,50700000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED,,
23,👑 @kingjames,157700000.0,0.96,,Sports Basketball,47300000.0,instagram,all-countries,True,2024,Sports,MAPPED,,
24,Demi Lovato @ddlovato,157300000.0,0.01,United States,Entertainment and Music Singer Songwriting Music,47200000.0,instagram,all-countries,True,2024,Music,MAPPED,,
25,badgalriri @badgalriri,152600000.0,0.01,,Music Singer,45800000.0,instagram,all-countries,True,2024,Music,MAPPED,,
26,Real Madrid C.F. @realmadrid,148100000.0,0.2,,Entertainment and Music Sports Soccer,44400000.0,instagram,all-countries,True,2024,Sports,MAPPED,,
27,BROWN @chrisbrownofficial,144200000.0,0.23,,Art Singer Artist,43300000.0,instagram,all-countries,True,2024,Music,MAPPED,,
28,champagnepapi @champagnepapi,143900000.0,0.92,,Entertainment and Music Singer Rap,43200000.0,instagram,all-countries,True,2024,Music,MAPPED,,
29,Ellen DeGeneres @ellendegeneres,139600000.0,0.02,United States,Celebrity TV Shows Comedy Actors,41900000.0,instagram,all-countries,True,2024,Entertainment,MAPPED,,
30,Kylian Mbappé @k.mbappe,111700000.0,2.54,France,Sports Business and Finance Home and Garden Soccer,33500000.0,instagram,all-countries,True,2024,Sports,MAPPED,,
31,BILLIE EILISH @billieeilish,110200000.0,0.03,United States,Art Singer,33100000.0,instagram,all-countries,True,2024,Music,MAPPED,,
32,Gal Gadot @gal_gadot,109200000.0,0.16,Israel,Entertainment and Music Food Actors Artist,32700000.000000004,instagram,all-countries,True,2024,Music,MAPPED,,
33,Vin Diesel @vindiesel,102800000.0,0.64,United States,Producers Director Actors,30800000.0,instagram,all-countries,True,2024,Music,MAPPED,,
34,LISA @lalalalisa_m,102200000.0,7.02,South Korea,Singer,30700000.0,instagram,all-countries,True,2024,Music,MAPPED,,
35,Priyanka @priyankachopra,90700000.0,0.72,,Actors Artist Creators & Celebrities,27200000.0,instagram,all-countries,True,2024,Entertainment,MAPPED,,
36,Shakira @shakira,90500000.0,0.02,,Music Singer Musician Band,27200000.0,instagram,all-countries,True,2024,Music,MAPPED,,
37,DUA LIPA @dualipa,88700000.0,1.05,United States,Entertainment and Music Singer Artist,26600000.0,instagram,all-countries,True,2024,Music,MAPPED,,
38,Narendra Modi @narendramodi,87300000.0,2.23,India,Politics,26200000.0,instagram,all-countries,True,2024,Knowledge&Info,MAPPED,,
39,David Beckham @davidbeckham,87000000.0,0.64,United Kingdom,Sports Soccer Public Figure,26100000.0,instagram,all-countries,True,2024,Sports,MAPPED,,
40,snoopdogg @snoopdogg,84700000.0,0.06,,Entertainment and Music Music Food Chef,25400000.0,instagram,all-countries,True,2024,Music,MAPPED,,
41,Shraddha ✶ @shraddhakapoor,84200000.0,1.99,,Beauty and Self Care Celebrity Actors Actor,25200000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED,,
42,J @jennierubyjane,84000000.0,5.14,,Singer,25200000.0,instagram,all-countries,True,2024,Music,MAPPED,,
43,Alia Bhatt 💛 @aliaabhatt,83700000.0,0.02,India,Acting and Drama Celebrity Actors Actor,25100000.0,instagram,all-countries,True,2024,Entertainment,MAPPED,,
44,Khabane Lame @khaby00,79700000.0,1.17,Italy,Entertainment and Music Funny Education Life and Society,23900000.0,instagram,all-countries,True,2024,Knowledge&Info,MAPPED,,
45,Katrina Kaif @katrinakaif,79700000.0,0.87,India,Beauty and Self Care Celebrity Actors Actor,23900000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED,,
46,दीपिका पादुकोण @deepikapadukone,78900000.0,2.18,India,Entertainment and Music Actors,23700000.0,instagram,all-countries,True,2024,Music,MAPPED,,
47,Gigi Hadid @gigihadid,78600000.0,1.74,United States,Fashion and Accessories Business and Finance Modeling TV Host,23600000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED,,
48,JISOO🪐 @sooyaaa__,77700000.0,4.57,,Art Singer,23300000.0,instagram,all-countries,True,2024,Music,MAPPED,,
49,Neha Kakkar @nehakakkar,77700000.0,0.77,India,Entertainment and Music Singer Musician,23300000.0,instagram,all-countries,True,2024,Music,MAPPED,,
50,ROSÉ @roses_are_rosie,76500000.0,5.26,,Entertainment and Music Singer Artist,23000000.0,instagram,all-countries,True,2024,Music,MAPPED,,
51,Karim Benzema @karimbenzema,76100000.0,1.42,France,Sports Entertainment and Music Soccer,22800000.0,instagram,all-countries,True,2024,Sports,MAPPED,,
52,Ronaldo de Assis Moreira @ronaldinho,75800000.0,0.35,Brazil,Sports Automotive Soccer,22700000.0,instagram,all-countries,True,2024,Sports,MAPPED,,
53,Emma Watson @emmawatson,75400000.0,1.41,United Kingdom,Entertainment and Music Fashion and Accessories Education Celebrity,22600000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED,,
54,Raffi Ahmad and Nagita Slavina @raffinagita1717,75300000.0,0.21,Indonesia,Entertainment and Music family Celebrity Marketing and Advertising,22600000.0,instagram,all-countries,True,2024,Knowledge&Info,MAPPED,,
55,BTS official @bts.bighitofficial,74400000.0,2.32,South Korea,Entertainment and Music Music Band Singer,22300000.0,instagram,all-countries,True,2024,Music,MAPPED,,
56,Shawn Mendes @shawnmendes,73000000.0,0.03,Brazil,Music Singer Songwriting Musician,21900000.0,instagram,all-countries,True,2024,Music,MAPPED,,
57,Justin Timberlake @justintimberlake,72500000.0,0.08,United States,Art Actors Entertainment Songwriting,21800000.0,instagram,all-countries,True,2024,Music,MAPPED,,
58,Abel Tesfaye @theweeknd,71800000.0,1.95,United States,Art Singer Artist,21500000.0,instagram,all-countries,True,2024,Music,MAPPED,,
59,Urvashi Rautela @urvashirautela,70300000.0,0.34,France,Art Beauty Acting and Drama Beauty and Self Care,21100000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED,,
60,Salman Khan @beingsalmankhan,69200000.0,1.59,India,Entertainment and Music Celebrity Actor,20800000.0,instagram,all-countries,True,2024,Music,MAPPED,,
61,Akshay Kumar @akshaykumar,68300000.0,0.02,India,Entertainment and Music Celebrity Actors Actor,20500000.0,instagram,all-countries,True,2024,Music,MAPPED,,
62,KAROL G @karolg,68300000.0,5.59,Colombia,"Entertainment and Music Humor Film, Music & Books Celebrities",20500000.0,instagram,all-countries,True,2024,Knowledge&Info,MAPPED,,
63,Marcelo Vieira @marcelotwelve,67600000.0,0.49,Brazil,Sports Soccer,20300000.0,instagram,all-countries,True,2024,Sports,MAPPED,,
