rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,id,topic_of_influence_en
16,Watan Click @UCaR9s_3Gw5und85Rw5zaf4w,215000.0,,Afghanistan,,64500.0,youtube,afghanistan,False,2024,,,,
17,Toot @UCA4TrwbEMjhxOOFC8ho6vJA,183000.0,,Afghanistan,,54900.0,youtube,afghanistan,False,2024,,,,
18,Ro Dar Ro [Family Feud Afghanistan] @UCGRY8FcPNoRVvv-THQsa0Nw,182000.0,,Afghanistan,,54600.0,youtube,afghanistan,False,2024,,,,
19,Azadi Radio @UCvpFmIw-T0BH8rn13CPfWlQ,169000.0,,Afghanistan,,50700.0,youtube,afghanistan,False,2024,,,,
20,KLionVEVO @UCj70UXxfl2Fogw0OgRN-Wag,149000.0,,Afghanistan,,44700.0,youtube,afghanistan,False,2024,,,,
21,ullash icp @UCTU5aTQxXABbC_rA4ZIDoFA,143000.0,,Afghanistan,,42900.0,youtube,afghanistan,False,2024,,,,
22,VOA Pashto @UC6RAiJqLwCQgoedNP0a2qiw,138000.0,,Afghanistan,,41400.0,youtube,afghanistan,False,2024,,,,
23,TOP 5 DARI/دری @UCULyRJJ806zvg4SFhqaF3QQ,133000.0,,Afghanistan,,39900.0,youtube,afghanistan,False,2024,,,,
24,Tembang Kenangan @UCsPuvzcEB3Am7zZpqRdJeoQ,124000.0,,Afghanistan,,37200.0,youtube,afghanistan,False,2024,,,,
25,Project Runway @UCH88cPPLV-DUEvH2WXVV_QA,115000.0,0.2,Afghanistan,,34500.0,youtube,afghanistan,False,2024,,,,
26,Bijoy Study @UCDsGA2aP8u9SSWiZX1WvbRw,108000.0,,Afghanistan,,32400.0,youtube,afghanistan,False,2024,,,,
27,EL TIO RENTE @UCGXyQUE1s31Qu7hksFiQDsw,99600.0,,Afghanistan,,29900.0,youtube,afghanistan,False,2024,,,,
28,Afghanistan Premier League @UC7SVSIfie8pt1kgMjbUJ_vQ,90000.0,,Afghanistan,,27000.0,youtube,afghanistan,False,2024,,,,
29,VOA Dari @UCx8nPzCzHi127J3CkMBrSYg,87000.0,,Afghanistan,,26100.0,youtube,afghanistan,False,2024,,,,
30,Donia Press @UC8o0hJ5RPX6CFYJBtjcr2Eg,80600.0,,Afghanistan,,24200.0,youtube,afghanistan,False,2024,,,,
31,ARG1880 @UCF_fUrvSVJcLabN9XRRW8kw,80100.0,,Afghanistan,,24000.0,youtube,afghanistan,False,2024,,,,
32,Netflix Magyarország @UCSvfcIsvn6be03soK4pw2XQ,79000.0,,Afghanistan,,23700.0,youtube,afghanistan,False,2024,,,,
33,J TECH @UC6nhC29o23pHqftZ-Jp406g,75100.0,,Afghanistan,Technology,22500.0,youtube,afghanistan,False,2024,Tech&Gaming,MAPPED,,
34,الآنسة فرح @UC12h3VrpkgVRt00h0N851dw,59100.0,0.8,Afghanistan,,17700.0,youtube,afghanistan,False,2024,,,,
35,YorubaBest Tv @UCrfVFZ6JyBtwIc67ncVbwIg,56600.0,,Afghanistan,,17000.0,youtube,afghanistan,False,2024,,,,
36,BUNDELKHAND HOME VIDEO @UCjmSL3O8UjurtTs78khjZxg,54500.0,,Afghanistan,,16400.0,youtube,afghanistan,False,2024,,,,
37,Netflix Česká republika @UCYanivSzoiXJcJ1MUOsKVkQ,51100.0,,Afghanistan,,15300.0,youtube,afghanistan,False,2024,,,,
38,Bhojpuri HD Movies @UC78Uaz8qyo-y5pALAPAwKCQ,46600.0,,Afghanistan,,14000.0,youtube,afghanistan,False,2024,,,,
39,Abdullah Tenin @UCYLociHwuiOP-5TeceJnSxw,46200.0,,Afghanistan,,13900.0,youtube,afghanistan,False,2024,,,,
40,LEGO Masters @UCnGb5xbCV8OKgf-j58n8IoQ,44900.0,,Afghanistan,,13500.0,youtube,afghanistan,False,2024,,,,
41,Afghanistan TV @UCM5scR56vViZ0pmavpYwXqg,41900.0,,Afghanistan,,12600.0,youtube,afghanistan,False,2024,,,,
42,Daily News Tech @UC6_T1FvlEwwmQTb_F_oGI0w,41600.0,0.1,Afghanistan,,12500.0,youtube,afghanistan,False,2024,,,,
43,Good Oldies Song @UCPkX_y0cMktPQ3GrT5RthwQ,39900.0,,Afghanistan,,12000.0,youtube,afghanistan,False,2024,,,,
44,Afghan Famous @UCv27l1NCVWRHUj4hJbGIH-w,38800.0,,Afghanistan,,11600.0,youtube,afghanistan,False,2024,,,,
45,heratsoftware @UCWMx4MFO4gWlH4dYmlrT0Yg,36700.0,,Afghanistan,,11000.0,youtube,afghanistan,False,2024,,,,
46,AK47 @UC9mkpqIWie0Dw1nqZ7S_wAg,36400.0,1.7,Afghanistan,,10900.0,youtube,afghanistan,False,2024,,,,
47,Angel & Vario @UCjWSgRIsTxMTpEOb3CsKn9g,36400.0,0.3,Afghanistan,,10900.0,youtube,afghanistan,False,2024,,,,
48,Kabulnews TV @UCgMmFt7mWJ5Ue_hP_-VJG5A,34400.0,,Afghanistan,,10300.0,youtube,afghanistan,False,2024,,,,
49,Farid Bromand @UCzcuLLpwY1M-sanWjtBfeZQ,32200.000000000004,,Afghanistan,,9700.0,youtube,afghanistan,False,2024,,,,
50,Indian Express Bangla @UCpthbAb5DDRfcG68VMn6q0g,27100.0,,Afghanistan,,8100.0,youtube,afghanistan,False,2024,,,,
51,Phy RAk @UCE1O7WsA0H8JSfx2Dbn9OMg,26900.0,,Afghanistan,,8100.0,youtube,afghanistan,False,2024,,,,
52,lil boosty @UChF-9hFpxxiKWNa6pM7Dc3A,26200.0,0.4,Afghanistan,,7900.0,youtube,afghanistan,False,2024,,,,
53,Kabul Media Plus @UCvk0ft9BGaTaXVEoreGVtCQ,25800.0,,Afghanistan,,7700.0,youtube,afghanistan,False,2024,,,,
54,DentalManiaK @UCit_XEO1XMt0WlA_a5Y25ZA,25200.0,,Afghanistan,,7600.0,youtube,afghanistan,False,2024,,,,
55,Xolabaj TV2 @UCGTHibrua-lSpcpGgyBCE9Q,25100.0,,Afghanistan,,7500.0,youtube,afghanistan,False,2024,,,,
56,Chu Diệp Anh @UCPbJYaZBJIDynXNd_Vtqfbg,24800.0,,Afghanistan,,7400.0,youtube,afghanistan,False,2024,,,,
57,Doctor داکتر @UC0qsaOMutKk6VoMi8c45frw,24000.0,,Afghanistan,,7200.0,youtube,afghanistan,False,2024,,,,
58,Didar Music @UCms9SuykkUS66D2wr3D2G1w,22700.0,,Afghanistan,Music,6800.0,youtube,afghanistan,False,2024,Music,MAPPED,,
59,A Erfan @UCLroplcRBhrL_pzKN7pDehQ,19600.0,0.2,Afghanistan,,5900.0,youtube,afghanistan,False,2024,,,,
60,Pashto Entertainment Entertainment @UC5o5At6pto0EYYa0-m3GIiA,19400.0,1.1,Afghanistan,Celebrity,5800.0,youtube,afghanistan,False,2024,Entertainment,MAPPED,,
61,Pets Best Fun @UCSe4NsHq9CEwbinTZhH5oEw,18900.0,,Afghanistan,,5700.0,youtube,afghanistan,False,2024,,,,
62,TODAY PTM @UCyAwbVG39nYFTh1RJ8Ag73A,18900.0,,Afghanistan,Music,5700.0,youtube,afghanistan,False,2024,Music,MAPPED,,
63,Travel Ethiopia-ጉዞ ኢትዮጵያ @UC3AVLFaRHhJi8TYHXuw6rYg,18500.0,0.2,Afghanistan,,5600.0,youtube,afghanistan,False,2024,,,,
64,Crowleyyyy @UCvaibZQAjLeMnKloRNfIM7A,18100.0,,Afghanistan,,5400.0,youtube,afghanistan,False,2024,,,,
65,Green Swag @UCUbooQPiOb0tvcoC8jQEbvA,17600.0,0.1,Afghanistan,,5300.0,youtube,afghanistan,False,2024,,,,
66,สหพันธรัฐไทใจเดียวกัน @UCafatHX_lK7e5nKKD9fv8lg,17400.0,,Afghanistan,,5200.0,youtube,afghanistan,False,2024,,,,
67,kabir khostwall @UCgeArVN-G7oPaCH8XWiJ-ag,17200.0,0.3,Afghanistan,,5200.0,youtube,afghanistan,False,2024,,,,
68,yeej kim HD1080 @UCaC0gNyPXC1BU0xj0GDH7KA,17000.0,0.3,Afghanistan,,5100.0,youtube,afghanistan,False,2024,,,,
69,Clavis @UCwOYuwj9e2lFKviz7Ibfspg,16100.000000000002,33.9,Afghanistan,,4800.0,youtube,afghanistan,False,2024,,,,
70,Larawbar.com @UCbGnZAj8xrqEx02UNZlh2_Q,15400.0,,Afghanistan,,4600.0,youtube,afghanistan,False,2024,,,,
71,H.H. @UCldDfGERobpud27NzSohlPg,14700.0,,Afghanistan,,4400.0,youtube,afghanistan,False,2024,,,,
72,کانال ساده ترین آموزشها @UCMRsuS4OuP5MHIJRAHMbUxg,13900.0,,Afghanistan,,4200.0,youtube,afghanistan,False,2024,,,,
73,Pashto Islami @UCzVuHmw6-BcQqXH5W40HORw,13300.0,,Afghanistan,,4000.0,youtube,afghanistan,False,2024,,,,
74,High Council for National Reconciliation @UCiHoMDXJQboJy1UEN-hBU9A,13200.0,,Afghanistan,,4000.0,youtube,afghanistan,False,2024,,,,
75,貝拉醬Bella @UCn5iCeeF4nMECDobXb3kFbQ,12900.0,0.6,Afghanistan,,3900.0,youtube,afghanistan,False,2024,,,,
76,iGunvicted @UC6MamwO1MDhVfyeb01XOg5w,12600.0,,Afghanistan,,3800.0,youtube,afghanistan,False,2024,,,,
77,Kamsan Arom @UCKgPS2K6xmsRLIe2w-9iQHg,12400.0,,Afghanistan,,3700.0,youtube,afghanistan,False,2024,,,,
78,Zulfan tube @UCgpxqCBKVSaTlk4MwL7z-pA,12300.0,0.1,Afghanistan,,3700.0,youtube,afghanistan,False,2024,,,,
79,૯υՆ૯Ոςƿɿ૯૭૯Ն @UCZN1eMcGegUw4V3tJ2uHAxQ,12300.0,,Afghanistan,,3700.0,youtube,afghanistan,False,2024,,,,
80,Criadouro Buriti @UCqqYf0hdFIDuXpcrACz6EPg,12000.0,,Afghanistan,,3600.0,youtube,afghanistan,False,2024,,,,
81,shahram hashemi @UCtajG3ubRg58fmkJ_FWZg2Q,11500.0,0.1,Afghanistan,,3500.0,youtube,afghanistan,False,2024,,,,
82,Farhad Ghafoor @UC1sjfTwyZHjhwh6oSF5Etjg,11400.0,3.0,Afghanistan,,3400.0,youtube,afghanistan,False,2024,,,,
83,꧁༒☬gobinda masih☬༒꧂ @UCmzGjQcXRzNA3XcXYdDwEtA,11200.0,,Afghanistan,,3400.0,youtube,afghanistan,False,2024,,,,
84,XxDEATH_LORDxX @UCgVHrc1nvk7qF8qp-t-hxJg,10900.0,80.1,Afghanistan,,3300.0,youtube,afghanistan,False,2024,,,,
85,saren music market @UCFzMmvIcgZlyol3SfFofeYQ,10600.0,,Afghanistan,,3200.0,youtube,afghanistan,False,2024,,,,
86,O que será de novo hoje ! Brinquedos resenhas vlogs @UCLjz_XFniaSx1VhP5UObj_w,10600.0,,Afghanistan,,3200.0,youtube,afghanistan,False,2024,,,,
87,San wel @UC3tsD0Zwajp5siNVqwupdvQ,10400.0,,Afghanistan,,3100.0,youtube,afghanistan,False,2024,,,,
88,Turbo Tractors @UCtchLlRh5FCP3nEKFHB4JjQ,10400.0,,Afghanistan,,3100.0,youtube,afghanistan,False,2024,,,,
89,RDX BOYZ MANIKA @UCLCpibvImQdJu68rMmRw-gA,10300.0,0.3,Afghanistan,,3100.0,youtube,afghanistan,False,2024,,,,
90,Dr. Abdullah Abdullah @UCYr6qIfnEVYDTKfUTMDmRSg,10200.0,,Afghanistan,,3100.0,youtube,afghanistan,False,2024,,,,
91,Shaheen Naikpay @UC515LyLO1mkor_qylBt_uyQ,10000.0,,Afghanistan,,3000.0,youtube,afghanistan,False,2024,,,,
92,Torialai Waziry @UCVqiXwXu3vxocfUJlX1qRgw,9800.0,,Afghanistan,,2900.0,youtube,afghanistan,False,2024,,,,
93,Dirt Zalgo @UCCVulaGbHLaPJ_dyV7vF0rw,9700.0,,Afghanistan,,2900.0,youtube,afghanistan,False,2024,,,,
94,Real Creators @UCPZ2Ssb2d8kxwaWBYSie6cQ,9300.0,0.2,Afghanistan,,2800.0,youtube,afghanistan,False,2024,,,,
95,SOMBO BMC @UCVi29qCql-2Dl_6xdjz_trQ,9200.0,,Afghanistan,,2800.0,youtube,afghanistan,False,2024,,,,
96,Fox Carp Fishing TV CZ&SK @UCl22B1DgtxuKusXmd5PyyUA,9200.0,0.3,Afghanistan,,2700.0,youtube,afghanistan,False,2024,,,,
97,Mudasir Zamani @UC2Sr4O0Gm1dUn3f3K6dBmbw,9100.0,,Afghanistan,,2700.0,youtube,afghanistan,False,2024,,,,
98,Cragsman @UCxbZoIuCIud_n1pZgZiSL4w,9100.0,,Afghanistan,,2700.0,youtube,afghanistan,False,2024,,,,
99,Angkor Mala @UCEjddKViPwdCLoeg49wrDPw,8700.0,,Afghanistan,,2600.0,youtube,afghanistan,False,2024,,,,
100,sanoorg @UCOdbFr8_L4Ynf94oNbyGKGQ,8600.0,0.1,Afghanistan,,2600.0,youtube,afghanistan,False,2024,,,,
1,Islamic Center ,530000.0,,Aland Islands,,159000.0,youtube,aland-islands,False,2024,,,UCp5sPFqliDz5tdjF7tMdiUQ,
2,Frank Official ,128000.0,,Aland Islands,,38400.0,youtube,aland-islands,False,2024,,,UCfpNslKsy6tPRJcjcqhgY_Q,
3,Mystic Media ,68500.0,4.3,Aland Islands,,20600.0,youtube,aland-islands,False,2024,,,UCdGVD4QzNyUrfyX5oiZVtfQ,
4,Erik did it ,16500.0,12.9,Aland Islands,,5000.0,youtube,aland-islands,False,2024,,,UCKRSetvAFv7onZEL0DNV6JQ,
5,Menstrual Cup Bd ,15700.0,,Aland Islands,,4700.0,youtube,aland-islands,False,2024,,,UCIlbyddNbcWrq2Vl-trCMxA,
6,misterpaj ,14200.0,0.3,Aland Islands,,4300.0,youtube,aland-islands,False,2024,,,UC7T6Sb0V1SGF5oHv0fsePmA,
7,Drag Motor2 ,12800.0,,Aland Islands,News,3800.0,youtube,aland-islands,False,2024,Knowledge&Info,MAPPED,UC_Cl3TOBb2PP6Is5-aWDmfA,
8,Verbs describe us #culturacastildeviata #artgoeson ,9500.0,,Aland Islands,,2900.0,youtube,aland-islands,False,2024,,,UC10IxWOG3EiOQ_Zoq2XpOLg,
9,Ma chinery ,9300.0,,Aland Islands,,2800.0,youtube,aland-islands,False,2024,,,UC0DsjQ0YnzFycEyYWxbbCfg,
10,FaithfulBerean ,9000.0,0.1,Aland Islands,,2700.0,youtube,aland-islands,False,2024,,,UCJpxoRoemhS_FgSRXw30zrg,
11,قصة كل يوم ,8100.0,,Aland Islands,,2400.0,youtube,aland-islands,False,2024,,,UCUFKKwZH9Vlj3FWutvsthow,
12,Chentra Vuth ,5400.0,,Aland Islands,,1600.0,youtube,aland-islands,False,2024,,,UCKcvMBwScPyR6fNbg4jSw_g,
13,Eternal Energy ,3600.0,,Aland Islands,,1100.0,youtube,aland-islands,False,2024,,,UCu6-52n67n2XrpQm5AWDwAg,
14,Miha Hilma ,2200.0,,Aland Islands,,660.0,youtube,aland-islands,False,2024,,,UCHv4RPknnMheRoiJ9Q4BMsA,
15,اعرف وتثقف ,2100.0,0.3,Aland Islands,,639.0,youtube,aland-islands,False,2024,,,UCtCx16JYpV529Uj0m2Qawsg,
16,Rambo ,1400.0,30.8,Aland Islands,,429.0,youtube,aland-islands,False,2024,,,UCzUruRlxbkflQezHnjB-BUw,
17,Збс Сериалы ,1300.0,0.2,Aland Islands,,384.0,youtube,aland-islands,False,2024,,,UC_3yFhNgvH5cltGQaupMt6g,
18,Johan Tronestam ,1200.0,2.4,Aland Islands,,357.0,youtube,aland-islands,False,2024,,,UCDZmjfcKPfNyy0tnTDaJznw,
19,stacksmaestro ,1100.0,26.5,Aland Islands,,327.0,youtube,aland-islands,False,2024,,,UCkiGR7ao-u4mFetMLPgrD_w,
20,morg ,1100.0,,Aland Islands,,324.0,youtube,aland-islands,False,2024,,,UCIO6wlknzhuVXVCaASN94eQ,
1,T-Series @UCq-Fj5jknLsUf-MWSy4_brA,234000000.0,,India,,70200000.0,youtube,all-countries,True,2024,,,,
2,Cocomelon - Nursery Rhymes @UCbCmjCuTUZos6Inko4u57UQ,144000000.0,,United States,,43200000.0,youtube,all-countries,True,2024,,,,
3,SET India @UCpEhnqL0y41EpW2TvWAHD7Q,139000000.0,,India,,41700000.0,youtube,all-countries,True,2024,,,,
4,PewDiePie @UC-lHJZR3Gqxm24_Vd_AJ5Yw,111000000.0,0.1,United States,,33300000.0,youtube,all-countries,True,2024,,,,
5,MrBeast @UCX6OQ3DkcsbYNE6H8uQQuVA,100000000.0,2.4,United States,Celebrity Pets,30000000.0,youtube,all-countries,True,2024,Entertainment,MAPPED,,
6,Like Nastya @UCJplp5SjeGSdVdwsfb9Q7lQ,97300000.0,,United States,,29200000.0,youtube,all-countries,True,2024,,,,
7,✿ Kids Diana Show @UCk8GzjMOrta8yxDcKfylJYw,94200000.0,,,,28300000.0,youtube,all-countries,True,2024,,,,
8,Zee Music Company @UCFFbwnve3yF62-tVXkTyHqg,91400000.0,,India,,27400000.0,youtube,all-countries,True,2024,,,,
9,WWE @UCJ5v_MCY6GNUBTO8-D3XoAg,91200000.0,,,,27400000.0,youtube,all-countries,True,2024,,,,
10,Vlad and Niki @UCvlE5gTbOvjiolFlEm-c_Ow,84300000.0,,United States,Marketing and Advertising Music,25300000.0,youtube,all-countries,True,2024,Knowledge&Info,MAPPED,,
11,BLACKPINK @UCOmHUn--16B90oW2L6FRR3A,82000000.0,0.4,South Korea,,24600000.0,youtube,all-countries,True,2024,,,,
12,Goldmines @UCyoXW-Dse7fURq30EWl_CUA,72000000.0,,India,,21600000.0,youtube,all-countries,True,2024,,,,
13,Justin Bieber @UCIwFjwMjI0y7PDBVEO9-bkQ,69700000.0,,Canada,,20900000.0,youtube,all-countries,True,2024,,,,
14,Sony SAB @UC6-F5tO8uklgE9Zy8IvbdFw,69200000.0,,India,,20800000.0,youtube,all-countries,True,2024,,,,
15,BANGTANTV @UCLkAepWjdylmXSltofFvsYQ,68600000.0,0.5,,,20600000.0,youtube,all-countries,True,2024,,,,
16,HYBE LABELS @UC3IZKseVpdzPSBaWxBxundA,68100000.0,,South Korea,Celebrity Music,20400000.0,youtube,all-countries,True,2024,Music,MAPPED,,
17,Canal KondZilla @UCffDXn7ycAzwL2LDlbyWOTw,66300000.0,,Brazil,,19900000.0,youtube,all-countries,True,2024,,,,
18,Zee TV @UCppHT7SZKKvar4Oc9J4oljQ,64000000.0,,India,,19200000.0,youtube,all-countries,True,2024,,,,
19,Shemaroo Filmi Gaane @UCP6uH_XlsxrXwZQ4DlqbqPg,61100000.0,,India,,18300000.0,youtube,all-countries,True,2024,,,,
20,Colors TV @UC55IWqFLDH1Xp7iu1_xknRA,59200000.0,,India,,17800000.0,youtube,all-countries,True,2024,,,,
21,ChuChu TV Nursery Rhymes & Kids Songs @UCBnZ16ahKA2DZ_T5W0FPUXg,58700000.0,,India,,17600000.0,youtube,all-countries,True,2024,,,,
22,Dude Perfect @UCRijo3ddMTht_IHyNSNXpNQ,58600000.0,,United States,,17600000.0,youtube,all-countries,True,2024,,,,
23,Movieclips @UC3gNmTGu-TTbFPpfSs5kNkg,58500000.0,,United States,,17600000.0,youtube,all-countries,True,2024,,,,
24,Pinkfong Baby Shark - Kids' Songs & Stories @UCcdwLMPsaU2ezNSJU1nFoBQ,56900000.0,,,,17100000.0,youtube,all-countries,True,2024,,,,
25,Tips Official @UCJrDMFOdv1I2k8n9oK_V21w,56500000.0,,India,,17000000.0,youtube,all-countries,True,2024,,,,
26,Marshmello @UCEdvpU2pFRCVqU6yIPyTpMQ,55800000.0,,United States,,16700000.0,youtube,all-countries,True,2024,,,,
27,Wave Music @bhojpuriwave,55600000.0,,India,,16700000.0,youtube,all-countries,True,2024,,,,
28,Sony Music India @UC56gTxNs4f9xZ7Pa2i5xNzg,55300000.0,,India,,16600000.000000002,youtube,all-countries,True,2024,,,,
29,Aaj Tak @UCt4t-jeY85JegMlZ-E5UWtA,54000000.0,,India,,16200000.0,youtube,all-countries,True,2024,,,,
30,El Reino Infantil @UCK1i2UviaXLUNrZlAFpw_jA,52900000.0,,,,15900000.0,youtube,all-countries,True,2024,,,,
31,Ed Sheeran @UC0C-w0YjGpqDXGB8IHb662A,52300000.0,,,,15700000.0,youtube,all-countries,True,2024,,,,
32,Ariana Grande @UC9CoOnJkIBMdeijd9qYoT_g,52200000.0,,,,15700000.0,youtube,all-countries,True,2024,,,,
33,EminemMusic @UCfM3zsQsOnfWNUppiycmBuw,51700000.0,1.0,,,15500000.0,youtube,all-countries,True,2024,,,,
34,T-Series Bhakti Sagar @UCaayLD9i5x4MmIoVZxXSv_g,49900000.0,,,,15000000.0,youtube,all-countries,True,2024,,,,
35,LooLoo Kids - Nursery Rhymes and Children's Songs @UC4NALVCmcmL5ntpV0thoH6w,49400000.0,,United States,,14800000.0,youtube,all-countries,True,2024,,,,
36,YRF @UCbTLwN10NoCU4WDzLf1JMOA,48400000.0,,India,,14500000.0,youtube,all-countries,True,2024,,,,
37,Taylor Swift @UCqECaJ8Gagnn7YCbPEzWH6g,47200000.0,0.4,,,14200000.0,youtube,all-countries,True,2024,,,,
38,Fernanfloo @fernanfloo,47100000.0,,El Salvador,,14100000.0,youtube,all-countries,True,2024,,,,
39,Infobells - Hindi @UC1ciY6kR3yj3kaKZ6R7ewAg,46600000.0,,India,,14000000.0,youtube,all-countries,True,2024,,,,
40,Billie Eilish @UCiGm_E4ZwYSHV3bcW1pnSeQ,46600000.0,0.7,United States,,14000000.0,youtube,all-countries,True,2024,,,,
41,JuegaGerman @UCYiGq8XF7YQD00x7wAd62Zg,46400000.0,0.4,Chile,,13900000.0,youtube,all-countries,True,2024,,,,
42,Badabun @UCYWOjHweP2V-8kGKmmAmQJQ,45700000.0,,Mexico,,13700000.0,youtube,all-countries,True,2024,,,,
43,Felipe Neto @UCV306eHqgo0LvBf3Mh36AHg,44400000.0,,Brazil,,13300000.0,youtube,all-countries,True,2024,,,,
44,Get Movies @UClZkHt2kNIgyrTTPnSQV3SA,44300000.0,,Russia,,13300000.0,youtube,all-countries,True,2024,,,,
45,whinderssonnunes @UC3KQ5GWANYF8lChqjZpXsQw,43700000.0,,,,13100000.0,youtube,all-countries,True,2024,,,,
46,SonyMusicIndiaVEVO @UC3MLnJtqc_phABBriLRhtgQ,43600000.0,,,Music,13100000.0,youtube,all-countries,True,2024,Music,MAPPED,,
47,BRIGHT SIDE @UC4rlAVgAK0SGk-yTfe48Qpw,43400000.0,,,Fitness News,13000000.0,youtube,all-countries,True,2024,Sports,MAPPED,,
48,Katy Perry @UCYvmuw-JtVrTZQ-7Y4kd63Q,43100000.0,,United States,,12900000.0,youtube,all-countries,True,2024,,,,
49,Bad Bunny @UCmBA_wu8xGg1OfOkfW13Q0Q,43100000.0,,Puerto Rico,,12900000.0,youtube,all-countries,True,2024,,,,
50,Você Sabia? @UCj0O6W8yDuLg3iraAXKgCrQ,43000000.0,,Brazil,,12900000.0,youtube,all-countries,True,2024,,,,
51,Alan Walker @UCJrOtniJ0-NWz37R30urifQ,42400000.0,,Norway,,12700000.0,youtube,all-countries,True,2024,,,,
52,Like Nastya Show @UCS94J1s6-qc8v7btCdS2pNg,41700000.0,,United States,,12500000.0,youtube,all-countries,True,2024,,,,
53,CarryMinati @carryminati,41600000.0,9.2,India,Video Gaming,12500000.0,youtube,all-countries,True,2024,Tech&Gaming,MAPPED,,
54,ABS-CBN Entertainment @UCstEtN0pgOmCf02EdXsGChw,41500000.0,,Philippines,,12500000.0,youtube,all-countries,True,2024,,,,
55,Shemaroo @UCF1JIbMUs6uqoZEY1Haw0GQ,41200000.0,,India,Celebrity,12400000.0,youtube,all-countries,True,2024,Entertainment,MAPPED,,
56,Speed Records @UCOsyDsO5tIt-VZ1iwjdQmew,41100000.0,,India,Music,12300000.0,youtube,all-countries,True,2024,Music,MAPPED,,
57,elrubiusOMG @UCXazgXDIYyWH-yXLAkcrFxw,40400000.0,1.7,,,12100000.0,youtube,all-countries,True,2024,,,,
58,Little Baby Bum - Nursery Rhymes & Kids Songs @UCKAqou7V9FAWXpZd9xtOg3Q,40000000.0,,United States,,12000000.0,youtube,all-countries,True,2024,,,,
59,Voot Kids @UCJg19noZp7-BYIGvypu_cow,39300000.0,,India,,11800000.0,youtube,all-countries,True,2024,,,,
60,Маша и Медведь @UCRv76wLBC73jiP7LX4C3l8Q,39100000.0,,Russia,,11700000.0,youtube,all-countries,True,2024,,,,
61,LUCCAS NETO - LUCCAS TOON @UC_gV70G_Y51LTa3qhu8KiEA,38600000.0,,Brazil,,11600000.0,youtube,all-countries,True,2024,,,,
62,Luisito Comunica @UCECJDeK0MNapZbpaOzxrUPA,38500000.0,0.1,,,11600000.0,youtube,all-countries,True,2024,,,,
63,Ishtar Music @UCWi_65E_L8tQZ34C6wVAlpQ,38500000.0,,India,Music Celebrity,11600000.0,youtube,all-countries,True,2024,Music,MAPPED,,
64,TheEllenShow @UCp0hYYBW6IMayGgR-WeoCvQ,38300000.0,,United States,,11500000.0,youtube,all-countries,True,2024,,,,
65,Toys and Colors @UCgFXm4TI8htWmCyJ6cVPG_A,38300000.0,,United States,,11500000.0,youtube,all-countries,True,2024,,,,
66,Kimberly Loaiza @UCQZfFRohQ7UX-0CdXl-6pwQ,38100000.0,0.9,Mexico,,11400000.0,youtube,all-countries,True,2024,,,,
