rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,topic_of_influence_en
26,RISQI @risqii_af,4200000.0,,Индонезия,,1300000.0,tiktok,indonesia,False,2024,,,
27,PutraChanKasela @putrachankasela_,4099999.9999999995,,Индонезия,,1200000.0,tiktok,indonesia,False,2024,,,
28,Reza Gladys Prettyani Sari @rezagladys,4000000.0,,Индонезия,,1200000.0,tiktok,indonesia,False,2024,,,
29,Irene Suwandi @ireneswnd,4000000.0,0.1,Индонезия,,1200000.0,tiktok,indonesia,False,2024,,,
30,Bella Tobing✨ @bellzky16,3900000.0,,Индонезия,Забавление и музика,1200000.0,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
31,EVOS RAMBO @ramboeiei,3700000.0,0.1,Индонезия,Игри,1100000.0,tiktok,indonesia,False,2024,Tech&Gaming,MAPPED,Games
32,dr. Kevin Mak @drkevinmak,3700000.0,,Индонезия,,1100000.0,tiktok,indonesia,False,2024,,,
33,Nino @ninnocupaw290,3600000.0,,Индонезия,,1100000.0,tiktok,indonesia,False,2024,,,
34,Haymin080 @hayminofficial,3600000.0,,Индонезия,Автомобили и превозни средства,1100000.0,tiktok,indonesia,False,2024,Tech&Gaming,MAPPED,Cars and vehicles
35,Oktaviey @oktavieyy,3400000.0,,Индонезия,Забавление и музика,1000000.0,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
36,SHELLA SAUKIA @shellasaukia,3000000.0,,Индонезия,Мода и аксесоари,900000.0,tiktok,indonesia,False,2024,Beauty&Fashion,MAPPED,Fashion and accessories
37,Nathaniel Rivan @niellzss,3000000.0,0.1,Индонезия,Образование,900000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Education
38,s a s k e h🕊 @saskeh.series,2900000.0,,Индонезия,,870000.0,tiktok,indonesia,False,2024,,,
39,rully @rullysarjana,2800000.0,,Индонезия,,840000.0,tiktok,indonesia,False,2024,,,
40,Instagram : @Fauzan_Nasrul @fauzannasrull,2800000.0,,Индонезия,Продуктови представяния,840000.0,tiktok,indonesia,False,2024,UNMAPPED,UNMAPPED,Product presentations
41,ERA.ID @eradotid,2600000.0,,Индонезия,Образование,780000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Education
42,Janes_cs🇮🇩 @janes_cs,2600000.0,,Индонезия,,780000.0,tiktok,indonesia,False,2024,,,
43,BNW Esports @bnwesports,2600000.0,,Индонезия,,780000.0,tiktok,indonesia,False,2024,,,
44,Ndaru Suci Kusuma @ndarusucii,2400000.0,,Индонезия,,720000.0,tiktok,indonesia,False,2024,,,
45,KD・Daeng友 @panggilsajadaeng,2400000.0,,Индонезия,Забавление и музика,720000.0,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
46,Pocong Gaolzzzz👻 @pocongbarbar,2400000.0,,Индонезия,Забавление и музика,720000.0,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
47,Francis Karel @franciskarelofficial,2300000.0,,Индонезия,,690000.0,tiktok,indonesia,False,2024,,,
48,Baldtwins👨🏻‍🦲 @baldtwins,2300000.0,,Индонезия,,690000.0,tiktok,indonesia,False,2024,,,
49,Qonitcah | Edukasi Kesehatan @qonitcah,2300000.0,0.3,Индонезия,Образование Фитнес и здраве,690000.0,tiktok,indonesia,False,2024,Sports,MAPPED,Education Fitness and Health
50,TRIBUN LAMPUNG @tribunlampung,2200000.0,,Индонезия,Забавление и музика,660000.0,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
51,Focallure Indonesia @focallure.beauty,2100000.0,,Индонезия,Красота и грижа за себе си,630000.0,tiktok,indonesia,False,2024,Beauty&Fashion,MAPPED,Beauty and self care
52,SATRIA🤗✨ @bangsatria_98,2100000.0,,Индонезия,,630000.0,tiktok,indonesia,False,2024,,,
53,Reizuka Ari @dictionarei,2100000.0,,Индонезия,,630000.0,tiktok,indonesia,False,2024,,,
54,BagasCraft.ID @bagascraft.asli,2100000.0,,Индонезия,Анимация и косплей,630000.0,tiktok,indonesia,False,2024,Tech&Gaming,MAPPED,Animation and cosplay
55,KompasTV News @kompastvnews,2100000.0,,Индонезия,Забавление и музика Новини,630000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Entertainment and Music News
56,Kompas.com @kompascom,2000000.0,,Индонезия,Новини,600000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,News
57,Muksin Alatas @muksinalatas015,2000000.0,0.2,Индонезия,,600000.0,tiktok,indonesia,False,2024,,,
58,𝐕𝐢𝐬𝐡𝐧𝐮 𝐢𝐬𝐥𝐞𝐬 @vishnu27,2000000.0,,Индонезия,Забавление и музика,600000.0,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
59,Marshel Widianto @marshelwidianto,1900000.0,,Индонезия,,570000.0,tiktok,indonesia,False,2024,,,
60,Zaskiasungkar Irwansyah @zaskirwan15,1900000.0,,Индонезия,,570000.0,tiktok,indonesia,False,2024,,,
61,Greysia Polii @greysiapolii,1900000.0,,Индонезия,Спорт,570000.0,tiktok,indonesia,False,2024,Sports,MAPPED,Sports
62,mbak ninid🐥 @mbakninid,1900000.0,,Индонезия,,570000.0,tiktok,indonesia,False,2024,,,
63,Chocopie @pooliinaa_09,1800000.0,0.1,Индонезия,,540000.0,tiktok,indonesia,False,2024,,,
64,Lestari Tensi @lestaritensi,1800000.0,,Индонезия,,540000.0,tiktok,indonesia,False,2024,,,
65,Melki Balipa Emil @melkibajaj,1800000.0,6.0,Индонезия,Образование Повишаване на квалификацията,540000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Education Upskilling
66,Iya SiaGian🇮🇩 @iya_siagian27,1800000.0,,Индонезия,,540000.0,tiktok,indonesia,False,2024,,,
67,tribuntimurdotcom @tribuntimur.com,1800000.0,,Индонезия,,540000.0,tiktok,indonesia,False,2024,,,
68,IGGY DZU @iggydzu,1800000.0,0.1,Индонезия,,540000.0,tiktok,indonesia,False,2024,,,
69,ivanachindy @panao_25,1800000.0,1.6,Индонезия,,540000.0,tiktok,indonesia,False,2024,,,
70,Dusun Semilir @dusunsemilir,1800000.0,,Индонезия,Пътувания,540000.0,tiktok,indonesia,False,2024,UNMAPPED,UNMAPPED,Trips
71,Laurence Benson @laurence_benson,1700000.0,,Индонезия,Бизнес и финанси Храни и напитки,510000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Business & Finance Food & Beverage
72,Bora 🇰🇷🇮🇩 @borassaem,1700000.0,,Индонезия,Образование Бизнес и финанси,510000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Education Business and Finance
73,CBID @cewekbanget.id,1700000.0,,Индонезия,,510000.0,tiktok,indonesia,False,2024,,,
74,Parisa @farisasusandi,1700000.0,,Индонезия,,510000.0,tiktok,indonesia,False,2024,,,
75,TSG⭐️DEWA INDRA👑 @dewaindra88,1600000.0,,Индонезия,,480000.0,tiktok,indonesia,False,2024,,,
76,Naing Lin💘 @nainglin257,1600000.0,,Индонезия,,480000.0,tiktok,indonesia,False,2024,,,
77,Ziva Magnolya @szivsz,1600000.0,0.2,Индонезия,Забавление и музика,480000.0,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
78,"inisial ""L"" @jejak_presiden",1600000.0,0.5,Индонезия,Забавление и музика,480000.0,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
79,INDOZONE @indozone.id,1600000.0,,Индонезия,Забавление и музика Образование,480000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Entertainment and Music Education
80,Popbela @popbela_com,1600000.0,,Индонезия,,480000.0,tiktok,indonesia,False,2024,,,
81,Dila_JM @dila_jm,1600000.0,0.1,Индонезия,Забавление и музика,480000.0,tiktok,indonesia,False,2024,Music,MAPPED,Fun and music
82,🌀istri_idaman🌀 @rika25041997,1600000.0,,Индонезия,,480000.0,tiktok,indonesia,False,2024,,,
83,Diera nathania @dieranathania,1500000.0,,Индонезия,,450000.0,tiktok,indonesia,False,2024,,,
84,Titi Kamal @titi_kamall,1500000.0,,Индонезия,Актьорство и драма Знаменитост,450000.0,tiktok,indonesia,False,2024,Entertainment,MAPPED,Acting and Drama Celebrity
85,Ryann_ @ryan_ramadhan99,1500000.0,,Индонезия,,450000.0,tiktok,indonesia,False,2024,,,
86,DADANN @dadansapta_irwn,1400000.0,0.6,Индонезия,,420000.0,tiktok,indonesia,False,2024,,,
87,Karang Gigi Ketapang 🔘 @karanggigiketapang,1400000.0,,Индонезия,,420000.0,tiktok,indonesia,False,2024,,,
88,Ulvi Safitri @ulfysss_,1400000.0,,Индонезия,,420000.0,tiktok,indonesia,False,2024,,,
89,Megassilvie 🧚‍♀️ @megassilvie,1400000.0,,Индонезия,Пътувания,420000.0,tiktok,indonesia,False,2024,UNMAPPED,UNMAPPED,Trips
90,Vaa🌻 @elvaeldanica,1400000.0,,Индонезия,,420000.0,tiktok,indonesia,False,2024,,,
91,TikTok Treats Indonesia @treats_id,1400000.0,,Индонезия,,420000.0,tiktok,indonesia,False,2024,,,
92,Ika purpitasari @ika_1id,1400000.0,,Indonesia,family,420000.0,tiktok,indonesia,False,2024,Lifestyle,MAPPED,family
93,William Lomban @williamlomban,1300000.0,,Indonesia,Food,390000.0,tiktok,indonesia,False,2024,Lifestyle,MAPPED,Food
94,Hilda @hildaxkeiko,1300000.0,,Indonesia,,390000.0,tiktok,indonesia,False,2024,,,
95,Antonio Evan @antonioevan_,1300000.0,,Indonesia,Entertainment and Music,390000.0,tiktok,indonesia,False,2024,Music,MAPPED,Entertainment and Music
96,Andra Mahendra @anddra_mahendra,1300000.0,,Indonesia,Education Upskilling Business and Finance,390000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,Education Upskilling Business and Finance
97,Chris Andrian Yang @chrisandrian,1300000.0,,Indonesia,,390000.0,tiktok,indonesia,False,2024,,,
98,bliblidotcom @bliblidotcom,1300000.0,,Indonesia,,390000.0,tiktok,indonesia,False,2024,,,
99,Asakecil 🦄 @asakecil,1300000.0,,Indonesia,Beauty and Self Care Pets,390000.0,tiktok,indonesia,False,2024,Beauty&Fashion,MAPPED,Beauty and Self Care Pets
100,MELINDA CHIA @melinda.chia,1300000.0,,Indonesia,,390000.0,tiktok,indonesia,False,2024,,,
