rank,name_youtube,handle_youtube,audience_country,followers,category_1,views_avg,likes_avg,comments_avg,category_2,category_unified,category_status,_platform,_month,_year
407,Ivana Alawi,Ivana Alawi,Philippines,15800000.0,Daily vlogs,3700000.0,196800.0,11600.0,,Lifestyle,MAPPED,youtube,september,2022
408,Matt Stonie,MegatoadStonie,United States,15800000.0,Food & Drinks,1200000.0,52300.0,2500.0,,Lifestyle,MAPPED,youtube,september,2022
409,Pitbull,PitbullMusic,United States,15800000.0,Music & Dance,18500.0,1600.0,43.0,,Music,MAPPED,youtube,september,2022
410,Caeli YT,CaELiKe,,15800000.0,,43400.0,1600.0,199.0,,,,youtube,september,2022
411,News24,News24page,India,15800000.0,News & Politics,5800.0,110.0,10.0,,Knowledge&Info,MAPPED,youtube,september,2022
412,Pop Chartbusters,popchartbusters,India,15800000.0,Music & Dance,36900.0,10100.0,37.0,,Music,MAPPED,youtube,september,2022
413,Rotten Tomatoes Trailers,movieclipsTRAILERS,United States,15800000.0,Movies,41900.0,659.0,71.0,Animation,Entertainment,MAPPED,youtube,september,2022
414,AdMe,AdMe,Russia,15800000.0,Animation,50500.0,1500.0,81.0,,Entertainment,MAPPED,youtube,september,2022
415,Gato Galactico | GALÁXIA,OGatoGalactico,Brazil,15600000.0,Animation,90400.0,4900.0,78.0,,Entertainment,MAPPED,youtube,september,2022
416,And TV,And TV,India,15600000.0,,8900.0,104.0,4.0,,,,youtube,september,2022
417,Roman Atwood Vlogs,RomanAtwoodVlogs,United States,15600000.0,Movies,311000.0,0.0,995.0,Humor,Entertainment,MAPPED,youtube,september,2022
418,Dyland PROS,Dyland PROS,Indonesia,15500000.0,Movies,33300.0,2100.0,98.0,Animation,Entertainment,MAPPED,youtube,september,2022
419,FitDance,portalfitdance,,15500000.0,Music & Dance,32900.0,1100.0,16.0,,Music,MAPPED,youtube,september,2022
420,RCTI - LAYAR DRAMA INDONESIA,RCTI - LAYAR DRAMA INDONESIA,Indonesia,15400000.0,Music & Dance,20000.0,353.0,22.0,Movies,Music,MAPPED,youtube,september,2022
421,Camilo,CamiloMusicaVideo,Colombia,15400000.0,Music & Dance,157000.0,9300.0,125.0,,Music,MAPPED,youtube,september,2022
422,MrBeast Shorts,MrBeast Shorts,United States,15400000.0,Daily vlogs,15500000.0,1300000.0,4800.0,,Lifestyle,MAPPED,youtube,september,2022
423,Like Nastya VNM,Like Nastya VNM,,15400000.0,,524800.0,0.0,0.0,,,,youtube,september,2022
424,SriBalajiMovies,SriBalajiMovies,India,15400000.0,,12900.0,85.0,2.0,,,,youtube,september,2022
425,LOKESH GAMER,LOKESH GAMER,India,15400000.0,,349200.0,40600.0,1500.0,,,,youtube,september,2022
426,T3ddy,T3DDYgames,Brazil,15300000.0,Daily vlogs,801500.0,79900.0,2200.0,,Lifestyle,MAPPED,youtube,september,2022
427,Stokes Twins,alanalan9635,United States,15300000.0,Video games,11900000.0,404600.0,40200.0,Humor,Tech&Gaming,MAPPED,youtube,september,2022
428,With Kids[위드키즈],With Kids[위드키즈],United States,15300000.0,,71100.0,0.0,0.0,,,,youtube,september,2022
429,Kerajinan 5-Menit,Kerajinan 5-Menit,Indonesia,15200000.0,Music & Dance,17000.0,147.0,6.0,,Music,MAPPED,youtube,september,2022
430,Like Nastya IDN,Like Nastya IDN,,15200000.0,Music & Dance,150600.0,0.0,0.0,Movies,Music,MAPPED,youtube,september,2022
431,Oyuncak Avı,Oyuncak Avı,,15200000.0,,284800.0,0.0,15.0,,,,youtube,september,2022
432,Dangal TV Channel,Dangal TV Channel,India,15200000.0,,63800.0,956.0,6.0,,,,youtube,september,2022
433,5-Minute Crafts FAMILY,5-Minute Crafts FAMILY,United States,15200000.0,,16100.000000000002,175.0,9.0,,,,youtube,september,2022
434,SAM SMITH,SAM SMITH,United States,15200000.0,,29900.0,2000.0,61.0,,,,youtube,september,2022
435,Ch7HD,bbtvch7,Thailand,15200000.0,,7100.0,135.0,2.0,,,,youtube,september,2022
436,TheRichest,TheRichest,United States,15200000.0,News & Politics,22200.0,644.0,81.0,,Knowledge&Info,MAPPED,youtube,september,2022
437,POPS Kids,popskids,Indonesia,15200000.0,Animation,4100.0,53.0,0.0,,Entertainment,MAPPED,youtube,september,2022
438,حِرف إبداعية في 5 دقائق,حِرف إبداعية في 5 دقائق,Egypt,15100000.0,,35800.0,344.0,16.0,,,,youtube,september,2022
439,Lahari Music | T-Series,laharimusic,India,15100000.0,Music & Dance,30600.0,1300.0,23.0,,Music,MAPPED,youtube,september,2022
440,LEGO,LEGO,United States,15100000.0,Animation,54800.0,666.0,0.0,,Entertainment,MAPPED,youtube,september,2022
441,НТВ,ntvru,Russia,15000000.0,News & Politics,82300.0,901.0,216.0,,Knowledge&Info,MAPPED,youtube,september,2022
442,Henrique e Juliano,hejproducao,Brazil,15000000.0,Music & Dance,71800.0,3700.0,152.0,,Music,MAPPED,youtube,september,2022
443,Mariale,Mariale,Mexico,15000000.0,,154700.0,7000.0,285.0,,,,youtube,september,2022
444,Talking Tom & Friends,TalkingFriends,United States,15000000.0,Animation,220600.0,2300.0,0.0,Humor,Entertainment,MAPPED,youtube,september,2022
445,Makiman131,Makiman131,Spain,15000000.0,Movies,279500.0,15600.0,604.0,Animation,Entertainment,MAPPED,youtube,september,2022
446,Ranz Kyle,ranziscool,Philippines,15000000.0,Humor,786300.0,27400.0,881.0,,Entertainment,MAPPED,youtube,september,2022
447,Volga Video,newvolgavideo,India,15000000.0,,5300.0,43.0,2.0,,,,youtube,september,2022
448,Harsh Beniwal,Harsh Beniwal,India,15000000.0,Movies,13800000.0,1200000.0,31600.0,Humor,Entertainment,MAPPED,youtube,september,2022
449,NichLmao,NichLmao,United States,15000000.0,Daily vlogs,4700000.0,361200.0,2000.0,,Lifestyle,MAPPED,youtube,september,2022
450,Super Senya,Super Senya,,15000000.0,Animation,37200.0,167.0,0.0,Toys,Entertainment,MAPPED,youtube,september,2022
451,LIV Crime,LIV Crime,India,15000000.0,Daily vlogs,95500.0,1100.0,35.0,,Lifestyle,MAPPED,youtube,september,2022
452,Niana Guerrero,Niana Guerrero,Philippines,15000000.0,Music & Dance,1000000.0,31500.0,1100.0,Humor,Music,MAPPED,youtube,september,2022
453,Wow Kidz Action,Wow Kidz Action,,15000000.0,,1300000.0,9100.0,0.0,,,,youtube,september,2022
454,League of Legends,RiotGamesInc,United States,15000000.0,Movies,515799.99999999994,33500.0,1100.0,Animation,Entertainment,MAPPED,youtube,september,2022
455,GMMTV OFFICIAL​​,GMMTVSPOTLIKE,Thailand,15000000.0,Music & Dance,24900.0,544.0,14.0,Movies,Music,MAPPED,youtube,september,2022
456,Kwebbelkop,kwebbelkop,United States,15000000.0,Animation,100200.0,3000.0,284.0,Video games,Entertainment,MAPPED,youtube,september,2022
457,La Rosa de Guadalupe,La Rosa de Guadalupe,Mexico,14900000.0,,90800.0,865.0,19.0,,,,youtube,september,2022
458,NDTV India,ndtvindia,India,14900000.0,News & Politics,12700.0,305.0,33.0,,Knowledge&Info,MAPPED,youtube,september,2022
459,BBC News Hindi,bbchindi,India,14900000.0,News & Politics,167300.0,0.0,311.0,,Knowledge&Info,MAPPED,youtube,september,2022
460,MK MUSIC,mkmusicnews,Brazil,14900000.0,Music & Dance,20400.0,1900.0,33.0,,Music,MAPPED,youtube,september,2022
461,Dave and Ava - Nursery Rhymes and Baby Songs,Dave and Ava - Nursery Rhymes and Baby Songs,,14900000.0,Education,212000.0,906.0,0.0,,Knowledge&Info,MAPPED,youtube,september,2022
462,Linus Tech Tips,LinusTechTips,United States,14900000.0,Science & Technology,1500000.0,66600.0,3000.0,,Tech&Gaming,MAPPED,youtube,september,2022
463,Lachlan,Lachlan,United States,14900000.0,Video games,420100.0,19900.0,612.0,,Tech&Gaming,MAPPED,youtube,september,2022
464,Plim Plim - Kids Songs & Episodes - Spanish,elcanaldePlimPlim,,14800000.0,Music & Dance,735100.0,5500.0,0.0,,Music,MAPPED,youtube,september,2022
465,Daniel LaBelle,Daniel LaBelle,United States,14800000.0,,23100000.0,459400.0,2900.0,,,,youtube,september,2022
466,Zé Neto e Cristiano,zncoficial,Brazil,14800000.0,,29500.0,3200.0,39.0,,,,youtube,september,2022
467,iTownGamePlay *Terror&Diversión*,iTownGamePlay,Mexico,14800000.0,News & Politics,134500.0,5200.0,291.0,,Knowledge&Info,MAPPED,youtube,september,2022
468,les boys tv2,les boys tv2,France,14800000.0,Sports,7400.0,0.0,0.0,,Sports,MAPPED,youtube,september,2022
469,NMF News,narendramodionline,India,14700000.0,News & Politics,12600.0,299.0,35.0,,Knowledge&Info,MAPPED,youtube,september,2022
470,Planeta das Gêmeas,Planeta das Gêmeas,,14700000.0,Toys,432200.0,17900.0,57.0,,Lifestyle,MAPPED,youtube,september,2022
471,News18 India,News18 India,India,14700000.0,News & Politics,2700.0,46.0,2.0,,Knowledge&Info,MAPPED,youtube,september,2022
472,TWICE,TWICE,Philippines,14700000.0,Music & Dance,565900.0,61600.0,500.0,Movies,Music,MAPPED,youtube,september,2022
473,IDEIAS INCRÍVEIS,IDEIAS INCRÍVEIS,Brazil,14700000.0,,13600.0,257.0,6.0,,,,youtube,september,2022
474,LEGENDA FUNK,LEGENDA FUNK,Brazil,14700000.0,Music & Dance,6700.0,268.0,9.0,Animation,Music,MAPPED,youtube,september,2022
475,Thairath Online,thairathonline,Thailand,14700000.0,News & Politics,16900.0,233.0,23.0,,Knowledge&Info,MAPPED,youtube,september,2022
476,Jorge & Mateus Oficial,jemproducoes,Brazil,14600000.0,Music & Dance,1100000.0,12800.0,250.0,,Music,MAPPED,youtube,september,2022
477,MattyBRaps,MattyBRaps,United States,14600000.0,Music & Dance,3500000.0,15200.0,0.0,Movies,Music,MAPPED,youtube,september,2022
478,Bollywood Classics,BollywoodClassics,India,14600000.0,Music & Dance,40500.0,305.0,11.0,,Music,MAPPED,youtube,september,2022
479,حقائق وأسرار,حقائق وأسرار,Egypt,14600000.0,,0.0,0.0,0.0,,,,youtube,september,2022
480,Team Films Bhojpuri,TeamFilmsBhojpuri,India,14600000.0,Music & Dance,17600.0,442.0,48.0,Movies,Music,MAPPED,youtube,september,2022
481,Daftar Populer,Daftar Populer,Indonesia,14600000.0,News & Politics,99000.0,1900.0,199.0,,Knowledge&Info,MAPPED,youtube,september,2022
482,Major Lazer Official,majorlazer,United States,14600000.0,Music & Dance,28700.0,1500.0,95.0,Movies,Music,MAPPED,youtube,september,2022
483,Drawblogs,Drawblogs,Mexico,14600000.0,Movies,19100.0,858.0,58.0,Animation,Entertainment,MAPPED,youtube,september,2022
484,Maha Fun Tv,Maha Fun Tv,India,14600000.0,,68200.0,1700.0,145.0,,,,youtube,september,2022
485,CollegeHumor,collegehumor,United States,14600000.0,Movies,146000.0,7400.0,817.0,Humor,Entertainment,MAPPED,youtube,september,2022
486,Fueled By Ramen,FueledByRamen,United States,14600000.0,,36900.0,2000.0,114.0,,,,youtube,september,2022
487,Canal Nostalgia,Canal Nostalgia,,14600000.0,Science & Technology,209800.0,41500.0,286.0,,Tech&Gaming,MAPPED,youtube,september,2022
488,Johny FamilyShow,Johny FamilyShow,,14500000.0,Music & Dance,88400.0,303.0,0.0,Toys,Music,MAPPED,youtube,september,2022
489,XpressTV,XpressTV,Mexico,14500000.0,Science & Technology,1400000.0,48500.0,556.0,,Tech&Gaming,MAPPED,youtube,september,2022
490,Arif muhammad,Arif muhammad,Indonesia,14500000.0,Music & Dance,2900000.0,77600.0,3200.0,Movies,Music,MAPPED,youtube,september,2022
491,Mobile Legends: Bang Bang Official,Mobile Legends: Bang Bang Official,Indonesia,14500000.0,Movies,420700.0,3100.0,26.0,Animation,Entertainment,MAPPED,youtube,september,2022
492,Zach King,Zach King,United States,14500000.0,Movies,633700.0,0.0,899.0,Humor,Entertainment,MAPPED,youtube,september,2022
493,Fun For Kids TV - Hindi Rhymes,Fun For Kids TV - Hindi Rhymes,,14500000.0,,522299.99999999994,2900.0,0.0,,,,youtube,september,2022
494,Busy Fun Ltd,Busy Fun Ltd,India,14500000.0,,9000000.0,35500.0,584.0,,,,youtube,september,2022
495,Boram Tube ToysReview [보람튜브 토이리뷰],Boram Tube ToysReview [보람튜브 토이리뷰],,14500000.0,Daily vlogs,28100.0,273.0,0.0,,Lifestyle,MAPPED,youtube,september,2022
496,Super Polina,Super Polina,Russia,14500000.0,,8900.0,61.0,0.0,,,,youtube,september,2022
497,Martin Garrix,MartinGarrix,United States,14400000.0,Music & Dance,54000.0,5100.0,103.0,,Music,MAPPED,youtube,september,2022
498,The Slow Mo Guys,theslowmoguys,United States,14400000.0,,946900.0,62900.0,2800.0,,,,youtube,september,2022
499,It's Mamix,It's Mamix,Russia,14400000.0,DIY & Life Hacks,2900000.0,0.0,5200.0,,Lifestyle,MAPPED,youtube,september,2022
500,Chad Wild Clay,chadwildclay,United States,14400000.0,Movies,2200000.0,38200.0,6500.0,Humor,Entertainment,MAPPED,youtube,september,2022
501,Gyan Gamingㅤ,Gyan Gamingㅤ,India,14400000.0,,371800.0,38600.0,863.0,,,,youtube,september,2022
502,Unspeakable,Unspeakable,United States,14400000.0,Video games,3300000.0,62700.0,7200.0,Humor,Tech&Gaming,MAPPED,youtube,september,2022
503,Totoy kids - Español,Totoy kids - Español,,14400000.0,Toys,731300.0,3400.0,0.0,,Lifestyle,MAPPED,youtube,september,2022
504,PlayStation,PlayStation,United States,14400000.0,,43800.0,1400.0,158.0,,,,youtube,september,2022
505,Genierock,Genierock,Thailand,14400000.0,Music & Dance,100700.0,988.0,64.0,,Music,MAPPED,youtube,september,2022
506,CoryxKenshin,CoryxKenshin,United States,14400000.0,Video games,7500000.0,528300.0,34100.0,Humor,Tech&Gaming,MAPPED,youtube,september,2022
507,Aphmau,ChallengeAcceptedInc,United States,14300000.0,Animation,2500000.0,59800.0,4400.0,Video games,Entertainment,MAPPED,youtube,september,2022
508,ABS-CBN News,TheABSCBNNews,Philippines,14300000.0,News & Politics,5400.0,50.0,4.0,,Knowledge&Info,MAPPED,youtube,september,2022
509,Mohamed Ramadan I محمد رمضان,MRamadanOfficial,Egypt,14200000.0,Music & Dance,2400000.0,59400.0,4100.0,,Music,MAPPED,youtube,september,2022
510,Zach Choi ASMR,Zach Choi ASMR,United States,14200000.0,Daily vlogs,166700.0,11000.0,114.0,,Lifestyle,MAPPED,youtube,september,2022
511,Camila Loures,camilaloures,Brazil,14200000.0,Movies,239900.0,18800.0,325.0,Humor,Entertainment,MAPPED,youtube,september,2022
512,Anasala I أنس و أصالة,Anasala I أنس و أصالة,Egypt,14200000.0,,2700000.0,194200.0,7700.0,,,,youtube,september,2022
513,CNN,CNN,United States,14200000.0,Music & Dance,323200.0,4700.0,4200.0,Animation,Music,MAPPED,youtube,september,2022
514,Gulshan Kalra,Gulshan Kalra,India,14200000.0,,8900000.0,477600.0,561.0,,,,youtube,september,2022
515,Taarak Mehta Ka Ooltah Chashmah,Taarak Mehta Ka Ooltah Chashmah,India,14200000.0,,348000.0,5700.0,88.0,,,,youtube,september,2022
516,UFC - Ultimate Fighting Championship,UFC,United States,14200000.0,Sports,135800.0,3000.0,301.0,,Sports,MAPPED,youtube,september,2022
517,Trap City,OfficialTrapCity,United States,14200000.0,Music & Dance,35500.0,1800.0,76.0,,Music,MAPPED,youtube,september,2022
518,O Canal do Joãozinho - Little Angel Português,O Canal do Joãozinho - Little Angel Português,,14200000.0,Animation,764100.0,3500.0,0.0,,Entertainment,MAPPED,youtube,september,2022
519,Daily Dose Of Internet,Daily Dose Of Internet,United States,14100000.0,Animals & Pets,5100000.0,249500.0,9800.0,,Lifestyle,MAPPED,youtube,september,2022
520,#Refugio Mental,#Refugio Mental,Argentina,14100000.0,Movies,566800.0,6600.0,80.0,,Entertainment,MAPPED,youtube,september,2022
521,A2 Motivation by {Arvind Arora},A2 Motivation by {Arvind Arora},India,14100000.0,,342100.0,47100.0,208.0,,,,youtube,september,2022
522,EdisonPts,EdisonPts,Russia,14100000.0,Video games,2000000.0,144900.0,6900.0,,Tech&Gaming,MAPPED,youtube,september,2022
523,Трум Трум,Трум Трум,,14100000.0,Humor,237200.0,2900.0,104.0,Toys,Entertainment,MAPPED,youtube,september,2022
524,DM - Desi Melodies,DM - Desi Melodies,India,14000000.0,Music & Dance,15400000.0,321100.0,18600.0,,Music,MAPPED,youtube,september,2022
525,Saad Lamjarred | سعد لمجرد,SaadLamjarredTV,Morocco,14000000.0,Music & Dance,2000000.0,74700.0,8400.0,,Music,MAPPED,youtube,september,2022
526,F2Freestylers - Ultimate Soccer Skills Channel,F2Freestylers,United Kingdom,14000000.0,Sports,957600.0,0.0,328.0,,Sports,MAPPED,youtube,september,2022
527,Blippi Español,Blippi Español,,14000000.0,Toys,485600.0,1700.0,0.0,Education,Lifestyle,MAPPED,youtube,september,2022
528,Doc Tops,Doc Tops,Mexico,14000000.0,Animation,1300000.0,58600.0,805.0,,Entertainment,MAPPED,youtube,september,2022
529,AM3NlC,AM3NlC,Brazil,14000000.0,Food & Drinks,190600.0,19900.0,276.0,,Lifestyle,MAPPED,youtube,september,2022
530,FC Barcelona,fcbarcelona,United States,14000000.0,Sports,224700.0,14000.0,262.0,,Sports,MAPPED,youtube,september,2022
531,Мастерская Настроения,MasterskayaNastroeny,Russia,14000000.0,Movies,408900.0,10400.0,209.0,Video games,Entertainment,MAPPED,youtube,september,2022
532,Bie The Ska,bomberball,Thailand,14000000.0,,384500.0,12200.0,265.0,,,,youtube,september,2022
533,Auron,Auron,Mexico,14000000.0,Video games,2000000.0,112600.0,1800.0,,Tech&Gaming,MAPPED,youtube,september,2022
534,NikkieTutorials,NikkieTutorials,United States,14000000.0,Design/art,1700000.0,165300.0,752.0,Beauty,Lifestyle,MAPPED,youtube,september,2022
535,Mis Pastelitos,mispastelitosyoutub,Mexico,13900000.0,Food & Drinks,864600.0,33400.0,1200.0,,Lifestyle,MAPPED,youtube,september,2022
536,Mazhavil Manorama,MazhavilManorama,India,13800000.0,,9600.0,106.0,4.0,,,,youtube,september,2022
537,Rosanna Pansino,RosannaPansino,United States,13800000.0,DIY & Life Hacks,206300.0,8800.0,224.0,,Lifestyle,MAPPED,youtube,september,2022
538,MNCTV OFFICIAL,MNCTVOfficial,Indonesia,13800000.0,Music & Dance,2000.0,40.0,1.0,,Music,MAPPED,youtube,september,2022
539,Hongyu ASMR 홍유,Hongyu ASMR 홍유,United States,13800000.0,ASMR,666700.0,8900.0,258.0,,Lifestyle,MAPPED,youtube,september,2022
540,Kuplinov ► Play,Kuplinov ► Play,Russia,13800000.0,Video games,1300000.0,83600.0,2300.0,,Tech&Gaming,MAPPED,youtube,september,2022
541,MY FAMILY,MY FAMILY,India,13800000.0,,3700000.0,14200.0,220.0,,,,youtube,september,2022
542,CrashCourse,crashcourse,United States,13800000.0,Science & Technology,48600.0,1800.0,65.0,,Tech&Gaming,MAPPED,youtube,september,2022
543,SMOL,SMOL,United States,13800000.0,,359400.0,16300.0,18.0,,,,youtube,september,2022
544,ADEL et SAMI,ADEL et SAMI,France,13800000.0,Music & Dance,63300.0,487.0,0.0,Humor,Music,MAPPED,youtube,september,2022
545,MSA previously My Story Animated,MSA previously My Story Animated,United States,13800000.0,Animation,7600000.0,200400.0,6700.0,Humor,Entertainment,MAPPED,youtube,september,2022
546,Jake Fellman,Jake Fellman,United States,13800000.0,,216500.0,9100.0,44.0,,,,youtube,september,2022
547,TazerCraft,TazerCraft,Brazil,13800000.0,Movies,462400.0,27000.0,493.0,Animation,Entertainment,MAPPED,youtube,september,2022
548,MAIKI021,MAIKI021,Brazil,13800000.0,Movies,30200.0,3700.0,75.0,Animation,Entertainment,MAPPED,youtube,september,2022
549,NOBRU,NOBRU,Brazil,13800000.0,Video games,146400.0,21800.0,174.0,Toys,Tech&Gaming,MAPPED,youtube,september,2022
550,DangMattSmith,dangmattsmith,,13700000.0,Animation,114300.0,4200.0,436.0,Humor,Entertainment,MAPPED,youtube,september,2022
551,Wengie,WWWengie,United States,13700000.0,DIY & Life Hacks,74500.0,3500.0,270.0,,Lifestyle,MAPPED,youtube,september,2022
552,Zig & Sharko,Zig & Sharko,,13700000.0,,387500.0,2900.0,0.0,,,,youtube,september,2022
553,Aadishakti Films,Aadishakti Films,,13700000.0,Music & Dance,61100.0,2800.0,231.0,,Music,MAPPED,youtube,september,2022
554,Lyna,SrtaLynaV,Mexico,13700000.0,Movies,458200.0,23700.0,1400.0,Animation,Entertainment,MAPPED,youtube,september,2022
555,5-Minute Crafts Recycle,5-Minute Crafts Recycle,India,13600000.0,,38500.0,323.0,11.0,,,,youtube,september,2022
556,Vlad and Niki ESP,Vlad and Niki ESP,,13600000.0,,621800.0,2900.0,0.0,,,,youtube,september,2022
557,Harry Styles,Harry Styles,United States,13600000.0,Music & Dance,0.0,0.0,0.0,,Music,MAPPED,youtube,september,2022
558,Vlad and Niki ARA,Vlad and Niki ARA,,13600000.0,,381400.0,2900.0,0.0,,,,youtube,september,2022
559,Neha Kakkar,NehaKakkarOfficial,India,13600000.0,Music & Dance,130500.0,8300.0,133.0,,Music,MAPPED,youtube,september,2022
560,ABC News,ABCNews,United States,13600000.0,News & Politics,12500.0,148.0,116.0,,Knowledge&Info,MAPPED,youtube,september,2022
561,Narins Beauty,Narins Beauty,Iraq,13600000.0,,2900000.0,224400.0,12200.0,,,,youtube,september,2022
562,Telemundo,telemundotv,Argentina,13600000.0,,72200.0,2400.0,156.0,,,,youtube,september,2022
563,TV Ana Emilia,TV Ana Emilia,Mexico,13600000.0,,264900.0,11400.0,1200.0,,,,youtube,september,2022
564,YOLO,YOLO,Mexico,13600000.0,,1100000.0,87400.0,1200.0,,,,youtube,september,2022
565,The World Adventures हिन्दी,The World Adventures हिन्दी,,13500000.0,Daily vlogs,17100.0,996.0,33.0,,Lifestyle,MAPPED,youtube,september,2022
566,ZEE5,ZEE5,India,13500000.0,,394.0,6.0,0.0,,,,youtube,september,2022
567,Wesley Safadão,bandagarotasafada,Brazil,13500000.0,Music & Dance,30400.0,1800.0,36.0,,Music,MAPPED,youtube,september,2022
568,PlayHard,boplayhard,Brazil,13500000.0,,458500.0,67800.0,114.0,,,,youtube,september,2022
569,Online Job,Online Job,India,13500000.0,,7900.0,203.0,38.0,,,,youtube,september,2022
570,Lindsey Stirling,lindseystomp,United States,13500000.0,Music & Dance,241100.0,20100.0,994.0,Movies,Music,MAPPED,youtube,september,2022
571,Wish 107.5,Wish 107.5,Philippines,13500000.0,Music & Dance,178200.0,4000.0,331.0,,Music,MAPPED,youtube,september,2022
572,Kurt Hugo Schneider,Kurt Hugo Schneider,United States,13400000.0,,859600.0,2600.0,77.0,,,,youtube,september,2022
573,FAPTV,FAPtivi,United States,13400000.0,Animation,3100000.0,0.0,1200.0,Humor,Entertainment,MAPPED,youtube,september,2022
574,How Ridiculous,whoisjimmy,United States,13400000.0,Video games,1300000.0,52300.0,2300.0,,Tech&Gaming,MAPPED,youtube,september,2022
575,Gallina Pintadita,GallinaPintadita,,13400000.0,Animation,297000.0,1500.0,0.0,,Entertainment,MAPPED,youtube,september,2022
576,H2ODelirious,H2ODelirious,United States,13400000.0,Animation,113300.0,6200.0,217.0,Video games,Entertainment,MAPPED,youtube,september,2022
577,123 GO! Spanish,123 GO! Spanish,Mexico,13400000.0,Animation,475200.0,5500.0,75.0,,Entertainment,MAPPED,youtube,september,2022
578,Atlantic Records,AtlanticVideos,United States,13400000.0,Music & Dance,9200.0,422.0,11.0,,Music,MAPPED,youtube,september,2022
579,PrestonPlayz,PrestonPlayz,United States,13400000.0,Animation,1200000.0,44000.0,1400.0,Video games,Entertainment,MAPPED,youtube,september,2022
580,MyMissAnand,MyMissAnand,India,13300000.0,Movies,1500000.0,49300.0,428.0,Humor,Entertainment,MAPPED,youtube,september,2022
581,Anaysa,iloveindianmakeup,India,13300000.0,Movies,835100.0,24300.0,707.0,Humor,Entertainment,MAPPED,youtube,september,2022
582,Infobells Bangla,Infobells Bangla,,13200000.0,Education,466400.0,2500.0,0.0,,Knowledge&Info,MAPPED,youtube,september,2022
583,ETV Jabardasth,ETV Jabardasth,India,13200000.0,,106400.0,1800.0,38.0,,,,youtube,september,2022
584,SRK MUSIC,SRKASSAMESE,India,13200000.0,Music & Dance,317400.0,13800.0,542.0,,Music,MAPPED,youtube,september,2022
585,Desi Gamers,Desi Gamers,India,13200000.0,,664200.0,89800.0,4000.0,,,,youtube,september,2022
586,Coke Studio,Coke Studio,Pakistan,13200000.0,Music & Dance,1900000.0,17500.0,446.0,Movies,Music,MAPPED,youtube,september,2022
587,Like Nastya Stories,Like Nastya Stories,,13200000.0,,145200.0,1100.0,0.0,,,,youtube,september,2022
588,Shorts Break,Shorts Break,India,13200000.0,,15400000.0,810600.0,942.0,,,,youtube,september,2022
589,O Reino Infantil,OReinho,,13200000.0,Music & Dance,94500.0,465.0,0.0,,Music,MAPPED,youtube,september,2022
590,theRadBrad,theRadBrad,United States,13200000.0,Video games,139200.0,5900.0,484.0,,Tech&Gaming,MAPPED,youtube,september,2022
591,The LaBrant Fam,The LaBrant Fam,United States,13200000.0,Music & Dance,934100.0,26400.0,0.0,Humor,Music,MAPPED,youtube,september,2022
592,Поззи,PozzitifonShow,Russia,13200000.0,Video games,898600.0,34200.0,2600.0,,Tech&Gaming,MAPPED,youtube,september,2022
593,The Q,The Q,United States,13100000.0,,2100000.0,51000.0,2700.0,,,,youtube,september,2022
594,T-Series Hamaar Bhojpuri,hamaarbhojpuri,India,13100000.0,Music & Dance,12100.0,291.0,33.0,,Music,MAPPED,youtube,september,2022
595,Alex Gonzaga Official,Alex Gonzaga Official,Philippines,13100000.0,Music & Dance,2900000.0,129800.00000000001,2000.0,Humor,Music,MAPPED,youtube,september,2022
596,DALLMYD,DALLMYD,United States,13000000.0,Mystery,464200.0,28200.0,1500.0,,Other,MAPPED,youtube,september,2022
597,Katakit Baby TV,HusamYK,Saudi Arabia,13000000.0,Music & Dance,484400.0,4800.0,0.0,,Music,MAPPED,youtube,september,2022
598,PowerfulJRE,PowerfulJRE,United States,13000000.0,Daily vlogs,1600000.0,33300.0,3700.0,,Lifestyle,MAPPED,youtube,september,2022
599,Dear Sir,Dear Sir,India,13000000.0,Education,162800.0,11400.0,747.0,,Knowledge&Info,MAPPED,youtube,september,2022
600,Zeinab Harake,Zeinab Harake,Philippines,13000000.0,Daily vlogs,2500000.0,136600.0,3100.0,,Lifestyle,MAPPED,youtube,september,2022
601,Ajay Sharma,Ajay Sharma,India,13000000.0,,4400000.0,245200.0,208.0,,,,youtube,september,2022
602,Matt Steffanina,MattSDance,United States,13000000.0,Music & Dance,116600.0,4800.0,50.0,Movies,Music,MAPPED,youtube,september,2022
603,NishaMadhulika,NishaMadhulika,India,13000000.0,Food & Drinks,191000.0,5100.0,786.0,,Lifestyle,MAPPED,youtube,september,2022
604,ATHLEAN-X™,JDCav24,United States,13000000.0,Fitness,616400.0,29700.0,810.0,Health & Self Help,Sports,MAPPED,youtube,september,2022
605,Ray William Johnson,RayWilliamJohnson,United States,13000000.0,Animation,3500000.0,338300.0,2800.0,Humor,Entertainment,MAPPED,youtube,september,2022
606,The Shiny Peanut,The Shiny Peanut,Indonesia,13000000.0,,14400.0,371.0,24.0,,,,youtube,september,2022
607,O Que Não Dizer Oficial,O Que Não Dizer Oficial,Brazil,13000000.0,Movies,419900.0,46500.0,535.0,Animation,Entertainment,MAPPED,youtube,september,2022
608,twenty one pilots,twentyonepilots,United States,13000000.0,Music & Dance,50500.0,5300.0,137.0,,Music,MAPPED,youtube,september,2022
609,BBC News,bbcnews,United Kingdom,13000000.0,News & Politics,111300.0,1600.0,819.0,,Knowledge&Info,MAPPED,youtube,september,2022
