rank,handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg,_platform,_month,_year
24,lexibrookerivera,Lexi Rivera,24800000.0,11300000.0,1500000.0,5600.0,2400.0,tiktok,december,2022
25,hotspanishmx,HotSpanish,11900000.0,11200000.0,1000000.0,6100.0,5900.0,tiktok,december,2022
26,surthycooks,Surthycooks,19900000.0,11500000.0,1300000.0,6300.0,1400.0,tiktok,december,2022
27,nicollefigueroaa,Nicolle Figueroa,15500000.0,13000000.0,1600000.0,4200.0,1300.0,tiktok,december,2022
28,nicocaponecomedy,nicocapone.comedy,24900000.0,12800000.0,547300.0,4700.0,11200.0,tiktok,december,2022
29,williesalim,WILLIE SALIM,20900000.0,13000000.0,888600.0,5000.0,3800.0,tiktok,december,2022
30,luvadepedreiro,Iran Ferreira (Lai),22100000.0,14400000.0,1100000.0,4400.0,1900.0,tiktok,december,2022
31,kimberly.loaiza,Kimberly Loaiza,70200000.0,7700000.0,883300.0,8800.0,3900.0,tiktok,december,2022
32,texasgirl_nadia,N A D I A,125700.0,13600000.0,914600.0,728.0,6100.0,tiktok,december,2022
33,slaterkodish,slaterkodish,1600000.0,10800000.0,1300000.0,1900.0,3900.0,tiktok,december,2022
34,bayashi.tiktok,バヤシ🥑Bayashi,38800000.0,10900000.0,1100000.0,4000.0,2500.0,tiktok,december,2022
35,amroqarawe,Amro Qarawe,1200000.0,8400000.0,490100.0,3800.0,13300.0,tiktok,december,2022
36,mohm.nabeel,mohammad.nabeel,2100000.0,5400000.0,383500.0,10500.0,22700.0,tiktok,december,2022
37,cedricgrolet,Cedric Grolet,3200000.0,9300000.0,797600.0,2200.0,6700.0,tiktok,december,2022
38,charlidamelio,charli d’amelio,149000000.0,7800000.0,789900.0,6900.0,3000.0,tiktok,december,2022
39,dannero,Dannero,8500000.0,6000000.0,812300.0,6700.0,6000.0,tiktok,december,2022
40,txt.bighitent,TOMORROW X TOGETHER,19000000.0,3000000.0,847200.0,13900.0,9800.0,tiktok,december,2022
41,emillyvickof,Emilly Vick,13900000.0,11500000.0,570200.0,6700.0,2100.0,tiktok,december,2022
42,xelitobelek,xelito,1200000.0,2500000.0,336700.0,64800.0,192.0,tiktok,december,2022
43,seventeen17_official,SEVENTEEN,6600000.0,2900000.0,876900.0,12100.0,9400.0,tiktok,december,2022
44,amielgarciami,Ami Garcia Amiel,1500000.0,9300000.0,924300.0,2300.0,3800.0,tiktok,december,2022
45,noelgoescrazy,noelgoescrazy,19500000.0,16500000.0,668400.0,2100.0,2700.0,tiktok,december,2022
46,dylanmulvaney,Dylan Mulvaney,9700000.0,4700000.0,920400.0,10400.0,1400.0,tiktok,december,2022
47,ramonvitor,ramonvitor,11000000.0,7200000.0,1400000.0,3600.0,1300.0,tiktok,december,2022
48,miladmirg,Milad,6400000.0,11600000.0,920700.0,3600.0,944.0,tiktok,december,2022
49,mmmjoemele,Joe Mele,24100000.0,10600000.0,1000000.0,2400.0,2100.0,tiktok,december,2022
50,thezachchoi,Zach Choi,8000000.0,9200000.0,789200.0,2700.0,3800.0,tiktok,december,2022
51,thezachchoi,Zach Choi,8000000.0,9200000.0,789200.0,2700.0,3800.0,tiktok,december,2022
52,morimura,MoriMura🍕,9500000.0,4800000.0,772600.0,5800.0,6900.0,tiktok,december,2022
53,yano4kaa.aaa,yano4kaa,4700000.0,9200000.0,1000000.0,1600.0,3100.0,tiktok,december,2022
54,salzabilll_,s a l z a b i l l x 🔮,8100000.0,8500000.0,709000.0,4600.0,2400.0,tiktok,december,2022
55,elpugaa,Puga,10300000.0,6700000.0,680100.0,2300.0,6900.0,tiktok,december,2022
56,kukombo,H,4800000.0,11400000.0,888100.0,3000.0,1200.0,tiktok,december,2022
57,brookemonk_,Brooke Monk,26300000.0,8199999.999999999,852000.0,3500.0,2200.0,tiktok,december,2022
58,yvesbissonsturgeonco,yves,1200000.0,8199999.999999999,320000.0,3000.0,11800.0,tiktok,december,2022
59,mewsuppasit21,mewsuppasit,1500000.0,4200000.0,864800.0,6800.0,3200.0,tiktok,december,2022
60,therock,The Rock,64300000.0,3600000.0,626000.0,8000.0,7800.0,tiktok,december,2022
61,elina_karimovaa,🐚Elina_리나대장님🤍,12700000.0,7200000.0,783600.0,3100.0,3200.0,tiktok,december,2022
62,bigchungus.tik,BigChungus,9200000.0,10300000.0,909600.0,2500.0,1300.0,tiktok,december,2022
63,domelipa,domelipa,62000000.0,5800000.0,779900.0,5300.0,2500.0,tiktok,december,2022
64,mikaylahau,Mikaylah,5800000.0,6100000.0,415600.0,10300.0,3300.0,tiktok,december,2022
65,mrnigelng,Nigel Ng (Uncle Roger),7300000.0,4600000.0,676600.0,3100.0,6800.0,tiktok,december,2022
66,jakefresca,Fresca Fresh,387500.0,3000000.0,560700.0,3800.0,14200.0,tiktok,december,2022
67,bellaamtz,Bella,1000000.0,5500000.0,813500.0,3000.0,3400.0,tiktok,december,2022
68,guiedits_,guieditss,149600.0,3000000.0,653900.0,3200.0,11400.0,tiktok,december,2022
69,niallhoran,Niall Horan,4800000.0,2200000.0,701000.0,9200.0,9300.0,tiktok,december,2022
70,shellyclouds,Shelly Clouds,1500000.0,11100000.0,695500.0,506.0,3100.0,tiktok,december,2022
71,jayandsharon,Jay & Sharon,2400000.0,4200000.0,488600.0,2100.0,11400.0,tiktok,december,2022
72,kane,kane,3200000.0,4600000.0,685400.0,2000.0,6300.0,tiktok,december,2022
73,future_millionaires,Future Millionaires,754800.0,5700000.0,790200.0,4100.0,1700.0,tiktok,december,2022
74,kyliejenner,Kylie Jenner,50400000.0,7500000.0,793100.0,2800.0,1600.0,tiktok,december,2022
75,rubentuestaok,Ruben Tuesta,25400000.0,5700000.0,648500.0,1900.0,5100.0,tiktok,december,2022
76,ferxxo444,Feid,5500000.0,3600000.0,715700.0,2900.0,6600.0,tiktok,december,2022
77,onwardwanna,Wanna🥊,8400000.0,4700000.0,827100.0,4800.0,1400.0,tiktok,december,2022
78,montpantoja,Montpantoja,36900000.0,7000000.0,1200000.0,2000.0,1000.0,tiktok,december,2022
79,nekoglai,Николай,10000000.0,4700000.0,440500.0,9300.0,2400.0,tiktok,december,2022
80,esnyrrr,Esnyr,6000000.0,5100000.0,813800.0,2000.0,3700.0,tiktok,december,2022
81,skythedogtrainer,skythedogtrainer,31400.0,14000000.0,1200000.0,678.0,705.0,tiktok,december,2022
82,mclomaofficiall,mclomaofficial,6000000.0,6700000.0,1000000.0,2200.0,1200.0,tiktok,december,2022
83,lechilinh88,Lê Chí Linh,4099999.9999999995,7500000.0,513299.99999999994,4400.0,1300.0,tiktok,december,2022
84,pongamoslo_a_prueba,Pongámoslo a Prueba,38200000.0,7500000.0,898800.0,1800.0,1600.0,tiktok,december,2022
85,nianaguerrero,Niana Guerrero,35100000.0,7900000.0,725800.0,2100.0,1800.0,tiktok,december,2022
86,druskitv,DRUSKI,3800000.0,2800000.0,533600.0,4000.0,10400.0,tiktok,december,2022
87,jaykindafunny8,Jaykindafunny,25000000.0,8400000.0,582800.0,2100.0,2200.0,tiktok,december,2022
88,zodiac.boyfriend,Zodiac Boyfriend🪐🔮,2700000.0,4000000.0,386700.0,7400.0,5900.0,tiktok,december,2022
89,andrewlepage23,Andrew Le Page,209000.0,4400000.0,390300.0,3600.0,7800.0,tiktok,december,2022
90,pandkourt,Kourtney-Penelope,5000000.0,10100000.0,846000.0,0.0,2300.0,tiktok,december,2022
91,pinkpantheress,😘🙈☺️,1700000.0,3400000.0,732400.0,5800.0,1700.0,tiktok,december,2022
92,bellapoarch,Bella Poarch,92600000.0,6000000.0,482200.0,4800.0,1500.0,tiktok,december,2022
93,thethinktok,The Think Tok,782400.0,2800000.0,284600.0,5100.0,18200.0,tiktok,december,2022
94,livvy,Olivia Dunne,6500000.0,4900000.0,550800.0,4600.0,2100.0,tiktok,december,2022
95,falcopunch,Falco,13200000.0,3700000.0,522600.0,4800.0,4400.0,tiktok,december,2022
96,vibin.wit.tay,Tay,5400000.0,2500000.0,486400.0,3200.0,11400.0,tiktok,december,2022
97,swagboygorringe,Daniel Gorringe,7000000.0,3100000.0,347200.0,6000.0,10500.0,tiktok,december,2022
98,sadiafza,Sadia,2700000.0,5300000.0,749000.0,2200.0,2100.0,tiktok,december,2022
99,ryanbakery,𝙍𝙮𝙖𝙣𝘽𝙖𝙠𝙚𝙧𝙮,3200000.0,3800000.0,466800.0,4300.0,5200.0,tiktok,december,2022
100,zachking,Zach King,72100000.0,11500000.0,466400.0,1600.0,1500.0,tiktok,december,2022
101,docdami,Doc Dami,4099999.9999999995,4700000.0,759100.0,2200.0,2300.0,tiktok,december,2022
102,mdmotivator,Zachery Dereniowski,11300000.0,4900000.0,834200.0,2700.0,1200.0,tiktok,december,2022
103,cool__bad,Kuan - Aisha 🔎,2800000.0,9400000.0,565400.0,1700.0,1200.0,tiktok,december,2022
104,kallmekris,Kris HC,47600000.0,3600000.0,715500.0,3800.0,2100.0,tiktok,december,2022
105,angelaaguilar_,Angela Aguilar :),10700000.0,5400000.0,469800.0,2300.0,3600.0,tiktok,december,2022
106,joshtgodfrey,Josh Godfrey,1100000.0,3700000.0,464600.0,3900.0,4700.0,tiktok,december,2022
107,kieram.litchfield,Kieram Litchfield,2300000.0,5900000.0,708800.0,2200.0,1200.0,tiktok,december,2022
108,kervo.dolo,Kervo.dolo,10500000.0,3100000.0,515700.00000000006,3100.0,5700.0,tiktok,december,2022
109,winnermaxyt,WinnerMax,7100000.0,6400000.0,421500.0,1700.0,3400.0,tiktok,december,2022
110,olisboa,LISBOA,3900000.0,4300000.0,740300.0,1100.0,3000.0,tiktok,december,2022
111,imeyhou,Meyden,5000000.0,4800000.0,802400.0,2700.0,658.0,tiktok,december,2022
112,lilireinhart,Lili Reinhart,5600000.0,4200000.0,602900.0,1800.0,3300.0,tiktok,december,2022
113,therealemilylin,Emily Lin,238900.0,5200000.0,655300.0,3500.0,258.0,tiktok,december,2022
114,nourmar5,nourmar5,14700000.0,3100000.0,190400.0,10000.0,11600.0,tiktok,december,2022
115,selenagomez,Selena Gomez,44900000.0,4500000.0,545600.0,3700.0,1300.0,tiktok,december,2022
116,kumulator,Kumulátor zábavy,123000.0,2300000.0,207000.0,4600.0,20800.0,tiktok,december,2022
117,spencer_serafica,Xspencer,14100000.0,4200000.0,497600.0,3700.0,2100.0,tiktok,december,2022
118,jesusnalgas,JESUSNALGAS,3900000.0,3400000.0,325900.0,4300.0,6300.0,tiktok,december,2022
119,makeup_rhk,makeup_rhk,860300.0,4300000.0,812800.0,556.0,2800.0,tiktok,december,2022
120,duncanyounot,Duncan Joseph,4400000.0,2900000.0,560100.0,2700.0,4200.0,tiktok,december,2022
121,sijad_qasim,سجاد قاسم,2300000.0,5900000.0,171600.0,4000.0,6900.0,tiktok,december,2022
122,lance210,Lance Stewart,22700000.0,4200000.0,420000.0,1800.0,4300.0,tiktok,december,2022
123,ivanaalawi,Ivana Alawi,8600000.0,5900000.0,606500.0,2000.0,956.0,tiktok,december,2022
124,muluerror,"Nama gue Rian, tp bkn babayo",672800.0,6100000.0,395600.0,2100.0,2300.0,tiktok,december,2022
125,millennialmonroe,Mandy,112100.0,4800000.0,270400.0,1600.0,6400.0,tiktok,december,2022
126,whatslucasup2,Lucas Peterson BMX art,467700.0,3600000.0,301700.0,3300.0,5900.0,tiktok,december,2022
127,willsmith,Will Smith,73000000.0,4700000.0,514600.0,2200.0,2000.0,tiktok,december,2022
128,marisol.viola,marisol viola,1500000.0,2400000.0,411200.0,3000.0,7300.0,tiktok,december,2022
129,nicolebloomgarden,Nicole Bloomgarden,675600.0,2300000.0,451300.0,1900.0,7700.0,tiktok,december,2022
130,thelondoncharles,London Charles,6900000.0,3300000.0,598900.0,3500.0,1500.0,tiktok,december,2022
131,jimmydarts,Jimmy Darts,9800000.0,4300000.0,607700.0,2900.0,894.0,tiktok,december,2022
132,antourny,Antony Santos,2600000.0,4800000.0,527400.0,3000.0,788.0,tiktok,december,2022
133,thallyssonsb,Thallysson Borges,11600000.0,2700000.0,372000.0,3700.0,5700.0,tiktok,december,2022
134,itsblasphemus,🗣📱itsblasphemus,994500.0,3100000.0,383000.0,2400.0,5600.0,tiktok,december,2022
135,yerimuaa,Yeri MUA,5300000.0,7300000.0,645700.0,1400.0,485.0,tiktok,december,2022
136,raredoodle,rare doodle,2100000.0,3100000.0,425000.0,3100.0,3900.0,tiktok,december,2022
137,hf37777,༊෴نجٍمـ الُثـرٍيَاء〄࿐,801500.0,1300000.0,85200.0,4300.0,80400.0,tiktok,december,2022
138,brentrivera,Brent Rivera,45800000.0,4600000.0,557400.0,2300.0,1200.0,tiktok,december,2022
139,tifannylm,⚡️TEF,9300000.0,5800000.0,709000.0,972.0,1200.0,tiktok,december,2022
140,alexisomman,Alexis Omman,11500000.0,2700000.0,403700.0,6500.0,1600.0,tiktok,december,2022
141,theofficecurrently,The Office Currently,308000.0,2200000.0,172100.0,1300.0,22400.0,tiktok,december,2022
142,keniaos,KeniaOs,16600000.000000002,3200000.0,515000.0,3300.0,2000.0,tiktok,december,2022
143,ali.klose11,علي كلوزه,2400000.0,3400000.0,357500.0,5100.0,2000.0,tiktok,december,2022
144,alexwaarren,Alex warren,15600000.0,5200000.0,854600.0,1000.0,902.0,tiktok,december,2022
145,bilalahy,Bilal,4200000.0,3200000.0,497700.0,2200.0,3100.0,tiktok,december,2022
146,ferchugimenez,Fernanda,8199999.999999999,4700000.0,825800.0,1000.0,1200.0,tiktok,december,2022
147,the.sign.guy,Austin Mollno,7200000.0,4600000.0,660700.0,2100.0,571.0,tiktok,december,2022
148,therealhammytv,TheRealHammyTV,16100000.000000002,6400000.0,227300.0,1300.0,4400.0,tiktok,december,2022
149,bu3qeel,abu aqeel 🙆🏻‍♀️,1200000.0,4099999.9999999995,217200.0,3900.0,5300.0,tiktok,december,2022
150,attahalilintar,Atta Halilintar,13300000.0,5200000.0,448000.0,1900.0,1500.0,tiktok,december,2022
151,thekapelariz,The Kapelari Family,2500000.0,2800000.0,253000.0,4600.0,6700.0,tiktok,december,2022
152,zusjeofficial,ZUSJE,8300000.000000001,6100000.0,334600.0,2700.0,1200.0,tiktok,december,2022
153,jaxwritessongs,Jax,12900000.0,3300000.0,433400.0,4600.0,876.0,tiktok,december,2022
154,luismariz,Luis Mariz,12700000.0,7000000.0,555600.0,648.0,1400.0,tiktok,december,2022
155,pablitocastilloo,pablitocastilloo,6400000.0,2700000.0,269100.0,1700.0,9100.0,tiktok,december,2022
156,jvke,JVKE,9900000.0,2700000.0,517799.99999999994,2800.0,2700.0,tiktok,december,2022
157,jombospice,JOMBOSPICE,9800000.0,5600000.0,648900.0,1600.0,554.0,tiktok,december,2022
158,julieevlorentzen,julie,4200000.0,4800000.0,634800.0,2000.0,547.0,tiktok,december,2022
159,adamw,Adam W,17700000.0,4099999.9999999995,322000.0,2000.0,3800.0,tiktok,december,2022
160,garett__nolan,Garett Nolan,13400000.0,2700000.0,351300.0,2900.0,5200.0,tiktok,december,2022
161,ayesebastien,Sebastien,8100000.0,2800000.0,550500.0,1900.0,3000.0,tiktok,december,2022
162,la_lerma,LERMITA,13400000.0,3000000.0,567400.0,2100.0,2200.0,tiktok,december,2022
163,soysuco,Soysuco,14000000.0,3700000.0,373900.0,4700.0,652.0,tiktok,december,2022
164,lyodrabeneran,Lyodra Ginting,2500000.0,4300000.0,558100.0,1900.0,1200.0,tiktok,december,2022
165,pietro_morello,Pietro Morello,3100000.0,6600000.0,464400.0,1500.0,889.0,tiktok,december,2022
166,_andrewcurtiss,Andrew Curtis,2900000.0,2000000.0,408800.0,5800.0,3100.0,tiktok,december,2022
167,good.boy.ollie,Good Boy Ollie,5200000.0,2200000.0,398100.0,2600.0,5500.0,tiktok,december,2022
168,shxtsngigs,ShxtsNGigs Podcast,5900000.0,2600000.0,467200.0,1100.0,4600.0,tiktok,december,2022
169,addisonre,Addison,88700000.0,5300000.0,304900.0,2400.0,2000.0,tiktok,december,2022
170,chriscoquyt,Chris Coquyt,136200.0,2400000.0,353800.0,3600.0,4600.0,tiktok,december,2022
171,hisoyvaleria,valeria 🖤,9900000.0,3900000.0,454100.0,1600.0,2300.0,tiktok,december,2022
172,joaoferdnan,João Ferdnan,8800000.0,2300000.0,274600.0,4100.0,6900.0,tiktok,december,2022
173,graciajessicajane,Jessica Jane🌙,11600000.0,4900000.0,510400.0,1900.0,806.0,tiktok,december,2022
174,sabrenorris,Sabre Norris,3800000.0,3100000.0,321100.0,6300.0,584.0,tiktok,december,2022
175,official_nct,NCT Official,9200000.0,2300000.0,572500.0,3300.0,1900.0,tiktok,december,2022
176,ustazebitlew,Ebit Lew,4600000.0,2700000.0,213100.0,6000.0,5600.0,tiktok,december,2022
177,sromero29,Samuel29,599100.0,1700000.0,112900.0,887.0,34400.0,tiktok,december,2022
178,augustogimenez,AugustoGimenez,15000000.0,5300000.0,653500.0,1300.0,528.0,tiktok,december,2022
179,grannybibbins,Granny,944800.0,1500000.0,162200.0,1700.0,24600.0,tiktok,december,2022
180,jairsanchezzz,Jair Sanchez,8000000.0,2100000.0,349800.0,2000.0,6700.0,tiktok,december,2022
181,k0uvr,Kouvr,14000000.0,4300000.0,616500.0,954.0,1400.0,tiktok,december,2022
182,katjakrasavice,KatjaKrasavice,2800000.0,1900000.0,255500.0,11400.0,1400.0,tiktok,december,2022
183,janneksplace,Janneksplace,2000000.0,2700000.0,334200.0,5400.0,1600.0,tiktok,december,2022
184,allanpendong4,Allan Pendong,130199.99999999999,3500000.0,245300.0,4100.0,3000.0,tiktok,december,2022
185,aureliehermansyahatta,Aurelie Hermansyah,9800000.0,5800000.0,351500.0,1900.0,1000.0,tiktok,december,2022
186,kulinaria.recetas,AGUS LIPORACE,4500000.0,2200000.0,299600.0,281.0,8600.0,tiktok,december,2022
187,areyoukiddingtv,AreYouKiddingTV,5700000.0,4800000.0,665700.0,1400.0,385.0,tiktok,december,2022
188,faryanggaa,Ryann,6100000.0,3500000.0,470500.0,2300.0,1200.0,tiktok,december,2022
189,_lilg4,LIL G⭐️,3000000.0,2600000.0,406000.0,2700.0,2700.0,tiktok,december,2022
190,_angelomarasigan,Angelo,4000000.0,4000000.0,564800.0,1700.0,833.0,tiktok,december,2022
191,adamalhidayat,ADAMALHDYT,3800000.0,5700000.0,472200.0,1100.0,1000.0,tiktok,december,2022
192,larissagloor,𝗟𝗮𝗿𝗶𝘀𝘀𝗮 𝗚𝗹𝗼𝗼𝗿,4200000.0,3600000.0,418700.0,2400.0,1400.0,tiktok,december,2022
193,bomanizer,Bomanizer,1900000.0,1900000.0,381100.0,2300.0,5400.0,tiktok,december,2022
194,miakhalifa,Mia K.,36600000.0,3900000.0,227200.0,4900.0,1400.0,tiktok,december,2022
195,jacobday,Jacob Day,6500000.0,2500000.0,476200.0,3500.0,1100.0,tiktok,december,2022
196,matheuskriwat,Matheuskriwat,11200000.0,3700000.0,236200.0,5800.0,523.0,tiktok,december,2022
197,calebwsimpson,CALEB SIMPSON,6500000.0,4500000.0,449900.0,1000.0,1700.0,tiktok,december,2022
198,cheekyboyos,the cheeky boyos,11000000.0,3800000.0,475200.0,1800.0,1200.0,tiktok,december,2022
199,oliviergiroud,Olivier Giroud,1300000.0,2700000.0,452500.0,2700.0,1800.0,tiktok,december,2022
200,vincentgiganteee,Vincent Gigante,2600000.0,3300000.0,607700.0,1000.0,1700.0,tiktok,december,2022
201,thebenjishow,benji,6200000.0,2800000.0,458300.0,1300.0,2900.0,tiktok,december,2022
202,joaodoce,Joao Doce,3300000.0,3400000.0,352900.0,2800.0,1700.0,tiktok,december,2022
203,andrea.dvrs,Dapaney🦋,2600000.0,5200000.0,526100.0,1300.0,709.0,tiktok,december,2022
204,officialbhafc,Brighton & Hove Albion FC,600300.0,4600000.0,389000.0,2200.0,729.0,tiktok,december,2022
205,claudiaraia,Claudia Raia,2800000.0,3200000.0,446100.0,2600.0,1100.0,tiktok,december,2022
206,elsaucepapii,SaucePapii22,1500000.0,2400000.0,219900.0,684.0,9300.0,tiktok,december,2022
207,werenotreallystrangers,WNRS,4800000.0,2000000.0,315900.0,2800.0,5400.0,tiktok,december,2022
208,marianagrimaldii,La Niña Fresa 🍓,3800000.0,4500000.0,414000.0,636.0,2200.0,tiktok,december,2022
209,qamar_altaey,𝑄𝐴𝑀𝐴𝑅,4400000.0,2100000.0,238400.0,3800.0,6900.0,tiktok,december,2022
210,melmaia,Mel Maia 🍯,14000000.0,4800000.0,476600.0,1200.0,1100.0,tiktok,december,2022
211,outtpig,OuttPig,2400000.0,2300000.0,431900.0,1500.0,3700.0,tiktok,december,2022
212,edgar3104,Edgarmendez,5700000.0,6800000.0,284800.0,1700.0,958.0,tiktok,december,2022
213,christianchavezreal,Christian Chávez,1700000.0,2200000.0,336400.0,3900.0,3000.0,tiktok,december,2022
214,championsleague,Champions League,20300000.0,2800000.0,474000.0,1900.0,2000.0,tiktok,december,2022
215,gordonramsayofficial,Gordon Ramsay,35600000.0,4600000.0,388200.0,2300.0,613.0,tiktok,december,2022
216,dixiedamelio,dixie,57500000.0,4700000.0,356600.0,2100.0,923.0,tiktok,december,2022
217,maxtaylorlifts,Max Taylor,9400000.0,3200000.0,440800.0,2000.0,1600.0,tiktok,december,2022
218,oironyoliveira,Kbuloso 😈,7100000.0,1500000.0,132000.0,412.0,25000.0,tiktok,december,2022
219,marko,marko,11200000.0,2300000.0,275300.0,3400.0,4600.0,tiktok,december,2022
220,dinosonso_ofc,DinoSonso,8800000.0,2500000.0,194100.0,4400.0,5900.0,tiktok,december,2022
221,firmanskd,𝙆𝙊𝘾𝘼𝙉,3100000.0,2200000.0,174600.0,632.0,12300.0,tiktok,december,2022
222,oficialrc3,Roberto Carlos,3600000.0,5100000.0,397000.0,901.0,1500.0,tiktok,december,2022
223,danythegaggio,Daniele Cabras,3500000.0,2400000.0,290700.0,1600.0,5600.0,tiktok,december,2022
224,tina_042,𝒯𝒾𝓃𝒶,1300000.0,2400000.0,504900.0,2100.0,1900.0,tiktok,december,2022
225,pedroallann,Pedroca,2900000.0,2300000.0,422500.0,2500.0,2400.0,tiktok,december,2022
226,piffpeterson,piff peterson,3900000.0,3300000.0,379500.0,1500.0,2300.0,tiktok,december,2022
227,jongmineyo,종민오빠  Jongmin oppa,15200000.0,4300000.0,275300.0,1800.0,2200.0,tiktok,december,2022
228,jumpersjump,Jumpers Jump Podcast,8400000.0,3700000.0,351900.0,2200.0,1600.0,tiktok,december,2022
229,piitien1603,pi tiên ™,1700000.0,3800000.0,288300.0,2200.0,2100.0,tiktok,december,2022
230,gehu.gl,Gerson Garcia,573300.0,2000000.0,129000.0,1900.0,16500.0,tiktok,december,2022
231,mesitaaa,Mesita,486900.0,3200000.0,550700.0,947.0,1700.0,tiktok,december,2022
232,szivsz,Ziva Magnolya,2100000.0,4300000.0,479700.0,1400.0,857.0,tiktok,december,2022
233,dilanjaniyar,Emang namanya Dilan,2200000.0,4099999.9999999995,393600.0,1800.0,1200.0,tiktok,december,2022
234,fernandamotafarhat,Fe,7300000.0,3300000.0,349300.0,733.0,3300.0,tiktok,december,2022
235,stickyboy69,stickyboy69,9200000.0,1300000.0,298700.0,9100.0,2800.0,tiktok,december,2022
236,juliagisella,juliagisella,13500000.0,3000000.0,377100.0,2400.0,1600.0,tiktok,december,2022
237,mieayamthebstt,Unaa🍜,17000000.0,3100000.0,339900.0,2600.0,1800.0,tiktok,december,2022
238,frankielapenna,Frankie LaPenna,5700000.0,6800000.0,227900.0,1200.0,1800.0,tiktok,december,2022
239,jdpantoja,JD Pantoja,31900000.0,2500000.0,451100.0,3300.0,784.0,tiktok,december,2022
240,davidcstt_,David Costa,6200000.0,3000000.0,514000.0,1700.0,1200.0,tiktok,december,2022
241,badboyrema,Rema,2700000.0,3100000.0,421000.0,2600.0,894.0,tiktok,december,2022
242,simxmargo,Seamoan {1M+},1000000.0,2400000.0,493100.0,2100.0,1700.0,tiktok,december,2022
243,elainebabey,ELAINEBABEY,142800.0,1700000.0,280400.0,3600.0,5900.0,tiktok,december,2022
244,chinguamiga,Chingu Amiga,20700000.0,4200000.0,566200.0,1500.0,393.0,tiktok,december,2022
245,siscakohl,Sisca Kohl,13000000.0,4400000.0,369100.0,1900.0,716.0,tiktok,december,2022
246,santiperezvivas,Santi Perez,3500000.0,2500000.0,450900.0,1400.0,2500.0,tiktok,december,2022
247,jessnolimit999,Jess No Limit,6900000.0,4099999.9999999995,379500.0,2200.0,536.0,tiktok,december,2022
248,b.blek,b.blek,3300000.0,3100000.0,244600.0,2200.0,3500.0,tiktok,december,2022
249,jacksepticeye,Jacksepticeye,5000000.0,2300000.0,476000.0,2700.0,1100.0,tiktok,december,2022
250,saramohannad_,Sara,9000000.0,3600000.0,220700.0,3700.0,1600.0,tiktok,december,2022
251,andrewrousso,Andrew Rousso,2800000.0,1100000.0,245800.0,2000.0,13400.0,tiktok,december,2022
252,murphslife,Aaron Murphy,6000000.0,1900000.0,250000.0,4700.0,3900.0,tiktok,december,2022
253,haileesteinfeld,Hailee Steinfeld,3600000.0,1600000.0,273900.0,7000.0,2200.0,tiktok,december,2022
