rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,topic_of_influence_en
44,Have a great day! 😀 @funny.crazy.stuff,784100.0,0.1,Poljska,,235200.0,tiktok,poland,False,2024,,,
45,Nadia i Remo😌 @remikmymusic,782900.0,,Poljska,,234900.0,tiktok,poland,False,2024,,,
46,Natalia Maszkowska @nathallae,780400.0,0.1,Poljska,Hrana,234100.0,tiktok,poland,False,2024,Lifestyle,MAPPED,Food
47,szymon 🌪 @szymonzaparty,776700.0,0.2,Poljska,,233000.0,tiktok,poland,False,2024,,,
48,Rosjanka @_rosjankq_,773700.0,,Poljska,Smišno,232100.0,tiktok,poland,False,2024,Entertainment,MAPPED,Funny
49,thevoicebestoff @thevoicebestoff,766500.0,,Poljska,,230000.0,tiktok,poland,False,2024,,,
50,Felis Gallery by Robert Sijka @robert_sijka,755300.0,,Poljska,Umjetnost i zanati,226600.0,tiktok,poland,False,2024,Lifestyle,MAPPED,Arts and crafts
51,Food Delicious @_foodelicious,754000.0,0.2,Poljska,Hrana,226200.0,tiktok,poland,False,2024,Lifestyle,MAPPED,Food
52,Natalia Magiera @nmagiera,751400.0,,Poljska,,225400.0,tiktok,poland,False,2024,,,
53,Gabi @gabikuczynska,746100.0,,Poljska,,223800.0,tiktok,poland,False,2024,,,
54,Evelina @evelinaross_,741500.0,,Poljska,,222500.0,tiktok,poland,False,2024,,,
55,Hetero official @hetero.gang420,735700.0,,Poljska,,220700.0,tiktok,poland,False,2024,,,
56,TheNitroZyniak @thenitrozyniak_yt,734400.0,0.3,Poljska,,220300.0,tiktok,poland,False,2024,,,
57,Mateusz Güncel @mateusz_guncel,729700.0,,Poljska,,218900.0,tiktok,poland,False,2024,,,
58,꧁☾ａｍｉ☽꧂ @aniaart178,722300.0,0.4,Poljska,Umjetnost i zanati,216700.0,tiktok,poland,False,2024,Lifestyle,MAPPED,Arts and crafts
59,Karolina Pieńczak ♡ @karoletka,721100.0,,Poljska,Moda i pribor,216300.0,tiktok,poland,False,2024,UNMAPPED,UNMAPPED,Moda i pribor
60,Raptus_MG @raptus_mg_volvo,717300.0,,Poljska,,215200.0,tiktok,poland,False,2024,,,
61,💖I love you💖 @nightfury._.editor2,695100.0,,Poljska,,208500.0,tiktok,poland,False,2024,,,
62,Brooke/ Grape 🍇 @slaviccaesar,694800.0,,Poljska,Obrazovanje,208400.0,tiktok,poland,False,2024,Knowledge&Info,MAPPED,Education
63,Mateusz Piesiak @mateuszpiesiak,681300.0,0.3,Poljska,Priroda Životinje Fotografija,204400.0,tiktok,poland,False,2024,Lifestyle,MAPPED,Nature Animals Photography
64,INTERNAZIOMALE @internaziomale420,679400.0,,Poljska,Glazba,203800.0,tiktok,poland,False,2024,Music,MAPPED,Music
65,Programista Na Froncie @programista_na_froncie,675200.0,0.3,Poljska,Obrazovanje Usavršavanje,202600.0,tiktok,poland,False,2024,Knowledge&Info,MAPPED,Education Training
66,BADDIEGYALS @baddiegyals_,673400.0,,Poljska,,202000.0,tiktok,poland,False,2024,,,
67,Anna Zuch @ankazuch,665800.0,,Poljska,,199700.0,tiktok,poland,False,2024,,,
68,♥️ Marta ♥️ @ginger_world,665200.0,0.1,Poljska,,199600.0,tiktok,poland,False,2024,,,
69,Iwona Marivo 🦋 @marivoiwona,664500.0,,Poljska,Zabava i glazba,199400.0,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music
70,Manae | ig:s_himi @s_himj,664200.0,,Poljska,Zabava i glazba,199300.0,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music
71,Natalia Kulig @nataliakulig1,657400.0,,Poljska,Zabava i glazba,197200.0,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music
72,bober696428 @bober696428,646300.0,0.9,Poljska,,193900.0,tiktok,poland,False,2024,,,
73,Krystian Ziętkowski @krystianzietkowsky,646100.0,,Poljska,,193800.0,tiktok,poland,False,2024,,,
74,monia @monikamuratova,643500.0,,Poljska,,193100.0,tiktok,poland,False,2024,,,
75,My3oficjalnie @my3oficjalnie,639000.0,,Poljska,,191700.0,tiktok,poland,False,2024,,,
76,keycath0 @keycath0,635100.0,,Poljska,,190500.0,tiktok,poland,False,2024,,,
77,Doda @doda,616200.0,0.1,Poljska,,184900.0,tiktok,poland,False,2024,,,
78,Madziara @bombowaczarnulka,615500.0,,Poljska,,184700.0,tiktok,poland,False,2024,,,
79,marcelina @marcelinawaniek,609400.0,,Poljska,,182800.0,tiktok,poland,False,2024,,,
80,Niedzia @niedziapets,603300.0,,Poljska,Kućni ljubimci Zabava i glazba,181000.0,tiktok,poland,False,2024,Music,MAPPED,Pets Entertainment and music
81,ALINA @alicjaa.kowalska,600400.0,,Poljska,Umjetnost i zanati Zabava i glazba Obitelj,180100.0,tiktok,poland,False,2024,Music,MAPPED,Arts and Crafts Entertainment and Music Family
82,Sylwia Przybysz @sprzybysz,597000.0,,Poljska,Zabava i glazba Smišno,179100.0,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music Funny
83,J U L I A @jujubabi_,593500.0,,Poljska,Animacija i Cosplay,178100.0,tiktok,poland,False,2024,Tech&Gaming,MAPPED,Animation and Cosplay
84,Czasin @czasin,591600.0,,Poljska,,177500.0,tiktok,poland,False,2024,,,
85,bartmi @bartmi97,589300.0,,Poljska,,176800.0,tiktok,poland,False,2024,,,
86,Przemek Kucyk @przemekkucyk,584100.0,0.3,Poljska,Zabava i glazba,175200.0,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music
87,Emilia Królikowska @emiflesh,579300.0,,Poljska,,173800.0,tiktok,poland,False,2024,,,
88,Marysia Krasowska @marysiakrasowska,574200.0,,Poljska,Moda i pribor,172300.0,tiktok,poland,False,2024,UNMAPPED,UNMAPPED,Moda i pribor
89,TaKtórejZazdrościsz @dorotakociesza,571300.0,,Poljska,,171400.0,tiktok,poland,False,2024,,,
90,taranek.official @taranek.official,566500.0,,Poljska,Gluma i drama,170000.0,tiktok,poland,False,2024,Entertainment,MAPPED,Acting and drama
91,🐾𝚀𝚞𝚎𝚎𝚗🐾 @dog.editzz.forever,566400.0,,Poljska,,169900.0,tiktok,poland,False,2024,,,
92,Grzegorz Noworolnik 🔥 @grzechufreestyle,566100.0,,Poljska,,169800.0,tiktok,poland,False,2024,,,
93,wikikakusia @wikikakusia,563600.0,5.2,Poljska,Moda i pribor Dom i vrt,169100.0,tiktok,poland,False,2024,Beauty&Fashion,MAPPED,Fashion and accessories Home and garden
94,FajnyPrzemek @fajnyprzemek,555600.0,,Poljska,Smišno,166700.0,tiktok,poland,False,2024,Entertainment,MAPPED,Funny
95,Sebo und Jana @se_ja8390,553000.0,,Poljska,Životinje Smišno,165900.0,tiktok,poland,False,2024,Entertainment,MAPPED,Animals Funny
96,Polski Instytut Kryptowalut @instytutkryptowalut,552600.0,,Poljska,,165800.0,tiktok,poland,False,2024,,,
97,Peter McPoland @petermcpoland,552300.0,0.2,Poljska,,165700.0,tiktok,poland,False,2024,,,
98,Łączy nas piłka @laczynaspilka,543300.0,,Poljska,,163000.0,tiktok,poland,False,2024,,,
99,Kuba Grochmalski @kubagrochmalski,541700.0,0.3,Poljska,Zabava i glazba Smišno,162500.0,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music Funny
100,mounis firwana @msfirwana,540800.0,,Poljska,,162200.0,tiktok,poland,False,2024,,,
