rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,topic_of_influence_en
14,Patryk Boryniec @patrykboryniec,1.1M,-,Poljska,Zabava i glazba,330K,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music
15,Adrianna Scandal 👑 @adrianna_scandal_queen,997.7K,-,Poljska,,299.3K,tiktok,poland,False,2024,NA,NA,
16,Klaudia Sojka @klasojka,995.4K,-,Poljska,Zabava i glazba,298.6K,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music
17,Klaudia Tarka @klatex,994.6K,-,Poljska,,298.4K,tiktok,poland,False,2024,NA,NA,
18,Oliwka Kreja 💗 @cookiemint.pl,984.5K,-,Poljska,,295.4K,tiktok,poland,False,2024,NA,NA,
19,Oliwia Misztal @oliwiamisztal,966.6K,-,Poljska,,290K,tiktok,poland,False,2024,NA,NA,
20,⚡Paulina⚡ @baoliin,958.2K,-,Poljska,Zabava i glazba,287.5K,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music
21,Inga Madejczyk @plharleyquinn,957.6K,-,Poljska,Animacija i Cosplay,287.3K,tiktok,poland,False,2024,Tech&Gaming,MAPPED,Animation and Cosplay
22,Aigostar_PL @aigostar_pl,943.7K,-,Poljska,Moda i pribor,283.1K,tiktok,poland,False,2024,UNMAPPED,UNMAPPED,Moda i pribor
23,Agnieszka Grzelak @aga_grzelak,938K,-,Poljska,Ljepota i briga za sebe,281.4K,tiktok,poland,False,2024,Beauty&Fashion,MAPPED,Beauty and self-care
24,💙🐾Queen 🐾💙 @_.edits._756,936.4K,-,Poljska,,280.9K,tiktok,poland,False,2024,NA,NA,
25,Maykaa @maykaa37,926K,-,Poljska,,277.8K,tiktok,poland,False,2024,NA,NA,
26,Cebulsonn x Hania @cebulsonnxhania,924.7K,0.1%,Poljska,Predstavljanje proizvoda,277.4K,tiktok,poland,False,2024,UNMAPPED,UNMAPPED,Product presentation
27,vnarf @vnarf,905.1K,-,Poljska,,271.5K,tiktok,poland,False,2024,NA,NA,
28,Patryk „Siiitek” Rolbiecki @siiitek,889.7K,-,Poljska,,266.9K,tiktok,poland,False,2024,NA,NA,
29,Ola Holata @white2115_girl,884.3K,0.2%,Poljska,,265.3K,tiktok,poland,False,2024,NA,NA,
30,Natalia Madej @nataliamadej,880.6K,-,Poljska,Umjetnost,264.2K,tiktok,poland,False,2024,Lifestyle,MAPPED,Art
31,Dominik YT 🎶🔥 @dominik.mess,876.2K,-,Poljska,,262.9K,tiktok,poland,False,2024,NA,NA,
32,Prawnik Marcin Kruszewski @prawomarcina,871.7K,-,Poljska,Obrazovanje,261.5K,tiktok,poland,False,2024,Knowledge&Info,MAPPED,Education
33,ola.radziun @ola.radziun,864.1K,-,Poljska,,259.2K,tiktok,poland,False,2024,NA,NA,
34,Slivki Show @slivki_show_official,838.6K,0.1%,Poljska,,251.6K,tiktok,poland,False,2024,NA,NA,
35,Kate ❤️ @forsurprise,838.3K,0.2%,Poljska,Zabava i glazba,251.5K,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music
36,Julia @_juliyav_,819.4K,-,Poljska,Zabava i glazba,245.8K,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music
37,Sheo 🐙 @sheopl,819.2K,0.2%,Poljska,,245.8K,tiktok,poland,False,2024,NA,NA,
38,Poland Is Everywhere 🇵🇱 @poland__is.__everywhere,813.7K,0.3%,Poljska,Umjetnost,244.1K,tiktok,poland,False,2024,Lifestyle,MAPPED,Art
39,D stands for Deriah @_deriah_,813.3K,-,Poljska,Animacija i Cosplay,244K,tiktok,poland,False,2024,Tech&Gaming,MAPPED,Animation and Cosplay
40,gavedits @gavedits,812.9K,-,Poljska,,243.9K,tiktok,poland,False,2024,NA,NA,
41,skrudlik @_skrudliq_,811.2K,-,Poljska,,243.4K,tiktok,poland,False,2024,NA,NA,
42,Mathew Figura @matthewfigura,811.1K,0.5%,Poljska,Zabava i glazba,243.3K,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music
43,Władek 🔥 @lollipop21x,787.4K,-,Poljska,,236.2K,tiktok,poland,False,2024,NA,NA,
44,Have a great day! 😀 @funny.crazy.stuff,784.1K,0.1%,Poljska,,235.2K,tiktok,poland,False,2024,NA,NA,
45,Nadia i Remo😌 @remikmymusic,782.9K,-,Poljska,,234.9K,tiktok,poland,False,2024,NA,NA,
46,Natalia Maszkowska @nathallae,780.4K,0.1%,Poljska,Hrana,234.1K,tiktok,poland,False,2024,Lifestyle,MAPPED,Food
47,szymon 🌪 @szymonzaparty,776.7K,0.2%,Poljska,,233K,tiktok,poland,False,2024,NA,NA,
48,Rosjanka @_rosjankq_,773.7K,-,Poljska,Smišno,232.1K,tiktok,poland,False,2024,Entertainment,MAPPED,Funny
49,thevoicebestoff @thevoicebestoff,766.5K,-,Poljska,,230K,tiktok,poland,False,2024,NA,NA,
50,Felis Gallery by Robert Sijka @robert_sijka,755.3K,-,Poljska,Umjetnost i zanati,226.6K,tiktok,poland,False,2024,Lifestyle,MAPPED,Arts and crafts
51,Food Delicious @_foodelicious,754K,0.2%,Poljska,Hrana,226.2K,tiktok,poland,False,2024,Lifestyle,MAPPED,Food
52,Natalia Magiera @nmagiera,751.4K,-,Poljska,,225.4K,tiktok,poland,False,2024,NA,NA,
53,Gabi @gabikuczynska,746.1K,-,Poljska,,223.8K,tiktok,poland,False,2024,NA,NA,
54,Evelina @evelinaross_,741.5K,-,Poljska,,222.5K,tiktok,poland,False,2024,NA,NA,
55,Hetero official @hetero.gang420,735.7K,-,Poljska,,220.7K,tiktok,poland,False,2024,NA,NA,
56,TheNitroZyniak @thenitrozyniak_yt,734.4K,0.3%,Poljska,,220.3K,tiktok,poland,False,2024,NA,NA,
57,Mateusz Güncel @mateusz_guncel,729.7K,-,Poljska,,218.9K,tiktok,poland,False,2024,NA,NA,
58,꧁☾ａｍｉ☽꧂ @aniaart178,722.3K,0.4%,Poljska,Umjetnost i zanati,216.7K,tiktok,poland,False,2024,Lifestyle,MAPPED,Arts and crafts
59,Karolina Pieńczak ♡ @karoletka,721.1K,-,Poljska,Moda i pribor,216.3K,tiktok,poland,False,2024,UNMAPPED,UNMAPPED,Moda i pribor
60,Raptus_MG @raptus_mg_volvo,717.3K,-,Poljska,,215.2K,tiktok,poland,False,2024,NA,NA,
61,💖I love you💖 @nightfury._.editor2,695.1K,-,Poljska,,208.5K,tiktok,poland,False,2024,NA,NA,
62,Brooke/ Grape 🍇 @slaviccaesar,694.8K,-,Poljska,Obrazovanje,208.4K,tiktok,poland,False,2024,Knowledge&Info,MAPPED,Education
63,Mateusz Piesiak @mateuszpiesiak,681.3K,0.3%,Poljska,Priroda Životinje Fotografija,204.4K,tiktok,poland,False,2024,Lifestyle,MAPPED,Nature Animals Photography
64,INTERNAZIOMALE @internaziomale420,679.4K,-,Poljska,Glazba,203.8K,tiktok,poland,False,2024,Music,MAPPED,Music
65,Programista Na Froncie @programista_na_froncie,675.2K,0.3%,Poljska,Obrazovanje Usavršavanje,202.6K,tiktok,poland,False,2024,Knowledge&Info,MAPPED,Education Training
66,BADDIEGYALS @baddiegyals_,673.4K,-,Poljska,,202K,tiktok,poland,False,2024,NA,NA,
67,Anna Zuch @ankazuch,665.8K,-,Poljska,,199.7K,tiktok,poland,False,2024,NA,NA,
68,♥️ Marta ♥️ @ginger_world,665.2K,0.1%,Poljska,,199.6K,tiktok,poland,False,2024,NA,NA,
69,Iwona Marivo 🦋 @marivoiwona,664.5K,-,Poljska,Zabava i glazba,199.4K,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music
70,Manae | ig:s_himi @s_himj,664.2K,-,Poljska,Zabava i glazba,199.3K,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music
71,Natalia Kulig @nataliakulig1,657.4K,-,Poljska,Zabava i glazba,197.2K,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music
72,bober696428 @bober696428,646.3K,0.9%,Poljska,,193.9K,tiktok,poland,False,2024,NA,NA,
73,Krystian Ziętkowski @krystianzietkowsky,646.1K,-,Poljska,,193.8K,tiktok,poland,False,2024,NA,NA,
74,monia @monikamuratova,643.5K,-,Poljska,,193.1K,tiktok,poland,False,2024,NA,NA,
75,My3oficjalnie @my3oficjalnie,639K,-,Poljska,,191.7K,tiktok,poland,False,2024,NA,NA,
76,keycath0 @keycath0,635.1K,-,Poljska,,190.5K,tiktok,poland,False,2024,NA,NA,
77,Doda @doda,616.2K,0.1%,Poljska,,184.9K,tiktok,poland,False,2024,NA,NA,
78,Madziara @bombowaczarnulka,615.5K,-,Poljska,,184.7K,tiktok,poland,False,2024,NA,NA,
79,marcelina @marcelinawaniek,609.4K,-,Poljska,,182.8K,tiktok,poland,False,2024,NA,NA,
80,Niedzia @niedziapets,603.3K,-,Poljska,Kućni ljubimci Zabava i glazba,181K,tiktok,poland,False,2024,Music,MAPPED,Pets Entertainment and music
81,ALINA @alicjaa.kowalska,600.4K,-,Poljska,Umjetnost i zanati Zabava i glazba Obitelj,180.1K,tiktok,poland,False,2024,Music,MAPPED,Arts and Crafts Entertainment and Music Family
82,Sylwia Przybysz @sprzybysz,597K,-,Poljska,Zabava i glazba Smišno,179.1K,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music Funny
83,J U L I A @jujubabi_,593.5K,-,Poljska,Animacija i Cosplay,178.1K,tiktok,poland,False,2024,Tech&Gaming,MAPPED,Animation and Cosplay
84,Czasin @czasin,591.6K,-,Poljska,,177.5K,tiktok,poland,False,2024,NA,NA,
85,bartmi @bartmi97,589.3K,-,Poljska,,176.8K,tiktok,poland,False,2024,NA,NA,
86,Przemek Kucyk @przemekkucyk,584.1K,0.3%,Poljska,Zabava i glazba,175.2K,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music
87,Emilia Królikowska @emiflesh,579.3K,-,Poljska,,173.8K,tiktok,poland,False,2024,NA,NA,
88,Marysia Krasowska @marysiakrasowska,574.2K,-,Poljska,Moda i pribor,172.3K,tiktok,poland,False,2024,UNMAPPED,UNMAPPED,Moda i pribor
89,TaKtórejZazdrościsz @dorotakociesza,571.3K,-,Poljska,,171.4K,tiktok,poland,False,2024,NA,NA,
90,taranek.official @taranek.official,566.5K,-,Poljska,Gluma i drama,170K,tiktok,poland,False,2024,Entertainment,MAPPED,Acting and drama
91,🐾𝚀𝚞𝚎𝚎𝚗🐾 @dog.editzz.forever,566.4K,-,Poljska,,169.9K,tiktok,poland,False,2024,NA,NA,
92,Grzegorz Noworolnik 🔥 @grzechufreestyle,566.1K,-,Poljska,,169.8K,tiktok,poland,False,2024,NA,NA,
93,wikikakusia @wikikakusia,563.6K,5.2%,Poljska,Moda i pribor Dom i vrt,169.1K,tiktok,poland,False,2024,Beauty&Fashion,MAPPED,Fashion and accessories Home and garden
94,FajnyPrzemek @fajnyprzemek,555.6K,-,Poljska,Smišno,166.7K,tiktok,poland,False,2024,Entertainment,MAPPED,Funny
95,Sebo und Jana @se_ja8390,553K,-,Poljska,Životinje Smišno,165.9K,tiktok,poland,False,2024,Entertainment,MAPPED,Animals Funny
96,Polski Instytut Kryptowalut @instytutkryptowalut,552.6K,-,Poljska,,165.8K,tiktok,poland,False,2024,NA,NA,
97,Peter McPoland @petermcpoland,552.3K,0.2%,Poljska,,165.7K,tiktok,poland,False,2024,NA,NA,
98,Łączy nas piłka @laczynaspilka,543.3K,-,Poljska,,163K,tiktok,poland,False,2024,NA,NA,
99,Kuba Grochmalski @kubagrochmalski,541.7K,0.3%,Poljska,Zabava i glazba Smišno,162.5K,tiktok,poland,False,2024,Music,MAPPED,Entertainment and music Funny
100,mounis firwana @msfirwana,540.8K,-,Poljska,,162.2K,tiktok,poland,False,2024,NA,NA,
