rank,handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg
59,vinnyguadagnino,vinnyguadagnino,3100000.0,5100000.0,629300.0,5900.0,7200.0
60,lelepons,Lele Pons,27900000.0,12200000.0,1000000.0,1500.0,1700.0
61,mattsturniolo,Matt,3200000.0,3200000.0,812000.0,10900.0,4600.0
62,rayssabuq,Rayssa Buq,7200000.0,4300000.0,775300.0,7900.0,4100.0
63,charl1d4meli0,charlidamelio,64599.99999999999,5400000.0,804000.0,6900.0,1700.0
64,pkllipe,Pk,19000000.0,4800000.0,893300.0,3000.0,5600.0
65,selenagomez,Selena Gomez,43200000.0,5200000.0,804900.0,4200.0,4500.0
66,_.the.meme.hub._,RANDOM MEMES,2300000.0,3800000.0,787700.0,2900.0,9000.0
67,lexibrookerivera,Lexi Rivera,23400000.0,7600000.0,870600.0,3100.0,1800.0
68,bhadbhabie,bhadbhabie,6300000.0,5100000.0,899500.0,3000.0,4000.0
69,acpitos,acpitos on ig 📸,489600.0,5700000.0,858800.0,3500.0,3100.0
70,sofiacarson,SofiaCarson,6200000.0,5700000.0,903500.0,3200.0,2900.0
71,youngswagonoriginal,YoungSwagon,4900000.0,5100000.0,752500.0,1400.0,6700.0
72,montpantoja,Montpantoja,35700000.0,6800000.0,1000000.0,2500.0,1900.0
73,azzyland,Azzyland,4600000.0,5300000.0,774200.0,7000.0,462.0
74,soysuco,soysuco,12500000.0,5400000.0,570500.0,8700.0,1100.0
75,bellapoarch,Bella Poarch,91400000.0,7400000.0,677300.0,4900.0,1100.0
76,max7424453118,Max Taylor,2800000.0,3500000.0,572600.0,5200.0,9500.0
77,jordanemel,Jordan e Mel,10200000.0,4400000.0,436100.0,3000.0,12200.0
78,hannahstocking,Hannah Stocking,26500000.0,7800000.0,840800.0,1600.0,2500.0
79,_xochitl.gomez,Xóchitl Gómez,7300000.0,7000000.0,1300000.0,26.0,2900.0
80,rubentuestaok,Ruben Tuesta,21300000.0,5500000.0,802300.0,1600.0,4400.0
81,charrliiieeee,Charlieee,5100000.0,12000000.0,470200.0,1700.0,2900.0
82,kallmekris,Kris HC,46300000.0,5400000.0,936600.0,3400.0,1500.0
83,dereklipp_,Derek Lipp,5300000.0,3100000.0,440500.0,2500.0,15700.0
84,jaxwritessongs,Jax,11700000.0,4099999.9999999995,683500.0,5400.0,3200.0
85,calfreezy,Calfreezy,960600.0,6500000.0,869100.0,1700.0,2400.0
86,loveofhuns,loveofhuns x,144700.0,3500000.0,382400.0,8300.0,8900.0
87,lizzza,Liza Koshy,29900000.0,4900000.0,802800.0,2200.0,3600.0
88,victormelo,Victor Melo,21900000.0,4500000.0,736700.0,2500.0,4200.0
89,wisdm8,Wisdom Kaye,8500000.0,4600000.0,874400.0,3500.0,2000.0
90,qpark,Q Park,33600000.0,5000000.0,415300.0,3900.0,6600.0
91,_lilg4,LIL G,1700000.0,4400000.0,521900.0,5500.0,4000.0
92,dylanmulvaney,Dylan Mulvaney,7300000.0,3800000.0,730800.0,6600.0,1200.0
93,hafizmahamad,Hafiz Mahamad,1100000.0,3000000.0,325100.0,14400.0,7500.0
94,oficialmarcuseni,marcus_eni,4500000.0,2200000.0,198600.0,1300.0,46000.0
95,hola.margo,margo✨,4099999.9999999995,6700000.0,868100.0,2400.0,1200.0
96,dhar.mann,Dhar Mann,14300000.0,4200000.0,528100.0,6900.0,2400.0
97,mementoe,Máté Méhész,3600000.0,3400000.0,588500.0,4400.0,5800.0
98,kaelimaee,kaeli mae,10600000.0,5500000.0,733800.0,1500.0,3500.0
99,paralympics,paralympics,2500000.0,5400000.0,467800.0,1800.0,6300.0
100,ynchq,Янчик,6400000.0,4900000.0,660100.0,2700.0,3500.0
101,connordewolfe,Connor DeWolfe,5400000.0,3000000.0,628400.0,1600.0,9000.0
102,awildani13,NgebisOnline,77200.0,3700000.0,498400.0,5900.0,4400.0
103,paansih16,gustian_magrib,1100000.0,2900000.0,230500.0,1200.0,27700.0
104,otoha_danso,音羽-otoha-,1500000.0,3400000.0,268000.0,9500.0,11200.0
105,ivanlomelitv,Iván Lomeli Travel Blogger,44000.0,2400000.0,188100.0,1200.0,39600.0
106,davidguetta,David Guetta,4500000.0,4400000.0,419900.0,4100.0,5900.0
107,quynh.aka,Quỳnh Aka ✅,1900000.0,4700000.0,333200.0,4400.0,7300.0
108,gianlucavacchi,Gianluca Vacchi,21500000.0,7700000.0,477100.0,2000.0,2800.0
109,ashhasacamera,ash,871700.0,3400000.0,854700.0,4100.0,2000.0
110,abdelrhman_boda1,💎☝️ عہبدالہرحہمن_احہمد☝️💎,2800000.0,8100000.0,337400.0,1300.0,5100.0
111,garett__nolan,garett nolan,13400000.0,4200000.0,337100.0,2400.0,10000.0
112,sturniolo.triplets,Sturniolo’s,4000000.0,2800000.0,654200.0,7600.0,2000.0
113,juliano,juliano,9900000.0,6800000.0,625200.0,3000.0,1000.0
114,jwaltonnn,ᴊ⚡️,733400.0,1600000.0,350900.0,27000.0,2500.0
115,zodiac.boyfriend,Zodiac Boyfriend🪐🔮,2100000.0,2700000.0,444700.0,5200.0,8500.0
116,litkillah,LIT killah🩸,2400000.0,3200000.0,428300.0,1300.0,10600.0
117,stickyboy69,stickyboy69,8900000.0,1900000.0,478800.0,14600.0,3800.0
118,shxtsngigs,ShxtsNGigs Podcast,4900000.0,3600000.0,603100.0,1900.0,5600.0
119,faeleamendoim,Fael Alegria e Isaac Amendoim,3600000.0,5500000.0,321600.0,1300.0,7900.0
120,thallyssonsb,Thallysson Borges,10700000.0,3000000.0,450100.0,3800.0,8100.0
121,saramohannad_,Sara,7900000.0,4500000.0,364900.0,6300.0,3100.0
122,miakhalifa,Mia K.,35700000.0,5400000.0,610300.0,2500.0,2200.0
123,qamar_altaey,𝑄𝐴𝑀𝐴𝑅,3800000.0,3000000.0,298100.0,7000.0,9900.0
124,sofyank96,Sofyank96,2600000.0,4500000.0,565100.0,2500.0,3400.0
125,kooovryt,kika,2500000.0,2900000.0,516200.00000000006,4000.0,6000.0
126,leesiyoung38,이시영,17400000.0,3500000.0,658800.0,3800.0,2800.0
127,jdpantoja,JD Pantoja,30500000.0,4600000.0,751900.0,3500.0,799.0
128,billlnai,nai,8700000.0,3400000.0,934200.0,2600.0,1900.0
129,itssassagurl,Sassa Gurl,6600000.0,3500000.0,565300.0,3100.0,4100.0
130,bargain.bethany,bargainbethany,124800.0,2200000.0,208700.0,1800.0,28300.0
131,terryreloaded,Terry Reloaded,6500000.0,2300000.0,508700.0,2700.0,8700.0
132,gordonramsayofficial,Gordon Ramsay,33800000.0,6400000.0,488100.0,2200.0,2100.0
133,larissagloor,𝗟𝗮𝗿𝗶𝘀𝘀𝗮 𝗚𝗹𝗼𝗼𝗿,3400000.0,3100000.0,756800.0,3900.0,1800.0
134,rah_money1,General ock,3400000.0,3200000.0,426300.0,3100.0,6300.0
135,aymanehamedi,Weld Mimoune,1100000.0,3400000.0,298500.0,2800.0,9800.0
136,luvadepedreiro,Iran Ferreira (Lai),19400000.0,4200000.0,571700.0,3700.0,1700.0
137,brookemonk_,Brooke Monk,23600000.0,5900000.0,678900.0,1900.0,1400.0
138,parnishacook,Пардаев Алибек,615700.0,3200000.0,183700.0,352.0,21300.0
139,yzn47,عزيز | يزن,7000000.0,7000000.0,249200.0,1200.0,6100.0
140,pimrypie__tiktok,Pimrypie,3300000.0,7700000.0,466300.0,2300.0,1200.0
141,alanthedude,Alan,681800.0,3700000.0,636000.0,3500.0,1800.0
142,daviddobrik,DAVID DOBRIK,26200000.0,4400000.0,440600.0,1700.0,4600.0
143,montanablack,GetOnMyLvL,2500000.0,3400000.0,447500.0,3500.0,4400.0
144,vhackerr,Vinnie,14900000.0,3300000.0,487100.0,4600.0,2700.0
145,cellat36,cellat36,8600000.0,5400000.0,307500.0,5200.0,1900.0
146,thebenjishow,benji,5900000.0,3300000.0,643800.0,2200.0,3200.0
147,seventeen17_official,SEVENTEEN,6000000.0,1900000.0,595100.0,5300.0,4900.0
148,thenataliahms,Natalia Hurtado de Mendoza,73900.0,3500000.0,259600.00000000003,928.0,11800.0
149,loganpaul,Logan Paul,15900000.0,4800000.0,976900.0,1400.0,1000.0
150,andyarthursmith,Andy Arthur Smith,2200000.0,3300000.0,564700.0,3300.0,2800.0
151,loganpaul,Logan Paul,15900000.0,4800000.0,976900.0,1400.0,1000.0
152,andyarthursmith,Andy Arthur Smith,2200000.0,3300000.0,564700.0,3300.0,2800.0
153,cauwave,cauwave,1400000.0,2600000.0,396600.0,2700.0,8200.0
154,nicollefigueroaa,Nicolle Figueroa,12700000.0,5500000.0,766100.0,1800.0,882.0
155,brookemonk_,Brooke Monk,23600000.0,5700000.0,620800.0,1800.0,1300.0
156,oldtimehawkey,Old Time Hawkey,6400000.0,2900000.0,445500.0,4600.0,4000.0
157,mix_151,مكس _Mix,3400000.0,4800000.0,481900.0,3200.0,1400.0
158,mmmjoemele,Joe Mele,22800000.0,5700000.0,848400.0,1200.0,1000.0
159,lordtrunks,Lord Trunks,2200000.0,4200000.0,386900.0,3000.0,3600.0
160,paytonking,Payton King,5300000.0,2600000.0,325000.0,4800.0,7600.0
161,squatch.and.sons_customs,Squatch and Sons Customs,213600.0,7700000.0,471300.0,1600.0,1200.0
162,incorrectlyroce,Roce Ordoñez,8400000.0,3900000.0,678600.0,2200.0,1700.0
163,lifeofclare,Clare Thurkett,42200.0,3100000.0,724400.0,1200.0,3400.0
164,patrickbarnes,Patrick Barnes,2400000.0,2200000.0,417200.0,3900.0,7300.0
165,the.historical,History Footage,201500.0,2900000.0,346200.0,4800.0,5100.0
166,blamerobertjames,blamerobertjames,159300.0,3500000.0,347200.0,4400.0,3900.0
167,pollerocho,pollerocho,3500000.0,3500000.0,567200.0,841.0,4200.0
168,ferchugimenez,Fernanda,7700000.0,4500000.0,825600.0,1500.0,1100.0
169,jaykindafunny8,Jaykindafunny,24300000.0,4800000.0,612400.0,1300.0,2000.0
170,kulinaria.recetas,AGUS LIPORACE,3800000.0,3400000.0,408900.0,443.0,6400.0
171,cocielo,Júlio Cocielo,5000000.0,2300000.0,675900.0,2000.0,4100.0
172,darylsabara,darylsabara,695700.0,3600000.0,628500.0,1900.0,2100.0
173,livefromthepark,Ninjy Dave,369000.0,2200000.0,130199.99999999999,1000.0,30600.0
174,saraisthreads,Sarai Marie,1600000.0,2300000.0,462700.0,2600.0,6100.0
175,fhd.artz,فهد آرت || Fahad🎨,2200000.0,4500000.0,288800.0,5400.0,1400.0
176,ig_alongwiranda,🕌🏃,880700.0,3200000.0,129400.0,1200.0,20000.0
177,initiaraandini,tiara andini,5100000.0,3800000.0,419600.0,2600.0,3000.0
178,ndshvv,ndshvv,3200000.0,3800000.0,552400.0,3400.0,764.0
179,maiaknight,Maia Knight,8800000.0,4700000.0,720500.0,1600.0,960.0
180,homm9k,ХОМЯК,44400000.0,3800000.0,489800.0,3600.0,1100.0
181,dobretwins,Lucas and Marcus,36200000.0,4800000.0,453100.0,2800.0,1100.0
182,jacksepticeye,Jacksepticeye,4900000.0,2300000.0,559800.0,3800.0,2700.0
183,franckfs,Franck Farfán FS,5700000.0,4900000.0,330900.0,1000.0,4100.0
184,iamdtg,DTG,1200000.0,2200000.0,251900.0,2200.0,12900.0
185,jihansalsabila44,Jihan Salsabila,1600000.0,2700000.0,366400.0,3600.0,4500.0
186,brentrivera,Brent Rivera,44900000.0,4900000.0,574400.0,2000.0,813.0
187,rayandmadalyn,Ray & Madalyn,1100000.0,3600000.0,496100.0,1800.0,2600.0
188,nessaabarrett,Ness,19400000.0,4000000.0,420500.0,2700.0,2000.0
189,leanadeeb,Leana Deeb,10400000.0,3900000.0,573500.0,1300.0,2100.0
190,just.hamilton,Just Hamilton,2900000.0,2300000.0,371100.0,1900.0,7000.0
191,wilmah10,wilmah10,6300.0,2900000.0,208200.0,2700.0,9900.0
192,official_kep1er,Kep1er,4800000.0,2700000.0,518500.0,3600.0,1700.0
193,loicsuberville,Loïc Suberville,2400000.0,2400000.0,458100.0,1600.0,5200.0
194,lana_mohd89,𝑳𝑨𝑵𝑨 🦋,5700000.0,4099999.9999999995,293400.0,3700.0,2600.0
195,bigtugg,Tucker Lindgren,1300000.0,2000000.0,444000.0,3100.0,5300.0
196,jvke,JVKE,7700000.0,3700000.0,582200.0,2100.0,1300.0
197,bayashi.tiktok,バヤシ🥑Bayashi,33600000.0,4400000.0,492000.0,2600.0,786.0
198,bilalahy,Bilal,3500000.0,2200000.0,492000.0,1900.0,4700.0
199,spicyycam_,Spice King,19500000.0,4200000.0,414100.0,2800.0,1300.0
200,duythamchannel,Duy Thẩm,4000000.0,5000000.0,492500.0,2200.0,708.0
201,fedevigevani,Fede Vigevani,14600000.0,4000000.0,457200.0,2700.0,1100.0
202,korectiion,Iam Cleo,390500.0,3000000.0,376800.0,4300.0,1700.0
203,theovon,Theo Von,2700000.0,3100000.0,320800.0,1100.0,5600.0
204,dafnnejm,dafnne ☻,3800000.0,3700000.0,667900.0,1400.0,1300.0
205,boomershroomer,Ashley Enders,63800.0,4099999.9999999995,286400.0,2400.0,3200.0
206,abir.sag,Abir el saghir,14700000.0,4300000.0,302800.0,2800.0,2300.0
207,iamprisleeciyi,Priscilla ◡̈,13900.0,2300000.0,522900.0,1200.0,4200.0
208,mikaylahau,Mikaylah,4900000.0,3600000.0,313500.0,4600.0,1100.0
209,ranboolive,Ranboo,4300000.0,1800000.0,414800.0,7000.0,1600.0
210,fadiljaidi,Fadil Jaidi,8700000.0,3500000.0,390700.0,2900.0,1800.0
211,diiegospyckerzs,Diiego Spyckerzs,808500.0,2800000.0,154500.0,3000.0,11800.0
212,sonyakisa8,Cat Sonya,17400000.0,3500000.0,287700.0,1000.0,5300.0
213,dbl_n,DBL N officiel 👑🔥🇹🇳,2200000.0,3600000.0,392900.0,2400.0,2100.0
214,gavincasalegno,GavinCasalegno,3200000.0,2200000.0,394700.0,5300.0,1900.0
215,gordeewa__13,gordeewa__13 :>,12700000.0,5400000.0,293700.0,3200.0,722.0
216,guide_smis,ไกค์ 'สมิท,275700.0,13100000.0,299200.0,435.0,1200.0
217,lucasmonteirosg,Lucas Monteiro,486900.0,3800000.0,469400.0,1800.0,1700.0
218,dasigantung,Dasi Gantung,5900000.0,4600000.0,648500.0,842.0,1300.0
219,vanessalopesr,Vanessa Lopes,25200000.0,3400000.0,327800.0,3600.0,1900.0
220,alexitoxedits,ALEX <3,2900000.0,1600000.0,467100.0,3900.0,4400.0
221,bretmanrock,bretmanrock,14400000.0,2900000.0,599900.0,2000.0,1400.0
222,brodywellmaker,Brody Wellmaker,21600000.0,3000000.0,430300.0,3600.0,1000.0
223,jamescharles,James Charles,36900000.0,4200000.0,356400.0,2900.0,1100.0
224,pablitocastilloo,pablitocastilloo,5800000.0,2000000.0,234700.0,1800.0,10800.0
225,jindaouis,Louisa Jindaoui,2000000.0,3400000.0,492200.0,1600.0,1900.0
226,readyfredi,fredi pärs,3200000.0,1600000.0,364000.0,3800.0,6600.0
227,ive.official,IVE.official,3000000.0,2400000.0,355600.0,4100.0,2700.0
228,hannahbahng,hannahbahng,2400000.0,1700000.0,479400.0,5800.0,1300.0
229,realnikocadoavocado,Nikocado Avocado,1700000.0,3400000.0,131000.0,6900.0,6000.0
230,_andrewcurtiss,Andrew Curtis,2800000.0,2000000.0,341900.0,5500.0,2900.0
231,datvilla94,🔥Đạt Villa🔥,6900000.0,2700000.0,192000.0,8600.0,2600.0
232,santiperezvivas,Santi Perez,1800000.0,2500000.0,418300.0,1800.0,3800.0
233,sucss.s,Açucena Guirra,11500000.0,3200000.0,539900.0,2500.0,755.0
234,thalita_karter,thalitaKarter,3900000.0,3400000.0,200200.0,1200.0,6900.0
235,davidcstt_,David Costa,5300000.0,3500000.0,480500.0,1900.0,1400.0
236,strangehumano,nova,10400000.0,3800000.0,400800.0,2400.0,1100.0
237,gregisms,Gregisms’ Neighborhood,2400000.0,1400000.0,235800.0,4300.0,12300.0
238,matheuscllaus,CLAUS,5400000.0,2700000.0,340100.0,2300.0,3700.0
239,halinhofficial,Ha Linh Official,2700000.0,4099999.9999999995,346500.0,2400.0,1400.0
240,kaan.etm,Kaan,3300000.0,1600000.0,411500.0,3400.0,4700.0
241,nicocaponecomedy,nicocapone.comedy,23100000.0,4600000.0,317300.0,1400.0,2300.0
242,aitch12,Aitch,2000000.0,3500000.0,351400.0,2100.0,2300.0
243,kirbyquimado,Kirbyyy,187900.0,2100000.0,274900.0,1500.0,7600.0
244,brycehall,Bryce Hall,22700000.0,4800000.0,497800.0,1500.0,711.0
245,straange_56guuuuy,aikihoruus?,5900.0,1500000.0,276600.0,2200.0,10800.0
246,emillyvickof,Emilly Vick,12100000.0,5400000.0,444800.0,1400.0,799.0
247,datdo0803,Đỗ Đạt,7600000.0,3700000.0,368200.0,2600.0,1100.0
248,darianrojasc,D A R I A NR O J A S,30700000.0,3300000.0,542400.0,2400.0,440.0
249,nicolassturniolo,Nicolas Sturniolo,3300000.0,2500000.0,412100.0,4400.0,582.0
250,ricardogaeta_,Ricardo Gaeta,737800.0,2100000.0,232000.0,4900.0,5300.0
251,giovannibonaccinii_,G I O V A N N I🦋,858300.0,2200000.0,317600.0,3000.0,4100.0
252,girlsgeneration.official,GirlsGeneration,783500.0,2700000.0,355200.0,2900.0,2400.0
253,eupereiraoficial,Eu Pereira,7800000.0,3600000.0,395700.0,1300.0,2100.0
254,sabrinacarpenter,Sabrina Carpenter,12600000.0,3200000.0,346500.0,3300.0,1200.0
255,leymarbrown,Leymar Brown,633900.0,2000000.0,251500.0,2600.0,7100.0
256,ferxxo444,Feid,3500000.0,3100000.0,381700.0,1500.0,2600.0
257,itsqcp,QCP,10800000.0,3900000.0,529100.0,1400.0,948.0
258,tooturnttony,Tooturnttony,17700000.0,3700000.0,355500.0,2600.0,1100.0
259,theodortytb,THEODORT,1500000.0,2600000.0,563300.0,2500.0,773.0
260,drewafualo,Drew Afualo,7700000.0,2000000.0,322100.0,6500.0,977.0
261,xoang_xa,maliha,917600.0,2100000.0,475000.0,2900.0,1800.0
262,runabyte,Runa,949400.0,2100000.0,573200.0,1800.0,2200.0
263,notshanebennett,Shane Bennett,2600000.0,2600000.0,589400.0,1200.0,1900.0
264,shadisrour,Shadi Srour,2200000.0,3200000.0,196400.0,2300.0,5200.0
265,ninonrambaud,Ninon Rambaud,123500.0,4099999.9999999995,441500.0,1500.0,1100.0
266,kyleechoi,Kylee Choi,19800.0,1800000.0,483500.0,3000.0,2300.0
267,eljuandiduque,eljuandiduque,6200000.0,1800000.0,171300.0,1500.0,13400.0
268,minami.0819,🦄💙MINAMI💙🦄,1600000.0,2000000.0,187100.0,9700.0,2400.0
269,raredoodle,rare doodle,1800000.0,3200000.0,370100.0,2400.0,1500.0
270,benyaparimm,BEN YAPARIM ! 🇹🇷,519299.99999999994,3600000.0,186100.0,1500.0,5200.0
271,thehypehouse,The Hype House,21100000.0,3200000.0,441700.0,2700.0,523.0
272,livvy,Olivia Dunne,5900000.0,3100000.0,397900.0,2300.0,1400.0
273,choega,BEDDY,5500000.0,2100000.0,348200.0,4100.0,2000.0
274,cerenyaldz,Ceren Yaldız,9400000.0,4400000.0,184100.0,4800.0,712.0
275,miichaelltran,Michael,6500000.0,2500000.0,442700.0,2300.0,1800.0
276,dunkmvp,DunkMVP,3500000.0,3500000.0,405700.0,1400.0,1800.0
277,jimena.jimenezr,Jimena,24200000.0,3300000.0,521100.0,959.0,1600.0
278,tangozilla,TANGOZILLA,280000.0,2200000.0,467500.0,1300.0,3000.0
279,melfouad,Melfouad,1300000.0,2400000.0,209400.0,2100.0,6600.0
280,t22felton,Tom Felton,10100000.0,2800000.0,303500.0,3100.0,2000.0
281,bu_kre_sabi,Bu Kre Sabi⁉️,472400.0,5100000.0,255200.0,659.0,2600.0
282,lucasvarelaaaa,Lucas varela,2900000.0,2000000.0,282000.0,810.0,6700.0
283,mndiaye_97,mndiaye_97,15100000.0,2200000.0,443700.0,2500.0,1900.0
284,jessechrisss,Jess,3500000.0,8900000.0,471000.0,775.0,223.0
285,n.vv3,ناصر || 🇸🇦 alsubaie,4000000.0,2900000.0,149600.0,2300.0,7400.0
286,tammyhembrow,Tammy Hembrow,1700000.0,3800000.0,429500.0,1300.0,1300.0
287,jackjos3ph,Jack Joseph,3200000.0,2100000.0,323100.0,2500.0,3800.0
288,paulo_victormelo2,Paulo Victor Melo,2200000.0,4700000.0,447900.0,815.0,1200.0
289,phatnail,Lê Đại Phát 🥑,1400000.0,3300000.0,333900.0,3200.0,583.0
290,straykids_japan,straykids_japan,8100000.0,1000000.0,344900.0,7600.0,3900.0
291,fwm.kalebb,Kaleb,1600000.0,2000000.0,306400.0,4500.0,2300.0
292,cookiepuentee,Cookie Puente🍪,686100.0,1400000.0,336800.0,1800.0,6600.0
293,andy.and.michelle,Andy & Michelle,5000000.0,2600000.0,336300.0,1400.0,3400.0
294,elpelaromerook,Gonzalo Romero,1500000.0,1400000.0,161500.0,696.0,17200.0
295,leaelui,Lea Elui,17300000.0,3900000.0,596400.0,654.0,1100.0
296,zeinabharake,Zeinab Harake,14400000.0,3500000.0,492100.0,1700.0,673.0
297,augustogimenez,AugustoGimenez,13500000.0,4099999.9999999995,608800.0,1000.0,605.0
298,thefashioncouple,BUCKS&JANINA,3600000.0,3100000.0,189000.0,6600.0,303.0
299,ria_d3miri,ria_d3miri,3100000.0,2300000.0,270900.0,4900.0,1500.0
300,brittikitty,Brittany & Lily,13500000.0,3100000.0,433300.0,1200.0,1700.0
301,mieayamthebstt,Unaa🍜,16200000.0,3500000.0,275500.0,2500.0,1500.0
302,cryingben,benoftheyear,1600000.0,2000000.0,442000.0,3700.0,764.0
303,keniaos,KeniaOs,15400000.0,2000000.0,341800.0,4100.0,1500.0
304,okunonolife,nono,839700.0,3000000.0,318200.0,1000.0,2900.0
305,camxnie,Cam & Nie,3500000.0,1900000.0,323600.0,1000.0,5300.0
306,loewhaley,Laura,2700000.0,2500000.0,211200.0,1000.0,6100.0
307,vicblends,VicBlends,13200000.0,2700000.0,523900.0,1800.0,836.0
308,meganfitton6,user3892932795857,8700.0,2000000.0,315300.0,1600.0,4400.0
309,renpc_,✨Ren PC✨,4800000.0,1600000.0,339300.0,1600.0,5300.0
310,christophersturniolo,Christopher Sturniolo,2700000.0,1600000.0,361200.0,5000.0,1300.0
311,snoopdogg,Snoop Dogg,23400000.0,3700000.0,168100.0,2700.0,3300.0
