handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg
datvilla94,🔥Đạt Villa🔥,5200000.0,5700000.0,659100.0,8100.0,3100.0
haileybieber,Hailey Bieber,7700000.0,5700000.0,810500.0,6300.0,2700.0
big.johns,Big Johns,140300.0,3100000.0,476500.0,18400.0,8700.0
cleanpuppy,Chloe Cherry,1700000.0,4800000.0,980200.0,5700.0,2900.0
arabstay,𝕊𝕥𝕣𝕒𝕪 𝕜𝕚𝕕𝕤,219000.0,2600000.0,770200.0,11700.0,8200.0
aitch12,Aitch,1800000.0,5300000.0,421100.0,7600.0,9800.0
doctorgraves,Dr.Graves,2700000.0,5000000.0,879700.0,2800.0,5900.0
fredziownik_art,Franek Bielak,11800000.0,6300000.0,781900.0,6500.0,1200.0
vibin.wit.tay,Tay,3300000.0,3300000.0,689400.0,4000.0,12600.0
cedriklorenzen,Cedrik Lorenzen,2100000.0,4000000.0,457000.0,7900.0,12400.0
vanessalopesr,Vanessa Lopes,21300000.0,5900000.0,637100.0,6400.0,2900.0
rustam_mayer_djavid,RUSTAM MAYER,4300000.0,7800000.0,390800.0,1600.0,9700.0
soojinicoreana,Chingu Amiga,17300000.0,6500000.0,1000000.0,3900.0,1400.0
jinisprotips,💡 Jini 💡,713700.0,3700000.0,467600.0,6900.0,12900.0
esen_alva,Esen,3100000.0,3300000.0,536300.0,3300.0,15500.0
drew.nori,Drew Nori,4700000.0,8100000.0,387900.0,9700.0,733.0
wuesilva,Wue Silva,11800000.0,4500000.0,584000.0,10600.0,1800.0
thallyssonsb,Thallysson Borges,8500000.0,3600000.0,629000.0,6000.0,8200.0
natemyburgh,Nate,306400.0,3400000.0,724900.0,3600.0,9000.0
soso_aroundtheworld,Sosonebieridze,109800.0,3000000.0,420000.0,10800.0,13200.0
newboyjosh,Newboyjosh,340500.0,4000000.0,445000.0,6400.0,10400.0
initiaraandini,tiara andini,4099999.9999999995,7400000.0,651600.0,4400.0,1800.0
iamkevingates,Kevin Gates,2100000.0,3500000.0,413600.0,9400.0,11300.0
max7424453118,Max Taylor,2800000.0,3500000.0,572600.0,5200.0,9500.0
danya_milokhin,danya_milokhin,16500000.0,6300000.0,733200.0,4600.0,1700.0
samanthalogan,Samantha Logan,1800000.0,6000000.0,840900.0,3000.0,2800.0
jakekrantz1,Jake Krantz,2100000.0,3600000.0,772300.0,3200.0,7100.0
fujiiian,Fuji,12700000.0,6200000.0,760400.0,3400.0,2600.0
vincentmarcus,VincentMarcus,2500000.0,10700000.0,250400.0,2300.0,8200.0
hongthanhofficial,HongThanhOfficial,1300000.0,7700000.0,675600.0,2700.0,2700.0
kervo.dolo,Kervo.dolo,7500000.0,3900000.0,606400.0,4400.0,7100.0
zachjustice,Zach Justice,3900000.0,6000000.0,793700.0,1000.0,4600.0
qamar_altaey,𓆩𝑄𝐴𝑀𝐴𝑅¹⁶𓆪,2800000.0,3600000.0,348000.0,10200.0,10800.0
fortnitekanal.exe,Fortnitekanal.exe,1400000.0,2200000.0,539400.0,14000.0,7800.0
m.wardy_14,وردى,67600.0,1900000.0,465500.0,3800.0,24800.0
ynchq,ЯN,3700000.0,3900000.0,645100.0,4100.0,5800.0
nilered,NileRed,8700000.0,4000000.0,725800.0,5400.0,3200.0
besttoks,besttoks,2200000.0,17400000.0,451600.0,1100.0,2100.0
miketoks,Miketoks,11600000.0,6200000.0,599700.0,2500.0,4000.0
tiktokmena,TikTok MENA,5700000.0,39500000.0,179200.0,1200.0,2200.0
eyavanana,Eya,10800000.0,4600000.0,725300.0,5000.0,2100.0
john.leitao,John Leitão,2700000.0,4300000.0,380900.0,7800.0,6400.0
brunodiferente2022,Bruno Diferente,4000000.0,6600000.0,116700.0,6000.0,22400.0
sugarcoatedsisters,Tabby and Chloe,320300.0,3200000.0,523799.99999999994,2600.0,10500.0
hesfinatia,PINAT🍅|| IG: @hesfinatia,8300000.000000001,8600000.0,936900.0,1800.0,837.0
vadik_dikiy,vadik_dikiy,914800.0,3200000.0,489100.0,2000.0,11800.0
championsleague,Champions League,11600000.0,3600000.0,628300.0,4200.0,5100.0
esnyrrr,Esnyr Ranollo,4400000.0,3500000.0,645300.0,4500.0,4800.0
savanahmosss,Savanah Moss,9300000.0,4500000.0,703000.0,4100.0,2500.0
dindahw14,Dinda Hauw,3000000.0,7900000.0,689200.0,2000.0,1800.0
joshiiwuhhh,Joshua Alden,3200000.0,2900000.0,555500.0,3700.0,8800.0
j3ipy_,Jeipy,7800000.0,4300000.0,760700.0,3300.0,2800.0
morganpresleyxo,Morgan Presley,5300000.0,4800000.0,638500.0,3100.0,3500.0
skaijackson,Skai Jackson 🥰,19700000.0,5200000.0,824000.0,3100.0,1500.0
ssmaaaryy,Razi Monroe,6800000.0,6400000.0,586300.0,2800.0,2400.0
vhackerr,Vinnie,13900000.0,2900000.0,593700.0,7800.0,3600.0
tranvantre992,Trần Tre Vlogs 🐉,759300.0,9100000.0,472900.0,3700.0,799.0
jwaltonnn,ᴊ⚡️,733400.0,1700000.0,369400.0,28000.0,2500.0
kubenjoy,KUBenjoy,3500000.0,4200000.0,476300.0,5000.0,4500.0
jdiasss_,João Dias,7000000.0,3500000.0,817000.0,4500.0,2000.0
evcnoble,Everett Noble,9800000.0,3400000.0,844500.0,3200.0,3400.0
victormelo,Victor Melo,19400000.0,4600000.0,642200.0,3800.0,2400.0
emilen_im,Эмильен,4000000.0,5300000.0,663100.0,4000.0,1200.0
ehlija,Eh Lija,3300000.0,4000000.0,506000.0,4700.0,4300.0
thoriqhal,thariqhalilintar,3800000.0,5800000.0,662000.0,2400.0,2200.0
afgsuga,Afg Suga Official,161700.0,3300000.0,490300.0,4100.0,6800.0
jen_wolff,jenny,187600.0,2900000.0,371600.0,5700.0,10500.0
tubbynugget,Tubby Nugget,3500000.0,2600000.0,518200.00000000006,2100.0,10800.0
rescuerestore,Rescue & Restore,1500000.0,9200000.0,430000.0,1500.0,2900.0
baddest4bitches,Edda,1500000.0,2500000.0,580200.0,8500.0,3400.0
_itsstefano_,It'sStefano,4400000.0,4600000.0,553800.0,5800.0,856.0
guryan_off,Гурьянов Максим,2600000.0,3300000.0,479500.0,3100.0,7700.0
thebenjishow,benji,5500000.0,3400000.0,549600.0,3800.0,5200.0
mikaelatesta,Mikaela Testa,1700000.0,4300000.0,960300.0,3300.0,749.0
grillervm,GrillerVM,2900000.0,4300000.0,549300.0,2900.0,4000.0
riaricis,Ria Ricis,25500000.0,5500000.0,665100.0,2200.0,2100.0
lizzza,Liza Koshy,29400000.0,5200000.0,1200000.0,1900.0,616.0
elmarianaa,ElMariana,6500000.0,3800000.0,834800.0,1600.0,3300.0
somi_official_,JEON SOMI,6100000.0,3000000.0,746300.0,4600.0,2300.0
craggygames,Craggy Games,306800.0,7000000.0,189300.0,726.0,10900.0
gritside,gritside,3600000.0,3500000.0,446400.0,1500.0,8300.0
charlieputh,Charlie Puth,16100000.000000002,3500000.0,509100.0,5800.0,2600.0
spencer_serafica,Xspencer,12300000.0,4000000.0,663200.0,4100.0,1600.0
mikaylahau,Mikaylah,4200000.0,3000000.0,386400.0,9900.0,3200.0
kevinprieto077,kevinprieto077,1800000.0,3800000.0,589300.0,3400.0,3100.0
christianfabiannn,Christian Fabián D.,12000000.0,4800000.0,733200.0,3700.0,398.0
brotherofcolor,Heyimparis,12700000.0,5000000.0,609500.0,3600.0,1100.0
gavrilinaa,Юлька Шпулька🕷🕸,16300000.0,3900000.0,522200.00000000006,4000.0,3000.0
phun.anh,Phùn Anh,2700000.0,6800000.0,374200.0,3800.0,1700.0
tooturnttony,Tooturnttony,15600000.0,5400000.0,464600.0,2800.0,2800.0
baimwong,Baim Wong,7500000.0,5100000.0,392400.0,3700.0,3300.0
maxtaylorlifts,Max Taylor,7600000.0,3000000.0,529000.0,4400.0,4500.0
kimberly11sofia,✨Kimberly11sofia✨,576600.0,1900000.0,208000.0,27000.0,7800.0
lourdasprec,LOURD,8700000.0,2400000.0,592100.0,5300.0,4300.0
katiavlogss,KATIAVLOGS🐒,13800000.0,4600000.0,638200.0,3500.0,1100.0
itslennnie,lennnie,1900000.0,1900000.0,319200.0,2400.0,20000.0
couragejd,Jack CouRage Dunlop,3100000.0,3400000.0,391500.0,2900.0,7100.0
karimmahmoudabdelaziz,Karim Mahmoud Abdel Aziz,3400000.0,5300000.0,375600.0,2500.0,4100.0
jbdjebb,Jean-Baptiste Djebbari,1100000.0,2900000.0,448600.0,6200.0,3800.0
dailymug69,It’s a sad story...,4200000.0,4099999.9999999995,544200.0,5600.0,251.0
superfirsthero,СУПЕРПЕРВЫЙГЕРОЙ,1600000.0,2800000.0,526100.0,4400.0,4500.0
cookingwithlynja,Lynja,9900000.0,5200000.0,649000.0,2500.0,1400.0
gordonramsayofficial,Gordon Ramsay,31700000.0,5700000.0,557200.0,3200.0,835.0
nabela,nabela,7200000.0,5400000.0,627100.0,2600.0,1200.0
alexwaarren,Alex warren,15200000.0,4600000.0,769000.0,1300.0,2300.0
ayesebastien,Sebastien,7200000.0,3100000.0,565300.0,2800.0,4600.0
jamie32bsh,Jamie Big Sorrel Hor,7100000.0,5800000.0,313600.0,4700.0,2200.0
maxthemeatguy,Max The Meat Guy,3800000.0,6200000.0,681900.0,1700.0,1200.0
andy.and.michelle,Andy & Michelle,3700000.0,3100000.0,438100.0,2800.0,6100.0
realmsp,RealMsP,349100.0,4900000.0,771900.0,2000.0,1100.0
gameofthrones,Game of Thrones,647300.0,3000000.0,359500.0,1900.0,9000.0
ameliadimz,ameliadimz,1300000.0,3700000.0,529800.0,4100.0,1800.0
chris,Chris Olsen,7200000.0,6100000.0,712100.0,1600.0,1100.0
isaach.p,Isaac H.P,1600000.0,2400000.0,230000.0,11000.0,9700.0
billlnai,nai,8400000.0,3100000.0,797100.0,3200.0,1400.0
samseats,Sam Way,8700000.0,3600000.0,618500.0,2800.0,2200.0
soysuco_ff,Suco Ismael,3700000.0,3400000.0,430500.0,6600.0,981.0
gaynadia,nadia,287900.0,2200000.0,583800.0,4400.0,4100.0
thatlittlepuff,ThatLittlePuff,25000000.0,5100000.0,612900.0,1400.0,2100.0
lachama4_ff,LA CHAMA ᴰ,8300000.000000001,2900000.0,477000.0,7300.0,693.0
envydo,envy,198700.0,1800000.0,476100.0,9200.0,3300.0
k1lauea,killazz,128199.99999999999,1800000.0,451400.0,9100.0,3700.0
noreportar08,noreportar08,265300.0,4000000.0,104900.0,11100.0,12900.0
elrodcontreras,ROD🥴,40100000.0,3300000.0,521000.0,4800.0,1000.0
k1lauea,killazz,128199.99999999999,1800000.0,451400.0,9100.0,3700.0
noreportar08,noreportar08,265300.0,4000000.0,104900.0,11100.0,12900.0
elrodcontreras,ROD🥴,40100000.0,3300000.0,521000.0,4800.0,1000.0
kpp2179393999,きゃりーぱみゅぱみゅの裏垢,834900.0,6500000.0,345500.0,1300.0,3200.0
elgato,Rodrigo EL GATO,3200000.0,3300000.0,454000.0,4000.0,2700.0
carolfermichh,CarolFerMichh,6200000.0,4300000.0,664800.0,2400.0,1100.0
montpantoja,Montpantoja,32299999.999999996,3500000.0,652500.0,3200.0,1200.0
mmmjoemele,Joe Mele,21000000.0,4300000.0,608400.0,2200.0,1500.0
1xgoku,goku,74800.0,1900000.0,345600.0,2500.0,12200.0
anthonnyswagg3,anthonnyswagg,8500000.0,8100000.0,469600.0,1700.0,797.0
bjjojo_,j🐞j🦋fan,61600.0,2000000.0,354500.0,6200.0,7300.0
uberkuloz,Berk Keklik,1000000.0,5200000.0,394700.0,2100.0,2500.0
nilskue,Nils Kuesel,9500000.0,2600000.0,515400.0,5200.0,1800.0
mcsilsiloficial,@mcsilsiloficial,5800000.0,2600000.0,201700.0,4700.0,13700.0
labrinth,Labrinth,924900.0,4200000.0,416900.0,3400.0,1900.0
oilywhitehat,🔌,197300.0,5500000.0,373500.0,3100.0,1400.0
jacksepticeye,Jacksepticeye,4200000.0,2900000.0,512700.00000000006,4300.0,1900.0
marisol.viola,marisol viola,1100000.0,2600000.0,504800.0,4100.0,3100.0
strangehumano,strangehumman NOVA,7800000.0,3200000.0,386300.0,4500.0,3000.0
playboyjuju,🕷,259399.99999999997,3300000.0,291200.0,5500.0,4200.0
itsjessibaby,Jessi,5000000.0,3100000.0,738500.0,3200.0,835.0
bbykevv_,Kevin Nguyen,1600000.0,3200000.0,633100.0,2100.0,2400.0
nykolasteles,Nykolas Teles,3800000.0,2700000.0,368800.0,5800.0,3400.0
morimura,MoriMura🍕,6400000.0,2200000.0,483000.0,4400.0,4100.0
danisoomin,daniela kim,8400000.0,3400000.0,492700.0,4100.0,1200.0
tenderlybaemusic,tenderlybae,14400000.0,3600000.0,409500.0,4600.0,1500.0
ig_alongwiranda,🕌🏃,880700.0,3200000.0,129400.0,1200.0,20000.0
crisdevilgamer7,CrisDevilGamer,4500000.0,3500000.0,388100.0,5200.0,1200.0
meishmoe,meishmoe,3900000.0,2500000.0,534500.0,2400.0,4100.0
maylathanzin,Maylathanzin,1900000.0,3500000.0,417600.0,1200.0,4700.0
zuuzina,👽,1200000.0,2700000.0,342400.0,4200.0,5100.0
jennifergarner,Jen Garner,2100000.0,3400000.0,315000.0,5600.0,2400.0
seventeen17_official,SEVENTEEN,3900000.0,1500000.0,375900.0,11100.0,4100.0
meosimmyyt,Mèo Simmy,3900000.0,2700000.0,367100.0,7100.0,1500.0
mariabecerra_22,Maria Becerra,6100000.0,3200000.0,553900.0,3600.0,1200.0
frostech,FROSTECH,321000.0,3400000.0,411000.0,1500.0,4600.0
p0_2,مشاري بن عبدالعزيز  -,1700000.0,4900000.0,233700.0,6000.0,1500.0
joelbergs,JoelBergs,11200000.0,3400000.0,636300.0,1700.0,2200.0
euro2024,EURO2024,6800000.0,2500000.0,407300.0,2900.0,5400.0
daz_black,daz_black,7000000.0,2300000.0,506400.0,4300.0,2900.0
claragnds,Maria Clara Garcia,16000000.0,2800000.0,401500.0,5200.0,2100.0
desartdestro,desartdestro,7800000.0,5400000.0,368300.0,2000.0,2100.0
camilacabello,Camila Cabello,15300000.0,5200000.0,321800.0,2800.0,2000.0
berkcoskunofficial,Berk Coşkun,3500000.0,5600000.0,194200.0,2900.0,4500.0
ser.geybin,Ser Geybin,1700000.0,3800000.0,383500.0,2200.0,3300.0
anthpo,Anthony Po,688300.0,1700000.0,414200.0,4700.0,6900.0
erikarichardo,erika,7900000.0,4600000.0,578700.0,2500.0,472.0
thegnshow,The Graham Norton Show,1200000.0,4900000.0,491000.0,807.0,2500.0
cx_.q,مصطفى البصراوي 62,2100000.0,3900000.0,234700.0,3100.0,5400.0
owen.han,MANGIAMOH,1500000.0,4800000.0,376200.0,1200.0,3100.0
keniaos,KeniaOs,13700000.0,2200000.0,371200.0,7500.0,2000.0
angryreactions,Oneya D’Amelio,25800000.0,2800000.0,406200.0,6200.0,680.0
saraecheagaray,sara,7000000.0,3600000.0,700700.0,2000.0,1000.0
ana_eusse,Ana Maria,10500000.0,4400000.0,665500.0,2100.0,560.0
ani__mel,Melody 🌱,798600.0,1900000.0,359700.0,2700.0,8500.0
julianjacob,Julian Jacob,1200000.0,3800000.0,496500.0,2400.0,1600.0
averywit,Avery,1000000.0,5400000.0,724100.0,1600.0,293.0
buithanhtuyen2003,𝐓𝐮𝐲𝐞̂̀𝐧 𝐗𝐮 𝐓𝐕 💦,1800000.0,1600000.0,228800.0,18500.0,1900.0
emilythetrimmer,Emily Mohring,492600.0,5800000.0,267900.0,1700.0,3100.0
fabru_blacutt,Fabru,17000000.0,5300000.0,544800.0,1900.0,642.0
yoangelolo,Angelo Bahu,1200000.0,2400000.0,224300.0,12200.0,1500.0
virginiafonseca,Virginia,30600000.0,4400000.0,566400.0,2300.0,679.0
haritsuuu,ハリツ🌿極,1300000.0,4099999.9999999995,158100.0,4900.0,6400.0
thekapelariz,The Kapelari Family,1100000.0,2800000.0,464200.0,3500.0,2100.0
camavinga,Eduardo Camavinga,1000000.0,3300000.0,522299.99999999994,2500.0,1600.0
feezius,feezius,2100000.0,4000000.0,525800.0,2800.0,654.0
lights.are.off,LIGHTS ARE OFF,18700000.0,2900000.0,292700.0,6300.0,2100.0
benjaminmaissecret,benjamin,174400.0,7000000.0,39200.0,24000.0,1700.0
calebrownn,Cale Brown,5000000.0,2700000.0,459500.0,1500.0,4200.0
realuser_1,Jrm,1600000.0,4099999.9999999995,411500.0,2500.0,1700.0
anas_elshayib,انس الشايب,3600000.0,4600000.0,194000.0,6100.0,1800.0
caleb.finn,Ｓｔａｙ　ｈｙｄｒａｔｅｄ　緯俺な,15200000.0,3500000.0,691500.0,2500.0,428.0
hi_arvans,arvanss,201400.0,1300000.0,320300.0,1200.0,15500.0
theestallion,Megan Thee Stallion,10900000.0,1900000.0,499700.0,4400.0,2900.0
rubentuestaok,Ruben Tuesta,12300000.0,4500000.0,418300.0,1100.0,2600.0
kingbach,KingBach,26300000.0,3100000.0,582200.0,1800.0,2000.0
rdcworld1,Mark Phillips,2800000.0,1800000.0,336000.0,2300.0,9100.0
anna..paull,Anna Paul,3000000.0,2800000.0,655600.0,2900.0,838.0
drewafualo,Drew Afualo,6800000.0,2200000.0,446500.0,5100.0,2100.0
scottkress_,scottkress,2900000.0,1500000.0,402700.0,7400.0,4100.0
dixiedamelio,dixie,57200000.0,4400000.0,275200.0,4600.0,1100.0
nianaguerrero,Niana Guerrero,30500000.0,3200000.0,493000.0,2700.0,1700.0
benoftheweek,ben de almeida,10600000.0,3500000.0,512799.99999999994,3100.0,722.0
maiaknight,Maia Knight,8100000.0,3500000.0,628800.0,2500.0,647.0
theovon,Theo Von,1400000.0,2400000.0,230600.0,2700.0,9800.0
abbieherbert,AbbieHerbert,12200000.0,4600000.0,619200.0,1600.0,772.0
yazidoe,YaziDoe,958900.0,2000000.0,297400.0,2800.0,8400.0
loewhaley,Laura,1400000.0,2500000.0,232000.0,1200.0,10600.0
georgieanthony,georgie munoz,2200000.0,1800000.0,294300.0,3000.0,9500.0
.blue_devil,Why Not ? ✧,941900.0,4800000.0,486400.0,1500.0,1300.0
ya_gazdanova,Нина Газданова,3400000.0,3700000.0,184000.0,932.0,8800.0
piperrockelle,Piperrockelle,9000000.0,2400000.0,275400.0,9300.0,517.0
incorrectlyroce,Roce Ordoñez,5000000.0,3100000.0,499500.0,1900.0,2200.0
wayeelkaboy10,Wayeelka boy10,852400.0,3700000.0,169600.0,5600.0,4300.0
joaoferdnan,João Ferdnan,7400000.0,2000000.0,238500.0,4200.0,9100.0
simpleputin,Просто Путин,6000000.0,3100000.0,157900.0,10600.0,2200.0
chapaevva,чапаева,1900000.0,3800000.0,347700.0,2900.0,1700.0
lyna_com,lyna_com2000,4400000.0,3400000.0,451300.0,3000.0,1100.0
arigameplays,AriGameplays,19300000.0,2600000.0,444600.0,4500.0,915.0
tommyinnit,Tommy,11500000.0,1500000.0,432100.0,7600.0,1900.0
arigameplays,AriGameplays,19300000.0,2600000.0,444600.0,4500.0,915.0
tommyinnit,Tommy,11500000.0,1500000.0,432100.0,7600.0,1900.0
alexisomman,Alexis Omman,9200000.0,1600000.0,330000.0,5100.0,6500.0
samadhiza_,samadhiza,7400000.0,3700000.0,418300.0,2100.0,1800.0
joerauth_,Joe rauth,4900000.0,2900000.0,463000.0,1600.0,2900.0
danielarodrice,Daniela Rodrice,9900000.0,4200000.0,735700.0,1500.0,391.0
official_kep1er,Kep1er,3500000.0,1800000.0,395000.0,5500.0,2700.0
sucss.s,Açucena Guirra,9700000.0,2600000.0,468100.0,3000.0,1900.0
veydi_rush,veydi_rush,8000000.0,2900000.0,456800.0,2600.0,1800.0
davidsiwonchoi,최시원 • Siwon Choi,1900000.0,1300000.0,314300.0,8600.0,5600.0
livvy,Olivia Dunne,5100000.0,2700000.0,316000.0,4900.0,1800.0
catherineealicia,catheez,1300000.0,2300000.0,306400.0,5900.0,2200.0
bonjee,Bonjee,1800000.0,1800000.0,382900.0,2500.0,5900.0
tuckercomedy,Tucker Reynolds,2000000.0,1600000.0,225200.0,2900.0,12700.0
jennifer_aplicano,Jennifer Aplícano,1000000.0,2500000.0,248500.0,3700.0,5400.0
qonitcah,Qonitcah | Health Education,1400000.0,3100000.0,277500.0,4400.0,2000.0
carolcastromx,Carol Castro,9700000.0,3400000.0,564200.0,2400.0,508.0
vorostwins,vorostwins,2600000.0,2700000.0,344100.0,3800.0,2100.0
tiagodionisio,Tiago_Dionisio,5500000.0,2400000.0,227000.0,1100.0,8900.0
magic_daniell,Magic Daniell,9000000.0,4500000.0,503400.0,2000.0,427.0
3tl.team,3TL,1600000.0,4400000.0,380900.0,2700.0,493.0
nessaabarrett,Nessa Barrett,17900000.0,2800000.0,338200.0,3800.0,2000.0
saeemm2002,Samantha Ancheta,4099999.9999999995,1800000.0,396900.0,4000.0,3600.0
nate.dawg.com,Nate dawg,230200.0,2400000.0,434500.0,3300.0,1900.0
larissagloor,𝗟𝗮𝗿𝗶𝘀𝘀𝗮 𝗚𝗹𝗼𝗼𝗿,2600000.0,2900000.0,489400.0,2400.0,1300.0
xshueur,ғᴇᴇʟɪɴɢ,256600.00000000003,2400000.0,186000.0,0.0,11700.0
cleanpuppy,Chloe Cherry,1700000.0,3600000.0,617400.0,1700.0,612.0
