year,platform,month,handle,name,rank,followers,audience_country,category_unified,er_pct,engagement_avg,likes_avg,comments_avg,views_avg,shares_avg,potential_reach,number_videos_last_year
2026,YouTube,,sonypalindia,Sony PAL,,47100000.0,,Entertainment,0.00010942675159235669,,50.07,1.47,482176.77,,,30
2026,YouTube,,AllTrapNation,Trap Nation,,30200000.0,United States,Music,0.002895033112582781,,842.17,32.13,34277.9,,,30
2026,YouTube,,IndiaTV,IndiaTV,,50400000.0,India,Knowledge&Info,0.00010357142857142859,,50.93,1.27,1931.27,,,30
2026,YouTube,,cancionesdelagranja,La Granja de Zenón,,45500000.0,Argentina,Music,0.007726,,3515.33,0.0,624775.23,,,30
2026,YouTube,,erosentertainment,Eros Universe,,35700000.0,India,Entertainment,0.0002119327731092437,,73.63,2.03,10547.87,,,30
2026,YouTube,,SMTOWN,SMTOWN,,33600000.0,,Music,0.3113962202380952,,94109.4,10519.73,5288003.8,,,30
2026,YouTube,,MrBean,Mr Bean,,35700000.0,,Entertainment,0.0013068907563025208,,455.63,10.93,34232.73,,,30
2026,YouTube,,juptube,Galinha Pintadinha,,39000000.0,Brazil,Entertainment,0.0,,,,,,,0
2026,YouTube,,rezendeevil,rezendeevil,,34200000.0,Brazil,Lifestyle,0.025667251461988304,,8593.83,184.37,211778.2,,,30
2026,YouTube,,AH,Ahh,,26.0,,,0.0,,,,,,,0
2026,YouTube,,SpinninRec,Spinnin' Records,,32000000.0,Netherlands,Music,0.001337,,418.17,9.67,25942.03,,,30
2026,YouTube,,latenight,The Tonight Show Starring Jimmy Fallon,,33900000.0,United States,Entertainment,0.008809646017699116,,2889.9,96.57,66517.2,,,30
2026,YouTube,,tseriesoldisgold,T-Series Bollywood Classics,,52200000.0,India,Entertainment,0.002058103448275862,,1042.6,31.73,95992.5,,,30
2026,YouTube,,rajshri,Rajshri,,41000000.0,India,Entertainment,0.00011407317073170733,,44.07,2.7,6938.37,,,30
2026,YouTube,,harpalgeo,HAR PAL GEO,,72300000.0,Pakistan,Entertainment,3.208852005532503e-05,,22.8,0.4,1638.1,,,30
2026,YouTube,,DisneyMusicVEVO,DisneyMusicVEVO,,38900000.0,United States,Entertainment,0.006790745501285347,,2641.6,0.0,124670.9,,,30
2026,YouTube,,UltraRecords,Ultra Records,,32400000.0,,Music,0.001700925925925926,,532.1,19.0,29684.93,,,30
2026,YouTube,,jacksepticeye,jacksepticeye,,31200000.0,Ireland,Tech&Gaming,0.2624224358974359,,77436.3,4439.5,1816286.53,,,30
2026,YouTube,,xoxxxoooxo,The Weeknd,,39500000.0,Canada,Music,0.37030549367088605,,139497.56,6773.11,7734564.0,,,9
2026,YouTube,,TheLateLateShow,The Late Late Show with James Corden,,28200000.0,,Entertainment,0.0,,,,,,,0
2026,YouTube,,ImagineDragons,ImagineDragons,,33200000.0,United States,Music,0.01315081325301205,,4257.77,108.3,143659.4,,,30
2026,YouTube,,TalkingTomCat,Talking Tom,,33300000.0,United States,Entertainment,0.0032096096096096093,,1025.7,43.1,160539.37,,,30
2026,YouTube,,toyoraljanahtv,قناة طيور الجنة | toyoraljanahtv,,33500000.0,,Lifestyle,0.0,,,,39696.33,,,30
2026,YouTube,,theofficialpeppa,Peppa Pig - Official Channel,,43400000.0,United Kingdom,Entertainment,0.006302073732718893,,2735.1,,833611.63,,,30
2026,YouTube,,WWRBhojpuri,Worldwide Records Bhojpuri,,38800000.0,India,Music,0.002272938144329897,,860.47,21.43,70410.53,,,30
2026,YouTube,,SongsOfIndianCinema,Saregama Music,,61300000.0,India,Music,0.009756443719412726,,5898.27,82.43,803964.87,,,30
2026,YouTube,,TheDonato,TheDonato,,43100000.0,Argentina,Tech&Gaming,0.06207030162412994,,26280.57,471.73,682167.47,,,30
2026,YouTube,,GMANETWORK,GMA Network,,41000000.0,Philippines,Entertainment,0.00015195121951219512,,59.6,2.7,3210.77,,,30
2026,YouTube,,infobellstamil,infobells - Tamil,,35900000.0,India,Entertainment,0.013887381615598885,,4985.57,0.0,762410.83,,,30
2026,YouTube,,TheDiamondMinecart,DanTDM,,29200000.0,United Kingdom,Tech&Gaming,0.09214373287671232,,25161.1,1744.87,659021.0,,,30
2026,YouTube,,taylorgangent,Wiz Khalifa,,30300000.0,United States,Music,0.004231551155115512,,1142.13,140.03,28239.5,,,30
2026,YouTube,,WorldStarHipHopTV,WORLDSTARHIPHOP,,27700000.0,United States,Music,0.009253537906137185,,2394.53,168.7,176385.03,,,30
2026,YouTube,,VanossGaming,VanossGaming,,26000000.0,United States,Tech&Gaming,0.10437334615384615,,26483.87,653.2,602216.9,,,30
2026,YouTube,,enchufetv,enchufetv,,28700000.0,,Entertainment,0.11236013937282231,,32025.83,221.53,514105.73,,,30
2026,YouTube,,infobellstelugu,infobells - Telugu,,37200000.0,India,Music,0.010112983870967741,,3762.03,0.0,723764.6,,,30
2026,YouTube,,LosPolinesios,LosPolinesios,,27300000.0,,Lifestyle,0.06823516483516484,,18145.97,482.23,507114.23,,,30
2026,YouTube,,PowerKids,PowerKids TV,,50200000.0,Ireland,Entertainment,4.5816733067729086e-07,,,0.23,103046.57,,,30
2026,YouTube,,toycantando,toycantando,,30900000.0,Colombia,Entertainment,0.0037906148867313917,,1171.3,0.0,212858.37,,,30
2026,YouTube,,smosh,Smosh,,27100000.0,United States,Entertainment,0.08794439114391145,,23449.0,383.93,447937.13,,,30
2026,YouTube,,xSkyHeLLxx,Renato Garcia,,31200000.0,Brazil,Lifestyle,0.2581775641025641,,78262.6,2288.8,1092049.83,,,30
2026,YouTube,,AboFlah,AboFlah,,48800000.0,Kuwait,Entertainment,0.49582506147540983,,233224.23,8738.4,8289145.07,,,30
2026,YouTube,,zeenews,Zee News,,41900000.0,India,Knowledge&Info,5.6252983293556085e-05,,23.0,0.57,1553.9,,,30
2026,YouTube,,WatchMojo,WatchMojo.com,,25900000.0,Canada,Entertainment,0.002810810810810811,,615.13,112.87,28029.8,,,30
2026,YouTube,,TwiNboTzVids,Lucas and Marcus,,37100000.0,United States,Entertainment,0.021417142857142853,,7544.73,401.03,351605.57,,,30
2026,YouTube,,jypentertainment,JYP Entertainment,,31800000.0,,Music,0.11551666666666667,,34731.83,2002.47,951114.4,,,30
2026,YouTube,,davidguettavevo,David Guetta,,27700000.0,United States,Music,0.01679725631768953,,4441.47,211.37,555487.0,,,30
2026,YouTube,,nickelodeonjuniorfr,Nick Jr.,,35200000.0,United States,Entertainment,0.0017357102272727274,,610.97,0.0,138147.47,,,30
2026,YouTube,,ZHC,zhc,,97.0,,Music,0.0,,,,,,,0
2026,YouTube,,adityamusic,Aditya Music,,36500000.0,India,Music,0.0005964383561643836,,215.73,1.97,19003.37,,,30
2026,YouTube,,NewOnNetflix,Netflix,,33100000.0,United States,Music,0.05141954682779456,,16188.27,831.6,616276.47,,,30
2026,YouTube,,SesameStreet,Sesame Street,,29600000.0,United States,Entertainment,0.006212939189189189,,1839.03,0.0,360693.07,,,30
2026,YouTube,,JellyYT,Jelly,,23400000.0,United Kingdom,Tech&Gaming,0.01696551282051282,,3789.43,180.5,177413.1,,,30
2026,YouTube,,ColdplayVEVO,Coldplay,,28400000.0,United Kingdom,Music,0.050185316901408455,,13579.27,673.36,662980.91,,,11
2026,YouTube,,mildicasdemulher,Valentina Pontes ofc,,28800000.0,Brazil,Entertainment,0.007350173611111111,,2064.37,52.48,179993.67,,,30
2026,YouTube,,DrossRotzank,DrossRotzank,,24100000.0,Argentina,Lifestyle,0.3727040248962656,,84803.9,5017.77,1348507.73,,,30
2026,YouTube,,adityacinema,Aditya Movies,,38300000.0,India,Entertainment,0.0006156657963446474,,233.57,2.23,19252.27,,,30
2026,YouTube,,THECHAINSMOKERS,The Chainsmokers,,23000000.0,United States,Music,0.005137391304347825,,1135.87,45.73,39876.7,,,30
2026,YouTube,,netdmuzikk,netd müzik,,27000000.0,Turkey,Music,0.0009824074074074073,,210.8,54.45,33783.83,,,30
2026,YouTube,,gmmgrammyofficial,GMM GRAMMY OFFICIAL,,25900000.0,Thailand,Music,0.00035069498069498065,,87.73,3.1,7054.1,,,30
2026,YouTube,,mmoshaya,mmoshaya,,23500000.0,Saudi Arabia,Lifestyle,0.029125361702127657,,6644.43,200.03,1087880.43,,,30
2026,YouTube,,VenusMovies,Venus Movies,,27600000.0,India,Entertainment,0.0006964855072463768,,189.53,2.7,29832.97,,,30
2026,YouTube,,WHBBP,White Hill Production,,2.0,,,0.0,,,,,,,0
2026,YouTube,,TEDtalksDirector,TED,,27300000.0,United States,Lifestyle,0.0026527472527472524,,695.93,28.27,30563.27,,,30
2026,YouTube,,oRugrat,FaZe Rug,,28900000.0,United States,Lifestyle,0.24609529411764702,,63413.67,7707.87,2879614.9,,,30
2026,YouTube,,AmericasGotTalent,America's Got Talent,,30900000.0,United States,Music,0.10636699029126213,,32432.97,434.43,1235556.7,,,30
2026,YouTube,,CanalCanalha,Canal Canalha,,21300000.0,Brazil,Entertainment,0.17403037558685447,,36809.47,259.0,546373.13,,,30
2026,YouTube,,hamaarbhojiwood,Wave Music Bhojpuri,,26900000.0,India,Music,0.00028539033457249076,,65.2,11.57,6269.87,,,30
2026,YouTube,,PeppaLatinoAmericano,Peppa Pig Español Latino - Canal Oficial,,30800000.0,United Kingdom,Entertainment,0.00579198051948052,,1783.93,,689056.1,,,30
2026,YouTube,,shemaroomovies,Shemaroo Movies,,39200000.0,India,Entertainment,0.002401173469387755,,928.63,12.63,126384.77,,,30
2026,YouTube,,FGTeeV,FGTeeV,,25200000.0,United States,Tech&Gaming,0.21426587301587302,,50167.52,3827.48,4127578.7,,,23
2026,YouTube,,BuzzFeedVideo,BuzzFeedVideo,,19700000.0,United States,Entertainment,0.003376802030456853,,635.7,29.53,33269.23,,,30
2026,YouTube,,SSundee,SSundee,,25300000.0,United States,Tech&Gaming,0.06792478260869565,,16191.77,993.2,703434.33,,,30
2026,YouTube,,AuthenticGames,AuthenticGames,,20200000.0,Brazil,Tech&Gaming,0.11643069306930692,,22314.0,1205.0,291298.0,,,1
2026,YouTube,,TheFineBros,REACT,,20100000.0,United States,Entertainment,0.018721890547263684,,3549.2,213.9,92050.4,,,30
2026,YouTube,,VEVO,Vevo,,20000000.0,,Music,0.0006783500000000001,,132.37,3.3,8965.97,,,30
2026,YouTube,,DisneyChannelLA,Disney Jr. Latinoamérica,,30400000.0,Argentina,Entertainment,0.005611842105263157,,1706.0,0.0,423765.77,,,30
2026,YouTube,,goldmineshindi,Goldmines Movies,,30400000.0,,Entertainment,0.00029953947368421054,,89.93,1.13,12346.77,,,30
2026,YouTube,,PenIndiaPvtLimited,Pen Movies,,29900000.0,India,Entertainment,0.03129842809364548,,9043.43,314.8,1394381.37,,,30
2026,YouTube,,HaerteTest,HaerteTest,,19500000.0,Germany,Lifestyle,0.0016007179487179488,,300.37,11.77,131834.0,,,30
2026,YouTube,,SlivkiChanel,SlivkiShow,,21300000.0,Italy,Lifestyle,0.40944455399061036,,82755.44,4456.25,4028678.81,,,16
2026,YouTube,,LazarBeam,LazarBeam,,23300000.0,Australia,Tech&Gaming,1.9004552789699571,,437115.08,5691.0,17425225.42,,,12
2026,YouTube,,NationalGeographic,National Geographic,,25900000.0,United States,Entertainment,0.0034305019305019306,,850.8,37.7,67211.77,,,30
2026,YouTube,,BeckyGOfficial,Becky G,,22500000.0,United States,Music,0.01908177777777778,,4103.8,189.6,102853.57,,,30
2026,YouTube,,NewAFI2013,Indosiar,,35200000.0,Indonesia,Entertainment,0.0025479261363636364,,793.97,102.9,22457.3,,,30
2026,YouTube,,rossbollinger,Pencilmation,,20300000.0,United States,Entertainment,0.1347431527093596,,27124.43,228.43,1064647.23,,,30
2026,YouTube,,HumNetwork,HUM TV,,53900000.0,Pakistan,Entertainment,8.126159554730984e-05,,43.27,0.53,3847.53,,,30
2026,YouTube,,PrestonPlayz,PrestonPlayz,,17300000.0,United States,Tech&Gaming,0.1868736416184971,,31049.97,1279.17,5060456.27,,,30
2026,YouTube,,Mnet,Mnet K-POP,,22300000.0,,Entertainment,0.0019418385650224214,,396.33,36.7,6577.43,,,30
2026,YouTube,,CharliesVlogs,Charlie Puth,,23100000.0,United States,Music,0.10823948051948051,,23915.6,1087.72,1231437.12,,,25
2026,YouTube,,GooodLifeFilms,Lyrical Lemonade,,24000000.0,United States,Music,0.30266191666666664,,69927.5,2711.36,3551283.71,,,14
2026,YouTube,,RotanaAudio,Rotana,,27000000.0,Saudi Arabia,Music,0.03213025925925926,,8394.3,280.87,2235636.3,,,30
2026,YouTube,,starplus,StarPlus,,56300000.0,India,Entertainment,0.00014914742451154527,,82.2,1.77,3713.3,,,30
2026,YouTube,,toyorbabytv,toyorbabytv,,29600000.0,Jordan,Entertainment,0.0,,,,218492.57,,,30
2026,YouTube,,gordonramsay,Gordon Ramsay,,21900000.0,,Lifestyle,0.017260730593607304,,3637.37,142.73,142956.17,,,30
2026,YouTube,,gottalentglobal,Got Talent Global,,21400000.0,,Entertainment,0.006351261682242991,,1332.17,27.0,80351.07,,,30
2026,YouTube,,TelenovelaTelevisa,Tlnovelas,,27100000.0,Mexico,Entertainment,0.0009229889298892988,,236.7,13.43,13155.57,,,30
2026,YouTube,,Infinite,Infinite,,25700000.0,United States,Entertainment,0.17261805447470818,,40358.47,4004.37,1863744.47,,,30
2026,YouTube,,MrVivekBindra,Dr. Vivek Bindra: Motivational Speaker,,21100000.0,India,Knowledge&Info,0.0042386729857819905,,884.83,9.53,19960.83,,,30
2026,YouTube,,TheWillyrex,TheWillyrex,,18500000.0,Spain,Lifestyle,0.058343621621621614,,10594.8,198.77,239081.53,,,30
2026,YouTube,,UltraMovieParlour,Ultra Movie Parlour,,31900000.0,India,Entertainment,0.009008056426332288,,2807.2,66.37,360009.47,,,30
2026,YouTube,,fatosdesconhecidos,Fatos Desconhecidos,,22800000.0,Brazil,Lifestyle,0.0010981140350877193,,,250.37,101455.8,,,30
2026,YouTube,,TheEnaldinhO,Enaldinho,,45800000.0,Brazil,Entertainment,0.07754002183406114,,34431.73,1081.6,1827087.57,,,30
2026,YouTube,,OfficialClashOfClans,Clash of Clans,,21800000.0,,Tech&Gaming,0.0377665137614679,,7901.83,331.27,2070099.6,,,30
2026,YouTube,,JimmyKimmelLive,Jimmy Kimmel Live,,22000000.0,United States,Entertainment,0.13650195454545455,,28621.83,1408.6,1008603.07,,,30
2026,YouTube,,MARVEL,Marvel Entertainment,,22500000.0,United States,Entertainment,0.014048133333333332,,3049.7,111.13,146343.8,,,30
2026,YouTube,,RobinHoodGamer1,Robin Hood Gamer,,22400000.0,Brazil,Tech&Gaming,0.05221026785714286,,11197.2,497.9,443832.37,,,30
2026,YouTube,,NBA,NBA,,24000000.0,United States,Sports,0.006263208333333333,,1385.27,117.9,77492.27,,,30
2026,YouTube,,Kurzgesagt,Kurzgesagt – In a Nutshell,,25200000.0,Germany,Knowledge&Info,0.4081101587301587,,100029.03,2814.73,2196201.77,,,30
2026,YouTube,,CKN,cKn,,182.0,,Music,0.0,,,,,,,0
2026,YouTube,,gmapublicaffairs,GMA Public Affairs,,27900000.0,Philippines,Entertainment,0.00022594982078853046,,58.37,4.67,3142.67,,,30
2026,YouTube,,corbuzierprediction,Deddy Corbuzier,,25200000.0,Indonesia,Entertainment,0.042935714285714285,,9764.93,1054.87,529610.33,,,30
2026,YouTube,,sonotekvideo,Sonotek,,20900000.0,India,Music,0.009829043062200957,,1932.07,122.2,128497.3,,,30
2026,YouTube,,greengoldtv,Green Gold TV - Official Channel,,22200000.0,India,Entertainment,0.0015951801801801803,,354.13,0.0,50453.77,,,30
2026,YouTube,,turmadamonicaTV,Turma da Mônica,,21500000.0,Brazil,Lifestyle,0.016073953488372095,,3455.9,0.0,272830.1,,,30
2026,YouTube,,DanielSaboya,Dan-Sa / Daniel Saboya,,19200000.0,Brazil,Entertainment,0.00219375,,414.23,6.97,37672.13,,,30
2026,YouTube,,BritainsGotTalent09,Britain's Got Talent,,21200000.0,United Kingdom,Entertainment,0.031928443396226414,,6265.13,503.7,268687.73,,,30
2026,YouTube,,kbsworld,KBS WORLD TV,,20500000.0,South Korea,Entertainment,0.00029546341463414634,,56.67,3.9,815.1,,,30
2026,YouTube,,TheOdd1sOut,TheOdd1sOut,,20700000.0,United States,Entertainment,1.1188767149758454,,227312.35,4295.13,4919144.26,,,23
2026,YouTube,,PinkPanther,Official Pink Panther,,22800000.0,,Entertainment,0.004584517543859649,,1045.27,0.0,196563.6,,,30
2026,YouTube,,FactTechz,FactTechz,,21200000.0,India,Lifestyle,0.8360396226415094,,176001.6,1238.8,3660630.37,,,30
2026,YouTube,,TheGrefg,TheGrefg,,19700000.0,Spain,Tech&Gaming,0.17847903553299488,,34610.1,550.27,692382.1,,,30
2026,YouTube,,SockeyeMedia,MGC Playhouse,,17800000.0,,Music,0.000801123595505618,,142.6,,233789.3,,,30
2026,YouTube,,Matroix,Ali-A,,19700000.0,United Kingdom,Tech&Gaming,0.03620324873096446,,6990.97,141.07,399866.63,,,30
2026,YouTube,,rhettandlink2,Good Mythical Morning,,19600000.0,United States,Entertainment,0.14926908163265307,,27918.77,1337.97,786945.27,,,30
2026,YouTube,,CookieSwirlC,CookieSwirlC,,21400000.0,United States,Tech&Gaming,0.007654953271028036,,1406.03,232.13,71573.17,,,30
2026,YouTube,,ElTrollino,ElTrollino,,22300000.0,Spain,Tech&Gaming,0.15839161434977578,,32778.0,2543.33,1873064.67,,,3
2026,YouTube,,EeOneGuy,EeOneGuy,,16400000.0,United States,Music,0.004185975609756098,,359.1,327.4,71027.5,,,30
2026,YouTube,,TheElenaYa,Diana and Roma EN,,29800000.0,United States,Entertainment,0.0017295302013422818,,515.4,,851868.5,,,30
2026,YouTube,,MiawAug,MiawAug,,25300000.0,Indonesia,Tech&Gaming,0.09380711462450592,,21938.37,1794.83,673674.5,,,30
2026,YouTube,,rsiammusic,RsiamMusic : อาร์สยาม,,20400000.0,,Music,0.004812401960784313,,941.8,39.93,145872.17,,,30
2026,YouTube,,farrukotv,Farruko,,20600000.0,United States,Music,0.028021504854368936,,5578.6,193.83,287282.33,,,30
2026,YouTube,,dj47maryn,Marmok,,19400000.0,Russia,Tech&Gaming,0.5500498969072165,,102627.48,4082.2,1806918.36,,,25
2026,YouTube,,portadosfundos,Porta dos Fundos,,19000000.0,Brazil,Entertainment,0.08790594736842107,,16358.3,343.83,311732.83,,,30
2026,YouTube,,Willyrex,Willyrex,,17200000.0,Spain,Tech&Gaming,0.0650610465116279,,11071.53,118.97,227161.8,,,30
2026,YouTube,,SCTVIndonesia,Surya Citra Televisi (SCTV),,22800000.0,Indonesia,Entertainment,0.002590482456140351,,544.53,46.1,17410.17,,,30
2026,YouTube,,SebastianYatra,Sebastián Yatra,,18900000.0,,Music,0.036235820105820105,,6525.0,323.57,455848.03,,,30
2026,YouTube,,ThePoznavatel,Познаватель,,20400000.0,Ukraine,Lifestyle,0.06353151960784315,,11927.83,1032.6,943572.57,,,30
