rank,handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg,category_1_unified,category_2_unified,category_primary,if_exist
34,calebdigital,CALEB DIGITAL,613900,4300000,991300,6800,8900,,,,0
35,therock,The Rock,63200000,6400000,689800,10800,4100,,,,0
36,frankielapenna,Frankie LaPenna,5400000,9000000,694400,2100,6900,,,,0
37,kimberly.loaiza,Kimberly Loaiza,69300000,7700000,868000,6200,1900,,,,0
38,selenagomez,Selena Gomez,44200000,6300000,1100000,4600,2900,,,,0
39,luvadepedreiro,Iran Ferreira (Lai),20600000,8500000,1000000,3700,2400,,,,0
40,maherzainfanforever,maherzainfanforever,2000000,3200000,409000,5100,31300,,,,0
41,daviddobrik,DAVID DOBRIK,26300000,7400000,1200000,3200,2000,,,,0
42,morimura,MoriMura🍕,8900000,6100000,764300,3300,6600,,,,0
43,rubentuestaok,Ruben Tuesta,24500000,6900000,815100,1600,6600,,,,0
44,mclomaofficiall,mclomaofficial,5400000,6800000,1200000,3700,1700,,,,0
45,lilireinhart,Lili Reinhart,5000000,4800000,920900,2900,6400,,,,0
46,dgdxofficial,D.M. Galloway | DGDX Animation,156300,5800000,279100,1700,21800,,,,0
47,lexibrookerivera,Lexi Rivera,24400000,6300000,993400,4500,1600,,,,0
48,ramonvitor,ramonvitor,10300000,5600000,1200000,3800,1700,,,,0
49,matt_rife,Matt Rife,3900000,4700000,700800,3200,7300,,,,0
50,syifahadjuuuuuuu,Syifa Hadju,4100000,6100000,808900,4800,1600,,,,0
51,matt_rife,Matt Rife,3900000,4700000,700800,3200,7300,,,,0
52,syifahadjuuuuuuu,Syifa Hadju,4100000,6100000,808900,4800,1600,,,,0
53,cedricgrolet,Cedric Grolet,2500000,6900000,599300,2200,5500,,,,0
54,nicollefigueroaa,Nicolle Figueroa,14400000,7900000,1100000,2500,878,,,,0
55,isramy,Ramy Chaaban,2600000,4500000,745800,3300,4900,,,,0
56,lourdasprec,LOURD,10600000,3900000,672900,5300,5000,,,,0
57,markoterzo,M A R K O,2800000,8700000,1000000,2300,727,,,,0
58,rauwalejandro,rauwalejandro,12700000,6100000,616900,2500,4300,,,,0
59,axxdermusic,Axder,5100000,1700000,186300,30900,49300,,,,0
60,jaxwritessongs,Jax,12400000,3700000,671300,7600,2600,,,,0
61,saramohannad_,Sara,8700000,3700000,329200,5100,15500,,,,0
62,ayesebastien,Sebastien,8000000,5400000,814200,2200,3500,,,,0
63,skaijackson,Skai Jackson 🥰,20800000,5000000,857400,2800,2600,,,,0
64,jvke,JVKE,8700000,6000000,1000000,2200,1500,,,,0
65,addisonre,Addison,88700000,6800000,523200,2500,3800,,,,0
66,sucss.s,Açucena Guirra,11900000,3600000,811700,4000,3600,,,,0
67,druskitv,DRUSKI,3800000,2800000,533600,4000,10400,,,,0
68,tuckercomedy,Tucker Reynolds,2500000,3700000,769500,1900,5100,,,,0
69,connorprice__,Connor Price,3200000,5900000,627800,2900,2400,,,,0
70,bigsean,Big Sean,738800,4100000,766600,2700,3600,,,,0
71,postmalone,Post Malone,14000000,4800000,446800,3100,6000,,,,0
72,marisol.viola,marisol viola,1500000,2500000,428300,6700,11200,,,,0
73,neymarjr,Enejota,11300000,5200000,902500,3,4100,,,,0
74,wuesilva,Wue Silva,13800000,4400000,540100,4100,3900,,,,0
75,jimena.jimenezr,Jimena,25200000,7200000,816000,1400,1900,,,,0
76,nina,Nina Dobrev,4000000,6800000,772100,2400,1200,,,,0
77,rosalia,La Rosalia,26800000,4800000,588500,2400,4000,,,,0
78,itskingchris,KingChristian,17900000,3700000,703400,4300,2700,,,,0
79,dansurtiktok,Dan Sur beast 🤑,5900000,5700000,219700,13800,543,,,,0
80,itssassagurl,Sassa Gurl,7000000,4100000,698400,3000,3200,,,,0
81,jdpantoja,JD Pantoja,31400000,4600000,732200,4300,906,,,,0
82,thehealchef,Harry Heal,3000000,4200000,538700,3600,3700,,,,0
83,anaraquelhz,Raquel,5400000,3800000,331900,2700,9800,,,,0
84,sara.wais,Sara Waisglass,4300000,3900000,827200,3500,1300,,,,0
85,cassmakeshome,CASSMAKESHOME | HOME & DIY,719000,2000000,268200,22600,5500,,,,0
86,jypestraykids,Stray Kids,14700000,2300000,607100,7000,3700,,,,0
87,cocielo,Júlio Cocielo,5200000,3200000,451200,2800,7200,,,,0
88,meghantrainor,Meghan Trainor,13600000,6100000,905100,1700,936,,,,0
89,spriteder_spd,Prite Netijen Netirattanapaiboon,4900000,7400000,789400,1500,991,,,,0
90,santiperezvivas,Santi Perez,3000000,3400000,638300,2800,3800,,,,0
91,kurtisconner,kurtis conner,2000000,1900000,689700,7000,3900,,,,0
92,alwaystaketwo,alwaystaketwo,3500000,5200000,667400,2200,1800,,,,0
93,adamrayokay,ADAMRAY,7100000,3700000,594500,2400,3900,,,,0
94,spencer_serafica,Xspencer,13900000,4300000,622000,3000,2100,,,,0
95,nianaguerrero,Niana Guerrero,34600000,5500000,707800,1800,1700,,,,0
96,zachking,Zach King,70700000,9300000,591000,1100,1400,,,,0
97,imeyhou,Meyden,4600000,6000000,690100,2500,708,,,,0
98,qamar_altaey,𝑄𝐴𝑀𝐴𝑅,4300000,3400000,313100,4900,7200,,,,0
99,graciajessicajane,Jessica Jane🌙,11600000,5600000,690000,2000,1400,,,,0
100,ferxxo444,Feid,4600000,3300000,522700,2600,4800,,,,0
101,graciajessicajane,Jessica Jane🌙,11600000,5600000,690000,2000,1400,,,,0
102,rodrigodabcasale,Rodrigo Casale (DAB ADDICTION),1200000,2400000,401700,6400,6800,,,,0
103,nourmar5,nourmar5,14700000,3100000,190400,10000,11600,,,,0
104,calebrownn,Cale Brown,5700000,4400000,527000,1700,3800,,,,0
105,shxtsngigs,ShxtsNGigs Podcast,5500000,3300000,569100,1500,5300,,,,0
106,jasonderulo,Jason Derulo,56100000,3400000,225500,561,15800,,,,0
107,esnyrrr,Esnyr,5800000,4400000,756200,1800,1900,,,,0
108,saraisthreads,Sarai Marie,2100000,3600000,531800,4000,2300,,,,0
109,billlnai,nai,8800000,3800000,996600,1800,1300,,,,0
110,lance210,Lance Stewart,22600000,4400000,398900,1300,5500,,,,0
111,strangehuman,nova,11100000,4500000,600700,2500,1700,,,,0
112,herranwalt,Herr Anwalt,5900000,2800000,363400,4300,6800,,,,0
113,btswings7,BTS,4800000,1600000,520300,3000,10500,,,,0
114,christophersturniolo,Christopher Sturniolo,3800000,3400000,593000,3500,2000,,,,0
115,fhd.artz,فهد آرت || Fahad🎨,2300000,4300000,320900,4600,3500,,,,0
116,pongamoslo_a_prueba,Pongámoslo a Prueba,37600000,6100000,662600,1700,1100,,,,0
117,jaywheeler,Jay Wheeler,6100000,4200000,725700,1700,1900,,,,0
118,sijad_qasim,سجاد قاسم,2300000,5900000,171600,4000,6900,,,,0
119,itsjaylaaw,🖤🖤🖤,2900000,3300000,553500,4700,1400,,,,0
120,olisboa,LISBOA,3900000,4700000,848700,941,1800,,,,0
121,maiaknight,Maia Knight,8800000,5400000,807100,1200,1300,,,,0
122,beyonce,Beyoncé,4300000,2100000,496500,7000,3500,,,,0
123,shakira,Shakira,26500000,4700000,401200,2400,3400,,,,0
124,ivanaalawi,Ivana Alawi,8600000,5900000,606500,2000,956,,,,0
125,albert_cancook,albert_cancook,9200000,5300000,441900,3000,1500,,,,0
126,chinamcclain,China,16400000,3100000,783600,2100,2000,,,,0
127,nadbilqis,nadb,219100,3500000,414700,2500,4400,,,,0
128,gordonramsayofficial,Gordon Ramsay,34700000,6200000,561400,1700,1200,,,,0
129,firmanskd,𝙆𝙊𝘾𝘼𝙉,3000000,3000000,287900,891,10800,,,,0
130,jennyhan,Jenny Han,2000000,3100000,561200,2700,2900,,,,0
131,pablitocastilloo,pablitocastilloo,6100000,2900000,277000,1400,10700,,,,0
132,ndshvv,ndshvv,3900000,4400000,578700,2900,955,,,,0
133,williesalim,WILLIE SALIM,19400000,4900000,299100,4000,2700,,,,0
134,lewiscapaldi,Lewis Capaldi,4000000,2800000,311100,2300,8900,,,,0
135,hayleythebignoodle,💕Hayley💕,84600,2800000,145900,10800,12800,,,,0
136,tooturnttony,Tooturnttony,18700000,5300000,507000,2700,913,,,,0
137,douhalaribiii,Douha laribii,9300000,6300000,405700,2600,1100,,,,0
138,christian,Christian Del Grosso,4700000,1900000,252600,3200,16500,,,,0
139,jacobday,Jacob Day,6300000,2700000,515400,4500,2200,,,,0
140,dedaaladim,Debora Aladim,1800000,2400000,531100,3800,3400,,,,0
141,isaach.p,Isaac H.P,3400000,3100000,445900,4400,2100,,,,0
142,jindaouis,Louisa Jindaoui,2400000,3500000,551500,2600,2000,,,,0
143,qamar_altaey,𝑄𝐴𝑀𝐴𝑅,4300000,2700000,276600,4900,6600,,,,0
144,raonyp,Rao,224500,1400000,349100,6100,11400,,,,0
145,soysuco,soysuco,13400000,3200000,332300,6900,1100,,,,0
146,robertirwin,Robert Irwin,4600000,2300000,492900,3600,3800,,,,0
147,olivertree,Oliver Tree,12800000,5500000,490400,2000,1100,,,,0
148,mollymaehague,Molly-Mae Hague,2400000,5000000,593600,1800,1000,,,,0
149,theovon,Theo Von,3100000,2600000,302300,1000,9300,,,,0
150,chris,Chris Olsen,8600000,4700000,682300,1700,851,,,,0
151,sehataqua,SehatAQUA,533200,61100000,70000,539,1300,,,,0
152,dylan.page,Dylan Page,4500000,2800000,403800,4100,2800,,,,0
153,lagranjadelborrego,La granja del borrego,13200000,5200000,744800,1400,627,,,,0
154,vhackerr,Vinnie,15000000,2800000,473900,3800,2100,,,,0
155,augustogimenez,AugustoGimenez,13900000,6000000,862800,1000,464,,,,0
156,garett__nolan,Garett Nolan,13400000,2700000,351300,2900,5200,,,,0
157,alexwaarren,Alex warren,15600000,4700000,854500,893,981,,,,0
158,madisonbeer,Madison Beer,18100000,2900000,492300,2900,2300,,,,0
159,brodywellmaker,Brody Wellmaker,21700000,2700000,461400,1800,4200,,,,0
160,lukas.urkijo,Lukas urkijo,1800000,3800000,384300,3600,1400,,,,0
161,victormelo,Victor Melo,22400000,3000000,562200,2000,2200,,,,0
162,nashvibes,NashVibes Art,4000000,5600000,534500,1200,1200,,,,0
163,elbitalamanabita5,Elba González,1500000,2600000,418700,1600,4800,,,,0
164,jaimeonod,Telma,1900000,2700000,365500,3700,3300,,,,0
165,b.blek,b.blek,3100000,4300000,332100,2500,2100,,,,0
166,lachlanfairbairn,lachlanfairbairn,1100000,2300000,425200,2500,4200,,,,0
167,zeth,Zeth,13000000,3000000,546300,1100,3000,,,,0
168,emillyvickof,Emilly Vick,13100000,4900000,383000,2500,1000,,,,0
169,pierson,Pierson,13900000,3700000,617100,1800,1100,,,,0
170,siscakohl,Sisca Kohl,12700000,5500000,495000,1600,774,,,,0
171,lelepons,Lele Pons,28600000,4400000,639500,1200,1100,,,,0
172,jamarcus,Jamarcus Chatman,2100000,6100000,301300,423,3100,,,,0
173,nayibbukele,Nayib Bukele,4200000,2200000,246700,5900,5800,,,,0
174,surya.manurung,SURYAMANURUNG,2300000,7600000,181500,3100,1500,,,,0
175,rinklebinkle,rinkle binkle 😼,198400,1700000,389000,4300,5400,,,,0
176,k0uvr,Kouvr,13800000,4300000,667300,1100,1100,,,,0
177,thoriqhal,thariqhalilintar,4700000,1800000,236100,13500,1200,,,,0
178,bayashi.tiktok,バヤシ🥑Bayashi,36300000,3800000,434600,2900,905,,,,0
179,queenofontario,amaris,74300,3400000,721700,683,1900,,,,0
180,llkeyllll,Kadi,2100000,3600000,238800,5600,1600,,,,0
181,haileesteinfeld,Hailee Steinfeld,3300000,1600000,404900,6900,2600,,,,0
182,elpugaa,Puga,10100000,3700000,334700,608,4300,,,,0
183,yucholoco,Sintya Marisca,3000000,5000000,364000,1700,1600,,,,0
184,botakteras,Mike,3800000,5100000,406400,2300,500,,,,0
185,championsleague,Champions League,18300000,3700000,488100,1700,1600,,,,0
186,youngswagonoriginal,YoungSwagon,5700000,2700000,450100,1200,3400,,,,0
187,slaterkodish,slaterkodish,326900,4300000,580900,680,1600,,,,0
188,bmbsh7,بمبش السيد♦️bimbsh♦️,5100000,2500000,330300,4800,1900,,,,0
189,nicolegarcia,nicole garcia,13000000,5200000,659200,1100,515,,,,0
190,mas_nizar,IG: nizar_abzhr31,6700000,3400000,450100,2900,728,,,,0
191,jelena.unforgetable,#jelena,183100,6200000,434500,1600,418,,,,0
192,los_chicaneros,Los_chicaneros,4900000,2800000,324000,1300,4500,,,,0
193,costatitch,Costa Titch,947100,4300000,305600,634,3400,,,,0
194,ash.e.e,Ashley Elliott,11700000,4600000,523700,1800,348,,,,0
195,evtushenko_dima,Дима Евтушенко,7800000,2600000,136200,11800,3000,,,,0
196,hisoyvaleria,valeria 🖤,9100000,3200000,443200,1300,2500,,,,0
197,jessechrisss,Jess,3600000,3000000,665500,1700,865,,,,0
198,ozikoy,KOY,7600000,3000000,393900,2300,2100,,,,0
199,danielatreco,DanielaTreco,1500000,2000000,370800,984,5800,,,,0
200,dinosonso_ofc,DinoSonso,8800000,2500000,194100,4400,5900,,,,0
201,oironyoliveira,Kbuloso 😈,6800000,1700000,154600,650,18800,,,,0
202,michou_yt,Michou,7700000,4000000,415400,2400,568,,,,0
203,gemeosdomingues,GÊMEOS DOMINGUES,2200000,2000000,188700,8600,4500,,,,0
204,nikitadragun,Nikita Dragun,14600000,3600000,446500,1500,1500,,,,0
205,dobretwins,Lucas and Marcus,36600000,4400000,425400,1800,764,,,,0
206,valenrewah,Valenrewah,8300000,5100000,540800,1000,699,,,,0
207,cardncyn,Carddd,4500000,5000000,599200,998,587,,,,0
208,hiagodosvideos,Hiago Marques,2100000,2400000,409000,1700,3100,,,,0
209,kaylamalecc,kayla,9300000,3400000,429600,3000,249,,,,0
210,babybella777,Bella Hadid,6400000,4300000,550000,1300,641,,,,0
211,danythegaggio,Daniele Cabras,3500000,2300000,283500,1500,5600,,,,0
212,unkabogableviceganda,Vice Ganda,10200000,4500000,564600,1300,537,,,,0
213,hafizmahamad,Hafiz Mahamad,1200000,2300000,201300,5300,4500,,,,0
214,mndiaye_97,mndiaye_97,15400000,2700000,458500,2100,1600,,,,0
215,davidcstt_,David Costa,5900000,3100000,493800,1400,1600,,,,0
216,vanessalopesr,Vanessa Lopes,26500000,3300000,345000,2400,1400,,,,0
217,eupereiraoficial,Eu Pereira,8000000,3400000,385900,1600,1700,,,,0
218,anna..paull,Anna Paul,5600000,3000000,602000,1800,590,,,,0
219,karna.val,🎀КАРНАВАЛ🎀,24500000,2900000,283500,3200,2200,,,,0
220,animalize21,animalize21🔥,12800000,4200000,478000,1100,1100,,,,0
221,jaimefrench,Jaime French,485400,1800000,366400,2700,4000,,,,0
222,ne_4_,نيف السيد,3400000,3000000,208500,4900,1900,,,,0
223,yano4kaa.aaa,yano4kaa,4300000,2900000,434600,1600,1800,,,,0
224,ssukasuka12,quotes kartun,1100000,1500000,179900,194,14800,,,,0
225,lilnasx,lil nas x,28800000,2800000,432100,1600,1800,,,,0
226,abir.sag,Abir el saghir,16600000,3600000,292500,2000,1800,,,,0
227,bretmanrock,bretmanrock,14600000,2300000,504400,1400,2200,,,,0
228,miladmirg,Milad,5900000,3800000,367700,2400,446,,,,0
229,jakepaul,Jake Paul,16900000,4300000,240900,3100,880,,,,0
230,jemimajune_,Jemima June,569300,4500000,510100,856,894,,,,0
231,gordeewa__13,gordeewa__13 :&gt;,13800000,4900000,278600,2400,524,,,,0
232,axelwebber,Axel,4400000,3600000,771700,1000,399,,,,0
233,mohm.nabeel,mohammad.nabeel,566100,2300000,132400,4500,8500,,,,0
234,paytonking,Payton King,5300000,1700000,388200,2700,3400,,,,0
235,kblock43,Ken Block,1800000,3200000,342300,762,2900,,,,0
236,nia.ramadhani.bakrie,Nia Ramadhani Bakrie,2100000,4100000,337100,1600,1200,,,,0
237,mateuspesce,Mateus pesce,7200000,2200000,257200,2500,4500,,,,0
238,itsmenicksmithy,Nick Smithyman 🤓,8200000,2600000,243700,1800,4400,,,,0
239,gurrms0630,BEDDY,7500000,2700000,464000,1800,1400,,,,0
240,marianagrimaldii,La Niña Fresa 🍓,2800000,3300000,449800,709,1900,,,,0
241,cedriklorenzen,Cedrik Lorenzen,3200000,2000000,229700,3200,5100,,,,0
242,lgndfrvr,LGNDFRVR,17400000,2500000,417800,1300,2400,,,,0
243,sunnyjutt1296,SunNy Jutt,2500000,3500000,344000,1900,1200,,,,0
244,lilpump,Lil Pump,4400000,2700000,306700,3000,1500,,,,0
245,kukombo,H,4800000,2700000,622200,1700,533,,,,0
246,caprariu_valentino,V A L E N T I N O,3000000,4300000,230200,1800,2000,,,,0
247,hf37777,نجم الثرياء⭐H,643700,1300000,38400,6200,71000,,,,0
248,emrata,Emrata,2100000,3500000,329300,1200,2000,,,,0
249,thallyssonsb,Thallysson Borges,11200000,2000000,294200,2400,4000,,,,0
250,artemmodelka,artemmodelka,801100,5100000,299200,1900,446,,,,0
251,surthycooks,Surthycooks,15900000,3400000,491700,1500,544,,,,0
252,sturniolo.triplets,Sturniolo’s,4700000,2200000,505200,2200,969,,,,0
253,jakekrantz,Jake Krantz,2400000,2100000,341500,1000,3800,,,,0
254,jairsanchezzz,Jair Sanchez,7400000,1800000,280700,1500,5200,,,,0
255,oldtimehawkey,Old Time Hawkey,6700000,1800000,319900,3100,2800,,,,0
256,andrefernm,André Fernandes,387300,888500,111900,5700,28300,,,,0
257,samkelly322,Samantha Kelly,2600000,3800000,480500,942,931,,,,0
258,paralympics,paralympics,2700000,2500000,300200,1700,2800,,,,0
259,joe.bartolozzi,Joe Bartolozzi,20500000,2400000,395600,2800,725,,,,0
260,sebasmorenooo,Sebastian Moreno 📸,5800000,3200000,360400,1900,936,,,,0
261,ferchugimenez,Fernanda,8100000,3100000,552500,879,1000,,,,0
262,libardoisaza,Libardo Isaza,20000000,3900000,631800,1000,308,,,,0
263,nhuchuu0909,Như Chuu 🎀,1700000,6200000,352400,1200,313,,,,0
264,shamichef21,Shamichef,2200000,4100000,123200,1400,4900,,,,0
265,agnesmelo_oficial,Agnes Melo,6000000,3700000,410900,1100,1000,,,,0
266,justmaiko,Michael Le,52300000,5200000,550400,639,469,,,,0
267,lachama4_ff,LA CHAMA ᴰ,10100000,3600000,500600,1300,436,,,,0
268,mandrake1984real,Giuseppe Mandrake Ninno,1500000,1900000,236500,892,6100,,,,0
269,brookemonk_,Brooke Monk,25000000,3900000,392500,1300,759,,,,0
270,asmrblindbags21,Asmr blind-bags,2300000,3700000,305300,2300,563,,,,0
271,newt,newt,9900000,2600000,507300,1300,1100,,,,0
272,jackjos3ph,Jack Joseph,3400000,2000000,273900,2000,3900,,,,0
273,jonata_26,Jonata,6400000,3000000,453000,689,1600,,,,0
274,laurasalazar_s,Doc Laura Salazar,1800000,1700000,318700,1300,4400,,,,0
275,andy.and.michelle,Andy & Michelle,5600000,2900000,371200,695,2100,,,,0
276,jesusnalgas,JESUSNALGAS,3600000,1700000,244300,3200,4200,,,,0
277,porojin,Chammy 🦁,1400000,3300000,648600,883,510,,,,0
278,eldiegobonilla,Diego Bonilla 💎,2700000,5600000,261600,709,1300,,,,0
279,iury.ofc,Iury Silva,3300000,4100000,250300,865,2000,,,,0
280,jackktierney,Jack Lawrenson-Jones,28700,2000000,458200,1600,1600,,,,0
281,www.luluca,luluca 💗,2600000,1800000,202100,5900,2500,,,,0
282,arigameplays,AriGameplays,23600000,2900000,415800,1600,897,,,,0
283,kervo.dolo,Kervo.dolo,10400000,1700000,344500,1500,3600,,,,0
284,jamescharles,James Charles,37500000,3300000,317000,1700,1100,,,,0
285,datdo0803,Đỗ Đạt,7700000,3600000,398200,1400,619,,,,0
286,miguelito_peru,Miguel Alessandro,2400000,2400000,183300,1200,5400,,,,0
287,sabrinacarpenter,Sabrina Carpenter,13100000,2900000,361700,1700,1000,,,,0
288,soy_marcela4,Soy_marcela,5200000,1800000,332600,1000,3800,,,,0
289,adifishy,adi,3400000,10700000,291000,427,471,,,,0
290,leannafirestone,leanna,691600,1700000,277200,1900,4000,,,,0
291,outtpig,OuttPig,2300000,1500000,341100,2500,2900,,,,0
292,jennialarcon_,Jenni Alarcon,3700000,2600000,452300,1300,1000,,,,0
293,larrywheels,Larrywheels,2100000,3000000,305600,1100,1900,,,,0
294,bestgodmode,GOD MODE MOMENTS🌀,2100000,4100000,570600,595,583,,,,0
295,kallmekris,Kris HC,47100000,2400000,292300,2600,1300,,,,0
296,retomiguel,Jen & Miguel,3200000,2400000,279600,582,3500,,,,0
297,pokmindset,POKMINDSET,2200000,4500000,408800,786,708,,,,0
298,tatizaqui,TATI ZAQUI,8100000,4100000,212900,2700,376,,,,0
299,winnermaxyt,WinnerMax,6200000,4000000,318200,1100,1000,,,,0
300,tarcisioxx_,Thiago Tarcisio,3100000,1800000,39600,35200,1900,,,,0
301,rl.carbona,rl carbona,1300000,2700000,404900,758,1600,,,,0
302,ninogashi,NinoGashi,1600000,2000000,166200,2800,5000,,,,0
303,its.michhh,Michel Chavez,33300000,3600000,432900,1400,250,,,,0
304,larissagloor,𝗟𝗮𝗿𝗶𝘀𝘀𝗮 𝗚𝗹𝗼𝗼𝗿,3800000,2200000,424700,1900,886,,,,0
305,nonnapiaa,Nonna Pia,3000000,1800000,177800,3900,4100,,,,0
306,carloandsarah,carloandsarah,4200000,2600000,324800,1100,2000,,,,0
307,sapphie_the_pomsky,Sapphie the Pomsky,3200000,2600000,220000,1000,3400,,,,0
308,samanthayve,samantha eve 🤠,6700000,4600000,249600,1700,552,,,,0
309,jimenibby,jimenibby,1600000,2300000,404600,2000,693,,,,0
310,robegrill,robegrill,11400000,3000000,340600,578,1900,,,,0
311,rafaelsantos,Rafael Santos,18900000,2700000,425000,1500,637,,,,0
312,montpantoja,Montpantoja,36400000,3200000,449900,1200,520,,,,0
313,jordanavucetic,jordanavucetic,3000000,1700000,390300,3200,606,,,,0
314,yazidzohri,Yazid Zohri,2800000,3200000,237900,2400,816,,,,0
315,suillaud,suillaud,1100000,1200000,321700,3100,3000,,,,0
316,livvy,Olivia Dunne,6200000,2500000,312300,2000,1100,,,,0
317,dannero,Dannero,7500000,3000000,265900,1600,1400,,,,0
318,jjeverettrose,Jake Joseph Everett-Rose,4200000,2300000,367700,1400,1500,,,,0
319,cierraramirezofficial,Cierra Ramirez,1300000,2400000,520800,998,921,,,,0
320,datvilla94,🔥Đạt Villa🔥,7200000,1900000,158900,5600,2500,,,,0
321,shayvise,Shayvise,4000000,2700000,459200,1500,401,,,,0
322,lyodrabeneran,Lyodra Ginting,2200000,2100000,286600,1200,2700,,,,0
323,dudeperfect,Dude Perfect,17200000,4700000,544800,396,531,,,,0
324,jordanbardella,Jordan Bardella,292200,1700000,178900,4600,3200,,,,0
325,gusyterequijas,Gus Quijas,2700000,2800000,393300,864,1300,,,,0
326,e_l_k_s_a_7_a,🔱 الكساحه 🔱,7500000,2200000,245400,2400,1900,,,,0
327,oscar_mezar,Oscar Meza,6200000,3700000,352100,664,1100,,,,0
328,mimiyouu,Mimi YOU,497500,2300000,211400,1800,2900,,,,0
329,marshelwidianto,Marshel Widianto,2500000,2900000,222900,2600,969,,,,0
330,atretaequedahonorarios,Pedro Almeida,121700,1700000,119400,4900,6300,,,,0
331,jubiandxian,jubiandxian,6100000,2600000,380200,1200,1200,,,,0
332,helen_christie,Helen Christie,1200000,3000000,514900,792,665,,,,0
333,mrnigelng,Nigel Ng (Uncle Roger),6400000,2700000,313800,855,1900,,,,0
334,landonbarkerr,Landon Barker,4300000,3200000,397800,1400,368,,,,0
335,timmy2cans,Timmy2Cans,1600000,2500000,229800,1000,2800,,,,0
336,fedevigevani,Fede Vigevani,15000000,3400000,232900,2300,541,,,,0
337,dafnnejm,dafnne ☻,4400000,2500000,468700,1300,565,,,,0
338,thecordlefamily,Hunter & Devin,3200000,2600000,379700,869,1400,,,,0
339,bu3qeel,abu aqeel 🙆🏻‍♀️,1100000,3300000,137300,2500,2400,,,,0
340,reemandbarbary,Reem و Barbary,3800000,3600000,261600,918,1400,,,,0
341,realmadrid,Real Madrid C.F.,22300000,2700000,321800,1100,1400,,,,0
342,flossybaby,flossybaby,4200000,2100000,362400,1400,1400,,,,0
343,pkllipe,Pk,19600000,2000000,405400,1400,1300,,,,0
344,trevorwallace,trevor wallace,9100000,2000000,313600,755,2700,,,,0
345,jairitosolano,jairito,1900000,4900000,330700,589,737,,,,0
346,6ar6ie6,BARBIE THREE SIX,1800000,2600000,345300,1500,871,,,,0
347,minami.0819,🦄💙MINAMI💙🦄,1800000,1300000,160900,8500,1700,,,,0
348,huddy,Huddy,32200000,2100000,264000,2700,1300,,,,0
349,iimaya1,Maya Majed,1700000,2900000,158600,2000,2600,,,,0
350,anas_fikry,Anas fikry,12300000,2700000,183600,2300,2000,,,,0
351,keeganevansphoto,Keegan Evans,1200000,2500000,372900,1200,1000,,,,0
352,sonyakisa8,Cat Sonya,17900000,3800000,180700,679,2300,,,,0
353,mattiastanga,Mattia Stanga,2800000,1400000,223100,1200,5400,,,,0
