rank,handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg,category_1_unified,category_2_unified,category_primary,if_exist
138,parnishacook,Пардаев Алибек,615700,3200000,183700,352,21300,,,,0
139,yzn47,عزيز | يزن,7000000,7000000,249200,1200,6100,,,,0
140,pimrypie__tiktok,Pimrypie,3300000,7700000,466300,2300,1200,,,,0
141,alanthedude,Alan,681800,3700000,636000,3500,1800,,,,0
142,daviddobrik,DAVID DOBRIK,26200000,4400000,440600,1700,4600,,,,0
143,montanablack,GetOnMyLvL,2500000,3400000,447500,3500,4400,,,,0
144,vhackerr,Vinnie,14900000,3300000,487100,4600,2700,,,,0
145,cellat36,cellat36,8600000,5400000,307500,5200,1900,,,,0
146,thebenjishow,benji,5900000,3300000,643800,2200,3200,,,,0
147,seventeen17_official,SEVENTEEN,6000000,1900000,595100,5300,4900,,,,0
148,thenataliahms,Natalia Hurtado de Mendoza,73900,3500000,259600,928,11800,,,,0
149,loganpaul,Logan Paul,15900000,4800000,976900,1400,1000,,,,0
150,andyarthursmith,Andy Arthur Smith,2200000,3300000,564700,3300,2800,,,,0
151,loganpaul,Logan Paul,15900000,4800000,976900,1400,1000,,,,0
152,andyarthursmith,Andy Arthur Smith,2200000,3300000,564700,3300,2800,,,,0
153,cauwave,cauwave,1400000,2600000,396600,2700,8200,,,,0
154,nicollefigueroaa,Nicolle Figueroa,12700000,5500000,766100,1800,882,,,,0
155,brookemonk_,Brooke Monk,23600000,5700000,620800,1800,1300,,,,0
156,oldtimehawkey,Old Time Hawkey,6400000,2900000,445500,4600,4000,,,,0
157,mix_151,مكس _Mix,3400000,4800000,481900,3200,1400,,,,0
158,mmmjoemele,Joe Mele,22800000,5700000,848400,1200,1000,,,,0
159,lordtrunks,Lord Trunks,2200000,4200000,386900,3000,3600,,,,0
160,paytonking,Payton King,5300000,2600000,325000,4800,7600,,,,0
161,squatch.and.sons_customs,Squatch and Sons Customs,213600,7700000,471300,1600,1200,,,,0
162,incorrectlyroce,Roce Ordoñez,8400000,3900000,678600,2200,1700,,,,0
163,lifeofclare,Clare Thurkett,42200,3100000,724400,1200,3400,,,,0
164,patrickbarnes,Patrick Barnes,2400000,2200000,417200,3900,7300,,,,0
165,the.historical,History Footage,201500,2900000,346200,4800,5100,,,,0
166,blamerobertjames,blamerobertjames,159300,3500000,347200,4400,3900,,,,0
167,pollerocho,pollerocho,3500000,3500000,567200,841,4200,,,,0
168,ferchugimenez,Fernanda,7700000,4500000,825600,1500,1100,,,,0
169,jaykindafunny8,Jaykindafunny,24300000,4800000,612400,1300,2000,,,,0
170,kulinaria.recetas,AGUS LIPORACE,3800000,3400000,408900,443,6400,,,,0
171,cocielo,Júlio Cocielo,5000000,2300000,675900,2000,4100,,,,0
172,darylsabara,darylsabara,695700,3600000,628500,1900,2100,,,,0
173,livefromthepark,Ninjy Dave,369000,2200000,130200,1000,30600,,,,0
174,saraisthreads,Sarai Marie,1600000,2300000,462700,2600,6100,,,,0
175,fhd.artz,فهد آرت || Fahad🎨,2200000,4500000,288800,5400,1400,,,,0
176,ig_alongwiranda,🕌🏃,880700,3200000,129400,1200,20000,,,,0
177,initiaraandini,tiara andini,5100000,3800000,419600,2600,3000,,,,0
178,ndshvv,ndshvv,3200000,3800000,552400,3400,764,,,,0
179,maiaknight,Maia Knight,8800000,4700000,720500,1600,960,,,,0
180,homm9k,ХОМЯК,44400000,3800000,489800,3600,1100,,,,0
181,dobretwins,Lucas and Marcus,36200000,4800000,453100,2800,1100,,,,0
182,jacksepticeye,Jacksepticeye,4900000,2300000,559800,3800,2700,,,,0
183,franckfs,Franck Farfán FS,5700000,4900000,330900,1000,4100,,,,0
184,iamdtg,DTG,1200000,2200000,251900,2200,12900,,,,0
185,jihansalsabila44,Jihan Salsabila,1600000,2700000,366400,3600,4500,,,,0
186,brentrivera,Brent Rivera,44900000,4900000,574400,2000,813,,,,0
187,rayandmadalyn,Ray & Madalyn,1100000,3600000,496100,1800,2600,,,,0
188,nessaabarrett,Ness,19400000,4000000,420500,2700,2000,,,,0
189,leanadeeb,Leana Deeb,10400000,3900000,573500,1300,2100,,,,0
190,just.hamilton,Just Hamilton,2900000,2300000,371100,1900,7000,,,,0
191,wilmah10,wilmah10,6300,2900000,208200,2700,9900,,,,0
192,official_kep1er,Kep1er,4800000,2700000,518500,3600,1700,,,,0
193,loicsuberville,Loïc Suberville,2400000,2400000,458100,1600,5200,,,,0
194,lana_mohd89,𝑳𝑨𝑵𝑨 🦋,5700000,4100000,293400,3700,2600,,,,0
195,bigtugg,Tucker Lindgren,1300000,2000000,444000,3100,5300,,,,0
196,jvke,JVKE,7700000,3700000,582200,2100,1300,,,,0
197,bayashi.tiktok,バヤシ🥑Bayashi,33600000,4400000,492000,2600,786,,,,0
198,bilalahy,Bilal,3500000,2200000,492000,1900,4700,,,,0
199,spicyycam_,Spice King,19500000,4200000,414100,2800,1300,,,,0
200,duythamchannel,Duy Thẩm,4000000,5000000,492500,2200,708,,,,0
201,fedevigevani,Fede Vigevani,14600000,4000000,457200,2700,1100,,,,0
202,korectiion,Iam Cleo,390500,3000000,376800,4300,1700,,,,0
203,theovon,Theo Von,2700000,3100000,320800,1100,5600,,,,0
204,dafnnejm,dafnne ☻,3800000,3700000,667900,1400,1300,,,,0
205,boomershroomer,Ashley Enders,63800,4100000,286400,2400,3200,,,,0
206,abir.sag,Abir el saghir,14700000,4300000,302800,2800,2300,,,,0
207,iamprisleeciyi,Priscilla ◡̈,13900,2300000,522900,1200,4200,,,,0
208,mikaylahau,Mikaylah,4900000,3600000,313500,4600,1100,,,,0
209,ranboolive,Ranboo,4300000,1800000,414800,7000,1600,,,,0
210,fadiljaidi,Fadil Jaidi,8700000,3500000,390700,2900,1800,,,,0
211,diiegospyckerzs,Diiego Spyckerzs,808500,2800000,154500,3000,11800,,,,0
212,sonyakisa8,Cat Sonya,17400000,3500000,287700,1000,5300,,,,0
213,dbl_n,DBL N officiel 👑🔥🇹🇳,2200000,3600000,392900,2400,2100,,,,0
214,gavincasalegno,GavinCasalegno,3200000,2200000,394700,5300,1900,,,,0
215,gordeewa__13,gordeewa__13 :>,12700000,5400000,293700,3200,722,,,,0
216,guide_smis,ไกค์ 'สมิท,275700,13100000,299200,435,1200,,,,0
217,lucasmonteirosg,Lucas Monteiro,486900,3800000,469400,1800,1700,,,,0
218,dasigantung,Dasi Gantung,5900000,4600000,648500,842,1300,,,,0
219,vanessalopesr,Vanessa Lopes,25200000,3400000,327800,3600,1900,,,,0
220,alexitoxedits,ALEX <3,2900000,1600000,467100,3900,4400,,,,0
221,bretmanrock,bretmanrock,14400000,2900000,599900,2000,1400,,,,0
222,brodywellmaker,Brody Wellmaker,21600000,3000000,430300,3600,1000,,,,0
223,jamescharles,James Charles,36900000,4200000,356400,2900,1100,,,,0
224,pablitocastilloo,pablitocastilloo,5800000,2000000,234700,1800,10800,,,,0
225,jindaouis,Louisa Jindaoui,2000000,3400000,492200,1600,1900,,,,0
226,readyfredi,fredi pärs,3200000,1600000,364000,3800,6600,,,,0
227,ive.official,IVE.official,3000000,2400000,355600,4100,2700,,,,0
228,hannahbahng,hannahbahng,2400000,1700000,479400,5800,1300,,,,0
229,realnikocadoavocado,Nikocado Avocado,1700000,3400000,131000,6900,6000,,,,0
230,_andrewcurtiss,Andrew Curtis,2800000,2000000,341900,5500,2900,,,,0
231,datvilla94,🔥Đạt Villa🔥,6900000,2700000,192000,8600,2600,,,,0
232,santiperezvivas,Santi Perez,1800000,2500000,418300,1800,3800,,,,0
233,sucss.s,Açucena Guirra,11500000,3200000,539900,2500,755,,,,0
234,thalita_karter,thalitaKarter,3900000,3400000,200200,1200,6900,,,,0
235,davidcstt_,David Costa,5300000,3500000,480500,1900,1400,,,,0
236,strangehumano,nova,10400000,3800000,400800,2400,1100,,,,0
237,gregisms,Gregisms’ Neighborhood,2400000,1400000,235800,4300,12300,,,,0
238,matheuscllaus,CLAUS,5400000,2700000,340100,2300,3700,,,,0
239,halinhofficial,Ha Linh Official,2700000,4100000,346500,2400,1400,,,,0
240,kaan.etm,Kaan,3300000,1600000,411500,3400,4700,,,,0
241,nicocaponecomedy,nicocapone.comedy,23100000,4600000,317300,1400,2300,,,,0
242,aitch12,Aitch,2000000,3500000,351400,2100,2300,,,,0
243,kirbyquimado,Kirbyyy,187900,2100000,274900,1500,7600,,,,0
244,brycehall,Bryce Hall,22700000,4800000,497800,1500,711,,,,0
245,straange_56guuuuy,aikihoruus?,5900,1500000,276600,2200,10800,,,,0
246,emillyvickof,Emilly Vick,12100000,5400000,444800,1400,799,,,,0
247,datdo0803,Đỗ Đạt,7600000,3700000,368200,2600,1100,,,,0
248,darianrojasc,D A R I A NR O J A S,30700000,3300000,542400,2400,440,,,,0
249,nicolassturniolo,Nicolas Sturniolo,3300000,2500000,412100,4400,582,,,,0
250,ricardogaeta_,Ricardo Gaeta,737800,2100000,232000,4900,5300,,,,0
251,giovannibonaccinii_,G I O V A N N I🦋,858300,2200000,317600,3000,4100,,,,0
252,girlsgeneration.official,GirlsGeneration,783500,2700000,355200,2900,2400,,,,0
253,eupereiraoficial,Eu Pereira,7800000,3600000,395700,1300,2100,,,,0
254,sabrinacarpenter,Sabrina Carpenter,12600000,3200000,346500,3300,1200,,,,0
255,leymarbrown,Leymar Brown,633900,2000000,251500,2600,7100,,,,0
256,ferxxo444,Feid,3500000,3100000,381700,1500,2600,,,,0
257,itsqcp,QCP,10800000,3900000,529100,1400,948,,,,0
258,tooturnttony,Tooturnttony,17700000,3700000,355500,2600,1100,,,,0
259,theodortytb,THEODORT,1500000,2600000,563300,2500,773,,,,0
260,drewafualo,Drew Afualo,7700000,2000000,322100,6500,977,,,,0
261,xoang_xa,maliha,917600,2100000,475000,2900,1800,,,,0
262,runabyte,Runa,949400,2100000,573200,1800,2200,,,,0
263,notshanebennett,Shane Bennett,2600000,2600000,589400,1200,1900,,,,0
264,shadisrour,Shadi Srour,2200000,3200000,196400,2300,5200,,,,0
265,ninonrambaud,Ninon Rambaud,123500,4100000,441500,1500,1100,,,,0
266,kyleechoi,Kylee Choi,19800,1800000,483500,3000,2300,,,,0
267,eljuandiduque,eljuandiduque,6200000,1800000,171300,1500,13400,,,,0
268,minami.0819,🦄💙MINAMI💙🦄,1600000,2000000,187100,9700,2400,,,,0
269,raredoodle,rare doodle,1800000,3200000,370100,2400,1500,,,,0
270,benyaparimm,BEN YAPARIM ! 🇹🇷,519300,3600000,186100,1500,5200,,,,0
271,thehypehouse,The Hype House,21100000,3200000,441700,2700,523,,,,0
272,livvy,Olivia Dunne,5900000,3100000,397900,2300,1400,,,,0
273,choega,BEDDY,5500000,2100000,348200,4100,2000,,,,0
274,cerenyaldz,Ceren Yaldız,9400000,4400000,184100,4800,712,,,,0
275,miichaelltran,Michael,6500000,2500000,442700,2300,1800,,,,0
276,dunkmvp,DunkMVP,3500000,3500000,405700,1400,1800,,,,0
277,jimena.jimenezr,Jimena,24200000,3300000,521100,959,1600,,,,0
278,tangozilla,TANGOZILLA,280000,2200000,467500,1300,3000,,,,0
279,melfouad,Melfouad,1300000,2400000,209400,2100,6600,,,,0
280,t22felton,Tom Felton,10100000,2800000,303500,3100,2000,,,,0
281,bu_kre_sabi,Bu Kre Sabi⁉️,472400,5100000,255200,659,2600,,,,0
282,lucasvarelaaaa,Lucas varela,2900000,2000000,282000,810,6700,,,,0
283,mndiaye_97,mndiaye_97,15100000,2200000,443700,2500,1900,,,,0
284,jessechrisss,Jess,3500000,8900000,471000,775,223,,,,0
285,n.vv3,ناصر || 🇸🇦 alsubaie,4000000,2900000,149600,2300,7400,,,,0
286,tammyhembrow,Tammy Hembrow,1700000,3800000,429500,1300,1300,,,,0
287,jackjos3ph,Jack Joseph,3200000,2100000,323100,2500,3800,,,,0
288,paulo_victormelo2,Paulo Victor Melo,2200000,4700000,447900,815,1200,,,,0
289,phatnail,Lê Đại Phát 🥑,1400000,3300000,333900,3200,583,,,,0
290,straykids_japan,straykids_japan,8100000,1000000,344900,7600,3900,,,,0
291,fwm.kalebb,Kaleb,1600000,2000000,306400,4500,2300,,,,0
292,cookiepuentee,Cookie Puente🍪,686100,1400000,336800,1800,6600,,,,0
293,andy.and.michelle,Andy & Michelle,5000000,2600000,336300,1400,3400,,,,0
294,elpelaromerook,Gonzalo Romero,1500000,1400000,161500,696,17200,,,,0
295,leaelui,Lea Elui,17300000,3900000,596400,654,1100,,,,0
296,zeinabharake,Zeinab Harake,14400000,3500000,492100,1700,673,,,,0
297,augustogimenez,AugustoGimenez,13500000,4100000,608800,1000,605,,,,0
298,thefashioncouple,BUCKS&JANINA,3600000,3100000,189000,6600,303,,,,0
299,ria_d3miri,ria_d3miri,3100000,2300000,270900,4900,1500,,,,0
300,brittikitty,Brittany & Lily,13500000,3100000,433300,1200,1700,,,,0
301,mieayamthebstt,Unaa🍜,16200000,3500000,275500,2500,1500,,,,0
302,cryingben,benoftheyear,1600000,2000000,442000,3700,764,,,,0
303,keniaos,KeniaOs,15400000,2000000,341800,4100,1500,,,,0
304,okunonolife,nono,839700,3000000,318200,1000,2900,,,,0
305,camxnie,Cam & Nie,3500000,1900000,323600,1000,5300,,,,0
306,loewhaley,Laura,2700000,2500000,211200,1000,6100,,,,0
307,vicblends,VicBlends,13200000,2700000,523900,1800,836,,,,0
308,meganfitton6,user3892932795857,8700,2000000,315300,1600,4400,,,,0
309,renpc_,✨Ren PC✨,4800000,1600000,339300,1600,5300,,,,0
310,christophersturniolo,Christopher Sturniolo,2700000,1600000,361200,5000,1300,,,,0
311,snoopdogg,Snoop Dogg,23400000,3700000,168100,2700,3300,,,,0
312,mdmotivator,Zachery Dereniowski,10700000,3000000,424900,1800,1000,,,,0
313,naimdarrechi,Naim Darrechi🏆,28100000,2300000,228400,1100,6000,,,,0
314,iamsungstarwin,Sungstarwin,2200000,4700000,651900,653,532,,,,0
315,kopke613,kopke613,4000000,1600000,222100,3300,6900,,,,0
316,esen_alva,Esen,4400000,1600000,328200,1100,5800,,,,0
317,grillervm,GrillerVM,3100000,2500000,371200,1300,2600,,,,0
318,jerellware,jerell ware,95800,2200000,433900,1500,2300,,,,0
319,jimmydarts,Jimmy Darts,8900000,2600000,506000,2100,643,,,,0
320,vienvibi_899,Viên Vibi,7500000,4000000,375800,2000,394,,,,0
321,noguidnce,NO GUIDNCE,2200000,2200000,430600,2100,1800,,,,0
322,lachama4_ff,LA CHAMA ᴰ,9600000,2700000,363000,3400,318,,,,0
323,sonrixs_,Sonrixs,13700000,4000000,534400,1000,642,,,,0
324,vincentgiganteee,Vincent Gigante,2300000,2100000,300900,1600,3900,,,,0
325,jerofreixas,jerofreixas,1400000,1900000,184900,1400,8700,,,,0
326,madamsoniia,Madam Sonia,3600000,6400000,474600,635,509,,,,0
327,cznburak,cznburak,63600000,4600000,228400,2300,978,,,,0
328,la.maraaa,LA MARA,7300000,2900000,376900,2200,904,,,,0
329,louvoresgospelbr,louvoresgospelbr,1300000,1900000,221300,1100,6900,,,,0
330,rucenuenda1,Ruce Nuenda,2100000,3300000,490600,1500,554,,,,0
331,nourmar5,nourmar5,14600000,1800000,136900,4800,8800,,,,0
332,bebopandbebe,BebopandBebe,750400,3300000,127200,7600,354,,,,0
333,daniimolalaa,Ladaniuu,499900,2400000,586500,998,1300,,,,0
334,jaimeonod,Telma,1800000,2000000,296100,3800,1800,,,,0
335,starirawan,ssssttttaaaarrrr,550300,1800000,177300,8600,1800,,,,0
336,patriotickenny,patriotickenny,2300000,2100000,292900,2000,3300,,,,0
337,xxlechuga,Daniel Lechuga,5300000,2200000,476100,1200,1900,,,,0
338,manhtienkhoi_,Mạnh Tiến Khôi 🐯,4600000,3000000,276400,2600,1300,,,,0
339,itsjojosiwa,JoJo Siwa,43500000,4200000,422000,1400,399,,,,0
340,ajkhiphop,kelil,36500,4600000,670600,686,355,,,,0
341,ustazebitlew,Ebit Lew,4100000,1900000,156300,6300,4400,,,,0
342,cedricgrolet,Cedric Grolet,1300000,3300000,251800,1100,2700,,,,0
343,danythegaggio,Daniele Cabras,3200000,2000000,217200,2300,5200,,,,0
344,dylanpage.ning,Dylan Page,3100000,1600000,239400,5400,3000,,,,0
345,mastermind_ph,Mastermind PH,2100000,2600000,273000,2100,2300,,,,0
346,maluborgesm,MALU BORGES,2900000,1900000,280400,4800,1000,,,,0
347,vito.video,Vito 🌍🚴‍♂️,1900000,2200000,340000,2000,2200,,,,0
348,frnzlynfby,Feby,3700000,1900000,361000,2600,2000,,,,0
349,carolvillanes,Carol Villanes,6300000,2000000,294700,4800,467,,,,0
350,mariabecerra_22,Maria Becerra,8300000,2700000,388300,2200,712,,,,0
351,onerepublic,OneRepublic,691700,2800000,323000,955,2500,,,,0
