rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,id,topic_of_influence_en
58,Didar Music @UCms9SuykkUS66D2wr3D2G1w,22.7K,-,Afghanistan,Music,6.8K,youtube,afghanistan,False,2024,Music,MAPPED,,Music
59,A Erfan @UCLroplcRBhrL_pzKN7pDehQ,19.6K,0.2%,Afghanistan,,5.9K,youtube,afghanistan,False,2024,NA,NA,,
60,Pashto Entertainment Entertainment @UC5o5At6pto0EYYa0-m3GIiA,19.4K,1.1%,Afghanistan,Celebrity,5.8K,youtube,afghanistan,False,2024,Entertainment,MAPPED,,Celebrity
61,Pets Best Fun @UCSe4NsHq9CEwbinTZhH5oEw,18.9K,-,Afghanistan,,5.7K,youtube,afghanistan,False,2024,NA,NA,,
62,TODAY PTM @UCyAwbVG39nYFTh1RJ8Ag73A,18.9K,-,Afghanistan,Music,5.7K,youtube,afghanistan,False,2024,Music,MAPPED,,Music
63,Travel Ethiopia-ጉዞ ኢትዮጵያ @UC3AVLFaRHhJi8TYHXuw6rYg,18.5K,0.2%,Afghanistan,,5.6K,youtube,afghanistan,False,2024,NA,NA,,
64,Crowleyyyy @UCvaibZQAjLeMnKloRNfIM7A,18.1K,-,Afghanistan,,5.4K,youtube,afghanistan,False,2024,NA,NA,,
65,Green Swag @UCUbooQPiOb0tvcoC8jQEbvA,17.6K,0.1%,Afghanistan,,5.3K,youtube,afghanistan,False,2024,NA,NA,,
66,สหพันธรัฐไทใจเดียวกัน @UCafatHX_lK7e5nKKD9fv8lg,17.4K,-,Afghanistan,,5.2K,youtube,afghanistan,False,2024,NA,NA,,
67,kabir khostwall @UCgeArVN-G7oPaCH8XWiJ-ag,17.2K,0.3%,Afghanistan,,5.2K,youtube,afghanistan,False,2024,NA,NA,,
68,yeej kim HD1080 @UCaC0gNyPXC1BU0xj0GDH7KA,17K,0.3%,Afghanistan,,5.1K,youtube,afghanistan,False,2024,NA,NA,,
69,Clavis @UCwOYuwj9e2lFKviz7Ibfspg,16.1K,33.9%,Afghanistan,,4.8K,youtube,afghanistan,False,2024,NA,NA,,
70,Larawbar.com @UCbGnZAj8xrqEx02UNZlh2_Q,15.4K,-,Afghanistan,,4.6K,youtube,afghanistan,False,2024,NA,NA,,
71,H.H. @UCldDfGERobpud27NzSohlPg,14.7K,-,Afghanistan,,4.4K,youtube,afghanistan,False,2024,NA,NA,,
72,کانال ساده ترین آموزشها @UCMRsuS4OuP5MHIJRAHMbUxg,13.9K,-,Afghanistan,,4.2K,youtube,afghanistan,False,2024,NA,NA,,
73,Pashto Islami @UCzVuHmw6-BcQqXH5W40HORw,13.3K,-,Afghanistan,,4K,youtube,afghanistan,False,2024,NA,NA,,
74,High Council for National Reconciliation @UCiHoMDXJQboJy1UEN-hBU9A,13.2K,-,Afghanistan,,4K,youtube,afghanistan,False,2024,NA,NA,,
75,貝拉醬Bella @UCn5iCeeF4nMECDobXb3kFbQ,12.9K,0.6%,Afghanistan,,3.9K,youtube,afghanistan,False,2024,NA,NA,,
76,iGunvicted @UC6MamwO1MDhVfyeb01XOg5w,12.6K,-,Afghanistan,,3.8K,youtube,afghanistan,False,2024,NA,NA,,
77,Kamsan Arom @UCKgPS2K6xmsRLIe2w-9iQHg,12.4K,-,Afghanistan,,3.7K,youtube,afghanistan,False,2024,NA,NA,,
78,Zulfan tube @UCgpxqCBKVSaTlk4MwL7z-pA,12.3K,0.1%,Afghanistan,,3.7K,youtube,afghanistan,False,2024,NA,NA,,
79,૯υՆ૯Ոςƿɿ૯૭૯Ն @UCZN1eMcGegUw4V3tJ2uHAxQ,12.3K,-,Afghanistan,,3.7K,youtube,afghanistan,False,2024,NA,NA,,
80,Criadouro Buriti @UCqqYf0hdFIDuXpcrACz6EPg,12K,-,Afghanistan,,3.6K,youtube,afghanistan,False,2024,NA,NA,,
81,shahram hashemi @UCtajG3ubRg58fmkJ_FWZg2Q,11.5K,0.1%,Afghanistan,,3.5K,youtube,afghanistan,False,2024,NA,NA,,
82,Farhad Ghafoor @UC1sjfTwyZHjhwh6oSF5Etjg,11.4K,3%,Afghanistan,,3.4K,youtube,afghanistan,False,2024,NA,NA,,
83,꧁༒☬gobinda masih☬༒꧂ @UCmzGjQcXRzNA3XcXYdDwEtA,11.2K,-,Afghanistan,,3.4K,youtube,afghanistan,False,2024,NA,NA,,
84,XxDEATH_LORDxX @UCgVHrc1nvk7qF8qp-t-hxJg,10.9K,80.1%,Afghanistan,,3.3K,youtube,afghanistan,False,2024,NA,NA,,
85,saren music market @UCFzMmvIcgZlyol3SfFofeYQ,10.6K,-,Afghanistan,,3.2K,youtube,afghanistan,False,2024,NA,NA,,
86,O que será de novo hoje ! Brinquedos resenhas vlogs @UCLjz_XFniaSx1VhP5UObj_w,10.6K,-,Afghanistan,,3.2K,youtube,afghanistan,False,2024,NA,NA,,
87,San wel @UC3tsD0Zwajp5siNVqwupdvQ,10.4K,-,Afghanistan,,3.1K,youtube,afghanistan,False,2024,NA,NA,,
88,Turbo Tractors @UCtchLlRh5FCP3nEKFHB4JjQ,10.4K,-,Afghanistan,,3.1K,youtube,afghanistan,False,2024,NA,NA,,
89,RDX BOYZ MANIKA @UCLCpibvImQdJu68rMmRw-gA,10.3K,0.3%,Afghanistan,,3.1K,youtube,afghanistan,False,2024,NA,NA,,
90,Dr. Abdullah Abdullah @UCYr6qIfnEVYDTKfUTMDmRSg,10.2K,-,Afghanistan,,3.1K,youtube,afghanistan,False,2024,NA,NA,,
91,Shaheen Naikpay @UC515LyLO1mkor_qylBt_uyQ,10K,-,Afghanistan,,3K,youtube,afghanistan,False,2024,NA,NA,,
92,Torialai Waziry @UCVqiXwXu3vxocfUJlX1qRgw,9.8K,-,Afghanistan,,2.9K,youtube,afghanistan,False,2024,NA,NA,,
93,Dirt Zalgo @UCCVulaGbHLaPJ_dyV7vF0rw,9.7K,-,Afghanistan,,2.9K,youtube,afghanistan,False,2024,NA,NA,,
94,Real Creators @UCPZ2Ssb2d8kxwaWBYSie6cQ,9.3K,0.2%,Afghanistan,,2.8K,youtube,afghanistan,False,2024,NA,NA,,
95,SOMBO BMC @UCVi29qCql-2Dl_6xdjz_trQ,9.2K,-,Afghanistan,,2.8K,youtube,afghanistan,False,2024,NA,NA,,
96,Fox Carp Fishing TV CZ&SK @UCl22B1DgtxuKusXmd5PyyUA,9.2K,0.3%,Afghanistan,,2.7K,youtube,afghanistan,False,2024,NA,NA,,
97,Mudasir Zamani @UC2Sr4O0Gm1dUn3f3K6dBmbw,9.1K,-,Afghanistan,,2.7K,youtube,afghanistan,False,2024,NA,NA,,
98,Cragsman @UCxbZoIuCIud_n1pZgZiSL4w,9.1K,-,Afghanistan,,2.7K,youtube,afghanistan,False,2024,NA,NA,,
99,Angkor Mala @UCEjddKViPwdCLoeg49wrDPw,8.7K,-,Afghanistan,,2.6K,youtube,afghanistan,False,2024,NA,NA,,
100,sanoorg @UCOdbFr8_L4Ynf94oNbyGKGQ,8.6K,0.1%,Afghanistan,,2.6K,youtube,afghanistan,False,2024,NA,NA,,
1,Islamic Center ,530K,-,Aland Islands,,159K,youtube,aland-islands,False,2024,NA,NA,UCp5sPFqliDz5tdjF7tMdiUQ,
2,Frank Official ,128K,-,Aland Islands,,38.4K,youtube,aland-islands,False,2024,NA,NA,UCfpNslKsy6tPRJcjcqhgY_Q,
3,Mystic Media ,68.5K,4.3%,Aland Islands,,20.6K,youtube,aland-islands,False,2024,NA,NA,UCdGVD4QzNyUrfyX5oiZVtfQ,
4,Erik did it ,16.5K,12.9%,Aland Islands,,5K,youtube,aland-islands,False,2024,NA,NA,UCKRSetvAFv7onZEL0DNV6JQ,
5,Menstrual Cup Bd ,15.7K,-,Aland Islands,,4.7K,youtube,aland-islands,False,2024,NA,NA,UCIlbyddNbcWrq2Vl-trCMxA,
6,misterpaj ,14.2K,0.3%,Aland Islands,,4.3K,youtube,aland-islands,False,2024,NA,NA,UC7T6Sb0V1SGF5oHv0fsePmA,
7,Drag Motor2 ,12.8K,-,Aland Islands,News,3.8K,youtube,aland-islands,False,2024,Knowledge&Info,MAPPED,UC_Cl3TOBb2PP6Is5-aWDmfA,News
8,Verbs describe us #culturacastildeviata #artgoeson ,9.5K,-,Aland Islands,,2.9K,youtube,aland-islands,False,2024,NA,NA,UC10IxWOG3EiOQ_Zoq2XpOLg,
9,Ma chinery ,9.3K,-,Aland Islands,,2.8K,youtube,aland-islands,False,2024,NA,NA,UC0DsjQ0YnzFycEyYWxbbCfg,
10,FaithfulBerean ,9K,0.1%,Aland Islands,,2.7K,youtube,aland-islands,False,2024,NA,NA,UCJpxoRoemhS_FgSRXw30zrg,
11,قصة كل يوم ,8.1K,-,Aland Islands,,2.4K,youtube,aland-islands,False,2024,NA,NA,UCUFKKwZH9Vlj3FWutvsthow,
12,Chentra Vuth ,5.4K,-,Aland Islands,,1.6K,youtube,aland-islands,False,2024,NA,NA,UCKcvMBwScPyR6fNbg4jSw_g,
13,Eternal Energy ,3.6K,-,Aland Islands,,1.1K,youtube,aland-islands,False,2024,NA,NA,UCu6-52n67n2XrpQm5AWDwAg,
14,Miha Hilma ,2.2K,-,Aland Islands,,660,youtube,aland-islands,False,2024,NA,NA,UCHv4RPknnMheRoiJ9Q4BMsA,
15,اعرف وتثقف ,2.1K,0.3%,Aland Islands,,639,youtube,aland-islands,False,2024,NA,NA,UCtCx16JYpV529Uj0m2Qawsg,
16,Rambo ,1.4K,30.8%,Aland Islands,,429,youtube,aland-islands,False,2024,NA,NA,UCzUruRlxbkflQezHnjB-BUw,
17,Збс Сериалы ,1.3K,0.2%,Aland Islands,,384,youtube,aland-islands,False,2024,NA,NA,UC_3yFhNgvH5cltGQaupMt6g,
18,Johan Tronestam ,1.2K,2.4%,Aland Islands,,357,youtube,aland-islands,False,2024,NA,NA,UCDZmjfcKPfNyy0tnTDaJznw,
19,stacksmaestro ,1.1K,26.5%,Aland Islands,,327,youtube,aland-islands,False,2024,NA,NA,UCkiGR7ao-u4mFetMLPgrD_w,
20,morg ,1.1K,-,Aland Islands,,324,youtube,aland-islands,False,2024,NA,NA,UCIO6wlknzhuVXVCaASN94eQ,
1,T-Series @UCq-Fj5jknLsUf-MWSy4_brA,234M,-,India,,70.2M,youtube,all-countries,True,2024,NA,NA,,
2,Cocomelon - Nursery Rhymes @UCbCmjCuTUZos6Inko4u57UQ,144M,-,United States,,43.2M,youtube,all-countries,True,2024,NA,NA,,
3,SET India @UCpEhnqL0y41EpW2TvWAHD7Q,139M,-,India,,41.7M,youtube,all-countries,True,2024,NA,NA,,
4,PewDiePie @UC-lHJZR3Gqxm24_Vd_AJ5Yw,111M,0.1%,United States,,33.3M,youtube,all-countries,True,2024,NA,NA,,
5,MrBeast @UCX6OQ3DkcsbYNE6H8uQQuVA,100M,2.4%,United States,Celebrity Pets,30M,youtube,all-countries,True,2024,Entertainment,MAPPED,,Celebrity Pets
6,Like Nastya @UCJplp5SjeGSdVdwsfb9Q7lQ,97.3M,-,United States,,29.2M,youtube,all-countries,True,2024,NA,NA,,
7,✿ Kids Diana Show @UCk8GzjMOrta8yxDcKfylJYw,94.2M,-,,,28.3M,youtube,all-countries,True,2024,NA,NA,,
8,Zee Music Company @UCFFbwnve3yF62-tVXkTyHqg,91.4M,-,India,,27.4M,youtube,all-countries,True,2024,NA,NA,,
9,WWE @UCJ5v_MCY6GNUBTO8-D3XoAg,91.2M,-,,,27.4M,youtube,all-countries,True,2024,NA,NA,,
10,Vlad and Niki @UCvlE5gTbOvjiolFlEm-c_Ow,84.3M,-,United States,Marketing and Advertising Music,25.3M,youtube,all-countries,True,2024,Knowledge&Info,MAPPED,,Marketing and Advertising Music
11,BLACKPINK @UCOmHUn--16B90oW2L6FRR3A,82M,0.4%,South Korea,,24.6M,youtube,all-countries,True,2024,NA,NA,,
12,Goldmines @UCyoXW-Dse7fURq30EWl_CUA,72M,-,India,,21.6M,youtube,all-countries,True,2024,NA,NA,,
13,Justin Bieber @UCIwFjwMjI0y7PDBVEO9-bkQ,69.7M,-,Canada,,20.9M,youtube,all-countries,True,2024,NA,NA,,
14,Sony SAB @UC6-F5tO8uklgE9Zy8IvbdFw,69.2M,-,India,,20.8M,youtube,all-countries,True,2024,NA,NA,,
15,BANGTANTV @UCLkAepWjdylmXSltofFvsYQ,68.6M,0.5%,,,20.6M,youtube,all-countries,True,2024,NA,NA,,
16,HYBE LABELS @UC3IZKseVpdzPSBaWxBxundA,68.1M,-,South Korea,Celebrity Music,20.4M,youtube,all-countries,True,2024,Music,MAPPED,,Celebrity Music
17,Canal KondZilla @UCffDXn7ycAzwL2LDlbyWOTw,66.3M,-,Brazil,,19.9M,youtube,all-countries,True,2024,NA,NA,,
18,Zee TV @UCppHT7SZKKvar4Oc9J4oljQ,64M,-,India,,19.2M,youtube,all-countries,True,2024,NA,NA,,
19,Shemaroo Filmi Gaane @UCP6uH_XlsxrXwZQ4DlqbqPg,61.1M,-,India,,18.3M,youtube,all-countries,True,2024,NA,NA,,
20,Colors TV @UC55IWqFLDH1Xp7iu1_xknRA,59.2M,-,India,,17.8M,youtube,all-countries,True,2024,NA,NA,,
21,ChuChu TV Nursery Rhymes & Kids Songs @UCBnZ16ahKA2DZ_T5W0FPUXg,58.7M,-,India,,17.6M,youtube,all-countries,True,2024,NA,NA,,
22,Dude Perfect @UCRijo3ddMTht_IHyNSNXpNQ,58.6M,-,United States,,17.6M,youtube,all-countries,True,2024,NA,NA,,
23,Movieclips @UC3gNmTGu-TTbFPpfSs5kNkg,58.5M,-,United States,,17.6M,youtube,all-countries,True,2024,NA,NA,,
24,Pinkfong Baby Shark - Kids' Songs & Stories @UCcdwLMPsaU2ezNSJU1nFoBQ,56.9M,-,,,17.1M,youtube,all-countries,True,2024,NA,NA,,
25,Tips Official @UCJrDMFOdv1I2k8n9oK_V21w,56.5M,-,India,,17M,youtube,all-countries,True,2024,NA,NA,,
26,Marshmello @UCEdvpU2pFRCVqU6yIPyTpMQ,55.8M,-,United States,,16.7M,youtube,all-countries,True,2024,NA,NA,,
27,Wave Music @bhojpuriwave,55.6M,-,India,,16.7M,youtube,all-countries,True,2024,NA,NA,,
28,Sony Music India @UC56gTxNs4f9xZ7Pa2i5xNzg,55.3M,-,India,,16.6M,youtube,all-countries,True,2024,NA,NA,,
29,Aaj Tak @UCt4t-jeY85JegMlZ-E5UWtA,54M,-,India,,16.2M,youtube,all-countries,True,2024,NA,NA,,
30,El Reino Infantil @UCK1i2UviaXLUNrZlAFpw_jA,52.9M,-,,,15.9M,youtube,all-countries,True,2024,NA,NA,,
31,Ed Sheeran @UC0C-w0YjGpqDXGB8IHb662A,52.3M,-,,,15.7M,youtube,all-countries,True,2024,NA,NA,,
32,Ariana Grande @UC9CoOnJkIBMdeijd9qYoT_g,52.2M,-,,,15.7M,youtube,all-countries,True,2024,NA,NA,,
33,EminemMusic @UCfM3zsQsOnfWNUppiycmBuw,51.7M,1%,,,15.5M,youtube,all-countries,True,2024,NA,NA,,
34,T-Series Bhakti Sagar @UCaayLD9i5x4MmIoVZxXSv_g,49.9M,-,,,15M,youtube,all-countries,True,2024,NA,NA,,
35,LooLoo Kids - Nursery Rhymes and Children's Songs @UC4NALVCmcmL5ntpV0thoH6w,49.4M,-,United States,,14.8M,youtube,all-countries,True,2024,NA,NA,,
36,YRF @UCbTLwN10NoCU4WDzLf1JMOA,48.4M,-,India,,14.5M,youtube,all-countries,True,2024,NA,NA,,
37,Taylor Swift @UCqECaJ8Gagnn7YCbPEzWH6g,47.2M,0.4%,,,14.2M,youtube,all-countries,True,2024,NA,NA,,
38,Fernanfloo @fernanfloo,47.1M,-,El Salvador,,14.1M,youtube,all-countries,True,2024,NA,NA,,
39,Infobells - Hindi @UC1ciY6kR3yj3kaKZ6R7ewAg,46.6M,-,India,,14M,youtube,all-countries,True,2024,NA,NA,,
40,Billie Eilish @UCiGm_E4ZwYSHV3bcW1pnSeQ,46.6M,0.7%,United States,,14M,youtube,all-countries,True,2024,NA,NA,,
41,JuegaGerman @UCYiGq8XF7YQD00x7wAd62Zg,46.4M,0.4%,Chile,,13.9M,youtube,all-countries,True,2024,NA,NA,,
42,Badabun @UCYWOjHweP2V-8kGKmmAmQJQ,45.7M,-,Mexico,,13.7M,youtube,all-countries,True,2024,NA,NA,,
43,Felipe Neto @UCV306eHqgo0LvBf3Mh36AHg,44.4M,-,Brazil,,13.3M,youtube,all-countries,True,2024,NA,NA,,
44,Get Movies @UClZkHt2kNIgyrTTPnSQV3SA,44.3M,-,Russia,,13.3M,youtube,all-countries,True,2024,NA,NA,,
45,whinderssonnunes @UC3KQ5GWANYF8lChqjZpXsQw,43.7M,-,,,13.1M,youtube,all-countries,True,2024,NA,NA,,
46,SonyMusicIndiaVEVO @UC3MLnJtqc_phABBriLRhtgQ,43.6M,-,,Music,13.1M,youtube,all-countries,True,2024,Music,MAPPED,,Music
47,BRIGHT SIDE @UC4rlAVgAK0SGk-yTfe48Qpw,43.4M,-,,Fitness News,13M,youtube,all-countries,True,2024,Sports,MAPPED,,Fitness News
48,Katy Perry @UCYvmuw-JtVrTZQ-7Y4kd63Q,43.1M,-,United States,,12.9M,youtube,all-countries,True,2024,NA,NA,,
49,Bad Bunny @UCmBA_wu8xGg1OfOkfW13Q0Q,43.1M,-,Puerto Rico,,12.9M,youtube,all-countries,True,2024,NA,NA,,
50,Você Sabia? @UCj0O6W8yDuLg3iraAXKgCrQ,43M,-,Brazil,,12.9M,youtube,all-countries,True,2024,NA,NA,,
51,Alan Walker @UCJrOtniJ0-NWz37R30urifQ,42.4M,-,Norway,,12.7M,youtube,all-countries,True,2024,NA,NA,,
52,Like Nastya Show @UCS94J1s6-qc8v7btCdS2pNg,41.7M,-,United States,,12.5M,youtube,all-countries,True,2024,NA,NA,,
53,CarryMinati @carryminati,41.6M,9.2%,India,Video Gaming,12.5M,youtube,all-countries,True,2024,Tech&Gaming,MAPPED,,Video Gaming
54,ABS-CBN Entertainment @UCstEtN0pgOmCf02EdXsGChw,41.5M,-,Philippines,,12.5M,youtube,all-countries,True,2024,NA,NA,,
55,Shemaroo @UCF1JIbMUs6uqoZEY1Haw0GQ,41.2M,-,India,Celebrity,12.4M,youtube,all-countries,True,2024,Entertainment,MAPPED,,Celebrity
56,Speed Records @UCOsyDsO5tIt-VZ1iwjdQmew,41.1M,-,India,Music,12.3M,youtube,all-countries,True,2024,Music,MAPPED,,Music
57,elrubiusOMG @UCXazgXDIYyWH-yXLAkcrFxw,40.4M,1.7%,,,12.1M,youtube,all-countries,True,2024,NA,NA,,
58,Little Baby Bum - Nursery Rhymes & Kids Songs @UCKAqou7V9FAWXpZd9xtOg3Q,40M,-,United States,,12M,youtube,all-countries,True,2024,NA,NA,,
