uniqueId,handle,name,_platform,_year,_month,category_unified,populated_category,number_videos_last_year,processed_at_unix,status,_country,_is_global,category_1,category_2,category_primary,category_status,comments_avg,country,engagement_total,engagement_auth,er,followers,id,likes_avg,potential_reach,shares_avg,source_file,topic_of_influence,topic_of_influence_en,views_avg,engagement_count,er_pct
11,thv,V,instagram,2022,december,Music,Lifestyle,,,,,,Music,,,MAPPED,,South Korea,12000000.0,12000000.0,,53800000.0,,,,,preprocessedData.csv,,,,12000000.0,22.304832713754646
12,virat.kohli,Virat Kohli,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,India,2800000.0,2500000.0,,228800000.0,,,,,preprocessedData.csv,,,,2800000.0,1.2237762237762237
13,lalalalisa_m,LISA,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,Indonesia,6400000.0,5600000.0,,85700000.0,,,,,preprocessedData.csv,,,,6400000.0,7.467911318553091
14,kourtneykardash,Kourtney Kardashian Barker,instagram,2022,december,Lifestyle,Lifestyle,,,,,,Lifestyle,,,MAPPED,,United States,2000000.0,1400000.0,,205600000.0,,,,,preprocessedData.csv,,,,2000000.0,0.9727626459143969
15,billieeilish,BILLIE EILISH,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,3800000.0,2900000.0,,107500000.0,,,,,preprocessedData.csv,,,,3800000.0,3.5348837209302326
16,agustd,SUGA of BTS 민윤기,instagram,2022,december,Lifestyle,Lifestyle,,,,,,Lifestyle,Music,,MAPPED,,,9500000.0,9500000.0,,41400000.0,,,,,preprocessedData.csv,,,,9500000.0,22.946859903381643
17,justinbieber,Justin Bieber,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,Brazil,1400000.0,1000000.0,,270000000.0,,,,,preprocessedData.csv,,,,1400000.0,0.5185185185185185
18,jennierubyjane,J,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,Indonesia,5200000.0,4400000.0,,72300000.0,,,,,preprocessedData.csv,,,,5200000.0,7.192254495159059
19,therock,Dwayne Johnson,instagram,2022,december,Sports,Entertainment,,,,,,Fitness & Gym,Art/Artists,,MAPPED,,India,976300.0,761200.0,,355200000.0,,,,,preprocessedData.csv,,,,976300.0,0.2748592342342342
20,iamcardib,Cardi B,instagram,2022,december,Music,Music,,,,,,Music,Fashion,,MAPPED,,United States,2300000.0,1600000.0,,144900000.0,,,,,preprocessedData.csv,,,,2300000.0,1.5873015873015872
4484,karolg,KAROL G,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,Mexico,5200000.0,4300000.0,,58000000.0,,,,,preprocessedData.csv,,,,5200000.0,8.96551724137931
22,jin,Jin of BTS,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,6600000.0,6600000.0,,42200000.0,,,,,preprocessedData.csv,,,,6600000.0,15.639810426540285
23,instagram,Instagram,instagram,2022,december,Lifestyle,Lifestyle,,,,,,Photography,,,MAPPED,,India,466400.0,375100.0,,579800000.0,,,,,preprocessedData.csv,,,,466400.0,0.08044153156260779
24,mileycyrus,Miley Cyrus,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,1300000.0,998200.0,,189800000.0,,,,,preprocessedData.csv,,,,1300000.0,0.684931506849315
25,uarmyhope,jhope,instagram,2022,december,Lifestyle,Lifestyle,,,,,,Art/Artists,Music,,MAPPED,,South Korea,5900000.0,5900000.0,,42400000.0,,,,,preprocessedData.csv,,,,5900000.0,13.915094339622641
26,badbunnypr,,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,5700000.0,3600000.0,,44500000.0,,,,,preprocessedData.csv,,,,5700000.0,12.808988764044942
27,sooyaaa__,JISOO🤍,instagram,2022,december,Music,Music,,,,,,Music,Beauty,,MAPPED,,Indonesia,3800000.0,3300000.0,,66700000.0,,,,,preprocessedData.csv,,,,3800000.0,5.697151424287856
28,bts.bighitofficial,BTS official,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,Indonesia,3300000.0,2900000.0,,69600000.0,,,,,preprocessedData.csv,,,,3300000.0,4.741379310344827
29,khaby00,Khaby Lame,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,India,2700000.0,2000000.0,,80300000.0,,,,,preprocessedData.csv,,,,2700000.0,3.3623910336239105
30,aliaabhatt,Alia Bhatt 💛,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,India,2700000.0,2200000.0,,73500000.0,,,,,preprocessedData.csv,,,,2700000.0,3.6734693877551026
31,rkive,RM,instagram,2022,december,Lifestyle,Lifestyle,,,,,,Lifestyle,Music,,MAPPED,,Ethiopia,4600000.0,4600000.0,,40400000.0,,,,,preprocessedData.csv,,,,4600000.0,11.386138613861387
32,milliebobbybrown,Millie Bobby Brown,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,Brazil,3000000.0,2400000.0,,60500000.0,,,,,preprocessedData.csv,,,,3000000.0,4.958677685950414
4768,jlo,Jennifer Lopez,instagram,2022,december,Music,Music,,,,,,Music,Cinema & Actors/actresses,,MAPPED,,United States,725200.0,571700.0,,229300000.0,,,,,preprocessedData.csv,,,,725200.0,0.3162668992586132
34,travisscott,flame,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,3100000.0,2100000.0,,47600000.0,,,,,preprocessedData.csv,,,,3100000.0,6.512605042016808
35,harrystyles,,instagram,2022,december,Music,Music,,,,,,Music,Fashion,,MAPPED,,United States,3000000.0,2200000.0,,47900000.0,,,,,preprocessedData.csv,,,,3000000.0,6.263048016701461
36,kingjames,👑,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,United States,1000000.0,643400.0,,139400000.0,,,,,preprocessedData.csv,,,,1000000.0,0.7173601147776184
37,karimbenzema,Karim Benzema,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,France,2200000.0,1500000.0,,63200000.0,,,,,preprocessedData.csv,,,,2200000.0,3.481012658227848
38,champagnepapi,champagnepapi,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,998800.0,587000.0,,126300000.0,,,,,preprocessedData.csv,,,,998800.0,0.7908155186064924
39,dualipa,DUA LIPA,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,1400000.0,1100000.0,,87600000.0,,,,,preprocessedData.csv,,,,1400000.0,1.5981735159817352
40,anushkasharma,AnushkaSharma1588,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,India,2000000.0,1800000.0,,61700000.0,,,,,preprocessedData.csv,,,,2000000.0,3.2414910858995136
41,dlwlrma,이지금 IU,instagram,2022,december,Lifestyle,Lifestyle,,,,,,Art/Artists,,,MAPPED,,South Korea,4200000.0,3500000.0,,28400000.0,,,,,preprocessedData.csv,,,,4200000.0,14.788732394366196
42,jennaortega,Jenna Ortega,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,Lifestyle,,MAPPED,,United States,4900000.0,3500000.0,,23800000.0,,,,,preprocessedData.csv,,,,4900000.0,20.588235294117645
43,eunwo.o_c,차은우,instagram,2022,december,Music,Music,,,,,,Music,Lifestyle,,MAPPED,,Indonesia,3600000.0,3100000.0,,31600000.0,,,,,preprocessedData.csv,,,,3600000.0,11.39240506329114
44,noahschnapp,Noah Schnapp,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,Brazil,4100000.0,3200000.0,,27400000.0,,,,,preprocessedData.csv,,,,4100000.0,14.963503649635038
45,antonelaroccuzzo,Antonela Roccuzzo,instagram,2022,december,Beauty&Fashion,Beauty&Fashion,,,,,,Modeling,Family,,MAPPED,,Argentina,4600000.0,2800000.0,,23700000.0,,,,,preprocessedData.csv,,,,4600000.0,19.40928270042194
22045,narendramodi,Narendra Modi,instagram,2022,december,Knowledge&Info,Knowledge&Info,,,,,,Finance & Economics,Business & Careers,,MAPPED,,India,1500000.0,1300000.0,,71300000.0,,,,,preprocessedData.csv,,,,1500000.0,2.1037868162692845
47,georginagio,Georgina Rodríguez,instagram,2022,december,Lifestyle,Lifestyle,,,,,,Lifestyle,Fashion,,MAPPED,,India,2500000.0,1800000.0,,40400000.0,,,,,preprocessedData.csv,,,,2500000.0,6.188118811881188
21744,oliviarodrigo,Olivia Rodrigo,instagram,2022,december,Music,Music,,,,,,Music,Cinema & Actors/actresses,,MAPPED,,United States,3500000.0,2800000.0,,28900000.0,,,,,preprocessedData.csv,,,,3500000.0,12.110726643598616
49,nasa,NASA,instagram,2022,december,Tech&Gaming,Tech&Gaming,,,,,,Science,Photography,,MAPPED,,India,1100000.0,931900.0,,86000000.0,,,,,preprocessedData.csv,,,,1100000.0,1.2790697674418605
50,realmadrid,Real Madrid C.F.,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,Spain,720500.0,516600.0,,129400000.0,,,,,preprocessedData.csv,,,,720500.0,0.5568006182380216
51,virginia,Virginia Fonseca Costa,instagram,2022,december,Entertainment,Entertainment,,,,,,Shows,Lifestyle,,MAPPED,,Brazil,2200000.0,1400000.0,,41600000.0,,,,,preprocessedData.csv,,,,2200000.0,5.288461538461538
52,actorleeminho,이민호 leeminho,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,Indonesia,2900000.0,2300000.0,,31500000.0,,,,,preprocessedData.csv,,,,2900000.0,9.206349206349207
53,paulodybala,Paulo Dybala,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,Argentina,1800000.0,1100000.0,,51000000.0,,,,,preprocessedData.csv,,,,1800000.0,3.5294117647058822
54,adele,Adele,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,1800000.0,1300000.0,,51000000.0,,,,,preprocessedData.csv,,,,1800000.0,3.5294117647058822
21897,haileybieber,Hailey Rhode Baldwin Bieber,instagram,2022,december,Lifestyle,Lifestyle,,,,,,Lifestyle,Modeling,,MAPPED,,United States,1700000.0,1300000.0,,49600000.0,,,,,preprocessedData.csv,,,,1700000.0,3.4274193548387095
56,gigihadid,Gigi Hadid,instagram,2022,december,Beauty&Fashion,Beauty&Fashion,,,,,,Modeling,Lifestyle,,MAPPED,,United States,1100000.0,752100.0,,76400000.0,,,,,preprocessedData.csv,,,,1100000.0,1.4397905759162304
57,jongsuk0206,이종석,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,Indonesia,3200000.0,2500000.0,,24600000.0,,,,,preprocessedData.csv,,,,3200000.0,13.008130081300814
58,sadiesink_,Sadie Sink,instagram,2022,december,Beauty&Fashion,Beauty&Fashion,,,,,,Modeling,Lifestyle,,MAPPED,,Brazil,3100000.0,2200000.0,,25400000.0,,,,,preprocessedData.csv,,,,3100000.0,12.204724409448819
59,shraddhakapoor,Shraddha ✶,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,India,989100.0,851700.0,,76900000.0,,,,,preprocessedData.csv,,,,989100.0,1.286215864759428
60,gal_gadot,Gal Gadot,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,United States,813100.0,629000.0,,92300000.0,,,,,preprocessedData.csv,,,,813100.0,0.8809317443120259
61,vinijr,Vinicius Jr. ⚡️🇧🇷,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,Lifestyle,,MAPPED,,Brazil,2600000.0,1500000.0,,28100000.0,,,,,preprocessedData.csv,,,,2600000.0,9.252669039145907
62,bellahadid,Bella 🦋,instagram,2022,december,Beauty&Fashion,Beauty&Fashion,,,,,,Modeling,,,MAPPED,,United States,1300000.0,799400.0,,56600000.0,,,,,preprocessedData.csv,,,,1300000.0,2.2968197879858656
63,katrinakaif,Katrina Kaif,instagram,2022,december,Beauty&Fashion,Beauty&Fashion,,,,,,Beauty,,,MAPPED,,India,1000000.0,882200.0,,69300000.0,,,,,preprocessedData.csv,,,,1000000.0,1.443001443001443
64,richarlison,Richarlison,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,Lifestyle,,MAPPED,,Brazil,3500000.0,1900000.0,,20100000.0,,,,,preprocessedData.csv,,,,3500000.0,17.412935323383085
65,real__pcy,EXO_CY,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,Indonesia,3000000.0,2400000.0,,23900000.0,,,,,preprocessedData.csv,,,,3000000.0,12.552301255230125
21898,luisitocomunica,Luisillo El Pillo,instagram,2022,december,Entertainment,Entertainment,,,,,,Humor & Fun & Happiness,Clothing & Outfits,,MAPPED,,Mexico,2100000.0,1600000.0,,32900000.0,,,,,preprocessedData.csv,,,,2100000.0,6.382978723404255
67,shakira,Shakira,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,884100.0,647100.0,,77900000.0,,,,,preprocessedData.csv,,,,884100.0,1.1349165596919126
68,theweeknd,The Weeknd,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,1400000.0,1100000.0,,46500000.0,,,,,preprocessedData.csv,,,,1400000.0,3.010752688172043
69,fcbarcelona,FC Barcelona,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,Indonesia,584500.0,414900.0,,114800000.0,,,,,preprocessedData.csv,,,,584500.0,0.5091463414634146
70,blakelively,Blake Lively,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,United States,1800000.0,1200000.0,,37000000.0,,,,,preprocessedData.csv,,,,1800000.0,4.864864864864865
71,iamsrk,Shah Rukh Khan,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,India,2000000.0,1600000.0,,33500000.0,,,,,preprocessedData.csv,,,,2000000.0,5.970149253731343
72,rashmika_mandanna,Rashmika Mandanna,instagram,2022,december,Beauty&Fashion,Beauty&Fashion,,,,,,Beauty,Art/Artists,,MAPPED,,India,1800000.0,1500000.0,,35600000.0,,,,,preprocessedData.csv,,,,1800000.0,5.056179775280898
73,ddlovato,Demi Lovato,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,434000.0,335900.0,,144200000.0,,,,,preprocessedData.csv,,,,434000.0,0.3009708737864078
74,mosalah,Mohamed Salah,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,Indonesia,1100000.0,760800.0,,55000000.0,,,,,preprocessedData.csv,,,,1100000.0,2.0
75,jenniferaniston,Jennifer Aniston,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,Brazil,1500000.0,1000000.0,,41100000.0,,,,,preprocessedData.csv,,,,1500000.0,3.64963503649635
76,danbilzerian,Dan Bilzerian,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,India,1800000.0,1100000.0,,33600000.0,,,,,preprocessedData.csv,,,,1800000.0,5.357142857142857
77,handemiyy,Hande Erçel,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,Turkey,2000000.0,1500000.0,,29200000.0,,,,,preprocessedData.csv,,,,2000000.0,6.8493150684931505
78,meganfox,Megan Fox,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,United States,2700000.0,1600000.0,,20800000.0,,,,,preprocessedData.csv,,,,2700000.0,12.980769230769232
79,madisonbeer,Madison Beer,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,1600000.0,1200000.0,,34000000.0,,,,,preprocessedData.csv,,,,1600000.0,4.705882352941177
80,dovecameron,DOVE,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,United States,1100000.0,861400.0,,48400000.0,,,,,preprocessedData.csv,,,,1100000.0,2.272727272727273
81,akshaykumar,Akshay Kumar,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,India,856200.0,721000.0,,63600000.0,,,,,preprocessedData.csv,,,,856200.0,1.3462264150943397
82,blackpinkofficial,BLΛƆKPIИK,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,Indonesia,1100000.0,861700.0,,51400000.0,,,,,preprocessedData.csv,,,,1100000.0,2.140077821011673
83,lilireinhart,Lili Reinhart,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,Brazil,1800000.0,1200000.0,,28400000.0,,,,,preprocessedData.csv,,,,1800000.0,6.338028169014084
84,chrisbrownofficial,BROWN,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,414200.0,264100.0,,127300000.0,,,,,preprocessedData.csv,,,,414200.0,0.32537313432835824
85,championsleague,UEFA Champions League,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,Brazil,505900.0,371300.0,,101100000.0,,,,,preprocessedData.csv,,,,505900.0,0.5003956478733927
86,bn_sj2013,박서준,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,Modeling,,MAPPED,,Indonesia,2200000.0,1900000.0,,23100000.0,,,,,preprocessedData.csv,,,,2200000.0,9.523809523809524
87,jairmessiasbolsonaro,Jair M. Bolsonaro,instagram,2022,december,Knowledge&Info,Knowledge&Info,,,,,,Finance & Economics,Business & Careers,,MAPPED,,Brazil,2100000.0,1500000.0,,25700000.0,,,,,preprocessedData.csv,,,,2100000.0,8.171206225680933
88,davidbeckham,David Beckham,instagram,2022,december,Lifestyle,Lifestyle,,,,,,Family,Sports with a ball,,MAPPED,,India,664600.0,497300.0,,76400000.0,,,,,preprocessedData.csv,,,,664600.0,0.8698952879581152
89,priyankachopra,Priyanka,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,India,607900.0,541800.0,,84100000.0,,,,,preprocessedData.csv,,,,607900.0,0.7228299643281808
90,niallhoran,Niall Horan,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,1600000.0,1100000.0,,30900000.0,,,,,preprocessedData.csv,,,,1600000.0,5.177993527508091
91,chrishemsworth,Chris Hemsworth,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,India,885400.0,687300.0,,56100000.0,,,,,preprocessedData.csv,,,,885400.0,1.5782531194295901
92,deepikapadukone,Deepika Padukone,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,India,688100.0,527200.0,,70500000.0,,,,,preprocessedData.csv,,,,688100.0,0.9760283687943263
93,lelepons,Lele Pons,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,Mexico,958700.0,615600.0,,50300000.0,,,,,preprocessedData.csv,,,,958700.0,1.9059642147117295
94,vindiesel,Vin Diesel,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,Brazil,558800.0,433000.0,,84800000.0,,,,,preprocessedData.csv,,,,558800.0,0.6589622641509434
95,tchalamet,Timothée Chalamet,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,United States,2600000.0,1600000.0,,18100000.0,,,,,preprocessedData.csv,,,,2600000.0,14.3646408839779
96,robertdowneyjr,Robert Downey Jr.,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,India,861100.0,687800.0,,53900000.0,,,,,preprocessedData.csv,,,,861100.0,1.5975881261595548
97,dishapatani,disha patani (paatni) 🦋,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,Lifestyle,,MAPPED,,India,830300.0,674200.0,,55500000.0,,,,,preprocessedData.csv,,,,830300.0,1.496036036036036
98,ester_exposito,Ester 🌙,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,Mexico,1600000.0,1100000.0,,28500000.0,,,,,preprocessedData.csv,,,,1600000.0,5.614035087719298
99,zacefron,Zac Efron,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,United States,786100.0,542400.0,,56600000.0,,,,,preprocessedData.csv,,,,786100.0,1.3888692579505302
100,charlidamelio,charli,instagram,2022,december,Lifestyle,Lifestyle,,,,,,Lifestyle,Shows,,MAPPED,,United States,908700.0,786600.0,,48700000.0,,,,,preprocessedData.csv,,,,908700.0,1.8659137577002054
101,angeldimariajm,Ángel Di María,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,Argentina,1900000.0,1300000.0,,23200000.0,,,,,preprocessedData.csv,,,,1900000.0,8.189655172413794
102,iamzlatanibrahimovic,Zlatan Ibrahimović,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,Italy,760900.0,481700.0,,57100000.0,,,,,preprocessedData.csv,,,,760900.0,1.3325744308231173
103,luissuarez9,Luis Suárez,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,Brazil,949300.0,614500.0,,45500000.0,,,,,preprocessedData.csv,,,,949300.0,2.0863736263736263
104,michaelbjordan,Michael B. Jordan,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,United States,2200000.0,1500000.0,,19300000.0,,,,,preprocessedData.csv,,,,2200000.0,11.398963730569948
105,yawnzzn,YEONJUN,instagram,2022,december,,,,,,,,,,,,,India,3600000.0,2800000.0,,11700000.0,,,,,preprocessedData.csv,,,,3600000.0,30.76923076923077
106,oohsehun,SEHUN,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,Indonesia,1700000.0,1400000.0,,23300000.0,,,,,preprocessedData.csv,,,,1700000.0,7.296137339055794
107,6ix9ine,,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,1900000.0,1100000.0,,21600000.0,,,,,preprocessedData.csv,,,,1900000.0,8.796296296296296
108,433,433,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,Spain,672100.0,404800.0,,58200000.0,,,,,preprocessedData.csv,,,,672100.0,1.1548109965635738
109,jasonstatham,Jason Statham,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,India,1200000.0,845800.0,,31800000.0,,,,,preprocessedData.csv,,,,1200000.0,3.7735849056603774
110,lewishamilton,Lewis Hamilton,instagram,2022,december,Sports,Sports,,,,,,Racing Sports,,,MAPPED,,Brazil,1200000.0,833100.0,,31000000.0,,,,,preprocessedData.csv,,,,1200000.0,3.870967741935484
111,jacquelinef143,Jacqueline Fernandez,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,India,574900.0,472100.0,,64400000.00000001,,,,,preprocessedData.csv,,,,574900.0,0.8927018633540371
112,_jeongjaehyun,Jaehyun,instagram,2022,december,,,,,,,,,,,,,Indonesia,2800000.0,2300000.0,,13100000.0,,,,,preprocessedData.csv,,,,2800000.0,21.374045801526716
113,hardikpandya93,Hardik Himanshu Pandya,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,India,1400000.0,1200000.0,,24400000.0,,,,,preprocessedData.csv,,,,1400000.0,5.737704918032787
114,chrisevans,Chris Evans,instagram,2022,december,Entertainment,Entertainment,,,,,,Cinema & Actors/actresses,,,MAPPED,,United States,1900000.0,1600000.0,,18300000.0,,,,,preprocessedData.csv,,,,1900000.0,10.382513661202186
115,kimberly.loaiza,KIM LOAIZA 🖤,instagram,2022,december,Beauty&Fashion,Beauty&Fashion,,,,,,Clothing & Outfits,Lifestyle,,MAPPED,,Mexico,963100.0,797900.0,,36600000.0,,,,,preprocessedData.csv,,,,963100.0,2.6314207650273223
116,achrafhakimi,Achraf Hakimi,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,Morocco,2500000.0,1700000.0,,14400000.0,,,,,preprocessedData.csv,,,,2500000.0,17.36111111111111
21904,realstraykids,Stray Kids,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,Indonesia,1500000.0,1200000.0,,23600000.0,,,,,preprocessedData.csv,,,,1500000.0,6.3559322033898304
118,_rl9,Robert Lewandowski,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,Poland,1100000.0,889400.0,,31700000.0,,,,,preprocessedData.csv,,,,1100000.0,3.4700315457413247
119,theestallion,Megan Thee Stallion,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,United States,1200000.0,660200.0,,30100000.0,,,,,preprocessedData.csv,,,,1200000.0,3.9867109634551494
120,rohitsharma45,Rohit Sharma,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,Lifestyle,,MAPPED,,India,1300000.0,1200000.0,,26100000.0,,,,,preprocessedData.csv,,,,1300000.0,4.980842911877394
121,maluma,MALUMA,instagram,2022,december,Music,Music,,,,,,Music,,,MAPPED,,Italy,544600.0,353900.0,,62900000.0,,,,,preprocessedData.csv,,,,544600.0,0.865818759936407
122,marcelotwelve,Marcelo Vieira,instagram,2022,december,Sports,Sports,,,,,,Sports with a ball,,,MAPPED,,Spain,546200.0,367500.0,,60300000.0,,,,,preprocessedData.csv,,,,546200.0,0.9058043117744611
