rank,name,followers,er,country,topic_of_influence,potential_reach,unified_category,handle
47,Cecilia Blomdahl,506000,,النرويج,,151800,,@UCnFhQlaQIqs6vw_mmG0bRww
48,Mellow,501000,0.2,النرويج,,150300,,@UC0paWv2Ylkz32P-WCGARDLg
49,Vexento,484000,0.8,النرويج,موسيقى,145200,Others,@UCYZ9rknEmE4R1J_HBJ2yBlQ
50,Gopher,483000,0.1,النرويج,ألعاب فيديو,144900,Others,@UC1CSCMwaDubQ4rcYCpX40Eg
51,Sunny,469000,,النرويج,,140700,,@UCTninj9qwE4VFT6yiJ_j3NA
52,Polyfjord,461000,1.2,النرويج,,138300,,@UC1MmrnDaPnNa55twYBiH4NA
53,Anton S Live,458000,,النرويج,,137400,,@UCpQWh9JggVV9ZKz7IWrHAEA
54,RailCowGirl,457000,,النرويج,,137100,,@UCj-Xm8j6WBgKY8OG7s9r2vQ
55,Boomerang Norge,442000,,النرويج,,132600,,@UC86A9CDwx_4aqFMJPOd_n_Q
56,Emma Ellingsen,431000,1.3,النرويج,,129300,,@UCpdmlPZMeDCqhGqzM4Zd1ww
57,Dagbladet,426000,,النرويج,,127800,,@UCk5pvsyZJoYJBd7_oFPTlRQ
58,Alternate,415000,0.4,النرويج,,124500,,@UCDL-lqf51afYoUldSvZMTOA
59,Madcon official,413000,0.2,النرويج,,123900,,@UCV94szan7U2Ug8qJAdHjC5w
60,Spirit Tribe Awakening,408000,,النرويج,,122400,,@UC961ko9mCxvoHaeMUJb4Lfg
61,Milkgore,404000,1.1,النرويج,,121200,,@UCY0-fBwD72-W4w3MisVCVFQ
62,Garaad TV,395000,,النرويج,,118500,,@UCaxDl0VZHy_JxrJ1Q0D2dVA
63,Qulasada Filimada,394000,1.4,النرويج,,118200,,@UC-o9P-KzoA7oDIcHq7WUNbw
64,Mobile Arcade,389000,,النرويج,,116700,,@UChHZWnj7E6EzQPhlp62U2Gw
65,Linko,377000,0.9,النرويج,,113100,,@UCm5VWa6hIDW88dDo-bmnZxQ
66,LemaitreMusic,372000,0.1,النرويج,,111600,,@UCux_hBqKE0nh7xLbWsYARHw
67,ZourChip,371000,,النرويج,,111300,,@UCyQ0PYhw4G-lF7EKMbwsw3g
68,Alexandre Chappel,368000,,النرويج,,110400,,@UCe1Aj6VEO299Yq4WkXdoD3Q
69,boy pablo,367000,1.4,النرويج,,110100,,@UCeA2KEyAm5WOG-cLD8jEYfw
70,Nordavind,358000,,النرويج,,107400,,@UCs3YoWL4OH1wJrrIsf6juzA
71,شكو ماكو مع حسن السعيدي Shaku Mako,358000,,النرويج,,107400,,@UCXgznj1dzO37qdjFts6la0Q
72,Skavlan,355000,,النرويج,,106500,,@UCHkapYFq5ev4PDAxZQ_PF9Q
73,Andyax,340000,0.3,النرويج,,102000,,@UCSP7E88uFuHASIJLDjAhyKg
74,Peder B. Helland,337000,0.1,النرويج,موسيقى,101100,Others,@UCIIzc3b8U0_vtVScDEyFGew
75,Jigjiga Tube,332000,,النرويج,,99600,,@UCzgxEL622oq1hiVJZk5RbuQ
76,Islam Net,330000,,النرويج,,99000,,@UC0o4-48gQsavA3-Lr8ksYqQ
77,Tropo Calming,326000,,النرويج,,97800,,@UCDEh0PTwra8pRsuWSOy6gPQ
78,TV 2,316000,,النرويج,,94800,,@UCTQJ4_K6Y-CE3XttBXyvGbA
79,Viprin,308000,0.3,النرويج,,92400,,@UCUwapObI2gw2Tovu5oj-wng
80,Lie Likes Music,307000,1.1,النرويج,موسيقى,92100,Others,@UCgIlmfJhLLBwTYvL4r-2hhg
81,Abdihaliim Ali,301000,3.3,النرويج,,90300,,@abdihaliimali
82,marrentm,293000,,النرويج,,87900,,@UCz-yphxH7msdBf4cc29zasg
83,Nature Healing Society,287000,,النرويج,,86100,,@UCPjn3YLQ_idrJT-eYvlR5bg
84,CityGlobeTour,284000,,النرويج,,85200,,@UCSzTToGCOECsgTPjQ9BL6rg
85,Anton S,263000,,النرويج,,78900,,@UCF1aTvgB53z-vkuu5LD-dKw
86,RagnarRox,261000,2.6,النرويج,,78300,,@UCFg9-S0cfu3UvBYuSNFT9hQ
87,The History of the World,258000,23.2,النرويج,,77400,,@UC6xWLK_eSPw5Kk-zlkC8KwA
88,Arch,253000,1.7,النرويج,,75900,,@UChS9wazLlTUHSTeKVG39hZw
89,Kovu Kingsrod,250000,,النرويج,,75000,,@UCYkXsiSerUoIqayxAgrcowQ
90,ЦИРК НА КОЛЕСАХ,249000,1.5,النرويج,,74700,,@UCp6a5V_a3uhxEkIT_QJ6Maw
91,unsorted guy,239000,,النرويج,,71700,,@UCJ3wC_LyLPOrwhLpBu6KtnA
92,Rude Boy,239000,0.3,النرويج,,71700,,@UCjI9EgQ0pPi-Z1R1J5qmQiQ
93,SpartanGirls,238000,,النرويج,,71400,,@UCxQLh_TJvRNYXk4oyG85LnQ
94,Violin Noobie,236000,,النرويج,,70800,,@UCMGf-4TZDqNG97yqY5WPTCA
95,Solfrid ASMR,231000,,النرويج,,69300,,@UCYiDenIXRDeLoPcJDInEgSA
96,Personal Power - Sleep Serenity & Meditation,229000,,النرويج,,68700,,@UCz08eyb3Noqa6yC0z2bWENw
97,Animated Stats,229000,0.2,النرويج,,68700,,@UCLwluonD3CuhTaVLlmSQ-VQ
98,Andreas Hem,228000,,النرويج,,68400,,@UCkCTEg2Fq-_E6phK3iwu1Bw
99,skillNshoot,227000,,النرويج,,68100,,@UCW0dwMG5Ky9CaKlNHxEvRBg
100,Nordern,221000,,النرويج,,66300,,@UCX2I5pSP-b-iD8sPGiCO1dA
1,HAR PAL GEO,31100000,,Pakistan,,9300000,,@UCe9JSDmyqNgA_l2BzGHq1Ug
2,HUM TV,25000000,,Pakistan,,7500000,,@UCEeEQxm6qc_qaTE7qTV5aLQ
3,Islamic Teacher Official,8000000,,Pakistan,Education News,2400000,Info/Business,@UC1XrhzT6FGdc9eAso7Kv3CQ
4,UrduPoint.com,7200000,,Pakistan,,2200000,,@UC8SUpGjRdTSqIBuOfmWp3rg
5,Tariq Jamil,6900000,,Pakistan,,2100000,,@UCct5L-DaVYK8UtmqGU8gJtw
6,Hukam Ali,6200000,,Pakistan,Celebrity Music,1900000,Music,@UCk97k0azNvanpvrLBm1ShfQ
7,Mehrban Ali,6200000,,Pakistan,,1800000,,@UCl1naPZOHU69BDS1P03PxXw
8,Dunya News,5900000,,Pakistan,,1800000,,@UCnMBV5Iw4WqKILKue1nP6Hg
9,Pyaar Lafzon Mein Kahan,5900000,,Pakistan,,1800000,,@UCSZCTqWb3uP7ozMaZnYOA-A
10,Talk Shows Central,5600000,,Pakistan,,1700000,,@UC25Ntv5IrTD-B0eZ92O50Tg
11,Random Hands,5400000,0.8,Pakistan,,1600000,,@UCrI3dm4qgAEV67Jc6797WIA
12,Salman Noman,5300000,,Pakistan,,1600000,,@UCXTyWqKtLLzaom6XwaJu7xw
13,BOL News,4900000,,Pakistan,News Celebrity,1500000,Info/Business,@UCz2yxQJZgiB_5elTzqV7FiQ
14,BOL Network,4800000,,Pakistan,Celebrity News Video Gaming,1500000,Tech/Gaming,@UCV6-CUNsfe2-STYfYkd7bBQ
15,A Plus Entertainment,4700000,,Pakistan,,1400000,,@UCdmkPG3FG48A27-PrD-lC8A
16,92 News HD,4600000,,Pakistan,News Celebrity Sports Technology,1400000,Sports,@UCsgC5cbz3DE2Shh34gNKiog
17,Top Pakistani Dramas,4600000,,Pakistan,,1400000,,@UCQ5a6t32eTalvd-n2jQN1QQ
18,Ducky Bhai,4400000,,Pakistan,,1300000,,@UC_c-RTowPbIlzMkIa_O7s6Q
19,Haqeeqat TV,4400000,,Pakistan,,1300000,,@UCR6yfDK_u5EXby7CnG9-rYw
20,Kitchen with Amna,4300000,,Pakistan,,1300000,,@UCQ2P7C8UGoVM6AhqsVx-M0Q
21,Hafiz Tahir Qadri,4300000,,Pakistan,,1300000,,@UCbbgJ-EH05HwinbdVawQj6g
22,Food Fusion,4100000,,Pakistan,Food and Drink,1200000,Lifestyle,@UCuqBZWK9Wrol_4Y22DzisFQ
23,The Urdu Teacher,4100000,,Pakistan,,1200000,,@UCbEW8ye_j0HuPFXyiYyQnLg
24,Peep Peep,4100000,,Pakistan,,1200000,,@UCbVY7uuLVv_b8W8Bxu08aSQ
25,Pakistan Super League,4000000,,Pakistan,,1200000,,@UCpNzXJ5jpcJojC5mHQvGA8w
26,Islam Advisor,3900000,,Pakistan,,1200000,,@UCL_IDeoFWp6VXyMx9hmrHpQ
27,Pakistan Cricket,3800000,,Pakistan,,1100000,,@UCiWrjBhlICf_L_RK5y6Vrxw
28,Memoona Muslima,3800000,,Pakistan,Beauty,1100000,Beauty/Fashion,@UCImwHhOJFGuWknG0zqlzSzw
29,Best Pakistani Dramas,3700000,,Pakistan,,1100000,,@UCyFbHB68DazkUxdq2WvPDfQ
30,Village Food Secrets,3700000,0.2,Pakistan,,1100000,,@UCQexaAjPn3-1MCE4DmBK3Tg
31,Dilkash Beauty,3600000,,Pakistan,Beauty,1100000,Beauty/Fashion,@UCV-zFVygK6QZT0mHcGRaXfQ
32,BaBa Food RRC,3600000,,Pakistan,,1100000,,@UCnGeD5ayRbMykUT1J0ZNF5A
33,Rohail Voice,3500000,,Pakistan,,1100000,,@UCUtYidq68LZ9z6CZpDrfrpg
34,Voice Daily,3500000,,Pakistan,,1100000,,@UC4LAx5D1RQ1jIpqzdtvxmtg
35,Unisys Music,3500000,,Pakistan,,1000000,,@UC6skOpWzyqC5AOTpg8V7Bow
36,Qasim Ali Shah,3400000,,Pakistan,Fashion,1000000,Beauty/Fashion,@UCn68MHKSGluDcSQbABxW4EQ
37,Shaheen Studio,3300000,,Pakistan,,981000,,@UCiBddCIK2u6P792FVnh3otw
38,Daily Pakistan Global,3300000,,Pakistan,,981000,,@UCtTGbJC72sakYRXiLiV5rzQ
39,Express News,3200000,,Pakistan,News,969000,Info/Business,@UCTur7oM6mLL0rM2k0znuZpQ
40,Allah Ki Qudrat,3200000,,Pakistan,,954000,,@UCiDtSBuOaq6izf-4zb0vf-w
41,Bao Rami Status,3000000,,Pakistan,,906000,,@UCrx9h2iLvFzB0WuuGYRUT3A
42,Malumat Tube Official,3000000,,Pakistan,,900000,,@UCfvl-1CHKqGN6wWdAYHVt_Q
43,Urdu Mag,2900000,,Pakistan,,873000,,@UCaQafYWgEy1qSIQnvY3f84w
44,HUM SAB,2900000,,Pakistan,,858000,,@UCuS-2oEPKHwAWevROc_v2nA
45,Dumb TV,2900000,0.2,Pakistan,,855000,,@UCogqPGrVifhSNRh0el3kEMg
46,Atif Aslam,2800000,0.2,Pakistan,,843000,,@UCF4uIIqbIy05Cmzx3rRt_8g
47,Naya Pakistan,2800000,,Pakistan,,831000,,@UCKJmzY163_v2ZpxxgtgA0Pw
48,Maaz Safder World,2600000,2.6,Pakistan,,777000,,@maazsafderworld
49,Urdu Cover,2600000,,Pakistan,,765000,,@UC5ZAU-hc5NOeuXUcb4gyqcQ
50,Desi Health TV,2500000,,Pakistan,Food and Drink,756000,Lifestyle,@UCnp2fm6-eVXNqA37zvQFWwA
51,Ask Muslim Teacher,2500000,,Pakistan,,741000,,@UCsFx7C__hXEhQCTrqyyfMNg
52,That Was Crazy,2400000,,Pakistan,,729000,,@UC3b6fFeoaWrf_tYR8nJMBFQ
53,Healthsubzwari,2400000,,Pakistan,,729000,,@UCHWP2qhQ_9bGrIp56F7XFOQ
54,Daily URDU Update,2400000,,Pakistan,,720000,,@UCZmKMrH3gwndXLF1z6GDMEA
55,Reality Tv,2400000,0.2,Pakistan,,717000,,@UCnm1OOV8ufB-yC7TYsARodg
56,Aisha Health With Beauty,2400000,,Pakistan,,714000,,@UCT9B6B1ESokiAH9FubKxqmQ
57,VideoWaliSarkar,2400000,0.3,Pakistan,Technology,711000,Tech/Gaming,@videowalisarkar1
58,Sar e Aam,2400000,,Pakistan,,708000,,@UCGU6Sw4NDKH3nO10vUfK0JQ
59,Urdu Lab,2300000,,Pakistan,,699000,,@UCVNbJAoA9zBg-VhXz92at8w
60,Merium Pervaiz,2300000,0.5,Pakistan,,693000,,@UCANusfysqkOall5M4_P-xLQ
61,RKG ARMY,2300000,,Pakistan,,690000,,@UCm5DZc8fB7_iSZ-jWXp67bA
62,Qari Muhammad Ilyas,2300000,,Pakistan,,690000,,@UCq68-yXEYvXV-FuxJRTNfJw
63,Quran Aur Hadees,2300000,,Pakistan,,690000,,@UCoTrwmBH6Q-5mH6C_J1rFxw
64,Asif Ali TV,2300000,,Pakistan,,684000,,@UC5-EcOxrepyI2z9oEW-Friw
65,KHOJI TV,2300000,,Pakistan,,684000,,@UCNZ-ZdWIRFM88Fxvlpug73A
66,Crazy Prank TV,2300000,,Pakistan,,684000,,@UC0p0-50FlBoGwqzIwKIeFcw
67,Asad Ali TV,2300000,,Pakistan,,681000,,@UCqhQRA_Y8Lyu5BYnFOpvtAQ
68,Kitchen With mehnaz Abid,2200000,,Pakistan,,663000,,@UCZp95XL_tLEBBXjYP23ob1w
69,ilmkidunya,2200000,,Pakistan,,660000,,@UCplMtixZJ6pRcrMogBSYvuQ
70,Peoplive,2200000,,Pakistan,,654000,,@UCmxceJhlGVYtDexNDGC8POw
71,Just Mehndi,2200000,,Pakistan,,651000,,@UC8NUJO5ndZIkPzVzV62Nx-A
72,GNN,2200000,,Pakistan,,645000,,@UC35KuZBNIj4S5Ls0yjY-UHQ
73,Pak Tv24,2100000,,Pakistan,News,642000,Info/Business,@UC_ccpE1W9pgWFJnYrc11WKQ
74,Express TV,2100000,,Pakistan,Celebrity Television,636000,Entertainment,@UCU1r97baEf3JJI5fY6NtMpA
75,Dekho Suno Jano,2100000,0.3,Pakistan,,633000,,@UChOzmkBxTHbZNZdiiYolWoA
76,Public News,2100000,,Pakistan,News,618000,Info/Business,@UCElJZvY_RVra6qjD8WSQYog
77,Bulbulay,2000000,,Pakistan,Celebrity,612000,Entertainment,@UC_UshQ19ISxViEhO_lbV1ig
78,Mubasher Lucman Official,2000000,0.1,Pakistan,,603000,,@UCslugpmYWJiZK5rbvtcaV7Q
79,BSports Pakistan,2000000,,Pakistan,,594000,,@UCeK21VZQ8i7dTSkDEqjRxPw
80,ARY Qtv,2000000,,Pakistan,,585000,,@UCE2oY4S4wOu6WofU2YbfWsw
81,wasleyaar FR,1900000,,Pakistan,,582000,,@UCXM7SnDAdJNXzHL66fZ3R1Q
82,PB Studio Music,1900000,0.1,Pakistan,,576000,,@UCAhvLrpJPXBQVFRSyVBxhXw
83,GFXMentor,1900000,0.2,Pakistan,,573000,,@UCP3AIk974-PeB9bg1Mc7wug
84,Vidly,1900000,,Pakistan,Music,573000,Music,@UCkvPHvcNlWzHEu_z5RKAeEA
85,Lahore News HD,1900000,,Pakistan,,570000,,@UC0CbUVRC1d1RvunYbp3w2qQ
86,Islamic Releases,1900000,,Pakistan,,567000,,@UCD0WysHED1NfXUk3vedtRhQ
87,You Tv HD,1900000,,Pakistan,,564000,,@UCHv27RsYzC1rEVGDDTmG0-A
88,Zama Voice,1900000,,Pakistan,,564000,,@UCtiBNhuJSJwn9oCjZtzRaAg
89,Ali Zafar,1800000,,Pakistan,,552000,,@UC7A0P8INcRIbhgFQ1v46Uyg
90,Neo Tv Network - Official,1800000,,Pakistan,News,549000,Info/Business,@UCAsvFcpUQegneSh0QAUd64A
91,HASI TV,1800000,,Pakistan,,549000,,@UCNRFc1nzodDjxveVWVwDfbw
92,Majid Hussain,1800000,,Pakistan,Marketing and Advertising Education,549000,Info/Business,@UCrylNZ96YFuKx1TJHqY261g
93,knowldge Factory,1800000,,Pakistan,,543000,,@UCjkhOxy500BOy3KdM7QULgw
94,Ubqari,1800000,,Pakistan,,543000,,@UCPBZiFeffpuBP9RpjPU2UPg
95,SYF Studio 7,1800000,,Pakistan,,540000,,@UCKW2oCbkZg12JZPSzlarR3g
96,Dr. Bilquis Shaikh,1800000,,Pakistan,,534000,,@UCdfGpfNbQkxsF-1hYe3s_Ow
97,Kids Land,1800000,,Pakistan,,531000,,@UCZMKZS3L9GfhcFkMyBRoVFg
98,PopBox,1800000,,Pakistan,,525000,,@UCh06REDUn42lJcKSa6kXGLQ
99,Sistrology,1700000,1.7,Pakistan,,522000,,@UCbOWx-D1d0-CiP9wc-cH93Q
100,Purisrar Dunya,1700000,,Pakistan,,522000,,@UCf6iILLifXIYAnT1ByHRXww
1,Mimonona Stories,7000000,,Panama,,2100000,,@UCXc5x7W5pwn-xz2g2nGTDQQ
2,WindyGirkTV,3400000,,Panama,,1000000,,@UCnAPC3MYciLYIpu5m8x-a3A
3,panamamusic,1900000,,Panama,,564000,,@UCtD0-H8t7Fh97Q7y-pXG3sQ
4,Ideas y Manualidades,1800000,,Panama,,531000,,@UCmrif0tPA90NvGZCv_FnhTQ
5,Mgascon,1800000,1.7,Panama,,525000,,@UCehKFyuaU-z-_I0To2_ANjg
6,Parecen Noticias Extra,1700000,,Panama,,507000,,@UCr9xpZl2qNsZiv2acatQVvg
7,Javi Ghan,1600000,,Panama,,483000,,@UChW2uNPprKZEw-3L0yPbl_g
8,La Chama,1500000,,Panama,,438000,,@UC1TAhRcqw4Qyxt2Ab8tgpwA
9,TP Resurrection,1400000,0.1,Panama,,414000,,@UC7bB2twFWCiFWNOfj2Xb06g
10,Giova,1200000,0.3,Panama,,369000,,@UCbMAfL0TzvWjrGPKsSj6HdA
11,ByLiaN,1100000,0.5,Panama,,327000,,@UCJHEXNnX6Yn1tqo7_CKO68Q
12,JasperDev,1100000,,Panama,,324000,,@UCZMfh_hkI_IprkYpyRI-Aog
13,Boza Oficial,950000,0.9,Panama,,285000,,@UC8ebER2BnZCsocCWJc47RUA
14,ElisBethM,814000,0.2,Panama,,244200,,@UC6-YfCJqoiblUunqFjZMD1A
15,Xsequias,772000,,Panama,,231600,,@UCUL1dW-nv-75a4aWGRcAzIg
16,José Peláez,616000,,Panama,,184800,,@UCAQc0WboiyFnfoA_sj0KjSg
17,SMARTpro Academy,540000,0.2,Panama,,162000,,@UCqtA50lNwtNAg6S0UkI5bxw
18,Fani_crochet,528000,,Panama,,158400,,@UCD1Ws5xxya9xkyWfLVi88XA
19,Brin,495000,2.6,Panama,,148500,,@UC4jlzJyMNQkkcEcCN3EFG7g
20,Plantas Medicinales de Roylenis,456000,,Panama,,136800,,@UCkl7qsnAmDSkXHSuPl6nygQ
21,Makano Oficial,418000,0.2,Panama,,125400,,@UC5Idt_b4TTNKgVw64s-aTcA
22,MADI MELENDEZ,408000,,Panama,,122400,,@madimelendez
23,Materia Cris,362000,0.8,Panama,,108600,,@UCc_e7jRMTn7KfSfLKPvKnyg
24,LuisDev,330000,33.8,Panama,,99000,,@UCM1KXfxdj74K3D7MpJWk7Vw
25,Tuner Garage,308000,2.0,Panama,,92400,,@UCogBBnpXklLiRf_IfZEu4rA
26,HINEBRO,305000,,Panama,,91500,,@UCEZ15DQZsDVqYc1_rNWx2yg
27,Samsung Latinoamérica y Caribe,274000,,Panama,,82200,,@UCYuwIJpesKZiU6qxayMq0Lg
28,Keneth YT,269000,0.1,Panama,,80700,,@UCW89iEJuCoVjJLlZsceFXow
29,Oxitocina Magazine,261000,,Panama,,78300,,@UCB721ZXX_VnKFc4TzbE--2w
30,Luise,246000,,Panama,,73800,,@UCk50rn1BUbpUE8jnze8UDUg
31,Amie lps XD,239000,1.6,Panama,,71700,,@UC2Z78GFRsxBnUbLqoiwyMng
32,Pastor Moises Bell,229000,0.8,Panama,,68700,,@UCJybhDoN14E_8NIYwkDP0MQ
33,Jonathan Heres,225000,,Panama,,67500,,@UCrIACdLpa4zB9LqhQSqQUYA
34,QUE XOPA PANAMA,224000,,Panama,,67200,,@UC9awV5hh6GdNCw9i6HHmA2g
35,Impacto MMA - MMA en ESPAÑOL,210000,0.1,Panama,,63000,,@UCsOqRu-Y0vUS5tt8jJhud4A
36,Ideas de Grandeza,187000,3.7,Panama,,56100,,@UC9doKzLeanBnxei09I3BThg
37,Quiropractico Chiriqui,185000,,Panama,,55500,,@UCfumJ7w-ftjtqupEop3WuTw
38,Soy Jorge Pinzon,182000,0.2,Panama,,54600,,@UCod5sbMaValD3OhvzA3SyZg
39,Telemetro,177000,,Panama,,53100,,@UCm-EJjdw2bKskUFF5YyWYog
40,CyberZone,169000,,Panama,,50700,,@UCAtB9mvpwFgG8cgVpikgn1g
41,At' Fat,158000,,Panama,,47400,,@UClKlNqju-8wvHpfBYyL9ddA
42,Rafita Se DIVIERTE,157000,2.5,Panama,,47100,,@UClyKZZaOqfivINOhyxOiUJg
43,[Tarot para Escorpio] Katie McLaughlin,156000,0.7,Panama,,46800,,@UCA9GwmtQJ-fTBkI3joU5D_g
44,Kiffen Beats,150000,0.1,Panama,,45000,,@UCnfmOjxm-9fCwexfLqE72jA
45,•Marilul•,146000,,Panama,,43800,,@UCc4hQgYEIg4Tz8amGt4Jn4g
46,Nocturnos Gaming,144000,,Panama,,43200,,@UCQJJ2kXHMYcU2x7F0wkuyNg
47,Yemil,144000,6.5,Panama,,43200,,@UCqxNFxHPLrxE8corzC4O4Ew
48,Ernesto Schnack,143000,1.2,Panama,,42900,,@UCz1PeIEiNkKRwWDKFA6RkzQ
49,ChocoFer,140000,,Panama,,42000,,@UCnIxQVK3QWKM33PhVyH3m5A
50,Wasson YT,138000,0.1,Panama,,41400,,@UCDZdSy4VOttQH1JQO8xF3jw
51,La orbita cristiana,137000,,Panama,,41100,,@UCfKrNVsDZd_cE1Peo-Hm0EQ
52,Leonardo Dalessandri,131000,50.0,Panama,,39300,,@UCoKqHHnOOhAXCu6OXcwUYGg
53,NEX Panamá,129000,,Panama,,38700,,@UCOAoOcI_fIW5qHufD9_vLmQ
54,Chamaco,126000,,Panama,,37800,,@UCy79fumIOnk4OcDO6WI7vyw
55,PixelBox,120000,0.2,Panama,,36000,,@UCclV3H-Rs7YMk7yRMI4JGaw
56,Omar Alfanno,119000,,Panama,,35700,,@UC5SCYT0gWOYrserU0kZoOkA
57,Baby Wally,118000,1.9,Panama,,35400,,@UCxbpWctxdlPztlHcfu8zgDQ
58,Ayudinga!,118000,,Panama,,35400,,@UC5mFkCrQ_7A-B6EkXZFlTGg
59,Elisama,114000,0.5,Panama,,34200,,@UCksa3P25ryrXZforVSiiZdA
60,Anyuri Musica,114000,5.4,Panama,,34200,,@UCUB34YxSkjQFMmHQAv9aNhA
61,Jchanel,112000,22.1,Panama,,33600,,@UCHSNuCXT-YDEi36Br_pbIaA
62,Italian Somali,111000,,Panama,,33300,,@UCiBZoJdjkLfE-tA4fzM-e0g
63,TrunksDBS,108000,,Panama,,32400,,@UCJaWwG_brsE_pfkrfHJpQ7w
64,Telemetro Reporta,106000,,Panama,,31800,,@UCeFTJ001tE38wOXKgPvK1XQ
65,Diego De Obaldia,105000,,Panama,,31500,,@UCA3aNXk8I5YCFOP7LOdyeiA
66,Cripto Avances,102000,,Panama,,30600,,@UCgbrVy4r4hLOb4XzRRKRUXQ
67,Jayah Tarot,98000,,Panama,,29400,,@UC8JzNNoWWzAyTO-ifLFPAbQ
68,Samy y Sandra Sandoval Oficial,97900,,Panama,,29400,,@UCHiYINu8Qia0errOc_ZK2PA
69,Nex Noticias,92400,,Panama,,27700,,@UCJpHUoKOGjaW0AEi7hQkmsQ
70,Nenito Vargas [Canal Oficial],88600,0.4,Panama,,26600,,@UCTrLTG0R0cbojYIv-ogpCkQ
71,Jorge Gómez Oficial,88300,0.8,Panama,,26500,,@UCaMu4esvV4r-sv0ie8j5fIg
72,Quien TV,88100,,Panama,,26400,,@UCbFBCJn0mXPqSXcSky4gGoQ
73,Sexoterica Panama,87600,,Panama,,26300,,@UCkOBXPeoykAH3QNPfHjHchA
74,Alfredo Escudero [Canal Oficial],87200,,Panama,,26200,,@UCx4Zs_oeTGpNJV9XmiVRsGQ
75,ReCrearte Club,87100,,Panama,,26100,,@UCgf6UsGz8ooyPUm929RV5ZQ
76,LA FAMA TV PANAMA,84900,,Panama,,25500,,@UCTXYFIqz0egIIaRxmGVDpBw
77,Tu Parking Latino,81600,0.5,Panama,,24500,,@UCGZUC6AimiWNZ7Zcdhd8pew
78,Tiny Houses,81300,0.8,Panama,,24400,,@UCCLtzn1pft02q0xWt_eMGVQ
79,Alejandro Torres oficial,79900,,Panama,,24000,,@UCwpNoQ_KDCnbq1YwX6VYpgg
80,LOLO RAMIREZ OFICIAL,79700,,Panama,,23900,,@UCN6HlmlcSZt-2-y8wOYQtMQ
81,Dubosky,77900,0.2,Panama,,23400,,@UCRVetLFQ2jVAlc8FFgJPfPg
82,[The Pisces Club] by Katie McLaughlin,76300,1.0,Panama,,22900,,@UCepZJiJeFRm8xpe4yQEIJ3A
83,Club 4x4 Panama,75100,,Panama,,22500,,@UCsTwn-GEpzEMrVo5EmGZKaw
84,Dani G. Schulz,74600,2.0,Panama,,22400,,@UC4nD-5icyKhX1PQsuCmAvtw
85,Jhonathan Chavez Oficial,73300,2.8,Panama,,22000,,@UCjIr4PtneAy4amZ8oGkBT4g
86,CC&D C H A N N E L,71600,0.2,Panama,,21500,,@UC6EtQz1ejKCrND5tPdk8X7g
87,IDEAS EN CONSTRUCCION,70800,,Panama,,21200,,@UCcUJ4S8jMs-xZ5sx5cInnyw
88,Filmaciones Robles,69800,,Panama,,20900,,@UCjYXDj7M-dzSkc-d474jctw
89,Melfi,69800,3.4,Panama,,20900,,@UCGWtZGFaCBjQa0iVxa8-JYQ
90,Mictia00,69700,,Panama,,20900,,@UCs9dcaJOSU3tj0zJRls6W2w
91,LA CAMARA PARRANDERA,69700,,Panama,,20900,,@UCFYBG17gnl8CIER_-uPSHlg
92,Tony Cajiga,69100,,Panama,,20700,,@UC2bfcRZ7SuHbnjAgX7uy9Vg
93,Dj Ito C3,68700,0.3,Panama,,20600,,@UC37R-W4GTOTurmtdcPHIJ8w
94,Head & Shoulders Latinoamérica,68000,,Panama,,20400,,@UCtESw35C8UBsDOyVgpImnhg
95,SERTV Panamá,67700,,Panama,,20300,,@UCIDGxZUVJQUJsrbKV-lzhTw
96,Tass Loco507,67200,,Panama,,20200,,@UCiFoN4nNsMaX154yaM3rEMw
97,LaMejorAsesoríaEducativa,66600,0.1,Panama,,20000,,@UCtsoTmZWcz0VmTLbpPn3Y3w
98,PLENA 507,65000,,Panama,,19500,,@UCzEhVKxV2ydyxqsRn3lSaeQ
99,Freddy IH,65000,,Panama,,19500,,@UCE7tGp3xhliSm_VYVgdzvbw
100,OFFCOURSE,63000,0.1,Panama,,18900,,@UCneWK-sFxp8uaI-It-m2SvA
1,Hector19Aquino,2500000,,Paraguay,,747000,,@UCkXd72Un0XaReuatMc52DEA
2,elkoalah,1100000,0.1,Paraguay,,324000,,@UCxagjwvR5NhVf9Pu6grwBWg
3,Paul Landó,962000,,Paraguay,,288600,,@UCeI3VMfMWQQspYVuDzPrung
4,CONMEBOL Libertadores,563000,,Paraguay,,168900,,@UClgFf9mS1mZI2D_vo-ZTpmQ
5,AleVera Oficial,552000,,Paraguay,,165600,,@UC46bOtPQrSPOhQCjWK9fzgw
6,Super Xpresiones,305000,0.1,Paraguay,,91500,,@UCHLNuUKHcQb6DE6cr9OO-ng
7,ABC TV Paraguay,286000,,Paraguay,,85800,,@UCEklbFbPoMaV1ciEb-0mAxg
8,Entre Polkas y Chamamé / Leandro Samuel Benitez ♪♫,286000,,Paraguay,Music,85800,Music,@UCznWI-QW5-vZdFJGXqDApNA
9,TelefuturoInfo,276000,,Paraguay,,82800,,@UC05nHifnRWxoJkzgAP-sffg
10,Cero904,262000,,Paraguay,,78600,,@UCLfIH9x1JVSTVUWA0ZBvT7w
11,Terere Jere,223000,,Paraguay,,66900,,@UCmn3l6kDY-LnUq__vhkblaw
