rank,handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg,_platform,_month,_year
82,thehealchef,Harry Heal,3M,4.2M,538.7K,3.6K,3.7K,tiktok,november,2022
83,anaraquelhz,Raquel,5.4M,3.8M,331.9K,2.7K,9.8K,tiktok,november,2022
84,sara.wais,Sara Waisglass,4.3M,3.9M,827.2K,3.5K,1.3K,tiktok,november,2022
85,cassmakeshome,CASSMAKESHOME | HOME & DIY,719K,2M,268.2K,22.6K,5.5K,tiktok,november,2022
86,jypestraykids,Stray Kids,14.7M,2.3M,607.1K,7K,3.7K,tiktok,november,2022
87,cocielo,Júlio Cocielo,5.2M,3.2M,451.2K,2.8K,7.2K,tiktok,november,2022
88,meghantrainor,Meghan Trainor,13.6M,6.1M,905.1K,1.7K,936,tiktok,november,2022
89,spriteder_spd,Prite Netijen Netirattanapaiboon,4.9M,7.4M,789.4K,1.5K,991,tiktok,november,2022
90,santiperezvivas,Santi Perez,3M,3.4M,638.3K,2.8K,3.8K,tiktok,november,2022
91,kurtisconner,kurtis conner,2M,1.9M,689.7K,7K,3.9K,tiktok,november,2022
92,alwaystaketwo,alwaystaketwo,3.5M,5.2M,667.4K,2.2K,1.8K,tiktok,november,2022
93,adamrayokay,ADAMRAY,7.1M,3.7M,594.5K,2.4K,3.9K,tiktok,november,2022
94,spencer_serafica,Xspencer,13.9M,4.3M,622K,3K,2.1K,tiktok,november,2022
95,nianaguerrero,Niana Guerrero,34.6M,5.5M,707.8K,1.8K,1.7K,tiktok,november,2022
96,zachking,Zach King,70.7M,9.3M,591K,1.1K,1.4K,tiktok,november,2022
97,imeyhou,Meyden,4.6M,6M,690.1K,2.5K,708,tiktok,november,2022
98,qamar_altaey,𝑄𝐴𝑀𝐴𝑅,4.3M,3.4M,313.1K,4.9K,7.2K,tiktok,november,2022
99,graciajessicajane,Jessica Jane🌙,11.6M,5.6M,690K,2K,1.4K,tiktok,november,2022
100,ferxxo444,Feid,4.6M,3.3M,522.7K,2.6K,4.8K,tiktok,november,2022
101,graciajessicajane,Jessica Jane🌙,11.6M,5.6M,690K,2K,1.4K,tiktok,november,2022
102,rodrigodabcasale,Rodrigo Casale (DAB ADDICTION),1.2M,2.4M,401.7K,6.4K,6.8K,tiktok,november,2022
103,nourmar5,nourmar5,14.7M,3.1M,190.4K,10K,11.6K,tiktok,november,2022
104,calebrownn,Cale Brown,5.7M,4.4M,527K,1.7K,3.8K,tiktok,november,2022
105,shxtsngigs,ShxtsNGigs Podcast,5.5M,3.3M,569.1K,1.5K,5.3K,tiktok,november,2022
106,jasonderulo,Jason Derulo,56.1M,3.4M,225.5K,561,15.8K,tiktok,november,2022
107,esnyrrr,Esnyr,5.8M,4.4M,756.2K,1.8K,1.9K,tiktok,november,2022
108,saraisthreads,Sarai Marie,2.1M,3.6M,531.8K,4K,2.3K,tiktok,november,2022
109,billlnai,nai,8.8M,3.8M,996.6K,1.8K,1.3K,tiktok,november,2022
110,lance210,Lance Stewart,22.6M,4.4M,398.9K,1.3K,5.5K,tiktok,november,2022
111,strangehuman,nova,11.1M,4.5M,600.7K,2.5K,1.7K,tiktok,november,2022
112,herranwalt,Herr Anwalt,5.9M,2.8M,363.4K,4.3K,6.8K,tiktok,november,2022
113,btswings7,BTS,4.8M,1.6M,520.3K,3K,10.5K,tiktok,november,2022
114,christophersturniolo,Christopher Sturniolo,3.8M,3.4M,593K,3.5K,2K,tiktok,november,2022
115,fhd.artz,فهد آرت || Fahad🎨,2.3M,4.3M,320.9K,4.6K,3.5K,tiktok,november,2022
116,pongamoslo_a_prueba,Pongámoslo a Prueba,37.6M,6.1M,662.6K,1.7K,1.1K,tiktok,november,2022
117,jaywheeler,Jay Wheeler,6.1M,4.2M,725.7K,1.7K,1.9K,tiktok,november,2022
118,sijad_qasim,سجاد قاسم,2.3M,5.9M,171.6K,4K,6.9K,tiktok,november,2022
119,itsjaylaaw,🖤🖤🖤,2.9M,3.3M,553.5K,4.7K,1.4K,tiktok,november,2022
120,olisboa,LISBOA,3.9M,4.7M,848.7K,941,1.8K,tiktok,november,2022
121,maiaknight,Maia Knight,8.8M,5.4M,807.1K,1.2K,1.3K,tiktok,november,2022
122,beyonce,Beyoncé,4.3M,2.1M,496.5K,7K,3.5K,tiktok,november,2022
123,shakira,Shakira,26.5M,4.7M,401.2K,2.4K,3.4K,tiktok,november,2022
124,ivanaalawi,Ivana Alawi,8.6M,5.9M,606.5K,2K,956,tiktok,november,2022
125,albert_cancook,albert_cancook,9.2M,5.3M,441.9K,3K,1.5K,tiktok,november,2022
126,chinamcclain,China,16.4M,3.1M,783.6K,2.1K,2K,tiktok,november,2022
127,nadbilqis,nadb,219.1K,3.5M,414.7K,2.5K,4.4K,tiktok,november,2022
128,gordonramsayofficial,Gordon Ramsay,34.7M,6.2M,561.4K,1.7K,1.2K,tiktok,november,2022
129,firmanskd,𝙆𝙊𝘾𝘼𝙉,3M,3M,287.9K,891,10.8K,tiktok,november,2022
130,jennyhan,Jenny Han,2M,3.1M,561.2K,2.7K,2.9K,tiktok,november,2022
131,pablitocastilloo,pablitocastilloo,6.1M,2.9M,277K,1.4K,10.7K,tiktok,november,2022
132,ndshvv,ndshvv,3.9M,4.4M,578.7K,2.9K,955,tiktok,november,2022
133,williesalim,WILLIE SALIM,19.4M,4.9M,299.1K,4K,2.7K,tiktok,november,2022
134,lewiscapaldi,Lewis Capaldi,4M,2.8M,311.1K,2.3K,8.9K,tiktok,november,2022
135,hayleythebignoodle,💕Hayley💕,84.6K,2.8M,145.9K,10.8K,12.8K,tiktok,november,2022
136,tooturnttony,Tooturnttony,18.7M,5.3M,507K,2.7K,913,tiktok,november,2022
137,douhalaribiii,Douha laribii,9.3M,6.3M,405.7K,2.6K,1.1K,tiktok,november,2022
138,christian,Christian Del Grosso,4.7M,1.9M,252.6K,3.2K,16.5K,tiktok,november,2022
139,jacobday,Jacob Day,6.3M,2.7M,515.4K,4.5K,2.2K,tiktok,november,2022
140,dedaaladim,Debora Aladim,1.8M,2.4M,531.1K,3.8K,3.4K,tiktok,november,2022
141,isaach.p,Isaac H.P,3.4M,3.1M,445.9K,4.4K,2.1K,tiktok,november,2022
142,jindaouis,Louisa Jindaoui,2.4M,3.5M,551.5K,2.6K,2K,tiktok,november,2022
143,qamar_altaey,𝑄𝐴𝑀𝐴𝑅,4.3M,2.7M,276.6K,4.9K,6.6K,tiktok,november,2022
144,raonyp,Rao,224.5K,1.4M,349.1K,6.1K,11.4K,tiktok,november,2022
145,soysuco,soysuco,13.4M,3.2M,332.3K,6.9K,1.1K,tiktok,november,2022
146,robertirwin,Robert Irwin,4.6M,2.3M,492.9K,3.6K,3.8K,tiktok,november,2022
147,olivertree,Oliver Tree,12.8M,5.5M,490.4K,2K,1.1K,tiktok,november,2022
148,mollymaehague,Molly-Mae Hague,2.4M,5M,593.6K,1.8K,1K,tiktok,november,2022
149,theovon,Theo Von,3.1M,2.6M,302.3K,1K,9.3K,tiktok,november,2022
150,chris,Chris Olsen,8.6M,4.7M,682.3K,1.7K,851,tiktok,november,2022
151,sehataqua,SehatAQUA,533.2K,61.1M,70K,539,1.3K,tiktok,november,2022
152,dylan.page,Dylan Page,4.5M,2.8M,403.8K,4.1K,2.8K,tiktok,november,2022
153,lagranjadelborrego,La granja del borrego,13.2M,5.2M,744.8K,1.4K,627,tiktok,november,2022
154,vhackerr,Vinnie,15M,2.8M,473.9K,3.8K,2.1K,tiktok,november,2022
155,augustogimenez,AugustoGimenez,13.9M,6M,862.8K,1K,464,tiktok,november,2022
156,garett__nolan,Garett Nolan,13.4M,2.7M,351.3K,2.9K,5.2K,tiktok,november,2022
157,alexwaarren,Alex warren,15.6M,4.7M,854.5K,893,981,tiktok,november,2022
158,madisonbeer,Madison Beer,18.1M,2.9M,492.3K,2.9K,2.3K,tiktok,november,2022
159,brodywellmaker,Brody Wellmaker,21.7M,2.7M,461.4K,1.8K,4.2K,tiktok,november,2022
160,lukas.urkijo,Lukas urkijo,1.8M,3.8M,384.3K,3.6K,1.4K,tiktok,november,2022
161,victormelo,Victor Melo,22.4M,3M,562.2K,2K,2.2K,tiktok,november,2022
162,nashvibes,NashVibes Art,4M,5.6M,534.5K,1.2K,1.2K,tiktok,november,2022
163,elbitalamanabita5,Elba González,1.5M,2.6M,418.7K,1.6K,4.8K,tiktok,november,2022
164,jaimeonod,Telma,1.9M,2.7M,365.5K,3.7K,3.3K,tiktok,november,2022
165,b.blek,b.blek,3.1M,4.3M,332.1K,2.5K,2.1K,tiktok,november,2022
166,lachlanfairbairn,lachlanfairbairn,1.1M,2.3M,425.2K,2.5K,4.2K,tiktok,november,2022
167,zeth,Zeth,13M,3M,546.3K,1.1K,3K,tiktok,november,2022
168,emillyvickof,Emilly Vick,13.1M,4.9M,383K,2.5K,1K,tiktok,november,2022
169,pierson,Pierson,13.9M,3.7M,617.1K,1.8K,1.1K,tiktok,november,2022
170,siscakohl,Sisca Kohl,12.7M,5.5M,495K,1.6K,774,tiktok,november,2022
171,lelepons,Lele Pons,28.6M,4.4M,639.5K,1.2K,1.1K,tiktok,november,2022
172,jamarcus,Jamarcus Chatman,2.1M,6.1M,301.3K,423,3.1K,tiktok,november,2022
173,nayibbukele,Nayib Bukele,4.2M,2.2M,246.7K,5.9K,5.8K,tiktok,november,2022
174,surya.manurung,SURYAMANURUNG,2.3M,7.6M,181.5K,3.1K,1.5K,tiktok,november,2022
175,rinklebinkle,rinkle binkle 😼,198.4K,1.7M,389K,4.3K,5.4K,tiktok,november,2022
176,k0uvr,Kouvr,13.8M,4.3M,667.3K,1.1K,1.1K,tiktok,november,2022
177,thoriqhal,thariqhalilintar,4.7M,1.8M,236.1K,13.5K,1.2K,tiktok,november,2022
178,bayashi.tiktok,バヤシ🥑Bayashi,36.3M,3.8M,434.6K,2.9K,905,tiktok,november,2022
179,queenofontario,amaris,74.3K,3.4M,721.7K,683,1.9K,tiktok,november,2022
180,llkeyllll,Kadi,2.1M,3.6M,238.8K,5.6K,1.6K,tiktok,november,2022
181,haileesteinfeld,Hailee Steinfeld,3.3M,1.6M,404.9K,6.9K,2.6K,tiktok,november,2022
182,elpugaa,Puga,10.1M,3.7M,334.7K,608,4.3K,tiktok,november,2022
183,yucholoco,Sintya Marisca,3M,5M,364K,1.7K,1.6K,tiktok,november,2022
184,botakteras,Mike,3.8M,5.1M,406.4K,2.3K,500,tiktok,november,2022
185,championsleague,Champions League,18.3M,3.7M,488.1K,1.7K,1.6K,tiktok,november,2022
186,youngswagonoriginal,YoungSwagon,5.7M,2.7M,450.1K,1.2K,3.4K,tiktok,november,2022
187,slaterkodish,slaterkodish,326.9K,4.3M,580.9K,680,1.6K,tiktok,november,2022
188,bmbsh7,بمبش السيد♦️bimbsh♦️,5.1M,2.5M,330.3K,4.8K,1.9K,tiktok,november,2022
189,nicolegarcia,nicole garcia,13M,5.2M,659.2K,1.1K,515,tiktok,november,2022
190,mas_nizar,IG: nizar_abzhr31,6.7M,3.4M,450.1K,2.9K,728,tiktok,november,2022
191,jelena.unforgetable,#jelena,183.1K,6.2M,434.5K,1.6K,418,tiktok,november,2022
192,los_chicaneros,Los_chicaneros,4.9M,2.8M,324K,1.3K,4.5K,tiktok,november,2022
193,costatitch,Costa Titch,947.1K,4.3M,305.6K,634,3.4K,tiktok,november,2022
194,ash.e.e,Ashley Elliott,11.7M,4.6M,523.7K,1.8K,348,tiktok,november,2022
195,evtushenko_dima,Дима Евтушенко,7.8M,2.6M,136.2K,11.8K,3K,tiktok,november,2022
196,hisoyvaleria,valeria 🖤,9.1M,3.2M,443.2K,1.3K,2.5K,tiktok,november,2022
197,jessechrisss,Jess,3.6M,3M,665.5K,1.7K,865,tiktok,november,2022
198,ozikoy,KOY,7.6M,3M,393.9K,2.3K,2.1K,tiktok,november,2022
199,danielatreco,DanielaTreco,1.5M,2M,370.8K,984,5.8K,tiktok,november,2022
200,dinosonso_ofc,DinoSonso,8.8M,2.5M,194.1K,4.4K,5.9K,tiktok,november,2022
201,oironyoliveira,Kbuloso 😈,6.8M,1.7M,154.6K,650,18.8K,tiktok,november,2022
202,michou_yt,Michou,7.7M,4M,415.4K,2.4K,568,tiktok,november,2022
203,gemeosdomingues,GÊMEOS DOMINGUES,2.2M,2M,188.7K,8.6K,4.5K,tiktok,november,2022
204,nikitadragun,Nikita Dragun,14.6M,3.6M,446.5K,1.5K,1.5K,tiktok,november,2022
205,dobretwins,Lucas and Marcus,36.6M,4.4M,425.4K,1.8K,764,tiktok,november,2022
206,valenrewah,Valenrewah,8.3M,5.1M,540.8K,1K,699,tiktok,november,2022
207,cardncyn,Carddd,4.5M,5M,599.2K,998,587,tiktok,november,2022
208,hiagodosvideos,Hiago Marques,2.1M,2.4M,409K,1.7K,3.1K,tiktok,november,2022
209,kaylamalecc,kayla,9.3M,3.4M,429.6K,3K,249,tiktok,november,2022
210,babybella777,Bella Hadid,6.4M,4.3M,550K,1.3K,641,tiktok,november,2022
211,danythegaggio,Daniele Cabras,3.5M,2.3M,283.5K,1.5K,5.6K,tiktok,november,2022
212,unkabogableviceganda,Vice Ganda,10.2M,4.5M,564.6K,1.3K,537,tiktok,november,2022
213,hafizmahamad,Hafiz Mahamad,1.2M,2.3M,201.3K,5.3K,4.5K,tiktok,november,2022
214,mndiaye_97,mndiaye_97,15.4M,2.7M,458.5K,2.1K,1.6K,tiktok,november,2022
215,davidcstt_,David Costa,5.9M,3.1M,493.8K,1.4K,1.6K,tiktok,november,2022
216,vanessalopesr,Vanessa Lopes,26.5M,3.3M,345K,2.4K,1.4K,tiktok,november,2022
217,eupereiraoficial,Eu Pereira,8M,3.4M,385.9K,1.6K,1.7K,tiktok,november,2022
218,anna..paull,Anna Paul,5.6M,3M,602K,1.8K,590,tiktok,november,2022
219,karna.val,🎀КАРНАВАЛ🎀,24.5M,2.9M,283.5K,3.2K,2.2K,tiktok,november,2022
220,animalize21,animalize21🔥,12.8M,4.2M,478K,1.1K,1.1K,tiktok,november,2022
221,jaimefrench,Jaime French,485.4K,1.8M,366.4K,2.7K,4K,tiktok,november,2022
222,ne_4_,نيف السيد,3.4M,3M,208.5K,4.9K,1.9K,tiktok,november,2022
223,yano4kaa.aaa,yano4kaa,4.3M,2.9M,434.6K,1.6K,1.8K,tiktok,november,2022
224,ssukasuka12,quotes kartun,1.1M,1.5M,179.9K,194,14.8K,tiktok,november,2022
225,lilnasx,lil nas x,28.8M,2.8M,432.1K,1.6K,1.8K,tiktok,november,2022
226,abir.sag,Abir el saghir,16.6M,3.6M,292.5K,2K,1.8K,tiktok,november,2022
227,bretmanrock,bretmanrock,14.6M,2.3M,504.4K,1.4K,2.2K,tiktok,november,2022
228,miladmirg,Milad,5.9M,3.8M,367.7K,2.4K,446,tiktok,november,2022
229,jakepaul,Jake Paul,16.9M,4.3M,240.9K,3.1K,880,tiktok,november,2022
230,jemimajune_,Jemima June,569.3K,4.5M,510.1K,856,894,tiktok,november,2022
231,gordeewa__13,gordeewa__13 :&gt;,13.8M,4.9M,278.6K,2.4K,524,tiktok,november,2022
232,axelwebber,Axel,4.4M,3.6M,771.7K,1K,399,tiktok,november,2022
233,mohm.nabeel,mohammad.nabeel,566.1K,2.3M,132.4K,4.5K,8.5K,tiktok,november,2022
234,paytonking,Payton King,5.3M,1.7M,388.2K,2.7K,3.4K,tiktok,november,2022
235,kblock43,Ken Block,1.8M,3.2M,342.3K,762,2.9K,tiktok,november,2022
236,nia.ramadhani.bakrie,Nia Ramadhani Bakrie,2.1M,4.1M,337.1K,1.6K,1.2K,tiktok,november,2022
237,mateuspesce,Mateus pesce,7.2M,2.2M,257.2K,2.5K,4.5K,tiktok,november,2022
238,itsmenicksmithy,Nick Smithyman 🤓,8.2M,2.6M,243.7K,1.8K,4.4K,tiktok,november,2022
239,gurrms0630,BEDDY,7.5M,2.7M,464K,1.8K,1.4K,tiktok,november,2022
240,marianagrimaldii,La Niña Fresa 🍓,2.8M,3.3M,449.8K,709,1.9K,tiktok,november,2022
241,cedriklorenzen,Cedrik Lorenzen,3.2M,2M,229.7K,3.2K,5.1K,tiktok,november,2022
242,lgndfrvr,LGNDFRVR,17.4M,2.5M,417.8K,1.3K,2.4K,tiktok,november,2022
243,sunnyjutt1296,SunNy Jutt,2.5M,3.5M,344K,1.9K,1.2K,tiktok,november,2022
244,lilpump,Lil Pump,4.4M,2.7M,306.7K,3K,1.5K,tiktok,november,2022
245,kukombo,H,4.8M,2.7M,622.2K,1.7K,533,tiktok,november,2022
246,caprariu_valentino,V A L E N T I N O,3M,4.3M,230.2K,1.8K,2K,tiktok,november,2022
247,hf37777,نجم الثرياء⭐H,643.7K,1.3M,38.4K,6.2K,71K,tiktok,november,2022
248,emrata,Emrata,2.1M,3.5M,329.3K,1.2K,2K,tiktok,november,2022
249,thallyssonsb,Thallysson Borges,11.2M,2M,294.2K,2.4K,4K,tiktok,november,2022
250,artemmodelka,artemmodelka,801.1K,5.1M,299.2K,1.9K,446,tiktok,november,2022
251,surthycooks,Surthycooks,15.9M,3.4M,491.7K,1.5K,544,tiktok,november,2022
252,sturniolo.triplets,Sturniolo’s,4.7M,2.2M,505.2K,2.2K,969,tiktok,november,2022
253,jakekrantz,Jake Krantz,2.4M,2.1M,341.5K,1K,3.8K,tiktok,november,2022
254,jairsanchezzz,Jair Sanchez,7.4M,1.8M,280.7K,1.5K,5.2K,tiktok,november,2022
255,oldtimehawkey,Old Time Hawkey,6.7M,1.8M,319.9K,3.1K,2.8K,tiktok,november,2022
256,andrefernm,André Fernandes,387.3K,888.5K,111.9K,5.7K,28.3K,tiktok,november,2022
257,samkelly322,Samantha Kelly,2.6M,3.8M,480.5K,942,931,tiktok,november,2022
258,paralympics,paralympics,2.7M,2.5M,300.2K,1.7K,2.8K,tiktok,november,2022
259,joe.bartolozzi,Joe Bartolozzi,20.5M,2.4M,395.6K,2.8K,725,tiktok,november,2022
260,sebasmorenooo,Sebastian Moreno 📸,5.8M,3.2M,360.4K,1.9K,936,tiktok,november,2022
261,ferchugimenez,Fernanda,8.1M,3.1M,552.5K,879,1K,tiktok,november,2022
262,libardoisaza,Libardo Isaza,20M,3.9M,631.8K,1K,308,tiktok,november,2022
263,nhuchuu0909,Như Chuu 🎀,1.7M,6.2M,352.4K,1.2K,313,tiktok,november,2022
264,shamichef21,Shamichef,2.2M,4.1M,123.2K,1.4K,4.9K,tiktok,november,2022
265,agnesmelo_oficial,Agnes Melo,6M,3.7M,410.9K,1.1K,1K,tiktok,november,2022
266,justmaiko,Michael Le,52.3M,5.2M,550.4K,639,469,tiktok,november,2022
267,lachama4_ff,LA CHAMA ᴰ,10.1M,3.6M,500.6K,1.3K,436,tiktok,november,2022
268,mandrake1984real,Giuseppe Mandrake Ninno,1.5M,1.9M,236.5K,892,6.1K,tiktok,november,2022
269,brookemonk_,Brooke Monk,25M,3.9M,392.5K,1.3K,759,tiktok,november,2022
270,asmrblindbags21,Asmr blind-bags,2.3M,3.7M,305.3K,2.3K,563,tiktok,november,2022
271,newt,newt,9.9M,2.6M,507.3K,1.3K,1.1K,tiktok,november,2022
272,jackjos3ph,Jack Joseph,3.4M,2M,273.9K,2K,3.9K,tiktok,november,2022
273,jonata_26,Jonata,6.4M,3M,453K,689,1.6K,tiktok,november,2022
274,laurasalazar_s,Doc Laura Salazar,1.8M,1.7M,318.7K,1.3K,4.4K,tiktok,november,2022
275,andy.and.michelle,Andy & Michelle,5.6M,2.9M,371.2K,695,2.1K,tiktok,november,2022
