rank,handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg,_platform,_month,_year
133,larissagloor,𝗟𝗮𝗿𝗶𝘀𝘀𝗮 𝗚𝗹𝗼𝗼𝗿,3.4M,3.1M,756.8K,3.9K,1.8K,tiktok,september,2022
134,rah_money1,General ock,3.4M,3.2M,426.3K,3.1K,6.3K,tiktok,september,2022
135,aymanehamedi,Weld Mimoune,1.1M,3.4M,298.5K,2.8K,9.8K,tiktok,september,2022
136,luvadepedreiro,Iran Ferreira (Lai),19.4M,4.2M,571.7K,3.7K,1.7K,tiktok,september,2022
137,brookemonk_,Brooke Monk,23.6M,5.9M,678.9K,1.9K,1.4K,tiktok,september,2022
138,parnishacook,Пардаев Алибек,615.7K,3.2M,183.7K,352,21.3K,tiktok,september,2022
139,yzn47,عزيز | يزن,7M,7M,249.2K,1.2K,6.1K,tiktok,september,2022
140,pimrypie__tiktok,Pimrypie,3.3M,7.7M,466.3K,2.3K,1.2K,tiktok,september,2022
141,alanthedude,Alan,681.8K,3.7M,636K,3.5K,1.8K,tiktok,september,2022
142,daviddobrik,DAVID DOBRIK,26.2M,4.4M,440.6K,1.7K,4.6K,tiktok,september,2022
143,montanablack,GetOnMyLvL,2.5M,3.4M,447.5K,3.5K,4.4K,tiktok,september,2022
144,vhackerr,Vinnie,14.9M,3.3M,487.1K,4.6K,2.7K,tiktok,september,2022
145,cellat36,cellat36,8.6M,5.4M,307.5K,5.2K,1.9K,tiktok,september,2022
146,thebenjishow,benji,5.9M,3.3M,643.8K,2.2K,3.2K,tiktok,september,2022
147,seventeen17_official,SEVENTEEN,6M,1.9M,595.1K,5.3K,4.9K,tiktok,september,2022
148,thenataliahms,Natalia Hurtado de Mendoza,73.9K,3.5M,259.6K,928,11.8K,tiktok,september,2022
149,loganpaul,Logan Paul,15.9M,4.8M,976.9K,1.4K,1K,tiktok,september,2022
150,andyarthursmith,Andy Arthur Smith,2.2M,3.3M,564.7K,3.3K,2.8K,tiktok,september,2022
151,loganpaul,Logan Paul,15.9M,4.8M,976.9K,1.4K,1K,tiktok,september,2022
152,andyarthursmith,Andy Arthur Smith,2.2M,3.3M,564.7K,3.3K,2.8K,tiktok,september,2022
153,cauwave,cauwave,1.4M,2.6M,396.6K,2.7K,8.2K,tiktok,september,2022
154,nicollefigueroaa,Nicolle Figueroa,12.7M,5.5M,766.1K,1.8K,882,tiktok,september,2022
155,brookemonk_,Brooke Monk,23.6M,5.7M,620.8K,1.8K,1.3K,tiktok,september,2022
156,oldtimehawkey,Old Time Hawkey,6.4M,2.9M,445.5K,4.6K,4K,tiktok,september,2022
157,mix_151,مكس _Mix,3.4M,4.8M,481.9K,3.2K,1.4K,tiktok,september,2022
158,mmmjoemele,Joe Mele,22.8M,5.7M,848.4K,1.2K,1K,tiktok,september,2022
159,lordtrunks,Lord Trunks,2.2M,4.2M,386.9K,3K,3.6K,tiktok,september,2022
160,paytonking,Payton King,5.3M,2.6M,325K,4.8K,7.6K,tiktok,september,2022
161,squatch.and.sons_customs,Squatch and Sons Customs,213.6K,7.7M,471.3K,1.6K,1.2K,tiktok,september,2022
162,incorrectlyroce,Roce Ordoñez,8.4M,3.9M,678.6K,2.2K,1.7K,tiktok,september,2022
163,lifeofclare,Clare Thurkett,42.2K,3.1M,724.4K,1.2K,3.4K,tiktok,september,2022
164,patrickbarnes,Patrick Barnes,2.4M,2.2M,417.2K,3.9K,7.3K,tiktok,september,2022
165,the.historical,History Footage,201.5K,2.9M,346.2K,4.8K,5.1K,tiktok,september,2022
166,blamerobertjames,blamerobertjames,159.3K,3.5M,347.2K,4.4K,3.9K,tiktok,september,2022
167,pollerocho,pollerocho,3.5M,3.5M,567.2K,841,4.2K,tiktok,september,2022
168,ferchugimenez,Fernanda,7.7M,4.5M,825.6K,1.5K,1.1K,tiktok,september,2022
169,jaykindafunny8,Jaykindafunny,24.3M,4.8M,612.4K,1.3K,2K,tiktok,september,2022
170,kulinaria.recetas,AGUS LIPORACE,3.8M,3.4M,408.9K,443,6.4K,tiktok,september,2022
171,cocielo,Júlio Cocielo,5M,2.3M,675.9K,2K,4.1K,tiktok,september,2022
172,darylsabara,darylsabara,695.7K,3.6M,628.5K,1.9K,2.1K,tiktok,september,2022
173,livefromthepark,Ninjy Dave,369K,2.2M,130.2K,1K,30.6K,tiktok,september,2022
174,saraisthreads,Sarai Marie,1.6M,2.3M,462.7K,2.6K,6.1K,tiktok,september,2022
175,fhd.artz,فهد آرت || Fahad🎨,2.2M,4.5M,288.8K,5.4K,1.4K,tiktok,september,2022
176,ig_alongwiranda,🕌🏃,880.7K,3.2M,129.4K,1.2K,20K,tiktok,september,2022
177,initiaraandini,tiara andini,5.1M,3.8M,419.6K,2.6K,3K,tiktok,september,2022
178,ndshvv,ndshvv,3.2M,3.8M,552.4K,3.4K,764,tiktok,september,2022
179,maiaknight,Maia Knight,8.8M,4.7M,720.5K,1.6K,960,tiktok,september,2022
180,homm9k,ХОМЯК,44.4M,3.8M,489.8K,3.6K,1.1K,tiktok,september,2022
181,dobretwins,Lucas and Marcus,36.2M,4.8M,453.1K,2.8K,1.1K,tiktok,september,2022
182,jacksepticeye,Jacksepticeye,4.9M,2.3M,559.8K,3.8K,2.7K,tiktok,september,2022
183,franckfs,Franck Farfán FS,5.7M,4.9M,330.9K,1K,4.1K,tiktok,september,2022
184,iamdtg,DTG,1.2M,2.2M,251.9K,2.2K,12.9K,tiktok,september,2022
185,jihansalsabila44,Jihan Salsabila,1.6M,2.7M,366.4K,3.6K,4.5K,tiktok,september,2022
186,brentrivera,Brent Rivera,44.9M,4.9M,574.4K,2K,813,tiktok,september,2022
187,rayandmadalyn,Ray & Madalyn,1.1M,3.6M,496.1K,1.8K,2.6K,tiktok,september,2022
188,nessaabarrett,Ness,19.4M,4M,420.5K,2.7K,2K,tiktok,september,2022
189,leanadeeb,Leana Deeb,10.4M,3.9M,573.5K,1.3K,2.1K,tiktok,september,2022
190,just.hamilton,Just Hamilton,2.9M,2.3M,371.1K,1.9K,7K,tiktok,september,2022
191,wilmah10,wilmah10,6.3K,2.9M,208.2K,2.7K,9.9K,tiktok,september,2022
192,official_kep1er,Kep1er,4.8M,2.7M,518.5K,3.6K,1.7K,tiktok,september,2022
193,loicsuberville,Loïc Suberville,2.4M,2.4M,458.1K,1.6K,5.2K,tiktok,september,2022
194,lana_mohd89,𝑳𝑨𝑵𝑨 🦋,5.7M,4.1M,293.4K,3.7K,2.6K,tiktok,september,2022
195,bigtugg,Tucker Lindgren,1.3M,2M,444K,3.1K,5.3K,tiktok,september,2022
196,jvke,JVKE,7.7M,3.7M,582.2K,2.1K,1.3K,tiktok,september,2022
197,bayashi.tiktok,バヤシ🥑Bayashi,33.6M,4.4M,492K,2.6K,786,tiktok,september,2022
198,bilalahy,Bilal,3.5M,2.2M,492K,1.9K,4.7K,tiktok,september,2022
199,spicyycam_,Spice King,19.5M,4.2M,414.1K,2.8K,1.3K,tiktok,september,2022
200,duythamchannel,Duy Thẩm,4M,5M,492.5K,2.2K,708,tiktok,september,2022
201,fedevigevani,Fede Vigevani,14.6M,4M,457.2K,2.7K,1.1K,tiktok,september,2022
202,korectiion,Iam Cleo,390.5K,3M,376.8K,4.3K,1.7K,tiktok,september,2022
203,theovon,Theo Von,2.7M,3.1M,320.8K,1.1K,5.6K,tiktok,september,2022
204,dafnnejm,dafnne ☻,3.8M,3.7M,667.9K,1.4K,1.3K,tiktok,september,2022
205,boomershroomer,Ashley Enders,63.8K,4.1M,286.4K,2.4K,3.2K,tiktok,september,2022
206,abir.sag,Abir el saghir,14.7M,4.3M,302.8K,2.8K,2.3K,tiktok,september,2022
207,iamprisleeciyi,Priscilla ◡̈,13.9K,2.3M,522.9K,1.2K,4.2K,tiktok,september,2022
208,mikaylahau,Mikaylah,4.9M,3.6M,313.5K,4.6K,1.1K,tiktok,september,2022
209,ranboolive,Ranboo,4.3M,1.8M,414.8K,7K,1.6K,tiktok,september,2022
210,fadiljaidi,Fadil Jaidi,8.7M,3.5M,390.7K,2.9K,1.8K,tiktok,september,2022
211,diiegospyckerzs,Diiego Spyckerzs,808.5K,2.8M,154.5K,3K,11.8K,tiktok,september,2022
212,sonyakisa8,Cat Sonya,17.4M,3.5M,287.7K,1K,5.3K,tiktok,september,2022
213,dbl_n,DBL N officiel 👑🔥🇹🇳,2.2M,3.6M,392.9K,2.4K,2.1K,tiktok,september,2022
214,gavincasalegno,GavinCasalegno,3.2M,2.2M,394.7K,5.3K,1.9K,tiktok,september,2022
215,gordeewa__13,gordeewa__13 :>,12.7M,5.4M,293.7K,3.2K,722,tiktok,september,2022
216,guide_smis,ไกค์ 'สมิท,275.7K,13.1M,299.2K,435,1.2K,tiktok,september,2022
217,lucasmonteirosg,Lucas Monteiro,486.9K,3.8M,469.4K,1.8K,1.7K,tiktok,september,2022
218,dasigantung,Dasi Gantung,5.9M,4.6M,648.5K,842,1.3K,tiktok,september,2022
219,vanessalopesr,Vanessa Lopes,25.2M,3.4M,327.8K,3.6K,1.9K,tiktok,september,2022
220,alexitoxedits,ALEX <3,2.9M,1.6M,467.1K,3.9K,4.4K,tiktok,september,2022
221,bretmanrock,bretmanrock,14.4M,2.9M,599.9K,2K,1.4K,tiktok,september,2022
222,brodywellmaker,Brody Wellmaker,21.6M,3M,430.3K,3.6K,1K,tiktok,september,2022
223,jamescharles,James Charles,36.9M,4.2M,356.4K,2.9K,1.1K,tiktok,september,2022
224,pablitocastilloo,pablitocastilloo,5.8M,2M,234.7K,1.8K,10.8K,tiktok,september,2022
225,jindaouis,Louisa Jindaoui,2M,3.4M,492.2K,1.6K,1.9K,tiktok,september,2022
226,readyfredi,fredi pärs,3.2M,1.6M,364K,3.8K,6.6K,tiktok,september,2022
227,ive.official,IVE.official,3M,2.4M,355.6K,4.1K,2.7K,tiktok,september,2022
228,hannahbahng,hannahbahng,2.4M,1.7M,479.4K,5.8K,1.3K,tiktok,september,2022
229,realnikocadoavocado,Nikocado Avocado,1.7M,3.4M,131K,6.9K,6K,tiktok,september,2022
230,_andrewcurtiss,Andrew Curtis,2.8M,2M,341.9K,5.5K,2.9K,tiktok,september,2022
231,datvilla94,🔥Đạt Villa🔥,6.9M,2.7M,192K,8.6K,2.6K,tiktok,september,2022
232,santiperezvivas,Santi Perez,1.8M,2.5M,418.3K,1.8K,3.8K,tiktok,september,2022
233,sucss.s,Açucena Guirra,11.5M,3.2M,539.9K,2.5K,755,tiktok,september,2022
234,thalita_karter,thalitaKarter,3.9M,3.4M,200.2K,1.2K,6.9K,tiktok,september,2022
235,davidcstt_,David Costa,5.3M,3.5M,480.5K,1.9K,1.4K,tiktok,september,2022
236,strangehumano,nova,10.4M,3.8M,400.8K,2.4K,1.1K,tiktok,september,2022
237,gregisms,Gregisms’ Neighborhood,2.4M,1.4M,235.8K,4.3K,12.3K,tiktok,september,2022
238,matheuscllaus,CLAUS,5.4M,2.7M,340.1K,2.3K,3.7K,tiktok,september,2022
239,halinhofficial,Ha Linh Official,2.7M,4.1M,346.5K,2.4K,1.4K,tiktok,september,2022
240,kaan.etm,Kaan,3.3M,1.6M,411.5K,3.4K,4.7K,tiktok,september,2022
241,nicocaponecomedy,nicocapone.comedy,23.1M,4.6M,317.3K,1.4K,2.3K,tiktok,september,2022
242,aitch12,Aitch,2M,3.5M,351.4K,2.1K,2.3K,tiktok,september,2022
243,kirbyquimado,Kirbyyy,187.9K,2.1M,274.9K,1.5K,7.6K,tiktok,september,2022
244,brycehall,Bryce Hall,22.7M,4.8M,497.8K,1.5K,711,tiktok,september,2022
245,straange_56guuuuy,aikihoruus?,5.9K,1.5M,276.6K,2.2K,10.8K,tiktok,september,2022
246,emillyvickof,Emilly Vick,12.1M,5.4M,444.8K,1.4K,799,tiktok,september,2022
247,datdo0803,Đỗ Đạt,7.6M,3.7M,368.2K,2.6K,1.1K,tiktok,september,2022
248,darianrojasc,D A R I A NR O J A S,30.7M,3.3M,542.4K,2.4K,440,tiktok,september,2022
249,nicolassturniolo,Nicolas Sturniolo,3.3M,2.5M,412.1K,4.4K,582,tiktok,september,2022
250,ricardogaeta_,Ricardo Gaeta,737.8K,2.1M,232K,4.9K,5.3K,tiktok,september,2022
251,giovannibonaccinii_,G I O V A N N I🦋,858.3K,2.2M,317.6K,3K,4.1K,tiktok,september,2022
252,girlsgeneration.official,GirlsGeneration,783.5K,2.7M,355.2K,2.9K,2.4K,tiktok,september,2022
253,eupereiraoficial,Eu Pereira,7.8M,3.6M,395.7K,1.3K,2.1K,tiktok,september,2022
254,sabrinacarpenter,Sabrina Carpenter,12.6M,3.2M,346.5K,3.3K,1.2K,tiktok,september,2022
255,leymarbrown,Leymar Brown,633.9K,2M,251.5K,2.6K,7.1K,tiktok,september,2022
256,ferxxo444,Feid,3.5M,3.1M,381.7K,1.5K,2.6K,tiktok,september,2022
257,itsqcp,QCP,10.8M,3.9M,529.1K,1.4K,948,tiktok,september,2022
258,tooturnttony,Tooturnttony,17.7M,3.7M,355.5K,2.6K,1.1K,tiktok,september,2022
259,theodortytb,THEODORT,1.5M,2.6M,563.3K,2.5K,773,tiktok,september,2022
260,drewafualo,Drew Afualo,7.7M,2M,322.1K,6.5K,977,tiktok,september,2022
261,xoang_xa,maliha,917.6K,2.1M,475K,2.9K,1.8K,tiktok,september,2022
262,runabyte,Runa,949.4K,2.1M,573.2K,1.8K,2.2K,tiktok,september,2022
263,notshanebennett,Shane Bennett,2.6M,2.6M,589.4K,1.2K,1.9K,tiktok,september,2022
264,shadisrour,Shadi Srour,2.2M,3.2M,196.4K,2.3K,5.2K,tiktok,september,2022
265,ninonrambaud,Ninon Rambaud,123.5K,4.1M,441.5K,1.5K,1.1K,tiktok,september,2022
266,kyleechoi,Kylee Choi,19.8K,1.8M,483.5K,3K,2.3K,tiktok,september,2022
267,eljuandiduque,eljuandiduque,6.2M,1.8M,171.3K,1.5K,13.4K,tiktok,september,2022
268,minami.0819,🦄💙MINAMI💙🦄,1.6M,2M,187.1K,9.7K,2.4K,tiktok,september,2022
269,raredoodle,rare doodle,1.8M,3.2M,370.1K,2.4K,1.5K,tiktok,september,2022
