rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,topic_of_influence_en
13,💎𝐀NDA ADAM 💎 @andaadam,1300000.0,0.15,رومانيا,الترفيه والموسيقى الأزياء والإكسسوارات الأعمال والتمويل تمثيل,388800.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,"Entertainment, Music, Fashion and Accessories, Business and Finance Representation"
14,THEO ROSE @theorose.official,1300000.0,1.54,رومانيا,الترفيه والموسيقى التسويق والإعلان موسيقى,376900.0,instagram,romania,False,2024,Knowledge&Info,MAPPED,"Entertainment, Music, Marketing and Advertising Music"
15,SPEAK @iamspeak,1200000.0,0.71,رومانيا,الأزياء والإكسسوارات الترفيه والموسيقى التسويق والإعلان فنان,366900.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,"Fashion, accessories, entertainment, music, marketing and advertising artist"
16,CATRINEL MARLON @catrinelmarlon,1200000.0,1.39,رومانيا,التمثيل والدراما الأزياء والإكسسوارات تمثيل,363000.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Acting and Drama Fashion and Accessories Acting
17,Catalin Botezatu @catalinbotezatu1,1200000.0,0.75,رومانيا,الأزياء والإكسسوارات الفنون والحرف اليدوية الترفيه والموسيقى الأعمال والتمويل,360300.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion and accessories arts and crafts entertainment and music business and finance
18,Bianca Dragusanu @biancadragusanu18,1200000.0,0.24,رومانيا,الأزياء والإكسسوارات الأعمال والتمويل Television,359500.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion & Accessories Business & Finance Television
19,𝟰𝟰𝟰 @oltean_vld,1100000.0,2.07,رومانيا,تعليم تحسين المهارات تمثيل مشاهير,331800.0,instagram,romania,False,2024,Entertainment,MAPPED,Teaching to improve the skills of acting celebrities
20,Cristina Ciobanasu @cristinaciobanasu_oficial,1100000.0,0.74,رومانيا,التمثيل والدراما موسيقى مشهور ممثلين,318800.0,instagram,romania,False,2024,Music,MAPPED,"Acting, drama, music, famous actors"
21,ANAMARIA PRODAN @anamariaprodanreghecampf,1000000.0,0.15,رومانيا,أمهات,304500.0,instagram,romania,False,2024,UNMAPPED,UNMAPPED,Mothers
22,ОЛЕКСАНДР ЗАЛІСКО @o_zalisko,1000000.0,1.84,رومانيا,,300300.0,instagram,romania,False,2024,,,
23,Culiță Sterp @culita.sterp,991800.0,1.65,رومانيا,الترفيه والموسيقى الأزياء والإكسسوارات موسيقى,297500.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Entertainment & Music Fashion & Accessories Music
24,ALINA TISHA @alinaceusan,979200.0,0.59,رومانيا,الأزياء والإكسسوارات تربية الأطفال تمثيل,293800.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Costumes and accessories raising children representation
25,Elena Andrei @sasha_elena_real,955100.0,16.73,رومانيا,الترفيه والموسيقى,286500.0,instagram,romania,False,2024,Music,MAPPED,Entertainment and music
26,Drei @dreiros,923300.0,0.85,رومانيا,الترفيه والموسيقى موسيقى منتجون ترفيه,277000.0,instagram,romania,False,2024,Music,MAPPED,Entertainment & Music Music Entertainment Producers
27,Cristina Ich @christina_ich,920400.0,1.16,رومانيا,تعليم تحسين المهارات نمط الحياة,276100.0,instagram,romania,False,2024,Lifestyle,MAPPED,Teaching improving lifestyle skills
28,SORÉ @soreonline,903200.0,0.3,رومانيا,الفنون والحرف اليدوية الأزياء والإكسسوارات موسيقى تمثيل,271000.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Arts & Crafts Fashion & Accessories Music Acting
29,Aqua Swim @aquaswimromania,897300.0,,رومانيا,اللياقة البدنية والصحة,269200.0,instagram,romania,False,2024,Sports,MAPPED,Fitness and health
30,Chef Sorin Bontea @chef.sorinbontea.official,892300.0,0.77,رومانيا,طعام,267700.0,instagram,romania,False,2024,Lifestyle,MAPPED,food
31,Alex Velea @iamvelea,891800.0,1.64,رومانيا,فن ممثلين,267500.0,instagram,romania,False,2024,Entertainment,MAPPED,Art of actors
32,Simona Păun | Pilot @pilot_simona,865700.0,0.63,رومانيا,تعليم تحسين المهارات,259700.0,instagram,romania,False,2024,Knowledge&Info,MAPPED,Skills improvement education
33,Mihai Morar @mihaimorar,840300.0,0.88,رومانيا,الترفيه والموسيقى,252100.0,instagram,romania,False,2024,Music,MAPPED,Entertainment and music
34,Irina Rimes 🇷🇴🇫🇷 @irinarimes,836400.0,1.62,رومانيا,فن موسيقى فنان,250900.0,instagram,romania,False,2024,Music,MAPPED,Art music artist
35,Patricia Druţă @patricia_druta,818500.0,2.05,رومانيا,,245500.0,instagram,romania,False,2024,,,
36,Catalin Maruta @catalin_maruta,801600.0,2.07,رومانيا,تعليم تحسين المهارات,240500.0,instagram,romania,False,2024,Knowledge&Info,MAPPED,Skills improvement education
37,ADDA @addabaladda,788200.0,0.92,رومانيا,تعليم أمهات,236500.0,instagram,romania,False,2024,UNMAPPED,UNMAPPED,Educating mothers
38,Oana Radu @eusuntoanaradu,785200.0,0.11,رومانيا,الفنون والحرف اليدوية الترفيه والموسيقى ممثلين,235600.0,instagram,romania,False,2024,Music,MAPPED,Arts and crafts entertainment and music actors
39,Romania @romania,783500.0,0.43,رومانيا,سفر,235000.0,instagram,romania,False,2024,Lifestyle,MAPPED,travel
40,CRISTIAN MUNTEANU @mntchristian,778400.0,2.6,رومانيا,فن,233500.0,instagram,romania,False,2024,Lifestyle,MAPPED,Art
41,lauracosoi @lauracosoi,762500.0,0.29,رومانيا,التمثيل والدراما طعام مشهور أمهات,228700.0,instagram,romania,False,2024,Entertainment,MAPPED,Acting and drama are famous food moms
42,🐝 Bianca Vanessa 🦋 @biancaandreescu_,733700.0,3.8,رومانيا,رياضة مغني موسيقى,220100.0,instagram,romania,False,2024,Sports,MAPPED,Sports singer music
43,iulia bochis @iuliastration,724200.0,5.14,رومانيا,الفنون والحرف اليدوية,217300.0,instagram,romania,False,2024,Lifestyle,MAPPED,Arts and crafts
44,⚜️Daniela Crudu⚜️ @daniela_crudu_official,718700.0,1.26,رومانيا,,215600.0,instagram,romania,False,2024,,,
45,Liviu Teodorescu @liviuteodorescu,716900.0,0.36,رومانيا,الترفيه والموسيقى Musicians موسيقى,215100.0,instagram,romania,False,2024,Music,MAPPED,Entertainment and Music Musicians Music
46,Bogdan De La Ploiesti @bogdandelaploiesti,715700.0,2.95,رومانيا,الترفيه والموسيقى,214700.0,instagram,romania,False,2024,Music,MAPPED,Entertainment and music
47,𝐕𝐥𝐚𝐝 𝐆𝐡𝐞𝐫𝐦𝐚𝐧 @vladgherman_oficial,701900.0,0.88,رومانيا,التمثيل والدراما الترفيه والموسيقى مشهور,210600.0,instagram,romania,False,2024,Music,MAPPED,"Famous for his acting, drama, entertainment and music"
48,Vlăduța Lupău @vladutalupau,701500.0,1.46,رومانيا,الترفيه والموسيقى التسويق والإعلان,210400.0,instagram,romania,False,2024,Knowledge&Info,MAPPED,"Entertainment, music, marketing and advertising"
49,CARMEN GREBENISAN @grebenisancarmen,688500.0,0.61,رومانيا,الأزياء والإكسسوارات نمط الحياة,206600.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion and lifestyle accessories
50,Andreea Ioana @andreeaesca,675600.0,0.94,رومانيا,الترفيه والموسيقى ممثلين,202700.0,instagram,romania,False,2024,Music,MAPPED,Entertainment and music actors
51,🦄Ana Beregoi🦄 @anaberegoiofficial__,675600.0,2.25,رومانيا,الترفيه والموسيقى رقص مخرج رقص,202700.0,instagram,romania,False,2024,Music,MAPPED,"Entertainment, music, dance, dance director"
52,ABI @1babyabi1,662500.0,30.09,رومانيا,فن,198700.0,instagram,romania,False,2024,Lifestyle,MAPPED,Art
53,Salvo Lo Castro @realchefsalvolocastro,658400.0,0.21,رومانيا,الطعام والشراب Television طعام,197500.0,instagram,romania,False,2024,Entertainment,MAPPED,Food and Drink Television Food
54,doinitaoancea @doinitaoancea,632800.0,0.54,رومانيا,الترفيه والموسيقى تحسين المهارات مشهور,189900.0,instagram,romania,False,2024,Music,MAPPED,"Entertainment, music, skill improvement, popular"
55,Mirela Vaida @mirelavaida,632200.0,0.42,رومانيا,الترفيه والموسيقى الأسرة الطعام والشراب,189700.0,instagram,romania,False,2024,Music,MAPPED,"Entertainment, music, family, food and drink"
56,dani otil @daniotil,624400.0,1.01,رومانيا,السيارات,187300.0,instagram,romania,False,2024,Tech&Gaming,MAPPED,Cars
57,Jesse Al Hamdaniجاسم الحمداني @jalhamdani,618200.0,0.02,رومانيا,تمويل مشهور كرة قدم مشاهير,185400.0,instagram,romania,False,2024,Sports,MAPPED,Celebrity Finance Celebrity Football
58,LOREDANA @loredanagroza,613600.0,0.29,رومانيا,الفنون والحرف اليدوية موسيقى مغني تمثيل,184100.0,instagram,romania,False,2024,Music,MAPPED,Arts and crafts music singer acting
59,Danna Alquati 🐁 @magicaldemon,611400.0,6.55,رومانيا,الترفيه والموسيقى الفنون والحرف اليدوية ممثلين تمثيل,183400.0,instagram,romania,False,2024,Music,MAPPED,"Entertainment, music, arts and crafts, actors, acting"
60,zbir @andreizbir,600000.0,2.26,رومانيا,تعليم تحسين المهارات,180000.0,instagram,romania,False,2024,Knowledge&Info,MAPPED,Skills improvement education
61,Florin Dumitrescu @chefflorindumitrescu,591600.0,1.5,رومانيا,طعام,177500.0,instagram,romania,False,2024,Lifestyle,MAPPED,food
62,Ema Uta @emauta,589200.0,3.51,رومانيا,فن جمال,176800.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Beauty art
63,Theo Zeciu @theozeciu,586100.0,5.62,رومانيا,فن,175800.0,instagram,romania,False,2024,Lifestyle,MAPPED,Art
64,Andreea Ibacka @andreeaibacka,585300.0,0.82,رومانيا,التمثيل والدراما الأسرة تعليم مشهور,175600.0,instagram,romania,False,2024,Knowledge&Info,MAPPED,Acting and drama family education is famous
65,George Ciupilan @georgeciupilan,571500.0,11.6,رومانيا,,171500.0,instagram,romania,False,2024,,,
66,Almășan Cristina @cristinalmasan,568700.0,0.21,رومانيا,التمثيل والدراما مشهور,170600.0,instagram,romania,False,2024,Entertainment,MAPPED,Famous for his acting and drama
67,Simona Mihaela Fatu @mihiela_simona,562900.0,0.72,رومانيا,الأعمال والتمويل,168900.0,instagram,romania,False,2024,Knowledge&Info,MAPPED,Business and finance
68,Teo Trandafir | TV HOST @teotrandafir,552100.0,0.52,رومانيا,الترفيه والموسيقى,165600.0,instagram,romania,False,2024,Music,MAPPED,Entertainment and music
69,OANA ZAVORANU OFFICIAL @oana.zavoranu,551700.0,1.1,رومانيا,,165500.0,instagram,romania,False,2024,,,
70,Andreea Marin @andreeamarinromania,550900.0,0.4,رومانيا,الترفيه والموسيقى,165300.0,instagram,romania,False,2024,Music,MAPPED,Entertainment and music
71,MADALIN @madalinserbann,538500.0,0.71,رومانيا,السيارات والمركبات,161600.0,instagram,romania,False,2024,Tech&Gaming,MAPPED,Cars and vehicles
72,Mihaela Schwartzenberg @mihaelaradulescuschwartzenberg,537500.0,0.42,رومانيا,أزياء,161300.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion
73,cezara @cezaracristescu,537100.0,1.08,رومانيا,الأزياء والإكسسوارات التمثيل والدراما مشهور ممثلين,161100.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion & Accessories Acting & Drama Famous Actors
74,MARISA PALOMA @marisa.paloma,534100.0,0.44,رومانيا,الجمال والعناية الذاتية الأعمال والتمويل تمثيل مشاهير,160200.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Beauty & Self Care Business & Finance Celebrity Acting
75,RUXI @rux.si.opulenta,532000.0,1.04,رومانيا,مشهور,159600.0,instagram,romania,False,2024,UNMAPPED,UNMAPPED,famous
76,ElenaIonescu @elenaionescumusic,529600.0,0.86,رومانيا,الترفيه والموسيقى مغني موسيقى تأليف الأغاني,158900.0,instagram,romania,False,2024,Music,MAPPED,Entertainment Music Singer Songwriting Music
77,PavelBartos @pavelbartos,513200.00000000006,0.54,رومانيا,الترفيه والموسيقى مشهور ممثلين,154000.0,instagram,romania,False,2024,Music,MAPPED,Entertainment and music famous actors
78,Radu Constantin @radu.co,508400.0,0.72,رومانيا,التمثيل والدراما تعليم مشهور التسويق والإعلان,152500.0,instagram,romania,False,2024,Knowledge&Info,MAPPED,"Acting and Drama, Famous Education, Marketing and Advertising"
79,Bianca Maria Comănici @comanicibianca,503600.0,1.08,رومانيا,الترفيه والموسيقى رومانسية وزفاف,151100.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,"Entertainment, romantic and wedding music"
80,Flavia Mihasan @flavia_mihasan,502000.0,0.24,رومانيا,الأسرة تمثيل,150600.0,instagram,romania,False,2024,Lifestyle,MAPPED,Family representation
81,MARILU @mariludobrescu,500000.0,1.91,رومانيا,مضحك تعليم ممثلين نمط الحياة,150000.0,instagram,romania,False,2024,Entertainment,MAPPED,Funny teaching actors lifestyle
82,Cosmin Nedelcu @micutzustandup,496600.0,0.45,رومانيا,الترفيه والموسيقى مضحك التسويق والإعلان ممثلين,149000.0,instagram,romania,False,2024,Knowledge&Info,MAPPED,"Entertainment, Funny Music, Marketing and Advertising Representatives"
83,SMARANDA STIRBU @smarandastirbu,489300.0,2.6,رومانيا,,146800.0,instagram,romania,False,2024,,,
84,Corina Caragea @corinacaragea,485300.0,1.16,رومانيا,صحافيين,145600.0,instagram,romania,False,2024,Knowledge&Info,MAPPED,Journalists
85,Victor Slav @slavvictor,476400.0,0.22,رومانيا,جمال,142900.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,beauty
86,Anna Lesko Official @anna_lesko,466500.0,0.36,رومانيا,الترفيه والموسيقى طعام موسيقى تمثيل,140000.0,instagram,romania,False,2024,Music,MAPPED,"Entertainment, music, food, music, acting"
87,Anca Sina Serea @anca_sina_serea,465600.0,0.39,رومانيا,أخبار,139700.0,instagram,romania,False,2024,Knowledge&Info,MAPPED,news
88,Raluca Munte @munteraluca,445700.0,0.41,رومانيا,الأزياء والإكسسوارات عرض المنتج,133700.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion accessories product display
89,𝐆𝐢𝐮𝐥𝐢𝐚 𝐀𝐧𝐠𝐡𝐞𝐥𝐞𝐬𝐜𝐮 @mygiulia,442700.0,0.73,رومانيا,الأزياء والإكسسوارات تربية الأطفال أمهات فنان,132800.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion accessories parenting mothers artist
90,Alex Alvarez @alexalvarezab,438000.0,0.31,رومانيا,فن موسيقى,131400.0,instagram,romania,False,2024,Music,MAPPED,Art music
91,Florin Ristei @fristei,427400.0,0.25,رومانيا,الترفيه والموسيقى مضحك موسيقى,128199.99999999999,instagram,romania,False,2024,Music,MAPPED,Entertainment music funny music
92,Roxana Vancea @roxanavancea,410600.0,0.54,رومانيا,الأسرة تدريب تدريب,123200.0,instagram,romania,False,2024,Lifestyle,MAPPED,Family training training
93,Andreea Berecleanu @andreeaberecleanu,407800.0,0.4,رومانيا,أخبار,122300.0,instagram,romania,False,2024,Knowledge&Info,MAPPED,news
94,Roxana Buzoiu @buzoiuroxanaofficial,404600.0,0.98,رومانيا,الترفيه والموسيقى الأزياء والإكسسوارات,121400.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,"Entertainment, music, fashion and accessories"
95,Ana Maria Barnoschi @ambarnoschi,402300.0,0.65,رومانيا,الترفيه والموسيقى التمثيل والدراما الأزياء والإكسسوارات مشهور,120700.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,"Entertainment, Music, Acting, Drama, Fashion and Accessories Famous"
96,JOY 🌻 @jo.ioanaa,399200.0,2.62,رومانيا,فن الترفيه والموسيقى موسيقى تمثيل,119800.0,instagram,romania,False,2024,Music,MAPPED,"Entertainment art, music, music, acting"
97,Maria Pălăria @mariapalaria,387500.0,8.12,رومانيا,الأزياء والإكسسوارات الفنون والحرف اليدوية عرض المنتج,116300.0,instagram,romania,False,2024,Beauty&Fashion,MAPPED,Fashion accessories arts and crafts product display
98,Codin Maticiuc @maticiuc_codin,378500.0,1.03,رومانيا,الترفيه والموسيقى,113600.0,instagram,romania,False,2024,Music,MAPPED,Entertainment and music
99,Raluca Badulescu @raluca.badulescu,373900.0,0.6,رومانيا,تمثيل,112200.0,instagram,romania,False,2024,Entertainment,MAPPED,acting
100,MaxINFINITE @maxinfiniteofficial,372400.0,0.9,رومانيا,الترفيه والموسيقى الألعاب ألعاب فيديو,111700.0,instagram,romania,False,2024,Tech&Gaming,MAPPED,"Entertainment, music, gaming, video games"
